eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.012292838099529035,0.16533203125,34.060273468494415,1,0.0003,1000.0,-518.8446908358821,2,-0.035476574278436604,33.39659546762705,2.8102118968963623
,,4096,0.016544741950929163,0.2265625,33.97232210636139,2,0.0002993852459016393,1024.0,-485.9090320131229,2,-0.048772887644008736,19.525331750512123,5.5815651416778564
,,6144,0.01949110326531809,0.269287109375,34.164175713062285,3,0.00029877049180327867,1024.0,-473.47870495159555,2,-0.05342951942584477,21.086573085188867,8.293026208877563
,,8192,0.02040031733340584,0.277685546875,34.07163506746292,4,0.000298155737704918,1024.0,-493.90622214894944,2,-0.052888440291280855,25.183637860417367,11.061743021011353
,,10240,0.023612469763611442,0.296337890625,34.06515041589737,5,0.00029754098360655737,1024.0,-447.26701589344657,2,-0.05559442308949656,15.154564955830574,13.696201086044312
-262.15375780025494,50.94083130520839,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.064247131347656
nan,nan,12288,0.02913143267214764,0.350244140625,34.05469477176666,6,0.0002969262295081967,1024.0,-454.5296519025809,2,-0.06280725532560609,11.868927113711834,20.940974950790405
nan,nan,14336,0.03163264140894171,0.370849609375,34.09549216032028,7,0.00029631147540983607,1024.0,-497.51004296635267,2,-0.0618713497009594,18.89824775904417,23.70230197906494
nan,nan,16384,0.04246993676933926,0.435888671875,34.17533529996872,8,0.00029569672131147536,1024.0,-499.33803779782147,2,-0.06396769224083983,14.326634494960308,26.49160408973694
nan,nan,18432,0.03482127907918766,0.3826171875,34.06651350259781,9,0.0002950819672131147,1024.0,-436.8344482711245,2,-0.06372871592466253,18.255239920318125,29.77568221092224
nan,nan,20480,0.029647967862547375,0.346533203125,34.18486592769623,10,0.00029446721311475406,1024.0,-402.4024392905591,2,-0.06604796271421946,25.26624223589897,33.49731421470642
-181.96667759819113,69.5641956209556,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.05415725708008
nan,nan,22528,0.03780008836183697,0.412353515625,34.10990798473358,11,0.0002938524590163934,1024.0,-538.5245606158521,2,-0.06681196631252533,25.295633950829504,41.84181785583496
nan,nan,24576,0.04997115779260639,0.456982421875,34.08082480430603,12,0.00029323770491803276,1024.0,-470.97149888739483,2,-0.06410710122145247,15.823548896610736,44.72398591041565
nan,nan,26624,0.049696865695295855,0.448291015625,34.12695043087005,13,0.0002926229508196721,1024.0,-436.68323801819236,2,-0.06380720452143578,16.84307444691658,47.83379316329956
nan,nan,28672,0.05818327194429003,0.485400390625,34.06931241750717,14,0.00029200819672131145,1024.0,-372.0059711904456,2,-0.06794073438213673,13.887501387298107,50.51482605934143
nan,nan,30720,0.050293987756595014,0.46650390625,34.09832181930542,15,0.0002913934426229508,1024.0,-453.46919893368533,2,-0.06720452225999907,14.281017017364501,53.31053900718689
-185.20737713112368,46.244533171150266,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.02893090248108
nan,nan,32768,0.057707656637649055,0.49267578125,34.23474087715149,16,0.00029077868852459015,1024.0,-397.14228230957144,2,-0.06966712466091848,15.085046178102493,60.82679200172424
nan,nan,34816,0.025529918845859357,0.31259765625,34.04876619577408,17,0.00029016393442622945,1024.0,-398.13543266198053,2,-0.06888959652569611,23.159851974248888,63.590683937072754
nan,nan,36864,0.06763935453200247,0.530078125,34.04005216360092,18,0.00028954918032786885,1024.0,-368.0706301108021,2,-0.06665098043740728,11.620168741047383,66.20633888244629
nan,nan,38912,0.027547677321126684,0.346337890625,34.02866764068604,19,0.0002889344262295082,1024.0,-428.016850180271,2,-0.07015825554262847,19.089315539598466,69.0484528541565
nan,nan,40960,0.06255189842486289,0.50126953125,34.152235662937166,20,0.00028831967213114755,1024.0,-379.61939641826746,2,-0.0687939344352344,12.001071505248547,71.96155595779419
-192.554074554522,44.38565199126174,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,76.65724802017212
nan,nan,43008,0.06735638935060706,0.512060546875,34.09469835758209,21,0.00028770491803278684,1024.0,-336.31720092460307,2,-0.0673368475487223,11.180078002810479,79.39950394630432
nan,nan,45056,0.054972422870923764,0.48798828125,34.20080832242966,22,0.0002870901639344262,1024.0,-389.50941741320395,2,-0.06500537490501301,10.643190699070692,82.14780402183533
nan,nan,47104,0.049515457035158764,0.439892578125,34.095335519313814,23,0.00028647540983606554,1024.0,-303.0375519402244,2,-0.06545575343770907,12.0812536790967,86.13650894165039
nan,nan,49152,0.08781938693136908,0.557080078125,34.29095386266708,24,0.0002858606557377049,1024.0,-330.7867337121171,2,-0.06760396459430922,10.480166302621365,90.39335513114929
nan,nan,51200,0.06287811424699612,0.49609375,34.01901074647903,25,0.00028524590163934424,1024.0,-330.30025276515227,2,-0.07305657548422459,12.29063216149807,93.65021204948425
-161.6184912415918,22.190820042747745,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.1236960887909
