eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/fisher_eps_step_0,train/fisher_eps_step_1,train/fisher_eps_step_2,train/fisher_eps_step_3,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,145408,0.029646634344680935,0.30000001192092896,0.31269532442092896,0.3487792909145355,0.36259764432907104,0.33101806640625,34.18231246471405,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,71,0.00025696721311475407,1000.0,-82.13529398736208,2,-0.04621697220572969,10.214430092275142,170.1825988292694
nan,nan,147456,0.026897983905655565,0.2796874940395355,0.30659180879592896,0.31499022245407104,0.3345703184604645,0.3089599609375,34.13898688554764,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,72,0.0002563524590163934,1000.0,-96.74953869220715,2,-0.04264382485707756,8.819162509590388,172.3306167125702
nan,nan,149504,0.04065235660818871,0.36542969942092896,0.36577147245407104,0.4100097715854645,0.42402344942092896,0.39130859375,34.281602549552915,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,73,0.00025573770491803277,1000.0,-89.4127527789183,2,-0.042850734552484934,6.611696932464838,174.410395860672
nan,nan,151552,0.031990651830710704,0.3233398497104645,0.3346191346645355,0.3590331971645355,0.3749023377895355,0.3479736328125,34.19273961782456,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,74,0.0002551229508196721,1000.0,-80.47323693509951,2,-0.04557946531858761,8.475557878613472,176.09376001358032
198.53958837785157,36.957250005503646,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179.61192178726196
nan,nan,153600,0.03594087457313435,0.33208006620407104,0.3558593690395355,0.3758300840854645,0.39726561307907104,0.3652587890625,34.30033121109009,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,75,0.00025450819672131146,1000.0,-74.92532256901393,2,-0.04043892235786188,7.0718722403049465,181.38061499595642
nan,nan,155648,0.03347916168349911,0.31718748807907104,0.3565429747104645,0.35859376192092896,0.37578123807907104,0.3520263671875,34.17009826898575,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,76,0.0002538934426229508,1000.0,-28.140103814625387,2,-0.04580372740601888,7.669770050048828,183.11426281929016
nan,nan,157696,0.024595112228416836,0.27460938692092896,0.29204100370407104,0.301513671875,0.31474608182907104,0.2957275390625,34.097636544704436,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,77,0.0002532786885245901,1000.0,-20.92730126458549,2,-0.04253175649791956,11.276692099869251,184.81218481063843
nan,nan,159744,0.03348904109225259,0.32719725370407104,0.3408203125,0.36821287870407104,0.3838867247104645,0.355029296875,34.20839540958404,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,78,0.00025266393442622946,1000.0,-36.67764536397983,2,-0.04490563699655468,8.4613236784935,186.51114702224731
nan,nan,161792,0.03744739975081757,0.35087889432907104,0.36748045682907104,0.37983399629592896,0.396484375,0.37366943359375,34.177703368663785,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,79,0.0002520491803278688,1000.0,-29.67320524517148,2,-0.044503607973456386,6.992851329594851,188.41225290298462
233.1116190658393,32.40498736146243,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,191.96898484230042
nan,nan,163840,0.0399860113284376,0.35234373807907104,0.3736328184604645,0.40961915254592896,0.416015625,0.38790283203125,34.282493674755095,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,80,0.00025143442622950816,1000.0,29.47848243150656,2,-0.04423525865422562,6.924465250968933,193.8523519039154
nan,nan,165888,0.02311833340427256,0.24252930283546448,0.27592772245407104,0.29755860567092896,0.31586915254592896,0.28297119140625,34.05512131452561,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,81,0.00025081967213114756,1000.0,2.6921227935910466,2,-0.04709880934678949,11.48488145917654,195.6525468826294
nan,nan,167936,0.03729667141960817,0.33403319120407104,0.354736328125,0.3834472596645355,0.3939453065395355,0.36654052734375,34.18459678888321,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,82,0.0002502049180327869,1000.0,-35.60906038095157,2,-0.04475755093153566,7.548413050174713,197.35790085792542
nan,nan,169984,0.027424021840124622,0.2876953184604645,0.29765623807907104,0.3170410096645355,0.35551756620407104,0.3144775390625,34.219368362426756,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,83,0.0002495901639344262,1000.0,-26.11979232804273,2,-0.04772355368186254,9.662795071303844,199.21676683425903
nan,nan,172032,0.02460855372119113,0.255126953125,0.27397459745407104,0.32011717557907104,0.32905274629592896,0.29456787109375,34.23022240400314,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,84,0.00024897540983606555,1000.0,-42.17117123936738,3,-0.04605074331630021,12.66219203621149,200.8945837020874
281.1214083698663,34.10203770683703,172032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,204.4237198829651
nan,nan,174080,0.0413742358192394,0.36625975370407104,0.39111328125,0.4188476502895355,0.427001953125,0.4008056640625,34.12062757015228,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,85,0.0002483606557377049,1000.0,12.922070931451842,2,-0.04418294063652865,6.902684815973044,206.2177028656006
nan,nan,176128,0.027081016068405007,0.28520506620407104,0.300048828125,0.3348144590854645,0.3424316346645355,0.315625,34.267552971839905,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,86,0.00024774590163934425,1000.0,-70.34247554170078,2,-0.04541386866767425,9.536210703849793,208.28250765800476
nan,nan,178176,0.04763041232072283,0.39360350370407104,0.39824217557907104,0.43486326932907104,0.4503417909145355,0.4192626953125,34.27122110128403,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,87,0.0002471311475409836,1000.0,65.22401627188117,2,-0.04157153445703443,6.383438897132874,210.60675477981567
nan,nan,180224,0.04284165578355896,0.3717285096645355,0.401611328125,0.42045897245407104,0.4454589784145355,0.409814453125,34.20430375337601,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,88,0.00024651639344262295,1000.0,0.1564471902335569,2,-0.046278305767918936,5.8645741932094095,212.36475777626038
162.69124728443262,114.43967288454314,180224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,215.97561383247375
nan,nan,182272,0.02654917722029495,0.27690428495407104,0.29438477754592896,0.3232421875,0.33330076932907104,0.3069580078125,34.172824835777284,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,89,0.0002459016393442623,1000.0,5.487154505588819,2,-0.039011182426474986,10.564120762050152,217.93549871444702
nan,nan,184320,0.03408203368890099,0.31157225370407104,0.3443359434604645,0.36738282442092896,0.3987793028354645,0.355517578125,34.371773552894595,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,90,0.00024528688524590164,1000.0,33.56294858629482,2,-0.042372732095827814,8.830827967822552,220.16256165504456
nan,nan,186368,0.022292485807702177,0.23554687201976776,0.26240235567092896,0.3001953065395355,0.2984863221645355,0.27415771484375,34.21893943548203,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,91,0.00024467213114754094,1000.0,-43.379085754186335,2,-0.04549159538582899,11.927358584105969,222.20574378967285
nan,nan,188416,0.023962063231738284,0.24790039658546448,0.26264649629592896,0.3067382872104645,0.30937498807907104,0.2816650390625,34.16727591753006,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,92,0.00024405737704918031,1000.0,26.01503511569027,2,-0.046644342664512804,12.847778838872909,224.4539840221405
nan,nan,190464,0.04770574596041115,0.3871093690395355,0.39677733182907104,0.44086915254592896,0.4583496153354645,0.4207763671875,34.20104594230652,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,93,0.00024344262295081966,1000.0,-38.239055439103524,2,-0.04329503979824949,7.130139543861151,226.53036284446716
267.7191807071953,35.33947146213548,190464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230.242262840271
nan,nan,192512,0.03883329589589266,0.33842772245407104,0.3695312440395355,0.400146484375,0.42333984375,0.382861328125,34.347830545902255,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,94,0.000242827868852459,1000.0,64.08534513449419,2,-0.043974726391024885,8.119481095671654,232.07011103630066
nan,nan,194560,0.030453672333533178,0.30000001192092896,0.31889647245407104,0.3604492247104645,0.3746581971645355,0.3385009765625,34.18822031021118,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,95,0.00024221311475409833,1000.0,23.751072344070778,2,-0.04729082989506424,9.275366182625294,233.88180685043335
nan,nan,196608,0.03925310743798036,0.3460449278354645,0.36201173067092896,0.4024902284145355,0.4104980528354645,0.38026123046875,34.229754376411435,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,96,0.00024159836065573768,1000.0,-15.298902807589497,2,-0.050074685242725535,8.121591010689736,235.66496181488037
nan,nan,198656,0.04433168957693852,0.37153321504592896,0.39350587129592896,0.42597657442092896,0.44965821504592896,0.41016845703125,34.23416854143143,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,97,0.00024098360655737703,1000.0,-26.102672226612775,2,-0.04848411762504838,7.751996704936028,237.28971076011658
nan,nan,200704,0.031830746675404954,0.2959960997104645,0.32685548067092896,0.35136717557907104,0.38232421875,0.3391357421875,34.13321168422699,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,98,0.00024036885245901638,1000.0,45.92678856697927,2,-0.0438004364958033,9.124870829284191,238.9001407623291
280.29545307854704,51.321481235856304,200704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.49882984161377
nan,nan,202752,0.026918532070703806,0.26118165254592896,0.2994628846645355,0.32890623807907104,0.34931641817092896,0.309716796875,34.11250590085983,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,99,0.00023975409836065573,1000.0,54.17598597356286,2,-0.04824600461288355,10.417530874907971,244.21600985527039
nan,nan,204800,0.05071444053173764,0.3905273377895355,0.4122558534145355,0.461669921875,0.47607421875,0.4351318359375,34.30746744871139,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,100,0.00023913934426229505,1000.0,-7.2510085776604605,2,-0.04579924003628548,6.323749259859324,246.46382594108582
nan,nan,206848,0.03762114567507524,0.3174804747104645,0.34980469942092896,0.3873046934604645,0.4163574278354645,0.36773681640625,34.12265754938126,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,101,0.0002385245901639344,1000.0,-38.98284469874717,2,-0.047558624332305045,7.857792797684669,248.22234869003296
nan,nan,208896,0.034643085638526826,0.33935546875,0.3421386778354645,0.3746581971645355,0.390625,0.3616943359375,34.226459538936616,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,102,0.00023790983606557375,1000.0,24.10343631562705,2,-0.04615893147420138,8.024518391489982,249.80545282363892
nan,nan,210944,0.03157201497597271,0.3006347715854645,0.3272949159145355,0.3628906309604645,0.39545899629592896,0.34656982421875,34.09092221260071,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,103,0.00023729508196721307,1000.0,68.76634016942694,2,-0.04882894871407188,9.976170767843723,251.43201994895935
280.5568897561842,32.25329537066903,210944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,254.9643018245697
nan,nan,212992,0.035803040368773506,0.32080078125,0.33842772245407104,0.3779296875,0.402099609375,0.359814453125,34.108857810497284,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,104,0.00023668032786885242,1000.0,123.31323628687547,2,-0.04780388887156732,7.225515025109052,256.6666100025177
nan,nan,215040,0.027486751562537392,0.2830566465854645,0.3011718690395355,0.3289550840854645,0.35810548067092896,0.317822265625,34.17269109487533,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,105,0.00023606557377049177,1000.0,10.217324948763745,3,-0.049486011813860385,10.664127005636692,258.3438808917999
nan,nan,217088,0.04345877719606506,0.34843748807907104,0.3857421875,0.4249511659145355,0.450927734375,0.4025146484375,34.237521290779114,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,106,0.00023545081967213112,1000.0,100.8214168371048,2,-0.04591563456342555,7.520961052179336,260.4014449119568
nan,nan,219136,0.026540726886014453,0.2606445252895355,0.29399412870407104,0.33320313692092896,0.3543457090854645,0.310546875,34.16077136993408,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,107,0.0002348360655737705,1000.0,132.6055190003835,2,-0.04548994127835613,10.387131634354592,262.4831397533417
nan,nan,221184,0.0441020571597619,0.36333006620407104,0.3924316465854645,0.4415527284145355,0.4449706971645355,0.4105712890625,34.238899779319766,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,108,0.00023422131147540984,1000.0,95.89262332059187,2,-0.044412415780243464,7.404020407795906,264.40863585472107
324.6595103552726,32.22438177412024,221184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,268.1350748538971
nan,nan,223232,0.039287355048873,0.32734376192092896,0.3592285215854645,0.40717774629592896,0.4310058653354645,0.38118896484375,34.0854373216629,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,109,0.00023360655737704916,1000.0,74.55303099153022,2,-0.04844295169168618,8.414489756524564,269.88214468955994
nan,nan,225280,0.04102552384065348,0.33930665254592896,0.37456053495407104,0.401611328125,0.4373535215854645,0.3882080078125,34.33483817577362,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,110,0.0002329918032786885,1000.0,35.9599264642831,2,-0.04885614101367537,8.636225135624409,271.6025638580322
nan,nan,227328,0.04520744816909428,0.3609375059604645,0.38994139432907104,0.431884765625,0.44218748807907104,0.40623779296875,34.27504099607468,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,111,0.00023237704918032786,1000.0,84.68249885091439,2,-0.04936708216264378,6.054637905955315,273.20555877685547
nan,nan,229376,0.03356329115413246,0.3092285096645355,0.3385253846645355,0.38017576932907104,0.39628905057907104,0.3560546875,34.25441073179245,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,112,0.00023176229508196718,1000.0,176.0581098895322,2,-0.05051490422338247,9.577336890995502,274.7892496585846
nan,nan,231424,0.03689305372681702,0.32587891817092896,0.3517089784145355,0.399169921875,0.41704100370407104,0.37344970703125,34.176161360740664,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,113,0.00023114754098360653,1000.0,68.18739431059527,2,-0.05122091712546535,9.13601666688919,276.4128429889679
299.3277996016624,50.84998224094039,231424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,279.85825991630554
nan,nan,233472,0.03295680413211812,0.30498045682907104,0.33271485567092896,0.3642578125,0.38374024629592896,0.34642333984375,34.30363382101059,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,114,0.00023053278688524588,1000.0,106.85195535485406,2,-0.04712696928763762,10.137951393425464,281.5572669506073
nan,nan,235520,0.03846139558154391,0.3309570252895355,0.3443847596645355,0.4012695252895355,0.425537109375,0.375537109375,34.168052315711975,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,115,0.00022991803278688523,1000.0,79.01719028822818,2,-0.04793434866005555,9.382967090606689,283.23760080337524
nan,nan,237568,0.042701237687288084,0.3570312559604645,0.377685546875,0.42216795682907104,0.4483398497104645,0.40130615234375,34.25653427839279,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,116,0.00022930327868852458,1000.0,75.60416734863367,2,-0.047592696183710356,8.6493433624506,284.8358516693115
nan,nan,239616,0.02566813299417845,0.26386719942092896,0.28364259004592896,0.32177734375,0.33833009004592896,0.301904296875,34.146415972709654,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,117,0.00022868852459016393,1000.0,118.882683135626,2,-0.04558512672665529,13.79165699928999,286.52176785469055
nan,nan,241664,0.030957192646019392,0.2975097596645355,0.3145507872104645,0.3517089784145355,0.37309569120407104,0.33421630859375,34.053543019294736,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,118,0.00022807377049180325,1000.0,63.674224816310186,2,-0.0470798017719062,11.352245922386647,288.30429697036743
263.924308761324,30.744213328228966,241664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,291.8474109172821
nan,nan,243712,0.045758011528960196,0.3695312440395355,0.39306640625,0.42827147245407104,0.451416015625,0.4105712890625,34.27686833143234,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,119,0.0002274590163934426,1000.0,152.9896941206547,2,-0.04596668863086961,11.026946219801903,293.70568776130676
nan,nan,245760,0.02917778473565704,0.2852539122104645,0.31245118379592896,0.3467773497104645,0.364013671875,0.3271240234375,34.13473418951035,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,120,0.00022684426229508195,1000.0,72.49089212226123,2,-0.045082578231813386,12.40681923776865,295.57858085632324
nan,nan,247808,0.033710017404519024,0.30219727754592896,0.3285156190395355,0.3614257872104645,0.38251954317092896,0.34366455078125,34.15640125274658,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,121,0.00022622950819672127,1000.0,0.260248475914743,2,-0.04684247764525935,11.418102258443833,297.2217559814453
nan,nan,249856,0.028658359599648974,0.26318359375,0.28789061307907104,0.33149415254592896,0.349609375,0.30804443359375,34.144415938854216,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,122,0.00022561475409836062,1000.0,39.93140155697059,2,-0.03569511175446678,22.931290756165982,298.8525788784027
nan,nan,251904,0.063206699831062,0.42158204317092896,0.4488769471645355,0.48198240995407104,0.502246081829071,0.463671875,34.18110748529434,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,123,0.000225,1000.0,60.86547054398856,2,-0.042655061167897655,8.251534141600132,300.47175884246826
282.21563275842016,123.92319492843517,251904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,303.91516876220703
nan,nan,253952,0.060779977863421666,0.424560546875,0.4427734315395355,0.47944337129592896,0.49897462129592896,0.46143798828125,34.268921840190885,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,124,0.00022438524590163934,1000.0,95.54878132534667,2,-0.047256465230020694,6.764401556551457,305.50904178619385
nan,nan,256000,0.03586659631910152,0.33183592557907104,0.352783203125,0.39448243379592896,0.41499024629592896,0.37352294921875,34.178567957878116,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,125,0.0002237704918032787,1000.0,176.24608514612206,3,-0.04764835213427432,10.082901354134084,307.1557397842407
nan,nan,258048,0.053883400694758166,0.38232421875,0.418701171875,0.45512694120407104,0.478271484375,0.43360595703125,34.15828840732574,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,126,0.00022315573770491804,1000.0,75.66483544908371,2,-0.04393122493347619,6.468953292071819,308.8680078983307
nan,nan,260096,0.055442679639963896,0.39057618379592896,0.42753905057907104,0.4728027284145355,0.49365234375,0.446142578125,34.248478746414186,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,127,0.00022254098360655736,1000.0,49.90666939281306,2,-0.04826325361209456,6.106813757866621,310.60749983787537
279.6350345808986,56.121259742998404,260096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,314.2233507633209
nan,nan,262144,0.02292947362366249,0.23232421278953552,0.25908201932907104,0.29536134004592896,0.31254881620407104,0.2748291015625,34.19485669136047,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,128,0.0002219262295081967,1000.0,69.87223036834592,2,-0.04655977347283624,13.397420339286327,315.8966689109802
nan,nan,264192,0.03332690788738546,0.310791015625,0.32890623807907104,0.36845701932907104,0.40283203125,0.35274658203125,34.064607727527616,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,129,0.00022131147540983603,1000.0,100.34796002840231,2,-0.04327935600013007,9.087888929247857,317.55556082725525
nan,nan,266240,0.041429262521705826,0.3553710877895355,0.3694824278354645,0.4163574278354645,0.42973631620407104,0.39273681640625,34.280510258674624,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,130,0.00022069672131147538,1000.0,88.87138302014512,2,-0.048367843325831925,8.356935873627663,319.21916699409485
nan,nan,268288,0.025623838750470897,0.253662109375,0.29243165254592896,0.3252929747104645,0.3408203125,0.3030517578125,34.09702496528625,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,131,0.00022008196721311473,1000.0,75.97643871115689,2,-0.04610767643462168,14.766314570605754,320.97484493255615
nan,nan,270336,0.04888935939961812,0.36552733182907104,0.3982910215854645,0.4391113221645355,0.4776855409145355,0.42015380859375,34.29518975019455,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,132,0.00021946721311475408,1000.0,154.04737160503663,2,-0.05017650774680078,7.340219001471996,322.6412580013275
317.2247577791769,84.3368692571669,270336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,326.21813464164734
nan,nan,272384,0.026841396602685565,0.2501464784145355,0.2828613221645355,0.3311523497104645,0.3501953184604645,0.3035888671875,34.09733191728592,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,133,0.00021885245901639343,1000.0,-2.446532227894938,2,-0.04664895996684208,12.429381637275219,327.86409091949463
nan,nan,274432,0.037357386738585775,0.308837890625,0.357421875,0.3990722596645355,0.43403321504592896,0.37484130859375,34.18327602148056,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,134,0.00021823770491803278,1000.0,99.03856163436367,2,-0.04905226047849283,11.23971970975399,329.53877878189087
nan,nan,276480,0.04799592239942285,0.36176759004592896,0.3985351622104645,0.4442382752895355,0.47705078125,0.42039794921875,34.26677292585373,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,135,0.0002176229508196721,1000.0,149.43631478958423,2,-0.04618727707420476,8.337222294509411,331.2400987148285
nan,nan,278528,0.03426372154572164,0.31269532442092896,0.351318359375,0.37431639432907104,0.4071289002895355,0.36136474609375,34.22020139694214,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,136,0.00021700819672131145,1000.0,190.9162295798815,2,-0.0501002844364848,12.126117050647736,332.96319699287415
nan,nan,280576,0.0215064254560275,0.21591797471046448,0.24189452826976776,0.274169921875,0.307861328125,0.2599609375,34.22518424987793,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,137,0.0002163934426229508,1000.0,68.06163925543422,2,-0.04167991947033443,20.710359202325343,334.6158809661865
307.3693505115595,64.51856389869849,280576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,338.04971981048584
nan,nan,282624,0.04258750804219744,0.3348144590854645,0.37299805879592896,0.41704100370407104,0.4507812559604645,0.39390869140625,34.256142270565036,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,138,0.00021577868852459012,1000.0,11.174076087463032,2,-0.04892671957786661,10.427001155912876,339.64690375328064
nan,nan,284672,0.05087228103147936,0.37456053495407104,0.40825194120407104,0.4476562440395355,0.461181640625,0.42291259765625,34.26724673509598,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,139,0.00021516393442622947,1000.0,31.57676980048786,2,-0.04452230266469996,10.518567231297492,341.2571756839752
nan,nan,286720,0.04685565944892005,0.3606933653354645,0.4072265625,0.44916993379592896,0.46601563692092896,0.4207763671875,34.13935877084732,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,140,0.00021454918032786884,1000.0,121.95949260417126,2,-0.050650159164797516,9.2458919480443,342.92094802856445
nan,nan,288768,0.03175928046475747,0.29267579317092896,0.32373046875,0.3682617247104645,0.38676756620407104,0.34285888671875,34.253652000427245,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,141,0.0002139344262295082,1000.0,55.508627380638956,2,-0.048321984673384576,13.262978954613208,344.67054891586304
nan,nan,290816,0.04081705834614695,0.3326660096645355,0.3680664002895355,0.4242187440395355,0.446044921875,0.3927490234375,34.25120588541031,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,142,0.00021331967213114754,1000.0,146.01209717029812,2,-0.05302345921809319,9.734533034265041,346.3464448451996
342.5016703191036,47.586459987021115,290816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,349.7973577976227
nan,nan,292864,0.04818744864096516,0.3611816465854645,0.4039062559604645,0.44819337129592896,0.4710937440395355,0.42109375,34.16183614730835,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,143,0.0002127049180327869,1000.0,80.64222756148266,2,-0.05229893306095619,7.717956009507179,351.3941457271576
nan,nan,294912,0.046044250557315536,0.3578124940395355,0.3963867127895355,0.44511717557907104,0.46879881620407104,0.41702880859375,34.11359622478485,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,144,0.0002120901639344262,1000.0,107.842628779912,2,-0.04880929467908572,6.825246044248343,353.18948101997375
nan,nan,296960,0.05447336103679845,0.4015136659145355,0.4291015565395355,0.4668945372104645,0.4903320372104645,0.44696044921875,34.25048102140427,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,145,0.00021147540983606556,1000.0,98.73554913039314,2,-0.049564873124472796,6.994381055235863,354.89169692993164
nan,nan,299008,0.032606572457007134,0.28437501192092896,0.32548826932907104,0.37773436307907104,0.39252930879592896,0.34503173828125,34.2116178393364,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,146,0.00021086065573770488,1000.0,99.14317650677663,3,-0.05105199904646725,9.288783682882785,356.6323757171631
nan,nan,301056,0.037127302085718836,0.3172363340854645,0.35405272245407104,0.40156251192092896,0.43266600370407104,0.37637939453125,34.1741179227829,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,147,0.00021024590163934423,1000.0,165.7400164149884,2,-0.04994132343563251,8.763730031251907,358.4005517959595
346.6122225826747,78.26099341213121,301056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,361.8164348602295
nan,nan,303104,0.027268012442800683,0.259033203125,0.28339844942092896,0.3348632752895355,0.35590821504592896,0.30830078125,34.17332010269165,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,148,0.00020963114754098358,1000.0,76.60714232356113,2,-0.04586070268705953,13.596611124277114,363.4951629638672
nan,nan,305152,0.04068591290924815,0.3233886659145355,0.37236326932907104,0.4136718809604645,0.433349609375,0.385693359375,34.26293804645538,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,149,0.00020901639344262293,1000.0,80.5976359269134,2,-0.051450720510911194,7.626015001535416,365.1337368488312
