eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/entropy,train/intra_vf_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,20480,0.02832632725894655,0.07861328125,0.08271484076976776,0.078857421875,0.08505859225988388,0.08925781399011612,0.09707031399011612,0.102294921875,0.09785155951976776,0.083251953125,0.06943359225988388,0.07558593899011612,0.07792969048023224,0.07719726860523224,0.08891601860523224,0.08857421576976776,0.08056640625,0.0845733642578125,136.369150018692,0.41263629398308693,10,0.00029446721311475406,1000.0,-581.346387524743,2,-0.09187924454163295,31.496668224036693,67.74142599105835
-414.35515118634237,54.365329240754555,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.11768388748169
nan,nan,22528,0.0265091135588591,0.07314453274011612,0.07304687798023224,0.07656250149011612,0.07558593899011612,0.076416015625,0.08134765923023224,0.09218750149011612,0.08544921875,0.07050780951976776,0.06728515774011612,0.06875000149011612,0.06801757961511612,0.07685546576976776,0.07539062201976776,0.07036133110523224,0.07294921576976776,0.0752410888671875,136.6260754108429,0.46063517448492347,11,0.0002938524590163934,1000.0,-425.63626101605877,2,-0.052115209054318254,16.81732054501772,84.95757579803467
nan,nan,24576,0.03267587847658433,0.08837890625,0.09160156548023224,0.09296874701976776,0.110107421875,0.11069335788488388,0.11831054836511612,0.12211914360523224,0.1162109375,0.09272460639476776,0.08530273288488388,0.07968749850988388,0.08999023586511612,0.10498046875,0.09677734225988388,0.09721679985523224,0.093505859375,0.0994110107421875,136.6755847454071,0.4296007898170501,12,0.00029323770491803276,1000.0,-402.8376117121645,2,-0.055137341310910415,11.139045158028603,90.64448094367981
nan,nan,26624,0.0315012893282983,0.10249023139476776,0.09873046725988388,0.08681640774011612,0.09853515774011612,0.09970702975988388,0.10463867336511612,0.10244140774011612,0.10444335639476776,0.09575195610523224,0.09296874701976776,0.083251953125,0.100830078125,0.09326171875,0.10146484524011612,0.09697265923023224,0.08627929538488388,0.0967864990234375,136.8430721282959,0.4349796605762094,13,0.0002926229508196721,1000.0,-402.81944859218254,2,-0.06028813609154895,10.987269861251116,96.33681607246399
nan,nan,28672,0.02040245474090625,0.05029296875,0.04707031324505806,0.05390625074505806,0.05366211012005806,0.059814453125,0.06538085639476776,0.06308593600988388,0.06611327826976776,0.04790038987994194,0.04814453050494194,0.04482422024011612,0.04643554612994194,0.05434570461511612,0.05463867262005806,0.05458984524011612,0.05166015774011612,0.0538665771484375,136.44359755516052,0.45314262425526974,14,0.00029200819672131145,1000.0,-457.5195637033746,2,-0.06545729264908004,16.025795783102513,101.96571397781372
nan,nan,30720,0.025550035841661156,0.06972656399011612,0.07290039211511612,0.06401367485523224,0.07241211086511612,0.07822265475988388,0.083740234375,0.08671875298023224,0.08208008110523224,0.06723632663488388,0.06557617336511612,0.06791992485523224,0.07075195014476776,0.06992187350988388,0.07333984225988388,0.07407226413488388,0.07070312649011612,0.07308349609375,136.760218334198,0.44737505107186737,15,0.0002913934426229508,1000.0,-442.7250669251167,2,-0.06561586146708578,14.705942839384079,107.63285803794861
-329.66820304652657,111.57693109476782,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119.40167808532715
nan,nan,32768,0.02084405981513555,0.06069336086511612,0.06103515625,0.052001953125,0.05136718600988388,0.05537109449505806,0.058349609375,0.06342773139476776,0.05800781399011612,0.05620117112994194,0.05107421800494194,0.052734375,0.05473632737994194,0.05805664137005806,0.0517578125,0.060546875,0.04931640625,0.0559173583984375,136.4007575035095,0.48107691695913674,16,0.00029077868852459015,1000.0,-349.4616230695136,2,-0.04522051201784052,17.982204328477383,125.27839994430542
nan,nan,34816,0.03425297805279115,0.11249999701976776,0.11601562798023224,0.094482421875,0.093017578125,0.10688476264476776,0.11640624701976776,0.11503906548023224,0.10517577826976776,0.10590820014476776,0.10175780951976776,0.10317382961511612,0.10756836086511612,0.10688476264476776,0.10654296725988388,0.10004882514476776,0.10498046875,0.106024169921875,136.78391036987304,0.4268257785588503,17,0.00029016393442622945,1000.0,-310.440186277605,2,-0.07656212168803904,11.991997621953487,131.04287791252136
nan,nan,36864,0.0330068989074789,0.10478515923023224,0.11411132663488388,0.09394530951976776,0.10063476860523224,0.10917969048023224,0.10996093600988388,0.11362304538488388,0.119140625,0.09414062649011612,0.09238281100988388,0.09194336086511612,0.09282226860523224,0.10488281399011612,0.10708007961511612,0.09931640326976776,0.09438476711511612,0.1026458740234375,136.74826521873473,0.4278344450052828,18,0.00028954918032786885,1000.0,-358.22018213777744,2,-0.09877349904272706,13.496516357362271,136.69545698165894
nan,nan,38912,0.029728572353633353,0.087646484375,0.08745117485523224,0.08183594048023224,0.09389648586511612,0.09345702826976776,0.10004882514476776,0.09248046576976776,0.10043945163488388,0.09096679836511612,0.08950195461511612,0.08037109673023224,0.083740234375,0.08725585788488388,0.09501953423023224,0.08598633110523224,0.08574219048023224,0.089739990234375,136.63119034767152,0.4249478916171938,19,0.0002889344262295082,1000.0,-289.01343301718913,2,-0.07034115749411285,11.157336892187596,142.47748398780823
nan,nan,40960,0.028759453106067666,0.0927734375,0.08979491889476776,0.07875976711511612,0.086181640625,0.08193359524011612,0.08701171725988388,0.09306640923023224,0.09541015326976776,0.08286132663488388,0.07973632961511612,0.08759765326976776,0.08725585788488388,0.08657226711511612,0.08642578125,0.08071289211511612,0.07724609225988388,0.085833740234375,136.6479236125946,0.4659859257284552,20,0.00028831967213114755,1000.0,-342.4853628657687,2,-0.07996164865035098,13.59872933626175,148.22249698638916
-343.1735657361696,149.34157656758828,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159.91104412078857
nan,nan,43008,0.019184121107900864,0.05449218675494194,0.04931640625,0.04443359375,0.04707031324505806,0.053955078125,0.05419921875,0.04965820163488388,0.04931640625,0.04731445387005806,0.04731445387005806,0.04780273512005806,0.055419921875,0.05107421800494194,0.04570312425494194,0.04804687574505806,0.04638671875,0.049468994140625,136.32882523536682,0.4697560754604638,21,0.00028770491803278684,1000.0,-431.6076383219645,3,-0.09488352342450526,36.26056541502476,165.5948669910431
nan,nan,45056,0.029401861270707742,0.09516601264476776,0.09316406399011612,0.08139648288488388,0.08413086086511612,0.09428711235523224,0.09658203274011612,0.0947265625,0.1025390625,0.08803711086511612,0.087890625,0.07973632961511612,0.088134765625,0.09125976264476776,0.087646484375,0.08417968451976776,0.07783202826976776,0.0891693115234375,136.63993787765503,0.44050608281977477,22,0.0002870901639344262,1000.0,-239.04388367579742,2,-0.058808715260238384,11.102555498480797,171.15603804588318
nan,nan,47104,0.030632699035959377,0.09819336235523224,0.09184570610523224,0.08217773586511612,0.08828125149011612,0.09848632663488388,0.10307617485523224,0.10073242336511612,0.11152343451976776,0.09580077975988388,0.08642578125,0.08808593451976776,0.091064453125,0.09467773139476776,0.08945312350988388,0.09023437649011612,0.08154296875,0.09322509765625,136.4454532623291,0.44185700961388646,23,0.00028647540983606554,1000.0,-169.26630530910256,2,-0.07448855675320373,11.828416228294373,176.81774306297302
nan,nan,49152,0.02427288399958343,0.07319335639476776,0.07011719048023224,0.06376953423023224,0.06840820610523224,0.07060547173023224,0.07709960639476776,0.08266601711511612,0.08515624701976776,0.06645508110523224,0.0654296875,0.065185546875,0.06342773139476776,0.06279297173023224,0.067138671875,0.06328125298023224,0.06450195610523224,0.0693267822265625,136.37249126434327,0.4415459265001118,24,0.0002858606557377049,1000.0,-213.72641856750116,2,-0.08551105389196892,15.336093664169312,182.51152300834656
nan,nan,51200,0.03457016653392202,0.11904297024011612,0.11811523139476776,0.09306640923023224,0.09951172024011612,0.10400390625,0.11372070014476776,0.11474609375,0.10927734524011612,0.11484374850988388,0.10556640475988388,0.10390625149011612,0.11054687201976776,0.108642578125,0.11088867485523224,0.094970703125,0.09228515625,0.1070709228515625,136.49838843345643,0.42922667218372224,25,0.00028524590163934424,1000.0,-200.5453528973443,2,-0.07750372588925529,12.766018183529377,188.14555501937866
-176.37307907661972,191.26181479712355,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,199.79744601249695
nan,nan,53248,0.02268191337807366,0.07148437201976776,0.06787109375,0.04887695237994194,0.05380859225988388,0.06328125298023224,0.06708984076976776,0.06796874850988388,0.06987304985523224,0.06923828274011612,0.06235351413488388,0.06093750149011612,0.06528320163488388,0.06210937350988388,0.05844726413488388,0.05063476413488388,0.05131835862994194,0.0619110107421875,136.8135754108429,0.43465733067132534,26,0.0002846311475409836,1000.0,-229.01287386000067,2,-0.09777278722904156,18.97371590435505,205.17664003372192
nan,nan,55296,0.023781534513182122,0.065673828125,0.06367187201976776,0.05966796725988388,0.07011719048023224,0.07187499850988388,0.07724609225988388,0.08120117336511612,0.09130859375,0.06147461012005806,0.05795898288488388,0.057861328125,0.05942382663488388,0.06611327826976776,0.06503906100988388,0.06494140625,0.05405273288488388,0.0667266845703125,136.3584499835968,0.3834432488773018,27,0.00028401639344262294,1000.0,-171.7914672445621,2,-0.07266865739948117,18.842112946510316,210.67534494400024
nan,nan,57344,0.01862780162755371,0.04873047024011612,0.05708007887005806,0.04116211086511612,0.03847656399011612,0.04750976711511612,0.052978515625,0.05405273288488388,0.062255859375,0.04619140550494194,0.04291992262005806,0.0400390625,0.041015625,0.04306640475988388,0.04619140550494194,0.03974609449505806,0.03837890550494194,0.0462371826171875,136.4226152896881,0.4886231314856559,28,0.0002834016393442623,1000.0,-294.7108238099705,2,-0.08646621346706525,31.943207314610483,216.41605496406555
nan,nan,59392,0.030494985858604197,0.09956054389476776,0.09975586086511612,0.08193359524011612,0.0869140625,0.09536132961511612,0.0966796875,0.113525390625,0.11503906548023224,0.09379883110523224,0.08334960788488388,0.08637695014476776,0.08261718600988388,0.08393554389476776,0.09130859375,0.08627929538488388,0.08740234375,0.0927398681640625,136.93079581260682,0.43937842338345945,29,0.00028278688524590163,1000.0,-58.52615222295905,2,-0.06844373425119557,16.171989941596983,222.156968832016
nan,nan,61440,0.024854612733724933,0.08085937798023224,0.08671875298023224,0.06362304836511612,0.06391601264476776,0.06660155951976776,0.07021484524011612,0.07851562649011612,0.07954101264476776,0.072509765625,0.072509765625,0.06547851860523224,0.07099609076976776,0.0703125,0.06430663913488388,0.06708984076976776,0.06381835788488388,0.071063232421875,136.96682906150818,0.4518358569126576,30,0.00028217213114754093,1000.0,-277.19214951778133,2,-0.08291869096574374,26.703762179613115,227.867901802063
-7.895824249934776,65.0683604756465,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,239.4796040058136
nan,nan,63488,0.02740485525555414,0.08759765326976776,0.09140624850988388,0.06953124701976776,0.07573242485523224,0.08256836235523224,0.09140624850988388,0.09560547024011612,0.10356445610523224,0.07758788764476776,0.080078125,0.069091796875,0.07578124850988388,0.07719726860523224,0.07866211235523224,0.07143554836511612,0.0673828125,0.080914306640625,136.55598058700562,0.45593076148070394,31,0.0002815573770491803,1000.0,-152.5316680539346,2,-0.10139412574935705,30.631620347499847,244.86077213287354
nan,nan,65536,0.039641108853174956,0.15449218451976776,0.13974609971046448,0.10781250149011612,0.11196289211511612,0.13154296576976776,0.13466796278953552,0.14677734673023224,0.14687499403953552,0.12998047471046448,0.11879882961511612,0.11196289211511612,0.11396484076976776,0.123779296875,0.11494140326976776,0.11796875298023224,0.111328125,0.12603759765625,136.8829915523529,0.33625003753695637,32,0.0002809426229508196,1000.0,-265.82295580918105,2,-0.06247248061699793,20.371970689296724,250.46394109725952
nan,nan,67584,0.038738933511012874,0.13593749701976776,0.13271483778953552,0.10781250149011612,0.10903320461511612,0.12382812798023224,0.13823242485523224,0.13666991889476776,0.13710936903953552,0.12060546875,0.109619140625,0.10878906399011612,0.11181640625,0.12167968600988388,0.11733398586511612,0.11669921875,0.10756836086511612,0.120965576171875,137.04714703559875,0.43435847088694574,33,0.00028032786885245903,1000.0,-193.90529290231515,2,-0.06078884750022553,14.352959494292737,256.2049698829651
nan,nan,69632,0.032538220471178644,0.11181640625,0.10507812350988388,0.08852539211511612,0.09843750298023224,0.10205078125,0.11284179985523224,0.11723633110523224,0.11772461235523224,0.10107421875,0.09770508110523224,0.092041015625,0.09326171875,0.09262695163488388,0.09990234673023224,0.09174804389476776,0.08935546875,0.100714111328125,136.49047207832336,0.44152488256804645,34,0.0002797131147540983,1000.0,-117.36091379415683,2,-0.0849382286571199,26.813678395748138,262.0307641029358
nan,nan,71680,0.037322143190067436,0.12978515028953552,0.12983398139476776,0.10385742038488388,0.10615234076976776,0.12163086235523224,0.12836913764476776,0.13320311903953552,0.13178710639476776,0.12255859375,0.1142578125,0.10688476264476776,0.11196289211511612,0.11899413913488388,0.11821289360523224,0.11518554389476776,0.10273437201976776,0.118463134765625,136.50074639320374,0.4110969930887222,35,0.00027909836065573767,1000.0,-114.42694455866648,2,-0.08217852121742908,14.878851079940796,267.82405185699463
-23.74070365232344,66.00226583185957,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,279.432981967926
nan,nan,73728,0.037723894914051925,0.13393554091453552,0.13901367783546448,0.10673828423023224,0.10957030951976776,0.1103515625,0.117919921875,0.13149413466453552,0.13315430283546448,0.13002929091453552,0.11538086086511612,0.10869140923023224,0.1103515625,0.11289062350988388,0.11323241889476776,0.11411132663488388,0.10566405951976776,0.1182830810546875,136.7833785057068,0.4296336785890162,36,0.000278483606557377,1000.0,-187.72356789539592,2,-0.08928998094052076,12.175267897546291,284.8653779029846
nan,nan,75776,0.03377685036648472,0.12885741889476776,0.12456054985523224,0.08637695014476776,0.0947265625,0.1015625,0.11557617038488388,0.11708984524011612,0.11513672024011612,0.11665038764476776,0.09799804538488388,0.09731445461511612,0.09633789211511612,0.10234375298023224,0.10151366889476776,0.09365234524011612,0.09169922024011612,0.1050872802734375,136.6397599220276,0.44303359505720435,37,0.00027786885245901637,1000.0,-135.0218247792545,2,-0.07432922008447349,12.557433457672596,290.63340497016907
nan,nan,77824,0.029604487269898526,0.105712890625,0.10751952975988388,0.07680664211511612,0.07822265475988388,0.08164062350988388,0.08378906548023224,0.09370116889476776,0.09750976413488388,0.09506835788488388,0.09589843451976776,0.08823242038488388,0.08393554389476776,0.08828125149011612,0.08676757663488388,0.088623046875,0.081298828125,0.08956298828125,136.74851698875426,0.43760026823729276,38,0.0002772540983606557,1000.0,-68.54362887011476,2,-0.09817720298597124,18.666692247986795,296.4026701450348
nan,nan,79872,0.0335884003125102,0.13593749701976776,0.12602539360523224,0.09062500298023224,0.09360351413488388,0.10346679389476776,0.10546875,0.10820312798023224,0.11616210639476776,0.11293945461511612,0.09716796875,0.09506835788488388,0.09980468451976776,0.09565429389476776,0.09868164360523224,0.09628906100988388,0.08784179389476776,0.1039337158203125,136.75794758796692,0.45010725227184595,39,0.00027663934426229507,1000.0,-173.67100948216455,2,-0.06910633655206766,10.011784890294075,302.26895904541016
nan,nan,81920,0.033664252534799745,0.119384765625,0.12338867038488388,0.090087890625,0.09697265923023224,0.10820312798023224,0.11494140326976776,0.11064453423023224,0.11396484076976776,0.10893554985523224,0.098388671875,0.09731445461511612,0.10161133110523224,0.10712890326976776,0.10698242485523224,0.09462890774011612,0.08964844048023224,0.10513916015625,136.88288588523864,0.4506242931354791,40,0.0002760245901639344,1000.0,-122.2667964409138,2,-0.07663543074013432,9.860116790235043,307.94202494621277
-83.11593097068815,75.39897388031564,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,319.5062577724457
nan,nan,83968,0.03058443956742849,0.09912109375,0.10854492336511612,0.07954101264476776,0.08613280951976776,0.093505859375,0.09995117038488388,0.10341797024011612,0.10356445610523224,0.10112304985523224,0.08964844048023224,0.08476562798023224,0.0908203125,0.09672851860523224,0.08657226711511612,0.08808593451976776,0.08779297024011612,0.093707275390625,136.7615264415741,0.4469655412249267,41,0.00027540983606557377,1000.0,-100.40109505683057,2,-0.06331159023393411,13.691864021122456,325.119421005249
nan,nan,86016,0.026845698829492903,0.09404297173023224,0.09501953423023224,0.06635741889476776,0.07338867336511612,0.08085937798023224,0.08579101413488388,0.09052734076976776,0.08745117485523224,0.08388672024011612,0.07500000298023224,0.07216797024011612,0.074951171875,0.072021484375,0.07231445610523224,0.06704101711511612,0.06166992336511612,0.0782806396484375,136.32134761810303,0.4516013870947063,42,0.0002747950819672131,1000.0,-249.35344330457076,3,-0.09129382754326798,17.907344204187392,330.92620491981506
nan,nan,88064,0.022633059932377363,0.07094726711511612,0.07460937649011612,0.05336914211511612,0.05551757663488388,0.059814453125,0.06245117262005806,0.06376953423023224,0.0712890625,0.06962890923023224,0.06289062649011612,0.05937499925494194,0.05805664137005806,0.05966796725988388,0.05976562574505806,0.05454101413488388,0.05043945461511612,0.06163330078125,136.57427353858947,0.4696689912118018,43,0.0002741803278688524,1000.0,-489.6284819871279,2,-0.09994921190664172,35.185681053996085,336.68334007263184
nan,nan,90112,0.0321006683530868,0.11376953125,0.11845703423023224,0.08369140326976776,0.08598633110523224,0.08994140475988388,0.09833984076976776,0.10405273735523224,0.10307617485523224,0.10732422024011612,0.09282226860523224,0.09438476711511612,0.090087890625,0.10009765625,0.10043945163488388,0.10009765625,0.09492187201976776,0.0985931396484375,136.9644715309143,0.45856539006344976,44,0.00027356557377049176,1000.0,-320.28488577596937,2,-0.06494721577037126,15.695658555626869,342.40794491767883
-315.78701662775427,85.88920356340108,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,354.07825088500977
nan,nan,92160,0.026441712819178065,0.0927734375,0.08999023586511612,0.06381835788488388,0.06245117262005806,0.07656250149011612,0.08046875149011612,0.07670898735523224,0.09111328423023224,0.079345703125,0.07895507663488388,0.07285156100988388,0.07138671725988388,0.07475586235523224,0.07622070610523224,0.06840820610523224,0.06401367485523224,0.076239013671875,136.77140793800353,0.4219720395747572,45,0.0002729508196721311,1000.0,-525.691343039381,2,-0.08384479187661782,23.97724681198597,359.75679993629456
nan,nan,94208,0.02689733461575088,0.09409179538488388,0.08999023586511612,0.06450195610523224,0.07343749701976776,0.07026366889476776,0.08017577975988388,0.08164062350988388,0.08808593451976776,0.08652343600988388,0.07578124850988388,0.07456054538488388,0.085205078125,0.07636718451976776,0.07700195163488388,0.07089843600988388,0.07109375298023224,0.0787261962890625,136.82776408195497,0.3849789286032319,46,0.00027233606557377046,1000.0,-503.5544058183269,2,-0.08281384332512971,20.92982983291149,365.6534399986267
nan,nan,96256,0.03377618167469336,0.11445312201976776,0.12041015923023224,0.088134765625,0.10146484524011612,0.10312499850988388,0.10932616889476776,0.11821289360523224,0.12006835639476776,0.11489257961511612,0.10205078125,0.09116210788488388,0.09682617336511612,0.10102538764476776,0.10512695461511612,0.0966796875,0.09321288764476776,0.1047607421875,136.69412474632264,0.4604136784560978,47,0.0002717213114754098,1000.0,-365.7715926488403,2,-0.04469660574686714,13.729268439114094,371.49863386154175
nan,nan,98304,0.0303237080515828,0.10756836086511612,0.10292968899011612,0.08090820163488388,0.08056640625,0.09218750149011612,0.10537109524011612,0.10336913913488388,0.10605468600988388,0.09672851860523224,0.09379883110523224,0.083251953125,0.083740234375,0.08662109076976776,0.08383788913488388,0.07993163913488388,0.08291015774011612,0.0918609619140625,136.78505945205688,0.46454570898786185,48,0.00027110655737704915,1000.0,-261.2295900820644,2,-0.07782326164888217,23.83216172158718,377.26532101631165
nan,nan,100352,0.03326466222970339,0.11015625298023224,0.11123047024011612,0.092041015625,0.09760741889476776,0.10527344048023224,0.11152343451976776,0.11777343600988388,0.11567382514476776,0.10756836086511612,0.09868164360523224,0.093994140625,0.096435546875,0.10561523586511612,0.10366211086511612,0.098876953125,0.08588866889476776,0.1032501220703125,136.72082648277282,0.4405025898013264,49,0.0002704918032786885,1000.0,-405.5299691399758,2,-0.0695342001359677,20.74490655064583,382.97377610206604
-350.4625533242864,67.3218883909723,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,394.6498739719391
nan,nan,102400,0.0326943397460127,0.116455078125,0.11650390923023224,0.08476562798023224,0.09130859375,0.09877929836511612,0.10429687798023224,0.11567382514476776,0.1171875,0.10678710788488388,0.105224609375,0.09672851860523224,0.09780273586511612,0.097900390625,0.09897460788488388,0.09833984076976776,0.08535156399011612,0.1020050048828125,136.72033400535582,0.44301310055889187,50,0.00026987704918032785,1000.0,-370.62648029811123,2,-0.07870287803816609,17.68549703359604,400.3268840312958
nan,nan,104448,0.03470440028322628,0.12758788466453552,0.12431640923023224,0.09414062649011612,0.100830078125,0.10629882663488388,0.11909179389476776,0.1259765625,0.11342773586511612,0.11782226711511612,0.1015625,0.09716796875,0.10439453274011612,0.105224609375,0.10537109524011612,0.10258789360523224,0.09243164211511612,0.1086395263671875,136.59704012870787,0.4491288217715919,51,0.00026926229508196715,1000.0,-331.43046712873206,2,-0.06159885188390035,15.348487496376038,406.32024121284485
nan,nan,106496,0.04633740153622057,0.15190429985523224,0.15678711235523224,0.13344725966453552,0.13916015625,0.15058593451976776,0.15312500298023224,0.1669921875,0.16752929985523224,0.14584961533546448,0.14912109076976776,0.13784179091453552,0.134765625,0.14057616889476776,0.14687499403953552,0.14418944716453552,0.13632813096046448,0.1471923828125,137.05694646835326,0.41869213627651336,52,0.00026864754098360655,1000.0,-338.0526829800359,2,-0.03804085347946966,10.646235011518002,412.19964599609375
