eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_fraction,train/entropy,train/eta_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,train/vmpo_eta_step_0,train/vmpo_eta_step_1,train/vmpo_eta_step_2,train/vmpo_eta_step_3,train/vmpo_eta_step_4,train/vmpo_eta_step_5,train/vmpo_eta_step_6,train/vmpo_eta_step_7,wall_time
,,360448,0.0,0.0,18.217914658784867,0.8648435099981725,11,0.0002938524590163934,1001.0,-320.90362264213877,32,2.269794749841094,3.196846566721797,6.959359169006348,6.959359169006348,6.959359169006348,6.959359169006348,6.959359169006348,6.959359169006348,6.959359169006348,6.959359169006348,483.66417717933655
,,393216,0.0,0.0,18.24140751361847,0.8667207933962345,12,0.00029323770491803276,1001.0,-282.1340753635824,32,2.2641928765922783,3.2451378919184206,7.307660102844238,7.307660102844238,7.307660102844238,7.307660102844238,7.307660102844238,7.307660102844238,7.307660102844238,7.307660102844238,527.3346683979034
,,425984,0.0,0.0,18.198984962701797,0.8727952699176967,13,0.0002926229508196721,1001.0,-284.4118976659619,32,2.2665833961218596,3.1123557604849337,7.036354064941406,7.036354064941406,7.036354064941406,7.036354064941406,7.036354064941406,7.036354064941406,7.036354064941406,7.036354064941406,572.0794038772583
,,458752,0.0,0.0,18.212010163068772,0.8627554411068559,14,0.00029200819672131145,1001.0,-273.32693802867954,32,2.267673471570015,3.1712711691856383,6.947112083435059,6.947112083435059,6.947112083435059,6.947112083435059,6.947112083435059,6.947112083435059,6.947112083435059,6.947112083435059,616.3158962726593
,,491520,0.0,0.0,18.22897352874279,0.8703819698654115,15,0.0002913934426229508,1001.0,-287.9400185648671,32,2.2735145196318625,3.4354854095727205,6.929927825927734,6.929927825927734,6.929927825927734,6.929927825927734,6.929927825927734,6.929927825927734,6.929927825927734,6.929927825927734,660.9269416332245
,,524288,0.0,0.0,18.196477779746054,0.864509149082005,16,0.00029077868852459015,1001.0,-258.50742325490285,32,2.2655908711254598,3.3472602520138026,6.95139217376709,6.95139217376709,6.95139217376709,6.95139217376709,6.95139217376709,6.95139217376709,6.95139217376709,6.95139217376709,704.3216032981873
,,557056,0.0,0.0,18.255324295163156,0.8621843149885535,17,0.00029016393442622945,1001.0,-270.6395859051031,32,2.271883077546954,3.009926297329366,7.3835368156433105,7.3835368156433105,7.3835368156433105,7.3835368156433105,7.3835368156433105,7.3835368156433105,7.3835368156433105,7.3835368156433105,747.9482672214508
,,589824,0.0,0.0,18.266789132356642,0.8636745229363442,18,0.00028954918032786885,1001.0,-264.43959887404617,32,2.2751904752105476,3.0674963289871813,7.440889835357666,7.440889835357666,7.440889835357666,7.440889835357666,7.440889835357666,7.440889835357666,7.440889835357666,7.440889835357666,790.0632183551788
,,622592,0.0,0.0,18.172583696246146,0.8680183028802275,19,0.0002889344262295082,1001.0,-267.1557939403109,32,2.2562112372368572,2.8278002817183734,7.214597225189209,7.214597225189209,7.214597225189209,7.214597225189209,7.214597225189209,7.214597225189209,7.214597225189209,7.214597225189209,833.9846186637878
,,655360,0.0,0.0,18.192671823501588,0.8618056343868374,20,0.00028831967213114755,1001.0,-264.3682584615398,32,2.259516479447484,2.832128339074552,7.768352508544922,7.768352508544922,7.768352508544922,7.768352508544922,7.768352508544922,7.768352508544922,7.768352508544922,7.768352508544922,877.7637140750885
,,688128,0.0,0.0,18.20723549723625,0.8551664188504219,21,0.00028770491803278684,1001.0,-258.7647796746,32,2.2627376426011323,2.8192718187347054,7.46372127532959,7.46372127532959,7.46372127532959,7.46372127532959,7.46372127532959,7.46372127532959,7.46372127532959,7.46372127532959,921.9338746070862
,,720896,0.0,0.0,18.208805358409883,0.8377336137928069,22,0.0002870901639344262,1001.0,-254.90957662642936,48,2.2688285037875175,3.238220988214016,8.213116645812988,8.213116645812988,8.213116645812988,8.213116645812988,8.213116645812988,8.213116645812988,8.213116645812988,8.213116645812988,965.1682291030884
,,753664,0.0,0.0,18.227029481530188,0.8574739296920597,23,0.00028647540983606554,1001.0,-254.5621746099447,32,2.2687418520450593,2.977945495583117,7.335516929626465,7.335516929626465,7.335516929626465,7.335516929626465,7.335516929626465,7.335516929626465,7.335516929626465,7.335516929626465,1009.9834363460541
,,786432,0.0,0.0,18.181862887740134,0.847359492443502,24,0.0002858606557377049,1001.0,-257.52448403726424,32,2.254077623784542,2.939958917722106,7.597146511077881,7.597146511077881,7.597146511077881,7.597146511077881,7.597146511077881,7.597146511077881,7.597146511077881,7.597146511077881,1055.0537564754486
,,819200,0.0,0.0,18.209366685152055,0.8522671684622765,25,0.00028524590163934424,1001.0,-251.34766444146095,32,2.2719206135720014,2.6911923244595526,7.612761497497559,7.612761497497559,7.612761497497559,7.612761497497559,7.612761497497559,7.612761497497559,7.612761497497559,7.612761497497559,1100.0547587871552
,,851968,0.0,0.0,18.25339442193508,0.8459106041118503,26,0.0002846311475409836,1001.0,-256.38442813531026,32,2.2747692056000233,2.8539231456816196,7.4035797119140625,7.4035797119140625,7.4035797119140625,7.4035797119140625,7.4035797119140625,7.4035797119140625,7.4035797119140625,7.4035797119140625,1144.0797054767609
-194.90170511185855,17.062818039721257,851968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1224.9361383914948
nan,nan,884736,0.0,0.0,18.192495808005333,0.8479192775674165,27,0.00028401639344262294,1001.0,-260.4964890253591,32,2.259440065920353,2.799021410755813,7.448951721191406,7.448951721191406,7.448951721191406,7.448951721191406,7.448951721191406,7.448951721191406,7.448951721191406,7.448951721191406,1271.2771134376526
nan,nan,917504,0.0,0.0,18.204178389906883,0.8487703578546644,28,0.0002834016393442623,1001.0,-257.64428568192415,32,2.264732613041997,2.4605924524366856,7.959115982055664,7.959115982055664,7.959115982055664,7.959115982055664,7.959115982055664,7.959115982055664,7.959115982055664,7.959115982055664,1315.994797706604
nan,nan,950272,0.0,0.0,18.208007571101188,0.8314500997774303,29,0.00028278688524590163,1001.0,-260.84766498665425,32,2.2653387445956468,2.439298362284899,7.521626949310303,7.521626949310303,7.521626949310303,7.521626949310303,7.521626949310303,7.521626949310303,7.521626949310303,7.521626949310303,1359.4881963729858
-202.24137336276314,19.717728251967944,950272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1437.7879555225372
nan,nan,983040,0.0,0.0,18.234485170245172,0.8326911346055568,30,0.00028217213114754093,1001.0,-255.418652190917,32,2.2660704892128707,2.4831371949985623,7.902828693389893,7.902828693389893,7.902828693389893,7.902828693389893,7.902828693389893,7.902828693389893,7.902828693389893,7.902828693389893,1483.463918209076
nan,nan,1015808,0.0,0.0,18.202362960577013,0.8383731720037758,31,0.0002815573770491803,1001.0,-260.228467817131,32,2.260365105420351,2.441365745291114,8.17886734008789,8.17886734008789,8.17886734008789,8.17886734008789,8.17886734008789,8.17886734008789,8.17886734008789,8.17886734008789,1526.79989027977
nan,nan,1048576,0.0,0.0,18.204107639193534,0.842481008451432,32,0.0002809426229508196,1001.0,-247.38258825348925,32,2.26763250567019,2.274980241060257,8.05324935913086,8.05324935913086,8.05324935913086,8.05324935913086,8.05324935913086,8.05324935913086,8.05324935913086,8.05324935913086,1571.3323261737823
nan,nan,1081344,0.0,0.0,18.202845871448517,0.8272685595788062,33,0.00028032786885245903,1001.0,-249.88927762586619,32,2.268868226185441,2.570241072587669,8.0602445602417,8.0602445602417,8.0602445602417,8.0602445602417,8.0602445602417,8.0602445602417,8.0602445602417,8.0602445602417,1615.489926815033
nan,nan,1114112,0.0,0.0,18.190739724040032,0.8243632435798645,34,0.0002797131147540983,1001.0,-248.87003997111833,32,2.267171611636877,2.4023516146466135,7.836575508117676,7.836575508117676,7.836575508117676,7.836575508117676,7.836575508117676,7.836575508117676,7.836575508117676,7.836575508117676,1660.23961186409
nan,nan,1146880,0.0,0.0,18.217790594697,0.8207906383089721,35,0.00027909836065573767,1001.0,-242.91894951480586,32,2.2633714973926544,2.376017013564706,8.009777069091797,8.009777069091797,8.009777069091797,8.009777069091797,8.009777069091797,8.009777069091797,8.009777069091797,8.009777069091797,1706.377031803131
nan,nan,1179648,0.0,0.0,18.22522402405739,0.8322386336512864,36,0.000278483606557377,1001.0,-247.49955225855265,32,2.2650752395391462,2.1899953806772827,8.148591041564941,8.148591041564941,8.148591041564941,8.148591041564941,8.148591041564941,8.148591041564941,8.148591041564941,8.148591041564941,1750.3054568767548
nan,nan,1212416,0.0,0.0,18.2376860499382,0.8330241698771715,37,0.00027786885245901637,1001.0,-237.74287674104286,32,2.271843009442091,2.2347816394641997,8.179167747497559,8.179167747497559,8.179167747497559,8.179167747497559,8.179167747497559,8.179167747497559,8.179167747497559,8.179167747497559,1794.0426304340363
nan,nan,1245184,0.0,0.0,18.239801466464996,0.826765609625727,38,0.0002772540983606557,1001.0,-231.57203293109364,32,2.271946697682142,2.295926782861352,7.410778045654297,7.410778045654297,7.410778045654297,7.410778045654297,7.410778045654297,7.410778045654297,7.410778045654297,7.410778045654297,1837.9404909610748
nan,nan,1277952,0.0,0.0,18.190867242217063,0.8261430076323449,39,0.00027663934426229507,1001.0,-246.59553364317895,32,2.257409128174186,2.0726517917588354,8.412360191345215,8.412360191345215,8.412360191345215,8.412360191345215,8.412360191345215,8.412360191345215,8.412360191345215,8.412360191345215,1881.983107805252
nan,nan,1310720,0.0,0.0,18.13541148006916,0.8121137364767492,40,0.0002760245901639344,1001.0,-241.63598632974885,32,2.257243860512972,2.47613743878901,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,1926.5729684829712
nan,nan,1343488,0.0,0.0,18.212172183394433,0.8199658532626927,41,0.00027540983606557377,1001.0,-236.0387434807077,32,2.2661590024828913,2.182718163728714,7.999901294708252,7.999901294708252,7.999901294708252,7.999901294708252,7.999901294708252,7.999901294708252,7.999901294708252,7.999901294708252,1971.1905579566956
nan,nan,1376256,0.0,0.0,18.182534208893777,0.8131293788552284,42,0.0002747950819672131,1001.0,-238.13115006708418,32,2.262253114953637,2.6767157312482595,7.469694137573242,7.469694137573242,7.469694137573242,7.469694137573242,7.469694137573242,7.469694137573242,7.469694137573242,7.469694137573242,2016.4321653842926
nan,nan,1409024,0.0,0.0,18.229075780510904,0.798838249547407,43,0.0002741803278688524,1001.0,-224.61269123464865,32,2.2719255294650793,2.519363022968173,7.989036560058594,7.989036560058594,7.989036560058594,7.989036560058594,7.989036560058594,7.989036560058594,7.989036560058594,7.989036560058594,2060.7402572631836
nan,nan,1441792,0.0,0.0,18.20063809156418,0.7847181494813412,44,0.00027356557377049176,1001.0,-220.4142197518564,48,2.2596009697765114,3.074640952795744,7.71508264541626,7.71508264541626,7.71508264541626,7.71508264541626,7.71508264541626,7.71508264541626,7.71508264541626,7.71508264541626,2104.164449453354
nan,nan,1474560,0.0,0.0,18.194908854365348,0.7957322841044515,45,0.0002729508196721311,1001.0,-222.45523557945495,32,2.264949084445834,2.8691028293222187,7.418800354003906,7.418800354003906,7.418800354003906,7.418800354003906,7.418800354003906,7.418800354003906,7.418800354003906,7.418800354003906,2147.992126941681
nan,nan,1507328,0.0,0.0,18.210161596536636,0.8024204249028116,46,0.00027233606557377046,1001.0,-216.17962105949812,32,2.2663932505995037,2.7382507121190427,7.766374588012695,7.766374588012695,7.766374588012695,7.766374588012695,7.766374588012695,7.766374588012695,7.766374588012695,7.766374588012695,2193.1730346679688
nan,nan,1540096,0.0,0.0,18.231568124890327,0.8044430834241212,47,0.0002717213114754098,1001.0,-214.83029057885682,32,2.2714102640748024,2.8462332973256705,7.568565368652344,7.568565368652344,7.568565368652344,7.568565368652344,7.568565368652344,7.568565368652344,7.568565368652344,7.568565368652344,2239.776371240616
nan,nan,1572864,0.0,0.0,18.184179857373238,0.8143297192640603,48,0.00027110655737704915,1001.0,-210.89569224758736,32,2.2633732188493014,2.414637627452612,7.432595252990723,7.432595252990723,7.432595252990723,7.432595252990723,7.432595252990723,7.432595252990723,7.432595252990723,7.432595252990723,2283.7879564762115
nan,nan,1605632,0.0,0.0,18.205778950452803,0.8045019540004432,49,0.0002704918032786885,1001.0,-216.0146426092439,32,2.266108759120107,2.7152710808441043,7.673513889312744,7.673513889312744,7.673513889312744,7.673513889312744,7.673513889312744,7.673513889312744,7.673513889312744,7.673513889312744,2327.4997251033783
nan,nan,1638400,0.0,0.0,18.19352607727051,0.8016063018701971,50,0.00026987704918032785,1001.0,-220.64989503014243,32,2.270375416055322,2.863624453730881,7.446625232696533,7.446625232696533,7.446625232696533,7.446625232696533,7.446625232696533,7.446625232696533,7.446625232696533,7.446625232696533,2371.628675222397
nan,nan,1671168,0.0,0.0,18.239703285694123,0.7985103270504623,51,0.00026926229508196715,1001.0,-224.7086065383017,32,2.2697216175496577,2.6967516200616957,7.628146171569824,7.628146171569824,7.628146171569824,7.628146171569824,7.628146171569824,7.628146171569824,7.628146171569824,7.628146171569824,2416.3417143821716
nan,nan,1703936,0.0,0.0,18.18810454905033,0.7832251930143684,52,0.00026864754098360655,1001.0,-223.17770064021175,32,2.262060561403632,2.4904016431421043,8.253124237060547,8.253124237060547,8.253124237060547,8.253124237060547,8.253124237060547,8.253124237060547,8.253124237060547,8.253124237060547,2462.407257795334
nan,nan,1736704,0.0,0.0,18.197167104482652,0.7594804046209902,53,0.0002680327868852459,1001.0,-223.15271763206817,32,2.262193287536502,2.6152493588626387,8.679126739501953,8.679126739501953,8.679126739501953,8.679126739501953,8.679126739501953,8.679126739501953,8.679126739501953,8.679126739501953,2509.3947265148163
nan,nan,1769472,0.0,0.0,18.190200713276862,0.7414830036461353,54,0.00026741803278688525,1001.0,-215.9203906534733,32,2.2669680416584015,2.6531805440783502,8.747356414794922,8.747356414794922,8.747356414794922,8.747356414794922,8.747356414794922,8.747356414794922,8.747356414794922,8.747356414794922,2554.13401055336
nan,nan,1802240,0.0,0.0,18.25540026426315,0.7366220361087471,55,0.0002668032786885246,1001.0,-224.38798000915932,32,2.2723606642335654,3.138320045545697,7.1062140464782715,7.1062140464782715,7.1062140464782715,7.1062140464782715,7.1062140464782715,7.1062140464782715,7.1062140464782715,7.1062140464782715,2598.310656785965
nan,nan,1835008,0.0,0.0,18.195992505550386,0.748591782618314,56,0.0002661885245901639,1001.0,-228.649153244301,32,2.2569402493536472,3.438472752273083,7.267568111419678,7.267568111419678,7.267568111419678,7.267568111419678,7.267568111419678,7.267568111419678,7.267568111419678,7.267568111419678,2642.189967393875
nan,nan,1867776,0.0,0.0,18.20624178647995,0.758934141183272,57,0.00026557377049180324,1001.0,-217.21253930232427,32,2.2647479716688395,3.4266673643141985,7.8220601081848145,7.8220601081848145,7.8220601081848145,7.8220601081848145,7.8220601081848145,7.8220601081848145,7.8220601081848145,7.8220601081848145,2686.0262784957886
nan,nan,1900544,0.0,0.0,18.228160807490347,0.7681084456853569,58,0.0002649590163934426,1001.0,-213.31359964023375,32,2.2736704666167498,3.6902812089771033,7.5196099281311035,7.5196099281311035,7.5196099281311035,7.5196099281311035,7.5196099281311035,7.5196099281311035,7.5196099281311035,7.5196099281311035,2731.8736577033997
-181.19138490620114,30.33470649863288,1900544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2807.551875591278
nan,nan,1933312,0.0,0.0,18.22996794581413,0.7740149869583547,59,0.00026434426229508194,1001.0,-206.22522345703214,32,2.2643425572663545,2.972200830280781,8.020620346069336,8.020620346069336,8.020620346069336,8.020620346069336,8.020620346069336,8.020620346069336,8.020620346069336,8.020620346069336,2850.7522287368774
nan,nan,1966080,0.0,0.0,18.23378006219864,0.8005553357303142,60,0.0002637295081967213,1001.0,-212.02835915900445,32,2.2688280552625657,2.9234717132523658,7.425652027130127,7.425652027130127,7.425652027130127,7.425652027130127,7.425652027130127,7.425652027130127,7.425652027130127,7.425652027130127,2894.219583272934
nan,nan,1998848,0.0,0.0,18.147060957551002,0.7574899137951434,61,0.00026311475409836063,1001.0,-213.50972390519684,32,2.253091438114643,2.632787235826254,8.447587013244629,8.447587013244629,8.447587013244629,8.447587013244629,8.447587013244629,8.447587013244629,8.447587013244629,8.447587013244629,2938.4872102737427
nan,nan,2031616,0.0,0.0,18.221715646982194,0.7498563015367836,62,0.0002625,1001.0,-219.67600911009023,32,2.2606941025704144,3.0402130726724863,7.998709201812744,7.998709201812744,7.998709201812744,7.998709201812744,7.998709201812744,7.998709201812744,7.998709201812744,7.998709201812744,2981.1431357860565
nan,nan,2064384,0.0,0.0,18.191957035660742,0.7516841254197061,63,0.00026188524590163933,1001.0,-207.74350868774735,32,2.2611302495002747,2.7216345272958278,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,8.052544593811035,3025.326486825943
nan,nan,2097152,0.0,0.0,18.222610023617744,0.7581040098331868,64,0.0002612704918032787,1001.0,-217.16099517309829,32,2.267763590440154,2.9114635936915874,6.872787952423096,6.872787952423096,6.872787952423096,6.872787952423096,6.872787952423096,6.872787952423096,6.872787952423096,6.872787952423096,3068.587733268738
nan,nan,2129920,0.0,0.0,18.22824245393276,0.7566305951680988,65,0.000260655737704918,1001.0,-216.52654191112453,32,2.267291722819209,2.3285837983712554,8.599513053894043,8.599513053894043,8.599513053894043,8.599513053894043,8.599513053894043,8.599513053894043,8.599513053894043,8.599513053894043,3112.402820825577
nan,nan,2162688,0.0,0.0,18.21541926264763,0.7522477976046502,66,0.0002600409836065573,1001.0,-215.7736702646622,48,2.26469578333199,3.1651456359773875,8.023715019226074,8.023715019226074,8.023715019226074,8.023715019226074,8.023715019226074,8.023715019226074,8.023715019226074,8.023715019226074,3155.9492943286896
nan,nan,2195456,0.0,0.0,18.202763244509697,0.7472697806544601,67,0.00025942622950819673,1001.0,-212.1186342437596,32,2.265614424645901,3.5921962024644016,7.600470542907715,7.600470542907715,7.600470542907715,7.600470542907715,7.600470542907715,7.600470542907715,7.600470542907715,7.600470542907715,3200.3372740745544
nan,nan,2228224,0.0,0.0,18.257105568051337,0.7667521107010543,68,0.000258811475409836,1001.0,-221.32984497894535,32,2.2637700855731966,2.3796850729733707,7.933549404144287,7.933549404144287,7.933549404144287,7.933549404144287,7.933549404144287,7.933549404144287,7.933549404144287,7.933549404144287,3243.2304747104645
nan,nan,2260992,0.0,0.0,18.192595702409744,0.7845546363387257,69,0.00025819672131147537,1001.0,-205.44067419178182,32,2.255081257596612,2.7604880733415484,7.5662522315979,7.5662522315979,7.5662522315979,7.5662522315979,7.5662522315979,7.5662522315979,7.5662522315979,7.5662522315979,3286.8736248016357
nan,nan,2293760,0.0,0.0,18.164118447899817,0.7756950934417546,70,0.0002575819672131147,1001.0,-212.2936750078661,32,2.2631287176162003,2.532381756603718,7.950651168823242,7.950651168823242,7.950651168823242,7.950651168823242,7.950651168823242,7.950651168823242,7.950651168823242,7.950651168823242,3330.8858766555786
nan,nan,2326528,0.0,0.0,18.243976864218713,0.7651695078238845,71,0.00025696721311475407,1001.0,-208.95772519707677,32,2.264841962978244,2.5688113126903773,8.160565376281738,8.160565376281738,8.160565376281738,8.160565376281738,8.160565376281738,8.160565376281738,8.160565376281738,8.160565376281738,3374.5666978359222
nan,nan,2359296,0.0,0.0,18.167413944005965,0.7582160477060824,72,0.0002563524590163934,1001.0,-202.0656987695321,32,2.261407110840082,3.2273433785885572,7.823039531707764,7.823039531707764,7.823039531707764,7.823039531707764,7.823039531707764,7.823039531707764,7.823039531707764,7.823039531707764,3419.153513431549
nan,nan,2392064,0.0,0.0,18.240696984529496,0.7445855775848031,73,0.00025573770491803277,1001.0,-207.15852014371822,32,2.2671177718788385,2.617160058952868,8.499015808105469,8.499015808105469,8.499015808105469,8.499015808105469,8.499015808105469,8.499015808105469,8.499015808105469,8.499015808105469,3463.5528094768524
nan,nan,2424832,0.0,0.0,18.212924814224245,0.738659764174372,74,0.0002551229508196721,1001.0,-212.3708664402912,32,2.2701980542391538,2.5459433045238256,8.114561080932617,8.114561080932617,8.114561080932617,8.114561080932617,8.114561080932617,8.114561080932617,8.114561080932617,8.114561080932617,3507.531646490097
nan,nan,2457600,0.0,0.0,18.22553694844246,0.7138847293797881,75,0.00025450819672131146,1001.0,-214.63539120519323,32,2.272101230919361,2.1972962329164147,8.553699493408203,8.553699493408203,8.553699493408203,8.553699493408203,8.553699493408203,8.553699493408203,8.553699493408203,8.553699493408203,3550.9029035568237
nan,nan,2490368,0.0,0.0,18.232349786162377,0.7240503419656307,76,0.0002538934426229508,1001.0,-221.27573042227482,32,2.263669370859861,2.37734505943954,8.548705101013184,8.548705101013184,8.548705101013184,8.548705101013184,8.548705101013184,8.548705101013184,8.548705101013184,8.548705101013184,3594.728757381439
nan,nan,2523136,0.0,0.0,18.203636559844018,0.7080637439154088,77,0.0002532786885245901,1001.0,-218.18148965076648,32,2.259926684573293,2.797800211235881,8.469752311706543,8.469752311706543,8.469752311706543,8.469752311706543,8.469752311706543,8.469752311706543,8.469752311706543,8.469752311706543,3641.1781299114227
nan,nan,2555904,0.0,0.0,18.221958217024802,0.7382498762570322,78,0.00025266393442622946,1001.0,-225.16922037349707,32,2.261780125275254,3.2961632231250406,6.895386695861816,6.895386695861816,6.895386695861816,6.895386695861816,6.895386695861816,6.895386695861816,6.895386695861816,6.895386695861816,3685.3749923706055
nan,nan,2588672,0.0,0.0,18.242409637570383,0.7124338230118156,79,0.0002520491803278688,1001.0,-216.88620580342808,32,2.26438582316041,2.546010428853333,8.575393676757812,8.575393676757812,8.575393676757812,8.575393676757812,8.575393676757812,8.575393676757812,8.575393676757812,8.575393676757812,3728.706511735916
nan,nan,2621440,0.0,0.0,18.215518406033517,0.71636414648965,80,0.00025143442622950816,1001.0,-225.97480639372696,32,2.2567927464842796,2.7152311664074658,8.522555351257324,8.522555351257324,8.522555351257324,8.522555351257324,8.522555351257324,8.522555351257324,8.522555351257324,8.522555351257324,3772.1486711502075
nan,nan,2654208,0.0,0.0,18.183007845282553,0.7400890361052006,81,0.00025081967213114756,1001.0,-208.4590434832138,32,2.262540493160486,3.8862551528960467,7.439206600189209,7.439206600189209,7.439206600189209,7.439206600189209,7.439206600189209,7.439206600189209,7.439206600189209,7.439206600189209,3815.693032979965
nan,nan,2686976,0.0,0.0,18.20305280685425,0.7306330426130444,82,0.0002502049180327869,1001.0,-197.6685688682579,32,2.263614013418555,3.5883196838200093,8.108532905578613,8.108532905578613,8.108532905578613,8.108532905578613,8.108532905578613,8.108532905578613,8.108532905578613,8.108532905578613,3859.478449821472
nan,nan,2719744,0.0,0.0,18.254793947935106,0.7417667940724642,83,0.0002495901639344262,1001.0,-204.89262269978502,32,2.268908913061023,3.283040768653154,7.357728481292725,7.357728481292725,7.357728481292725,7.357728481292725,7.357728481292725,7.357728481292725,7.357728481292725,7.357728481292725,3902.7001028060913
nan,nan,2752512,0.0,0.0,18.21446809768677,0.7638290567323566,84,0.00024897540983606555,1001.0,-196.94049432365443,32,2.259973441064358,3.2570042166858912,7.152536869049072,7.152536869049072,7.152536869049072,7.152536869049072,7.152536869049072,7.152536869049072,7.152536869049072,7.152536869049072,3946.4680790901184
nan,nan,2785280,0.0,0.0,18.191531470417978,0.7475750232115388,85,0.0002483606557377049,1001.0,-194.85095270645309,32,2.2581406205892565,2.7492386450991035,8.503223419189453,8.503223419189453,8.503223419189453,8.503223419189453,8.503223419189453,8.503223419189453,8.503223419189453,8.503223419189453,3990.836979150772
nan,nan,2818048,0.0,0.0,18.220815578103064,0.7762564620934427,86,0.00024774590163934425,1001.0,-182.868008757856,32,2.263234202563763,3.357726791128516,7.081844806671143,7.081844806671143,7.081844806671143,7.081844806671143,7.081844806671143,7.081844806671143,7.081844806671143,7.081844806671143,4034.4525558948517
nan,nan,2850816,0.0,0.0,18.195945301651953,0.7803302016109228,87,0.0002471311475409836,1001.0,-181.32182736109576,32,2.256709733977914,3.1511548295617104,7.5404205322265625,7.5404205322265625,7.5404205322265625,7.5404205322265625,7.5404205322265625,7.5404205322265625,7.5404205322265625,7.5404205322265625,4079.0407042503357
-158.16139370350885,35.001562891724184,2850816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4154.152989864349
