eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/eps_step_0,train/eps_step_1,train/eps_step_2,train/eps_step_3,train/iteration,train/kl_budget_step_0,train/kl_budget_step_1,train/kl_budget_step_2,train/kl_budget_step_3,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,4128768,0.0032402524087046915,0.1771240234375,0.17539063096046448,0.17475585639476776,0.17482911050319672,0.17552490234375,17.420666176080704,0.08159907907247543,0.08274634927511215,0.09840082377195358,0.12910830974578857,126,0.0033461207058280706,0.003439293010160327,0.004858028143644333,0.008356558158993721,0.00022315573770491804,1001.0,-184.274999934264,32,-0.005798203284939518,3.020378320477903,9943.031827688217
nan,nan,4161536,0.0032517883159016493,0.17614136636257172,0.17592163383960724,0.175811767578125,0.17606201767921448,0.17598419189453124,17.414266976714135,0.07899697124958038,0.08107542246580124,0.09899575263261795,0.1312677264213562,127,0.0031405638437718153,0.003303346922621131,0.004917615558952093,0.0086384741589427,0.00022254098360655736,1001.0,-181.90949572133627,32,-0.006094997833861271,2.878565234132111,9966.440614938736
nan,nan,4194304,0.003128593730616558,0.16958008706569672,0.16651001572608948,0.17031250894069672,0.16930542886257172,0.168927001953125,17.407066008448602,0.07994507253170013,0.0811886340379715,0.09833494573831558,0.13113436102867126,128,0.0032149911858141422,0.0033118848223239183,0.004852672573179007,0.00862045120447874,0.0002219262295081967,1001.0,-195.00700605833924,32,-0.0059835288375325035,2.769681965187192,9989.470777750015
nan,nan,4227072,0.003157600251506665,0.17075805366039276,0.16863404214382172,0.16808472573757172,0.16893310844898224,0.16910247802734374,17.454237127304076,0.07947289943695068,0.0807340070605278,0.09903373569250107,0.13118252158164978,129,0.0031767338514328003,0.0032741420436650515,0.004922301974147558,0.00862682145088911,0.00022131147540983603,1001.0,-188.30341624975426,32,-0.005948071783495834,3.357437886670232,10012.462042331696
nan,nan,4259840,0.003143132339209842,0.16824951767921448,0.168365478515625,0.16690674424171448,0.16973876953125,0.16831512451171876,17.469472509622573,0.0802818089723587,0.0802144929766655,0.09846450388431549,0.13135163486003876,130,0.0032438337802886963,0.0032370425760746002,0.004865469876676798,0.008653654716908932,0.00022069672131147538,1001.0,-183.61395673127655,32,-0.00599962048290763,3.370442100800574,10035.409690380096
nan,nan,4292608,0.0032569148083894106,0.17735596001148224,0.175811767578125,0.17600098252296448,0.174774169921875,0.1759857177734375,17.41472355723381,0.07831454277038574,0.08055429905653,0.09857051074504852,0.13232095539569855,131,0.0030846770387142897,0.0032628108747303486,0.004875352140516043,0.008777160197496414,0.00022008196721311473,1001.0,-185.4426357935465,48,-0.005900265074888012,3.2403862088918687,10058.4293217659
nan,nan,4325376,0.0030728842700227686,0.16801147162914276,0.16449585556983948,0.16536255180835724,0.16516724228858948,0.16575927734375,17.406968995928764,0.08045303821563721,0.08096397668123245,0.09767230600118637,0.13149519264698029,132,0.0032542203553020954,0.0032931126188486814,0.004787463694810867,0.008665203116834164,0.00021946721311475408,1001.0,-175.52826009631104,32,-0.005903135833068518,3.665386127308011,10081.09689283371
nan,nan,4358144,0.0033233969173124935,0.17990723252296448,0.17777100205421448,0.18060913681983948,0.18010254204273224,0.17959747314453126,17.436260759830475,0.08040960878133774,0.08123233169317245,0.09839820861816406,0.13082531094551086,133,0.0032517064828425646,0.0033131602685898542,0.004857765045017004,0.008577368222177029,0.00021885245901639343,1001.0,-177.60655607945142,32,-0.005907066714280517,3.2381724007427692,10103.661614656448
nan,nan,4390912,0.0033381949125214304,0.181427001953125,0.17848511040210724,0.17816773056983948,0.17899779975414276,0.1792694091796875,17.433643740415572,0.07872729748487473,0.08033420145511627,0.0987594947218895,0.13209229707717896,134,0.003117283107712865,0.0032436251640319824,0.004893757402896881,0.00874533411115408,0.00021823770491803278,1001.0,-183.5324681550412,32,-0.005940746775740991,3.144844681583345,10126.68600320816
nan,nan,4423680,0.003472265059917845,0.18648682534694672,0.18453370034694672,0.18641968071460724,0.18366698920726776,0.18527679443359374,17.43378005027771,0.07927089929580688,0.08018451929092407,0.09768985211849213,0.13260340690612793,135,0.0031644038390368223,0.0032317303121089935,0.0047887093387544155,0.008815157227218151,0.0002176229508196721,1001.0,-190.05357051484924,32,-0.005618059695552802,2.5055581482127307,10149.548199176788
nan,nan,4456448,0.003225528881102946,0.17241822183132172,0.16861572861671448,0.17117920517921448,0.17313842475414276,0.171337890625,17.45794248878956,0.0793943926692009,0.08097001165151596,0.09767233580350876,0.13202230632305145,136,0.003172618104144931,0.0032982383854687214,0.00478835916146636,0.008740784600377083,0.00021700819672131145,1001.0,-183.72030601834462,32,-0.00579601279241615,2.5746131805703043,10172.868150472641
nan,nan,4489216,0.0029484756938472855,0.16038207709789276,0.15891113877296448,0.159454345703125,0.158538818359375,0.15932159423828124,17.419478645920755,0.07946839183568954,0.08061634749174118,0.09797867387533188,0.13200338184833527,137,0.003178627463057637,0.003265911480411887,0.004818629007786512,0.008736832067370415,0.0002163934426229508,1001.0,-183.72308428986736,32,-0.006014546502410667,2.8362397760152818,10195.77820277214
nan,nan,4521984,0.0026720505235061864,0.14317627251148224,0.14291992783546448,0.14149169623851776,0.14335326850414276,0.14273529052734374,17.453793784976007,0.0794425830245018,0.08076482266187668,0.0982220396399498,0.13174739480018616,138,0.0031779527198523283,0.0032779027242213488,0.004842057358473539,0.00870208628475666,0.00021577868852459012,1001.0,-177.57614472355576,32,-0.006151294496521587,3.3174890788272022,10219.441972732544
nan,nan,4554752,0.0032347031539757152,0.17250366508960724,0.17185668647289276,0.17051391303539276,0.171905517578125,0.1716949462890625,17.456826555728913,0.07851021736860275,0.07970569282770157,0.09782581776380539,0.1332712173461914,139,0.0031012685503810644,0.003192672273144126,0.004802771843969822,0.00890328735113144,0.00021516393442622947,1001.0,-183.56431370944702,32,-0.005690939968189923,2.7714173631742596,10242.361404418945
nan,nan,4587520,0.0033858870208860027,0.18254394829273224,0.18194580078125,0.18150024116039276,0.18084107339382172,0.181707763671875,17.422823569178583,0.08024092018604279,0.08043859899044037,0.09827400743961334,0.1314857006072998,140,0.0032384879887104034,0.00324933766387403,0.004846132826060057,0.008666041307151318,0.00021454918032786884,1001.0,-187.17454892318423,32,-0.0058411448597325945,2.5919883899390697,10265.355135440826
nan,nan,4620288,0.0031213138791827077,0.16889648139476776,0.16810913383960724,0.16492919623851776,0.16704712808132172,0.1672454833984375,17.429748767614363,0.08054275065660477,0.08063366264104843,0.09837044030427933,0.13115611672401428,141,0.003259402932599187,0.0032665946055203676,0.004854434169828892,0.008619568310678005,0.0002139344262295082,1001.0,-190.20295290826772,32,-0.0058827823704632465,3.1397154700011014,10288.133895635605
nan,nan,4653056,0.0033297178522843753,0.17997436225414276,0.17633667588233948,0.17859497666358948,0.17912597954273224,0.17850799560546876,17.46078623533249,0.07913000881671906,0.08072103559970856,0.09826492518186569,0.13198813796043396,142,0.0031486668158322573,0.0032741979230195284,0.004844994749873877,0.008732140064239502,0.00021331967213114754,1001.0,-181.4638466838555,32,-0.005835386461694725,2.390058205462992,10311.303881645203
nan,nan,4685824,0.0030885036248946562,0.16575928032398224,0.16619873046875,0.163909912109375,0.16377563774585724,0.164910888671875,17.425892639160157,0.07898259162902832,0.07959780842065811,0.09762109816074371,0.13313129544258118,143,0.0031409435905516148,0.0031855569686740637,0.004783957730978727,0.00888954196125269,0.0002127049180327869,1001.0,-192.90826570579182,32,-0.005733997916104272,2.531159725598991,10334.229709148407
nan,nan,4718592,0.003143275430011272,0.17090454697608948,0.16816405951976776,0.16967163980007172,0.16950683295726776,0.169561767578125,17.46375553905964,0.07960992306470871,0.08004418760538101,0.09847106784582138,0.13188610970973969,144,0.0031921647023409605,0.0032197255641222,0.004865571856498718,0.008722537197172642,0.0002120901639344262,1001.0,-187.06678737213565,32,-0.005696326657925965,2.4816379845142365,10357.132462978363
nan,nan,4751360,0.0026591366472530353,0.14063720405101776,0.14200440049171448,0.14082641899585724,0.14154052734375,0.14125213623046876,17.438574558496477,0.07888244837522507,0.07915759831666946,0.09813927114009857,0.13317373394966125,145,0.0031273667700588703,0.0031493627466261387,0.00483295414596796,0.008890315890312195,0.00021147540983606556,1001.0,-181.66582554390192,32,-0.0062267386580060705,3.7426930364221334,10380.199207782745
-189.84708884997386,17.539612184472603,4751360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10425.539457798004
nan,nan,4784128,0.003251585344060004,0.17540894448757172,0.17224732041358948,0.17362670600414276,0.173583984375,0.17371673583984376,17.454045033454896,0.07937844842672348,0.08027146756649017,0.0987885594367981,0.1316169947385788,146,0.003174128010869026,0.0032417066395282745,0.004897059872746468,0.008687105029821396,0.00021086065573770488,1001.0,-181.28945479960396,32,-0.006006417779281037,3.027732087671757,10448.17700433731
nan,nan,4816896,0.003355045016451186,0.18034668266773224,0.17800293862819672,0.18123780190944672,0.18223266303539276,0.18045501708984374,17.413935434818267,0.07729472219944,0.07908440381288528,0.09786412864923477,0.13438554108142853,147,0.0030041211284697056,0.0031428306829184294,0.004804839845746756,0.009048208594322205,0.00021024590163934423,1001.0,-186.0224369250526,32,-0.006090256820607464,2.6631228741258384,10471.058691501617
nan,nan,4849664,0.003115171329864097,0.16724243760108948,0.16562500596046448,0.16678467392921448,0.16611938178539276,0.16644287109375,17.416634744405748,0.0780428797006607,0.07923971861600876,0.09863199293613434,0.13320611417293549,148,0.003063539043068886,0.0031572983134537935,0.004882982466369867,0.008896179497241974,0.00020963114754098358,1001.0,-182.43818203879044,32,-0.0058700494424556385,3.3795024495571853,10493.965647935867
nan,nan,4882432,0.003437322548325028,0.18347778916358948,0.18357543647289276,0.18287964165210724,0.18290404975414276,0.183209228515625,17.441168290376662,0.07778315991163254,0.07896410673856735,0.0980934128165245,0.1339227855205536,149,0.003045775694772601,0.003133312566205859,0.004829453770071268,0.008991457521915436,0.00020901639344262293,1001.0,-178.32347368567807,32,-0.005723475271952339,2.4015821201726792,10516.73344874382
nan,nan,4915200,0.0033210206817784636,0.17738647758960724,0.17518921196460724,0.17869873344898224,0.17778931558132172,0.17726593017578124,17.42906457781792,0.0779520645737648,0.07984363287687302,0.0981542095541954,0.13322798907756805,150,0.003060454037040472,0.0032051161397248507,0.004835739266127348,0.008898690342903137,0.00020840163934426228,1001.0,-189.56099645241363,32,-0.006073791970993625,2.37420029360801,10539.62611913681
nan,nan,4947968,0.0031854158065470982,0.171478271484375,0.16858521103858948,0.17116089165210724,0.17057494819164276,0.1704498291015625,17.433584809303284,0.07753286510705948,0.08025843650102615,0.09865829348564148,0.13288839161396027,151,0.0030242991633713245,0.0032387548126280308,0.004884004592895508,0.008852940984070301,0.00020778688524590163,1001.0,-201.15315721877346,32,-0.006027185806306079,2.2551292842254043,10562.88798546791
nan,nan,4980736,0.0030165904942805353,0.161041259765625,0.15846557915210724,0.16105957329273224,0.16056518256664276,0.16028289794921874,17.40122400522232,0.07752343267202377,0.07871909439563751,0.09700025618076324,0.13493774831295013,152,0.0030278663616627455,0.0031184328254312277,0.004723162390291691,0.009130538441240788,0.00020717213114754098,1001.0,-189.29909316240193,32,-0.006064937222981825,2.876407400146127,10586.447865247726
nan,nan,5013504,0.0029519051487113756,0.15897826850414276,0.15739746391773224,0.15654297173023224,0.15866699814796448,0.15789642333984374,17.440055206418037,0.07819747179746628,0.0800103098154068,0.09930943697690964,0.13220135867595673,153,0.003076925640925765,0.0032162435818463564,0.00494734151288867,0.00875948928296566,0.0002065573770491803,1001.0,-191.94481526075984,48,-0.006002087286469759,3.1877216950058935,10609.332926988602
nan,nan,5046272,0.0028313564394011337,0.151641845703125,0.15119628608226776,0.15000610053539276,0.15280762314796448,0.1514129638671875,17.42710565328598,0.07843341678380966,0.080265574157238,0.09766831994056702,0.13312041759490967,154,0.0030946475453674793,0.0032380844932049513,0.0047852336429059505,0.00888203363865614,0.00020594262295081965,1001.0,-193.73705566117738,32,-0.00633560326823499,3.1772382274270057,10632.033097028732
nan,nan,5079040,0.0028820738403737777,0.153350830078125,0.15266723930835724,0.15419922769069672,0.15491943061351776,0.1537841796875,17.437059631943704,0.07833852618932724,0.07877137511968613,0.098063625395298,0.13375890254974365,155,0.00308728264644742,0.003118840977549553,0.004826017655432224,0.008967859670519829,0.00020532786885245897,1001.0,-191.5522310120806,32,-0.006215548202453647,3.5743561070412397,10654.66004371643
nan,nan,5111808,0.003169610801523959,0.17011108994483948,0.16832886636257172,0.17003785073757172,0.16966553032398224,0.16953582763671876,17.400037452578545,0.07760929316282272,0.07940221577882767,0.09768324345350266,0.13408751785755157,156,0.0030298898927867413,0.003169045550748706,0.004789310973137617,0.009011752903461456,0.00020471311475409832,1001.0,-195.17020443731727,32,-0.006145731485594297,2.8412920037284493,10677.406231880188
nan,nan,5144576,0.003147722772791894,0.16816405951976776,0.16693726181983948,0.16953125596046448,0.16713257133960724,0.1679412841796875,17.381428226828575,0.0769592672586441,0.07896530628204346,0.09779701381921768,0.13460682332515717,157,0.0029816075693815947,0.003134091617539525,0.004801396280527115,0.009082905016839504,0.0002040983606557377,1001.0,-195.03041481214103,32,-0.00612596351566026,2.8163069220259787,10700.009867429733
nan,nan,5177344,0.00291186054737409,0.15617065131664276,0.15466919541358948,0.15685425698757172,0.15756836533546448,0.15631561279296874,17.446750417351723,0.07718751579523087,0.07904008030891418,0.0971113070845604,0.1348908394575119,158,0.002999398158863187,0.0031442628242075443,0.004733826965093613,0.009122512303292751,0.00020348360655737704,1001.0,-189.49883841616168,32,-0.0064406817386043255,3.640566115640104,10722.616209983826
nan,nan,5210112,0.0032266454588352643,0.171112060546875,0.17212525010108948,0.17071533203125,0.17180787026882172,0.17144012451171875,17.418403992056845,0.07899969816207886,0.08046814799308777,0.09722413122653961,0.13291965425014496,159,0.0031401643063873053,0.003257621079683304,0.004743556026369333,0.008858658373355865,0.0002028688524590164,1001.0,-193.72900295096022,32,-0.00591197962348815,3.2397070767357947,10745.584015607834
nan,nan,5242880,0.0033683955028209313,0.18083496391773224,0.17964477837085724,0.18068237602710724,0.17976073920726776,0.180230712890625,17.396034413576125,0.07692992687225342,0.07928086072206497,0.098859503865242,0.13365571200847626,160,0.0029806343372911215,0.0031613060273230076,0.004902967717498541,0.00895509123802185,0.00020225409836065574,1001.0,-196.59491741692085,32,-0.0060962505878705995,3.1587866779416798,10769.291076898575
nan,nan,5275648,0.0031639159342375933,0.16726075112819672,0.16855469346046448,0.1668701171875,0.17073975503444672,0.1683563232421875,17.432197940349578,0.07629042118787766,0.07862190157175064,0.09865695983171463,0.13458304107189178,161,0.002927953377366066,0.003107862314209342,0.004885527770966291,0.009078656323254108,0.0002016393442622951,1001.0,-193.46592040347258,32,-0.0059466127670020795,3.226186110638082,10791.980770587921
nan,nan,5308416,0.0034434594925187413,0.18156127631664276,0.17986451089382172,0.18281249701976776,0.18389283120632172,0.18203277587890626,17.446471279859544,0.07786320894956589,0.07897168397903442,0.0968773141503334,0.13474977016448975,162,0.00305061019025743,0.003135660430416465,0.004711410030722618,0.009102319367229939,0.0002010245901639344,1001.0,-188.6365839696212,32,-0.006139843624987406,2.775613272935152,10814.636144638062
nan,nan,5341184,0.0029774200445899625,0.15903320908546448,0.15709839761257172,0.15875855088233948,0.15984497964382172,0.15868377685546875,17.436899039149285,0.07736922800540924,0.07822906225919724,0.0974435955286026,0.13501499593257904,163,0.003014412708580494,0.003077925881370902,0.0047657969407737255,0.009141864255070686,0.00020040983606557376,1001.0,-195.58561674294765,32,-0.006220368461799808,3.738173479959369,10837.29201555252
nan,nan,5373952,0.0033071340393689753,0.17597046494483948,0.17497558891773224,0.17671509087085724,0.17609862983226776,0.17593994140625,17.431859362125397,0.07553255558013916,0.07812861353158951,0.09776697307825089,0.13596205413341522,164,0.002871081233024597,0.0030682652723044157,0.004795545246452093,0.009265107102692127,0.00019979508196721308,1001.0,-185.46000766959028,32,-0.0064578791709209325,3.0000862697139383,10859.935547828674
nan,nan,5406720,0.0033337637103613817,0.18035279214382172,0.17637939751148224,0.178619384765625,0.177490234375,0.17821044921875,17.395393240451813,0.07738258689641953,0.07846170663833618,0.09694702923297882,0.1352158635854721,165,0.003017788752913475,0.003095767227932811,0.004718818236142397,0.009167625568807125,0.00019918032786885243,1001.0,-189.85832591816617,32,-0.0058066173594852446,2.459269033372402,10882.628008365631
nan,nan,5439488,0.003169309421446087,0.16495971381664276,0.16524659097194672,0.16611938178539276,0.164764404296875,0.16527252197265624,17.406182688474654,0.07570456713438034,0.07901685684919357,0.09825049340724945,0.13490493595600128,166,0.0028871074318885803,0.0031396609265357256,0.004846376832574606,0.009126855060458183,0.00019856557377049178,1001.0,-190.28027513074875,32,-0.0060321674121951215,2.8361180800944568,10904.778757572174
nan,nan,5472256,0.003273792835170752,0.17445068061351776,0.17083740234375,0.17305909097194672,0.17517700791358948,0.17338104248046876,17.44793023467064,0.07546576112508774,0.07815555483102798,0.09736509621143341,0.13614431023597717,167,0.0028706775046885014,0.003072925377637148,0.00476010050624609,0.009296297095716,0.00019795081967213113,1001.0,-182.89671718148514,32,-0.0063915053746313785,3.0106451123952866,10927.376870155334
nan,nan,5505024,0.0033058086971323062,0.17329101264476776,0.17274780571460724,0.17621460556983948,0.17863769829273224,0.1752227783203125,17.433920550346375,0.07582099735736847,0.07723221182823181,0.096531942486763,0.13713064789772034,168,0.0028944348450750113,0.003001220989972353,0.00467740697786212,0.009426936507225037,0.00019733606557377048,1001.0,-188.63253198573466,32,-0.005853311592363753,2.3438905140385033,10950.944253444672
nan,nan,5537792,0.0028931956128872118,0.15411376953125,0.15294189751148224,0.15317992866039276,0.15506592392921448,0.15382537841796876,17.445042511820795,0.07817236334085464,0.07880672067403793,0.09686361998319626,0.13461871445178986,169,0.0030773566104471684,0.00312604452483356,0.004709314554929733,0.009087284095585346,0.00019672131147540983,1001.0,-186.27712976448794,32,-0.00591339736347436,3.0229593336582186,10973.625965356827
nan,nan,5570560,0.00330544138323603,0.17808838188648224,0.17458496987819672,0.17786255478858948,0.17755126953125,0.17702178955078124,17.434554728865624,0.07799748331308365,0.07863598316907883,0.09760415554046631,0.13438598811626434,170,0.00305909663438797,0.003108289558440447,0.004780905321240425,0.00905170850455761,0.00019610655737704915,1001.0,-193.84497965519546,32,-0.006212157775007654,2.6768933670595287,10996.21396112442
nan,nan,5603328,0.003328369099745032,0.17492066323757172,0.17619629204273224,0.17877808213233948,0.179107666015625,0.17725067138671874,17.421854013204573,0.07752299308776855,0.07864340394735336,0.09605365991592407,0.13560199737548828,171,0.003033357672393322,0.0031138136982917786,0.004630079958587885,0.009222748689353466,0.0001954918032786885,1001.0,-192.35256927595907,32,-0.005860654515709029,2.674770913645625,11018.777123212814
nan,nan,5636096,0.003110577875577292,0.1640625,0.162689208984375,0.16484986245632172,0.16562500596046448,0.164306640625,17.429258435964584,0.07733090221881866,0.07912812381982803,0.09716449677944183,0.13472621142864227,172,0.003010339802131057,0.003149002557620406,0.004740066360682249,0.009100590832531452,0.00019487704918032787,1001.0,-189.33997171615172,32,-0.006214228588942205,2.9254507437348365,11041.402570962906
nan,nan,5668864,0.0033148473337860198,0.17510376870632172,0.17470704019069672,0.17476807534694672,0.17570801079273224,0.17507171630859375,17.450746870040895,0.07749316841363907,0.07793539017438889,0.09698996692895889,0.13548807799816132,173,0.0030225254595279694,0.0030545610934495926,0.004720981698483229,0.00920193176716566,0.00019426229508196717,1001.0,-194.67470861879093,32,-0.005785768335772446,2.6206573063507674,11063.964383363724
nan,nan,5701632,0.00304737505812227,0.16188354790210724,0.15882568061351776,0.16096802055835724,0.15999145805835724,0.16041717529296876,17.424814331531525,0.07688233256340027,0.07825791090726852,0.09780137240886688,0.13507355749607086,174,0.002973471535369754,0.0030798912048339844,0.004801643546670675,0.009144994430243969,0.00019364754098360654,1001.0,-199.94103495619316,32,-0.005812646912090713,2.793707230873406,11086.602027654648
-185.5381177911227,4.636856862568496,5701632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11131.31976723671
nan,nan,5734400,0.002850131146988133,0.15001221001148224,0.14954224228858948,0.150054931640625,0.15126954019069672,0.1502197265625,17.43432001173496,0.07743411511182785,0.07914277166128159,0.09674284607172012,0.13489870727062225,175,0.0030232188291847706,0.0031528088729828596,0.004697126802057028,0.009126844815909863,0.0001930327868852459,1001.0,-191.24260267244628,48,-0.006451598743296927,3.0792162811383603,11153.918721437454
nan,nan,5767168,0.003129272324622434,0.16524048149585724,0.16390381753444672,0.16650390625,0.16773071885108948,0.1658447265625,17.43252131342888,0.07607166469097137,0.07792393118143082,0.09681820869445801,0.1364029198884964,176,0.0029137718956917524,0.003053573425859213,0.004705614876002073,0.009327040053904057,0.00019241803278688524,1001.0,-187.88209610457642,32,-0.00590785973763559,3.126181516610086,11176.466806411743
nan,nan,5799936,0.0028682702633886946,0.15007935464382172,0.14725951850414276,0.14920654892921448,0.14963988959789276,0.14904632568359374,17.424985072016717,0.07619539648294449,0.07730861753225327,0.09671953320503235,0.13676607608795166,177,0.002923056250438094,0.0030041278805583715,0.004697381053119898,0.009375435300171375,0.0001918032786885246,1001.0,-189.02148704264036,32,-0.006442557418631622,3.675097255781293,11199.125064611435
nan,nan,5832704,0.0031314069012296384,0.16669921576976776,0.16399537026882172,0.168548583984375,0.16643677651882172,0.16641998291015625,17.411249735951422,0.07579851895570755,0.07830798625946045,0.09732935577630997,0.13588443398475647,178,0.0028977002948522568,0.003085233038291335,0.004756053443998098,0.009261012077331543,0.00019118852459016394,1001.0,-196.2789450483674,32,-0.00644123881647829,2.711780680902302,11221.647906780243
nan,nan,5865472,0.0029749217228527414,0.15653686225414276,0.15712280571460724,0.155303955078125,0.15817871689796448,0.15678558349609376,17.45017603635788,0.07642997801303864,0.0778777152299881,0.09788280725479126,0.13543671369552612,179,0.0029424424283206463,0.003050690283998847,0.004811242688447237,0.009195624850690365,0.00019057377049180326,1001.0,-199.77998241327205,32,-0.00614684458814736,2.916925059817731,11244.115808963776
nan,nan,5898240,0.00309874040840441,0.16457520425319672,0.16463012993335724,0.16638794541358948,0.1641845703125,0.1649444580078125,17.407888063788413,0.07641854882240295,0.07722741365432739,0.0954497680068016,0.1375511884689331,180,0.002943105064332485,0.0030003469437360764,0.0045712110586464405,0.00948533695191145,0.0001899590163934426,1001.0,-202.09461867676953,32,-0.006049260318104643,2.571185674704611,11266.774200201035
nan,nan,5931008,0.0030799123970609798,0.16381226480007172,0.1630859375,0.16206665337085724,0.164306640625,0.16331787109375,17.391490316390993,0.07653339207172394,0.07712531089782715,0.09624570608139038,0.13693533837795258,181,0.002952718874439597,0.002991878194734454,0.004651498980820179,0.009403903968632221,0.00018934426229508193,1001.0,-201.79148536671693,32,-0.006063486909260974,3.0209984574466944,11289.496312379837
nan,nan,5963776,0.0030330884691466054,0.15987549722194672,0.15765991806983948,0.15867309272289276,0.16014404594898224,0.159088134765625,17.442260840535162,0.07720345258712769,0.07817520946264267,0.09629466384649277,0.13599775731563568,182,0.002999482676386833,0.003074018517509103,0.004655265714973211,0.009271233342587948,0.00018872950819672128,1001.0,-198.673243814319,32,-0.0059675235846953,3.4644935272634028,11312.700092315674
nan,nan,5996544,0.0032243018654298794,0.17008666694164276,0.171630859375,0.17052613198757172,0.16908569633960724,0.17033233642578124,17.423666071891784,0.07661467790603638,0.07788512855768204,0.0962747260928154,0.13653059303760529,183,0.002953746123239398,0.0030496015679091215,0.004652279894798994,0.00934437196701765,0.00018811475409836063,1001.0,-199.13868323182467,32,-0.005859385940857465,2.951600068807602,11335.360742807388
nan,nan,6029312,0.003005039178970037,0.15898437798023224,0.15903320908546448,0.15838623046875,0.15983276069164276,0.15905914306640626,17.443036130070688,0.0766746997833252,0.07715152204036713,0.09576503187417984,0.13721758127212524,184,0.0029584167059510946,0.0029949776362627745,0.0046061198227107525,0.009440484456717968,0.00018749999999999998,1001.0,-203.33442753175245,32,-0.006089549457101384,3.1580803329125047,11357.919784784317
nan,nan,6062080,0.0032236482055850503,0.16920165717601776,0.17025147378444672,0.16980591416358948,0.171905517578125,0.1702911376953125,17.45144243836403,0.07547356933355331,0.07666676491498947,0.09629928320646286,0.13781936466693878,185,0.002869319636374712,0.002955856267362833,0.004654289688915014,0.009520533494651318,0.00018688524590163933,1001.0,-196.62750124077962,32,-0.005949434783542529,2.8342340625822544,11380.446291208267
nan,nan,6094848,0.003046110162722471,0.16110840439796448,0.16157226264476776,0.16175536811351776,0.16456298530101776,0.162249755859375,17.42491492331028,0.07711753994226456,0.07754253596067429,0.09559907019138336,0.13683950901031494,186,0.002994811162352562,0.0030256465543061495,0.004588769283145666,0.009390773251652718,0.00018627049180327867,1001.0,-200.81449495940467,32,-0.0061209539861010855,3.0067276110872627,11403.002715349197
nan,nan,6127616,0.0027839395683258773,0.14804688096046448,0.14615479111671448,0.14702759683132172,0.14835815131664276,0.1473968505859375,17.445171669125557,0.07637305557727814,0.07682203501462936,0.09503386169672012,0.13806183636188507,187,0.002940027741715312,0.0029695634730160236,0.004533258732408285,0.009557150304317474,0.00018565573770491805,1001.0,-197.6226206731913,32,-0.006365671767707681,3.537436599470675,11425.537071943283
nan,nan,6160384,0.003125167491543834,0.163726806640625,0.1650390625,0.16351929306983948,0.16546021401882172,0.16443634033203125,17.437371423840524,0.07657382637262344,0.07708294689655304,0.09656863659620285,0.13662493228912354,188,0.0029584893491119146,0.002994012786075473,0.004684343468397856,0.009363153949379921,0.00018504098360655735,1001.0,-200.79930173017857,32,-0.006042618019273504,3.310201824642718,11448.19875383377
nan,nan,6193152,0.002991840325012163,0.15661011636257172,0.15575562417507172,0.15762940049171448,0.15778198838233948,0.15694427490234375,17.384678635001183,0.07578207552433014,0.07660607248544693,0.09608777612447739,0.13783250749111176,189,0.002891679061576724,0.002951171714812517,0.004636127967387438,0.009521021507680416,0.00018442622950819672,1001.0,-195.80925804580835,32,-0.006249278589530149,3.5917723562568424,11470.813190698624
nan,nan,6225920,0.0032427925943920854,0.16878052055835724,0.16825561225414276,0.16915284097194672,0.16901245713233948,0.16880035400390625,17.456560787558555,0.07535139471292496,0.0771833062171936,0.09676658362150192,0.13719773292541504,190,0.002860123058781028,0.0029986517038196325,0.004702339414507151,0.009438886307179928,0.00018381147540983602,1001.0,-205.58248947506166,32,-0.0060959618262131695,3.325062162987888,11494.060762882233
nan,nan,6258688,0.0032667505016434006,0.17188110947608948,0.171295166015625,0.16997070610523224,0.17229615151882172,0.17136077880859374,17.41391863524914,0.0765957459807396,0.07707376778125763,0.09544964134693146,0.13749960064888,191,0.00295491935685277,0.0029898553621023893,0.004575012717396021,0.009480212815105915,0.0001831967213114754,1001.0,-202.490497835859,32,-0.006149323863792233,2.9134969307109713,11516.592247009277
nan,nan,6291456,0.0034736544491352104,0.18343506753444672,0.18400879204273224,0.18341675400733948,0.18489991128444672,0.18394012451171876,17.38723832666874,0.07703909277915955,0.07776010036468506,0.09575885534286499,0.1365785151720047,192,0.0029891766607761383,0.003047384787350893,0.0046057323925197124,0.00935770571231842,0.00018258196721311474,1001.0,-198.2920903503031,32,-0.005796159308738424,2.049832943547517,11539.329976320267
nan,nan,6324224,0.0025945365337065596,0.13759155571460724,0.135833740234375,0.13734130561351776,0.13634644448757172,0.13677825927734374,17.418743538856507,0.07503139227628708,0.07638534158468246,0.09540645778179169,0.1387922316789627,193,0.002837603911757469,0.0029355313163250685,0.0045696524903178215,0.009657212533056736,0.0001819672131147541,1001.0,-203.614194353046,32,-0.006492839327256661,3.8242807729169725,11562.001722335815
