eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,train/weight_step_0,train/weight_step_1,train/weight_step_10,train/weight_step_11,train/weight_step_12,train/weight_step_13,train/weight_step_14,train/weight_step_15,train/weight_step_2,train/weight_step_3,train/weight_step_4,train/weight_step_5,train/weight_step_6,train/weight_step_7,train/weight_step_8,train/weight_step_9,wall_time
nan,nan,45056,0.02292387687102746,0.043701171875,0.04428710788488388,0.07382812350988388,0.07758788764476776,0.08012695610523224,0.06757812201976776,0.07265625149011612,0.07412109524011612,0.04594726487994194,0.05390625074505806,0.06044922024011612,0.06635741889476776,0.066650390625,0.05800781399011612,0.065673828125,0.06425781548023224,0.063446044921875,136.57827048301698,22,0.0002870901639344262,1000.0,-151.10612504733643,2,-0.01984652441460639,15.467984618246556,0.04983173683285713,0.047824662178754807,0.05402651056647301,0.07736216485500336,0.07802927494049072,0.060722317546606064,0.06863540410995483,0.0759497880935669,0.04507721588015556,0.07027552276849747,0.05989520251750946,0.07173869758844376,0.05506127327680588,0.06660495698451996,0.05372827500104904,0.06523697823286057,149.12911009788513
nan,nan,47104,0.027412707393523306,0.06884765625,0.06430663913488388,0.09023437649011612,0.08901367336511612,0.09062500298023224,0.09370116889476776,0.08784179389476776,0.08798827975988388,0.06582031399011612,0.07182617485523224,0.07792969048023224,0.07968749850988388,0.07968749850988388,0.08432617038488388,0.07602538913488388,0.08447265625,0.0807708740234375,136.67954697608948,23,0.00028647540983606554,1000.0,-9.433221770184126,2,-0.022160721151158212,15.248985975980759,0.04860338941216469,0.04760531708598137,0.054297734051942825,0.0773160457611084,0.07871195673942566,0.06094030290842056,0.06892383843660355,0.07683941721916199,0.04441746324300766,0.07042767107486725,0.05978885665535927,0.07206105440855026,0.05483056604862213,0.06795688718557358,0.05264273285865784,0.06463675945997238,153.84032726287842
nan,nan,49152,0.025392328065208858,0.05473632737994194,0.05532226711511612,0.08754882961511612,0.08769531548023224,0.08139648288488388,0.07504882663488388,0.08461914211511612,0.085205078125,0.05771484225988388,0.07075195014476776,0.06699218600988388,0.07187499850988388,0.0703125,0.07045898586511612,0.07363281399011612,0.084228515625,0.07359619140625,136.7763186454773,24,0.0002858606557377049,1000.0,-100.94874900360323,2,-0.020906979296705687,17.092587319016456,0.0483364574611187,0.04732208326458931,0.05493137612938881,0.07843133062124252,0.07782299071550369,0.060615912079811096,0.06880366802215576,0.07798648625612259,0.04423119127750397,0.07031732052564621,0.05930004641413689,0.07202856987714767,0.054964687675237656,0.0677948072552681,0.05239666998386383,0.0647163912653923,158.51216006278992
nan,nan,51200,0.04548183240931394,0.12412109225988388,0.11474609375,0.154541015625,0.15952149033546448,0.15488281846046448,0.16010741889476776,0.16582031548023224,0.15927734971046448,0.11689452826976776,0.12958984076976776,0.13754883408546448,0.14238281548023224,0.14218750596046448,0.140625,0.13540038466453552,0.14814452826976776,0.1428619384765625,136.7189842224121,25,0.00028524590163934424,1000.0,38.91983755946738,2,-0.02178226758405799,10.468409718573094,0.04853768274188042,0.046703040599823,0.05360225960612297,0.07807569950819016,0.07992760092020035,0.0610726997256279,0.06941352039575577,0.07833553105592728,0.04313332587480545,0.07109904289245605,0.05944346264004707,0.07164481282234192,0.05547766387462616,0.06750787794589996,0.05209711939096451,0.06392864137887955,162.9904501438141
57.49436048405896,93.27515538344967,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174.47746109962463
nan,nan,53248,0.034242018319127966,0.079345703125,0.07661132514476776,0.11533202975988388,0.12255859375,0.12617187201976776,0.11845703423023224,0.12099609524011612,0.12373046576976776,0.08198241889476776,0.08818359673023224,0.09892578423023224,0.10576172173023224,0.10483398288488388,0.10415039211511612,0.106201171875,0.10458984225988388,0.104864501953125,136.790603017807,26,0.0002846311475409836,1000.0,-71.83118572747739,2,-0.021406130818650126,9.978028386831284,0.048204775899648666,0.04576234519481659,0.05305326357483864,0.07838071882724762,0.08131342381238937,0.06172757223248482,0.07059837877750397,0.08084209263324738,0.04222707822918892,0.06901507824659348,0.059435296803712845,0.07076147198677063,0.054895151406526566,0.06881535053253174,0.05119181051850319,0.06377621740102768,179.21354603767395
nan,nan,55296,0.050316105768069976,0.12949219346046448,0.13300780951976776,0.18071289360523224,0.17758789658546448,0.17973633110523224,0.1787109375,0.17221680283546448,0.17226561903953552,0.13349609076976776,0.13984374701976776,0.141357421875,0.15317383408546448,0.15253905951976776,0.15297850966453552,0.16347655653953552,0.16713866591453552,0.1579833984375,137.16125330924987,27,0.00028401639344262294,1000.0,19.39013885408156,2,-0.023051867363392375,6.447489640116691,0.0483064241707325,0.044802747666835785,0.05098535865545273,0.07866380363702774,0.0849871039390564,0.06410365551710129,0.07220575958490372,0.08464043587446213,0.04156624898314476,0.06809203326702118,0.058050498366355896,0.06821276247501373,0.053242553025484085,0.06787100434303284,0.05093786120414734,0.06333176791667938,183.85360717773438
nan,nan,57344,0.037478818470845,0.08564452826976776,0.08261718600988388,0.13583984971046448,0.13823242485523224,0.14609375596046448,0.14140625298023224,0.13154296576976776,0.1357421875,0.08549804985523224,0.10112304985523224,0.10625000298023224,0.11845703423023224,0.1162109375,0.11787109076976776,0.12485351413488388,0.12773437798023224,0.11844482421875,137.11667680740356,28,0.0002834016393442623,1000.0,51.24683564194589,2,-0.02529283172043506,7.566257816553116,0.04733419045805931,0.04360393434762955,0.05099589005112648,0.07898271083831787,0.08821024000644684,0.06449704617261887,0.07217690348625183,0.09058870375156403,0.04078422486782074,0.06683320552110672,0.05644872412085533,0.06856042891740799,0.05283995345234871,0.06605987250804901,0.0496782548725605,0.06240573152899742,188.44716215133667
nan,nan,59392,0.027416069233186135,0.06967773288488388,0.06464843451976776,0.08222655951976776,0.09575195610523224,0.09721679985523224,0.08632812649011612,0.09096679836511612,0.09194336086511612,0.06586913764476776,0.07119140774011612,0.07290039211511612,0.078125,0.07568359375,0.082275390625,0.08500976860523224,0.08652343600988388,0.0810211181640625,136.8117935180664,29,0.00028278688524590163,1000.0,112.67494016580929,2,-0.02284235120750964,8.822139362990857,0.046864040195941925,0.042689427733421326,0.05109488219022751,0.0801311582326889,0.09008922427892685,0.06404518336057663,0.07172092795372009,0.09303098917007446,0.04028737545013428,0.0660410225391388,0.055990997701883316,0.06807422637939453,0.05234583467245102,0.06643206626176834,0.04890485107898712,0.062257762998342514,192.9916341304779
nan,nan,61440,0.038704466724993836,0.09438476711511612,0.09858398139476776,0.13623046875,0.14150390028953552,0.13461914658546448,0.13398437201976776,0.14121094346046448,0.13095703721046448,0.099853515625,0.10810546576976776,0.11669921875,0.12158203125,0.11723633110523224,0.122802734375,0.12065429985523224,0.12939453125,0.1217376708984375,137.10412282943724,30,0.00028217213114754093,1000.0,37.388177897398684,2,-0.025051945948507636,6.50193614885211,0.04583040997385979,0.041944120079278946,0.05061871558427811,0.08135873824357986,0.09285854548215866,0.06352099776268005,0.07303978502750397,0.09706923365592957,0.039263419806957245,0.064870186150074,0.05544263869524002,0.06875266879796982,0.05229593813419342,0.06512563675642014,0.04749710485339165,0.06051185727119446,197.46336317062378
