eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
-186.39899257844564,61.74443947724057,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300.0744149684906
nan,nan,143360,0.1987045111556654,0.38813477754592896,0.4513183534145355,0.4197265625,17.337038135528566,70,0.0002575819672131147,1000.0,-73.06675233547767,2,-0.10939417858608066,10.049588176608086,301.92919397354126
nan,nan,145408,0.16895868055435131,0.36455076932907104,0.4105468690395355,0.387548828125,17.307920730113985,71,0.00025696721311475407,1000.0,-137.87933456547964,2,-0.11264588195626857,14.789273127913475,304.0874469280243
nan,nan,147456,0.17749657365493476,0.3770507872104645,0.4251464903354645,0.4010986328125,17.268882191181184,72,0.0002563524590163934,1000.0,-178.71625931815464,2,-0.11627228184952401,13.593980757892131,306.52017307281494
nan,nan,149504,0.15193959633324994,0.3412109315395355,0.39106446504592896,0.3661376953125,17.251772075891495,73,0.00025573770491803277,1000.0,-222.1279484703261,2,-0.11186726215819362,16.441750283539296,309.8689489364624
nan,nan,151552,0.19842448806302854,0.40239256620407104,0.4453125,0.4238525390625,17.428742825984955,74,0.0002551229508196721,1000.0,-139.5878729931517,2,-0.10838072848273442,15.349517464637756,312.5812678337097
-151.90045069451577,55.437960805986364,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,317.4569880962372
nan,nan,153600,0.14805647455214058,0.34033203125,0.39252930879592896,0.3664306640625,17.367614555358887,75,0.00025450819672131146,1000.0,-75.91074916100223,2,-0.11351906792187946,20.85153123140335,321.10874795913696
nan,nan,155648,0.25137416577053956,0.43793946504592896,0.49174803495407104,0.46484375,17.581965404748917,76,0.0002538934426229508,1000.0,-123.27892231972899,2,-0.09959880055685062,13.200819706916809,324.4012761116028
nan,nan,157696,0.3228430917384685,0.48554688692092896,0.520947277545929,0.5032470703125,17.56770886182785,77,0.0002532786885245901,1000.0,-42.22391485124221,2,-0.08781831538071856,13.621051658689975,327.92204904556274
nan,nan,159744,0.20403256069257622,0.39667969942092896,0.44379884004592896,0.4202392578125,17.350890457630157,78,0.00025266393442622946,1000.0,-117.52226576916124,2,-0.10656081386550795,16.86653915643692,330.23490715026855
nan,nan,161792,1.1242454586128587,0.679736316204071,0.7330566644668579,0.706396484375,19.380931186676026,79,0.0002520491803278688,1000.0,-93.81873718162356,2,-0.003332188571221195,5.406088523566723,332.2634630203247
-102.72101014177524,52.63870562541589,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,335.61793994903564
nan,nan,163840,0.1652537697882508,0.361328125,0.41582030057907104,0.38857421875,17.394239050149917,80,0.00025143442622950816,1000.0,-180.50231389446753,2,-0.11605712726595811,13.610501678287983,337.7122869491577
nan,nan,165888,0.13677457266603596,0.32402342557907104,0.3662109375,0.3451171875,17.271600764989852,81,0.00025081967213114756,1000.0,-193.63029783880884,2,-0.10685314626607578,17.391181716322897,339.67312598228455
nan,nan,167936,0.16086530806933297,0.3623046875,0.41630858182907104,0.389306640625,17.359404784440994,82,0.0002502049180327869,1000.0,-209.09440497383295,2,-0.11770208848174661,13.737482964992523,341.6978049278259
nan,nan,169984,0.14842655962420395,0.3511718809604645,0.3902831971645355,0.3707275390625,17.247798186540603,83,0.0002495901639344262,1000.0,-117.70163737557894,2,-0.11411669841618277,21.327006900310515,343.7453169822693
nan,nan,172032,0.14867154285893774,0.3404785096645355,0.3990722596645355,0.369775390625,17.28975275158882,84,0.00024897540983606555,1000.0,-217.43231808849623,3,-0.11497146570472978,23.137463560700418,345.7026150226593
-94.23150760712974,83.50633747751925,172032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,348.92063093185425
nan,nan,174080,1.1735037924576317,0.6519531011581421,0.702587902545929,0.6772705078125,19.547599649429323,85,0.0002483606557377049,1000.0,-120.33515665306606,2,-0.014247919319313952,8.960327762365342,351.21166706085205
nan,nan,176128,0.2429343312396668,0.4393066465854645,0.48291015625,0.4611083984375,17.59391784071922,86,0.00024774590163934425,1000.0,-90.6430221997868,2,-0.12025989391258918,11.112432596087455,353.1756010055542
nan,nan,178176,0.4494391898275353,0.558154284954071,0.6112304925918579,0.5846923828125,17.89102284312248,87,0.0002471311475409836,1000.0,-134.17533721905852,2,-0.09486924799275584,5.994884121417999,355.0568890571594
nan,nan,180224,0.12874907431250904,0.3072265684604645,0.3844238221645355,0.3458251953125,17.20615608692169,88,0.00024651639344262295,1000.0,-167.44048666495846,2,-0.1093440320546506,20.51625988781452,357.02266478538513
-7.157701529290511,108.71907368513736,180224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,360.0848858356476
nan,nan,182272,0.3026627961138729,0.47895509004592896,0.5113769769668579,0.495166015625,17.62853126525879,89,0.0002459016393442623,1000.0,-138.85043200769542,2,-0.1087283278699033,9.593936301767826,362.01844096183777
nan,nan,184320,0.14243963734334103,0.33393555879592896,0.37495118379592896,0.354443359375,17.37705302834511,90,0.00024528688524590164,1000.0,-145.98921279846653,2,-0.111961274134228,20.239843073487283,365.2251591682434
nan,nan,186368,0.2823658662120579,0.4623046815395355,0.509033203125,0.4856689453125,17.57315873503685,91,0.00024467213114754094,1000.0,-71.1962446097505,2,-0.10973916153889149,10.503246547281742,367.5058128833771
nan,nan,188416,0.3343107012216933,0.4862304627895355,0.546582043170929,0.51640625,17.70790587067604,92,0.00024405737704918031,1000.0,-51.51034508132345,2,-0.1084392815377214,9.167745521664619,369.6247808933258
nan,nan,190464,0.19897249322239077,0.4092773497104645,0.4535156190395355,0.431396484375,17.413052463531493,93,0.00024344262295081966,1000.0,-10.890161565011319,2,-0.11733985451573972,13.588452462852,371.6412010192871
6.150927364348786,95.10292851961458,190464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,374.66818404197693
nan,nan,192512,0.1828996067197295,0.3683105409145355,0.43696290254592896,0.40263671875,17.312972086668015,94,0.000242827868852459,1000.0,-126.46064605013103,2,-0.1132991375401616,16.33664618730545,376.6312930583954
nan,nan,194560,0.1568450853723334,0.34614259004592896,0.41557615995407104,0.380859375,17.339017474651335,95,0.00024221311475409833,1000.0,-168.94467050218327,2,-0.11887778121454176,22.370320516824723,378.42042303085327
nan,nan,196608,0.17790571855148302,0.3768554627895355,0.433349609375,0.4051025390625,17.29887345433235,96,0.00024159836065573768,1000.0,-113.11984764611911,2,-0.11642746195429936,19.746276241540908,380.4213421344757
nan,nan,198656,0.4429850765300216,0.5230468511581421,0.5772460699081421,0.550146484375,17.829685097932817,97,0.00024098360655737703,1000.0,-114.10973094633887,2,-0.09546517945127561,9.66573441028595,382.5265030860901
nan,nan,200704,0.1909903934938484,0.37495118379592896,0.44921875,0.4120849609375,17.44130259156227,98,0.00024036885245901638,1000.0,-97.52073430604793,2,-0.11010062574059702,18.187936863303186,385.17085695266724
-49.52863017238108,116.57558335789348,200704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,388.45917987823486
nan,nan,202752,0.2216558921325486,0.40043944120407104,0.44511717557907104,0.4227783203125,17.36636238694191,99,0.00023975409836065573,1000.0,-136.18454766325777,2,-0.11422153957246337,17.25637816488743,390.3828511238098
nan,nan,204800,0.1850526679205359,0.35649412870407104,0.44677734375,0.4016357421875,17.381713992357255,100,0.00023913934426229505,1000.0,-92.40707015932526,2,-0.11283948216878344,24.513367119431496,392.5182659626007
nan,nan,206848,0.2360777912530466,0.41621094942092896,0.47514647245407104,0.4456787109375,17.4793609559536,101,0.0002385245901639344,1000.0,-118.00915199969361,2,-0.101697144490754,19.504318338632583,394.9197599887848
nan,nan,208896,0.19432493098283884,0.39384764432907104,0.46098631620407104,0.4274169921875,17.342151534557342,102,0.00023790983606557375,1000.0,-147.4203339616722,2,-0.12192580605042166,21.174062809348108,397.3082230091095
nan,nan,210944,0.5234067289318773,0.5381835699081421,0.621826171875,0.5800048828125,17.89106277823448,103,0.00023729508196721307,1000.0,-223.40772108762155,2,-0.08244127516227309,10.363471239805222,399.3455431461334
-10.352306756407566,139.74649141694184,210944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,402.3775579929352
nan,nan,212992,0.19688165377592667,0.38862305879592896,0.450927734375,0.419775390625,17.36870939731598,104,0.00023668032786885242,1000.0,-95.91319895701157,2,-0.11666529416688717,19.667566213011742,404.3260850906372
nan,nan,215040,0.19228544247016544,0.3902343809604645,0.4422851502895355,0.416259765625,17.487679892778395,105,0.00023606557377049177,1000.0,-82.81565132471367,3,-0.11109156477614306,22.158694025874137,406.11494302749634
nan,nan,217088,0.2726800783362705,0.46977537870407104,0.516650378704071,0.493212890625,17.55539219379425,106,0.00023545081967213112,1000.0,-361.0464272737933,2,-0.1068408599239774,19.619272059202196,408.0793809890747
nan,nan,219136,0.2901782031534822,0.4658203125,0.5135742425918579,0.489697265625,17.566485875844954,107,0.0002348360655737705,1000.0,-27.384364325567518,2,-0.10857120711007155,18.3200715392828,410.2295331954956
nan,nan,221184,1.153855940651556,0.6788574457168579,0.722216784954071,0.700537109375,19.518530839681624,108,0.00023422131147540984,1000.0,-198.88890000423368,2,-0.029315578890964387,9.938838527351617,413.42297101020813
12.916235220999976,89.98059018137866,221184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,416.6108331680298
nan,nan,223232,0.3188125736051006,0.46928709745407104,0.5379883050918579,0.5036376953125,17.609547746181487,109,0.00023360655737704916,1000.0,-29.06264200172892,2,-0.0900985300220782,11.748448413610458,418.673485994339
nan,nan,225280,0.22037383536080596,0.4100097715854645,0.4596191346645355,0.434814453125,17.445139229297638,110,0.0002329918032786885,1000.0,-128.15512846045897,2,-0.11744154183252249,17.664487874507905,420.53041410446167
nan,nan,227328,0.21717227694025495,0.4136718809604645,0.48388671875,0.448779296875,17.292435151338577,111,0.00023237704918032786,1000.0,-54.16961242608603,2,-0.10966376663709525,15.654427354037761,422.7974262237549
nan,nan,229376,0.292252356618701,0.47919923067092896,0.5406249761581421,0.509912109375,17.63114188313484,112,0.00023176229508196718,1000.0,12.567821245367199,2,-0.11127332191972528,13.783655941486359,424.9304459095001
nan,nan,231424,0.5406817828508792,0.5689941644668579,0.616259753704071,0.592626953125,18.07376465201378,113,0.00023114754098360653,1000.0,-203.4716252130151,2,-0.1010339256201405,10.484037436544895,427.02282786369324
3.193386701609364,116.4762488725875,231424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,430.15622997283936
