eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,train/weight_step_0,train/weight_step_1,train/weight_step_2,train/weight_step_3,wall_time
,,2048,0.005956623092788505,0.05961913987994194,0.066650390625,0.0751953125,0.09414062649011612,0.0739013671875,34.06848703622818,1,0.0003,1000.0,-520.3649944885606,2,-0.013565947048482485,21.370230478048324,0.24030715227127075,0.24550612270832062,0.25362730026245117,0.2605594992637634,2.32165789604187
,,4096,0.007086604014330078,0.07573242485523224,0.089599609375,0.09355469048023224,0.09672851860523224,0.08890380859375,33.98536850214005,2,0.0002993852459016393,1000.0,-489.2323909905408,2,-0.017851046414580195,16.892375218868256,0.23523570597171783,0.24080154299736023,0.2545802891254425,0.2693824768066406,4.643734693527222
,,6144,0.011566422657779185,0.13906249403953552,0.15297850966453552,0.16884765028953552,0.18525390326976776,0.16153564453125,34.19854756593704,3,0.00029877049180327867,1000.0,-389.7410928948834,2,-0.027140095832874068,7.944559808075428,0.2272290587425232,0.2278330773115158,0.25525182485580444,0.2896859645843506,6.97189474105835
,,8192,0.007404919627151685,0.07329101860523224,0.09184570610523224,0.09926757961511612,0.12446288764476776,0.097216796875,34.07645581960678,4,0.000298155737704918,1000.0,-386.9283101343658,2,-0.02127833003469277,15.222954127192498,0.22450371086597443,0.22317203879356384,0.25591278076171875,0.2964114546775818,9.213436841964722
,,10240,0.01150379210957908,0.14121094346046448,0.155517578125,0.16767577826976776,0.18193359673023224,0.16158447265625,34.08914306163788,5,0.00029754098360655737,1000.0,-422.1309630554257,2,-0.027745539348688907,10.261377450823783,0.21752095222473145,0.21895819902420044,0.2549290060997009,0.3085918128490448,11.558452844619751
-273.9430354446031,82.37885553767862,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.956708908081055
nan,nan,12288,0.01070613173142192,0.12924805283546448,0.13579101860523224,0.157958984375,0.17080077528953552,0.14844970703125,34.062806844711304,6,0.0002969262295081967,1000.0,-417.65057189622814,2,-0.02711243492522044,13.881027422845364,0.21308095753192902,0.2128988802433014,0.2563529908657074,0.317667156457901,18.121453762054443
nan,nan,14336,0.014489444684295449,0.17573241889476776,0.18437500298023224,0.20317383110523224,0.22138671576976776,0.1961669921875,34.13664152622223,7,0.00029631147540983607,1000.0,-418.41965643098877,2,-0.027916847352753394,9.28097892999649,0.2041042447090149,0.2030993103981018,0.25343355536460876,0.3393629491329193,20.437139987945557
nan,nan,16384,0.015662513962888626,0.18569335341453552,0.19584961235523224,0.211669921875,0.24570313096046448,0.20972900390625,34.209611129760745,8,0.00029569672131147536,1000.0,-425.5740203533592,2,-0.029872945335227996,9.293143452703953,0.19542159140110016,0.19052346050739288,0.24200530350208282,0.3720496892929077,22.72169280052185
nan,nan,18432,0.009773688952554949,0.11542968451976776,0.12177734076976776,0.13525390625,0.16064453125,0.1332763671875,34.0775951385498,9,0.0002950819672131147,1000.0,-368.2635849357349,2,-0.026337222621077672,16.148530727624895,0.18847350776195526,0.18600846827030182,0.2387581765651703,0.386759877204895,24.98324465751648
nan,nan,20480,0.009029959035979118,0.10556640475988388,0.11220703274011612,0.12954100966453552,0.14101561903953552,0.12208251953125,34.19613914489746,10,0.00029446721311475406,1000.0,-380.5710856862243,2,-0.02602893275761744,20.452002277970315,0.18319091200828552,0.18139275908470154,0.23498205840587616,0.4004342257976532,27.266336679458618
-175.48119861081628,58.4708884383209,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.03133487701416
nan,nan,22528,0.012903975947847358,0.14873047173023224,0.15576171875,0.17236328125,0.2021484375,0.1697509765625,34.13741410970688,11,0.0002938524590163934,1000.0,-334.05114284202193,2,-0.030029978236416354,14.476828593015671,0.17186492681503296,0.17292410135269165,0.22884239256381989,0.4263686239719391,36.12185883522034
nan,nan,24576,0.013504706703679403,0.14985351264476776,0.1669921875,0.19101563096046448,0.23334960639476776,0.185302734375,34.110960400104524,12,0.00029323770491803276,1000.0,-375.4138005457521,2,-0.03240536545636132,18.70723932981491,0.1626916378736496,0.16367413103580475,0.22431392967700958,0.44932031631469727,38.68447685241699
nan,nan,26624,0.01534074412920745,0.18354491889476776,0.18574218451976776,0.21240234375,0.2520507872104645,0.20843505859375,34.15562983751297,13,0.0002926229508196721,1000.0,-449.1303757740727,2,-0.03407208037388045,16.26764661222696,0.15158769488334656,0.1531757116317749,0.21028442680835724,0.4849521815776825,41.02719283103943
nan,nan,28672,0.01872464476255118,0.20644530653953552,0.21489258110523224,0.243408203125,0.3008789122104645,0.24140625,34.09068006277084,14,0.00029200819672131145,1000.0,-431.7750915530503,2,-0.036435159787652084,15.336702519655228,0.13837797939777374,0.1407756805419922,0.1943606436252594,0.5264856219291687,43.31803584098816
nan,nan,30720,0.014152456691954285,0.16420897841453552,0.17050781846046448,0.19697265326976776,0.2421875,0.19346923828125,34.09759768247604,15,0.0002913934426229508,1000.0,-371.7719933803742,2,-0.03604980705422349,22.853590479493143,0.12973304092884064,0.1317666918039322,0.1820695996284485,0.5564306974411011,45.7835488319397
-175.99155485407374,64.83769125365504,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.63987588882446
nan,nan,32768,0.01401160873210756,0.13920898735523224,0.1640625,0.19829101860523224,0.2559570372104645,0.1893798828125,34.22104070186615,16,0.00029077868852459015,1000.0,-586.9706946273091,2,-0.04000280175096123,29.955930083990097,0.12154611200094223,0.1243424266576767,0.16870756447315216,0.5854039192199707,52.935075759887695
nan,nan,34816,0.025416337763454068,0.245849609375,0.2623046934604645,0.30859375,0.38398438692092896,0.30018310546875,34.15317006111145,17,0.00029016393442622945,1000.0,-355.57643116880115,2,-0.041232455466524695,13.688322769105435,0.10544708371162415,0.1077236607670784,0.14491666853427887,0.6419126391410828,55.28873300552368
nan,nan,36864,0.027555243347887882,0.26225584745407104,0.2984863221645355,0.3202148377895355,0.3907714784145355,0.31793212890625,34.09576507806778,18,0.00028954918032786885,1000.0,-406.3655878731065,2,-0.04145626626559533,11.883594012260437,0.0896187573671341,0.09107694029808044,0.1228586956858635,0.6964455842971802,57.52176380157471
nan,nan,38912,0.026286755671026184,0.24550780653953552,0.2804199159145355,0.3062500059604645,0.37846678495407104,0.3026611328125,34.107825338840485,19,0.0002889344262295082,1000.0,-382.3470984863364,2,-0.04338957038416993,13.615798892080784,0.08039843291044235,0.08193235099315643,0.11039459705352783,0.7272745966911316,59.803255796432495
nan,nan,40960,0.012831729690515204,0.12221679836511612,0.14321288466453552,0.17250975966453552,0.25126951932907104,0.17230224609375,34.135627043247226,20,0.00028831967213114755,1000.0,-440.5068567720641,2,-0.043499731698830146,22.347754299640656,0.0762186273932457,0.0779169425368309,0.10481669008731842,0.741047739982605,62.11017298698425
-100.61693825487399,87.22670480596756,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.63924193382263
nan,nan,43008,0.02221418140397873,0.210205078125,0.245849609375,0.26850587129592896,0.35297852754592896,0.269384765625,34.12537690401077,21,0.00028770491803278684,1000.0,-361.63996715200136,3,-0.04586106557107996,17.37643626332283,0.06932365149259567,0.07112498581409454,0.09479880332946777,0.7647525072097778,68.99013304710388
nan,nan,45056,0.02233055828328361,0.220703125,0.248046875,0.2713867127895355,0.36250001192092896,0.2756591796875,34.25308209657669,22,0.0002870901639344262,1000.0,-327.8920854120589,2,-0.053259328388958235,18.549433480203152,0.06336746364831924,0.06489454209804535,0.08645382523536682,0.785284161567688,71.39537286758423
nan,nan,47104,0.024475916744995628,0.23374024033546448,0.2568359375,0.28276365995407104,0.3719238340854645,0.28631591796875,34.15784695148468,23,0.00028647540983606554,1000.0,-297.43982252104286,2,-0.052211112171062266,17.83901255130768,0.0575450174510479,0.058991190046072006,0.0784151554107666,0.8050487041473389,73.7044358253479
nan,nan,49152,0.03106909005146008,0.27641600370407104,0.302734375,0.340087890625,0.41801756620407104,0.33431396484375,34.35546625852585,24,0.0002858606557377049,1000.0,-345.95355899128776,2,-0.053874624744639735,13.579080799221993,0.05061286687850952,0.05226357281208038,0.06881631165742874,0.8283071517944336,75.922926902771
nan,nan,51200,0.024244138154608665,0.23886719346046448,0.25166016817092896,0.291015625,0.3721679747104645,0.288427734375,34.04692395925522,25,0.00028524590163934424,1000.0,-417.7119491763217,2,-0.05611042862583417,11.860395409166813,0.045735519379377365,0.04707883298397064,0.06193142384290695,0.8452543020248413,78.15549182891846
-156.60701509566897,90.46691466431498,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.88546586036682
nan,nan,53248,0.02978912131002289,0.2688964903354645,0.288330078125,0.32587891817092896,0.41962891817092896,0.32568359375,34.099003601074216,26,0.0002846311475409836,1000.0,-381.0439302950814,2,-0.05518569521082099,13.786847418546676,0.04075752571225166,0.0417252741754055,0.055016469210386276,0.8625007271766663,86.48445796966553
nan,nan,55296,0.025734481580002466,0.24697265028953552,0.26435548067092896,0.2989746034145355,0.38920897245407104,0.2998779296875,34.21640629768372,27,0.00028401639344262294,1000.0,-422.5326934364672,2,-0.0572737564711133,19.407283326983453,0.03741113841533661,0.038309577852487564,0.05037686601281166,0.873902440071106,89.96395492553711
nan,nan,57344,0.026100004392355915,0.23222656548023224,0.26484376192092896,0.29169923067092896,0.3838867247104645,0.2931640625,34.11923553943634,28,0.0002834016393442623,1000.0,-386.2369388812451,2,-0.05695735558692831,19.318673089146614,0.034714337438344955,0.035385943949222565,0.046612970530986786,0.8832867741584778,92.67591571807861
nan,nan,59392,0.02190792532855994,0.20537109673023224,0.24038085341453552,0.27080076932907104,0.36699217557907104,0.27088623046875,34.03582557439804,29,0.00028278688524590163,1000.0,-343.53716293442415,2,-0.061882894005975686,26.420512044429778,0.03248518705368042,0.03318166732788086,0.04349764063954353,0.8908355236053467,95.22194790840149
nan,nan,61440,0.02898661685103434,0.25654298067092896,0.283203125,0.3136230409145355,0.40717774629592896,0.31513671875,34.18716139793396,30,0.00028217213114754093,1000.0,-368.5512884439563,2,-0.05741166894586058,20.004302847385407,0.029762281104922295,0.030484342947602272,0.03989044949412346,0.8998629450798035,98.02448391914368
-237.99652811335196,60.729096579217455,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102.6977059841156
nan,nan,63488,0.024078124765946996,0.21855469048023224,0.248779296875,0.28691405057907104,0.37275391817092896,0.28175048828125,34.163973319530484,31,0.0002815573770491803,1000.0,-304.1459110270656,2,-0.06255056478839834,29.186228439211845,0.02790513075888157,0.02867921069264412,0.03742523118853569,0.9059904217720032,104.92408776283264
nan,nan,65536,0.04821206423366675,0.3680175840854645,0.386962890625,0.42583006620407104,0.5184081792831421,0.4248046875,34.08986214399338,32,0.0002809426229508196,1000.0,-326.7711874346537,2,-0.056481393473222855,13.118462872505187,0.023785369470715523,0.024430053308606148,0.03178372606635094,0.9200009107589722,107.2148859500885
nan,nan,67584,0.03398160018768977,0.302490234375,0.31103515625,0.36616212129592896,0.451904296875,0.35789794921875,34.31177839040756,33,0.00028032786885245903,1000.0,-339.66575353929375,2,-0.06231824166025035,14.888317547738552,0.0215289406478405,0.022064438089728355,0.028669292107224464,0.927737295627594,109.38934779167175
nan,nan,69632,0.032655916112707926,0.2820800840854645,0.30610352754592896,0.35151368379592896,0.4388671815395355,0.34464111328125,34.170256400108336,34,0.0002797131147540983,1000.0,-305.3104306632275,2,-0.06339834962273017,16.31500432640314,0.01975134387612343,0.0201522596180439,0.02630147896707058,0.9337948560714722,111.51073575019836
