eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,194560,0.19495724871521816,0.3681640625,0.45146483182907104,0.409814453125,0.0032210262688749935,0.009024550468893722,10.0,17.359316182136535,95,0.00024221311475409833,1000.0,-88.74117903345633,2,-0.1160746382702655,15.965188500285148,178.77691197395325
nan,nan,196608,0.20799740513321013,0.3644042909145355,0.4402832090854645,0.40234375,0.0032430855666461867,0.008830833720276132,10.0,17.346072918176652,96,0.00024159836065573768,1000.0,-157.7312133569714,2,-0.11708826820686227,11.524158951640128,180.29985117912292
nan,nan,198656,0.26562313567992535,0.41728514432907104,0.49921876192092896,0.458251953125,0.0032166829303605484,0.008783040595881175,10.0,17.496767777204514,97,0.00024098360655737703,1000.0,-71.45535420299497,2,-0.10214140227053577,8.983323599398137,181.81026005744934
nan,nan,200704,0.23569436105753994,0.39628905057907104,0.47465819120407104,0.4354736328125,0.0032767013624834364,0.008947533018363174,10.0,17.45116469860077,98,0.00024036885245901638,1000.0,-23.419672761015335,2,-0.11380318038718543,11.070400772988796,183.4036738872528
113.97315463574816,42.20453557319323,200704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,185.5576138496399
nan,nan,202752,0.26956452528102093,0.45024412870407104,0.49663084745407104,0.4734375,0.0036506442971585783,0.00965878627175698,10.0,17.491557395458223,99,0.00023975409836065573,1000.0,-28.275326073212355,2,-0.11054707896037144,9.147901175916195,187.00773310661316
nan,nan,204800,0.44052895269851433,0.4930664002895355,0.57373046875,0.5333984375,0.0042459776006580794,0.011221601349825505,10.0,17.864416283369064,100,0.00023913934426229505,1000.0,-15.611499907961136,2,-0.07794656587939244,11.249246701598167,188.47352004051208
nan,nan,206848,0.20886673797358526,0.38212889432907104,0.4710449278354645,0.4265869140625,0.0038124440266983583,0.010838383386726491,10.0,17.35025235414505,101,0.0002385245901639344,1000.0,-42.79526747303153,2,-0.12063463728918578,10.831815075874328,190.00035214424133
nan,nan,208896,0.4385902243899181,0.497802734375,0.5729004144668579,0.5353515625,0.003698418128624326,0.009359205682994799,10.0,17.78907721042633,102,0.00023790983606557375,1000.0,-144.47069776294398,2,-0.08301338832998226,7.424857091903687,191.44062185287476
nan,nan,210944,0.2194213737748214,0.3868652284145355,0.458984375,0.4229248046875,0.003495091330114519,0.009381157316965982,10.0,17.37097942829132,103,0.00023729508196721307,1000.0,5.340287099131761,2,-0.10924715503497281,11.946087089180946,192.95880722999573
154.46828099948996,72.81551287360078,210944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,195.08687901496887
nan,nan,212992,0.1412669604687835,0.3133789002895355,0.39238280057907104,0.352880859375,0.0028549829443363707,0.00821667894924758,10.0,17.291316491365432,104,0.00023668032786885242,1000.0,-102.98986355289443,2,-0.11425727518326312,13.228254117071629,196.52480483055115
nan,nan,215040,0.393126641958952,0.5001465082168579,0.5816894769668579,0.54091796875,0.003338896610512165,0.009032730746548622,10.0,17.883103597164155,105,0.00023606557377049177,1000.0,-132.92635274297766,3,-0.09105503607133869,7.784605963528156,197.98904395103455
nan,nan,217088,0.2483770194463432,0.4163574278354645,0.493408203125,0.4548828125,0.003335258039442124,0.008965408388758079,10.0,17.58557384610176,106,0.00023545081967213112,1000.0,88.4687551592012,2,-0.11012191674908536,11.240947583317757,199.47055387496948
nan,nan,219136,0.60419904426235,0.506591796875,0.5916992425918579,0.5491455078125,0.003873495917650871,0.010748467719531618,10.0,18.09177913069725,107,0.0002348360655737705,1000.0,-23.259102302854746,2,-0.0877953488172352,12.343237625062466,200.93991613388062
nan,nan,221184,0.25925387942261297,0.4227539002895355,0.524951159954071,0.4738525390625,0.0040137271651474295,0.010519246231706348,10.0,17.611145156621934,108,0.00023422131147540984,1000.0,-53.448677351148426,2,-0.10711493411326956,10.485254974663258,202.57430624961853
179.43362566755476,71.5957612422318,221184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,204.72272491455078
nan,nan,223232,0.21378494155796943,0.3802246153354645,0.46406251192092896,0.4221435546875,0.003228319201298291,0.00875548299663933,10.0,17.471980220079423,109,0.00023360655737704916,1000.0,-21.250363726001545,2,-0.11087103060772278,13.193844538927078,206.27988624572754
nan,nan,225280,0.18058394808904268,0.36176759004592896,0.4351562559604645,0.3984619140625,0.0030992987296485806,0.0085252088130801,10.0,17.388863748311998,110,0.0002329918032786885,1000.0,81.56094827822933,2,-0.11862439728247409,14.195491744577884,207.6859450340271
nan,nan,227328,0.2966050438059028,0.44916993379592896,0.513134777545929,0.48115234375,0.0031516976094280837,0.008595720431185328,10.0,17.556708872318268,111,0.00023237704918032786,1000.0,34.85808104756579,2,-0.11453767726779915,10.507452860474586,209.21613192558289
nan,nan,229376,0.2570529726333916,0.40302735567092896,0.49365234375,0.44833984375,0.0033499164535896854,0.008837127883452922,10.0,17.460801476240157,112,0.00023176229508196718,1000.0,75.94447061500856,2,-0.11289413476733898,13.525505517423152,210.69609713554382
nan,nan,231424,0.17607552619156194,0.34150391817092896,0.4300293028354645,0.3857666015625,0.0032461424787470607,0.00952249236870557,10.0,17.327647304534914,113,0.00023114754098360653,1000.0,83.14346559047272,2,-0.11065429685731942,16.633777552843092,212.19774508476257
200.74425240108422,37.664758468009275,231424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.32913303375244
nan,nan,233472,0.3738418454013299,0.4898437559604645,0.576367199420929,0.53310546875,0.003392323206207948,0.009210965907550417,10.0,17.702308934926986,114,0.00023053278688524588,1000.0,-130.8427785605149,2,-0.09913539761219,6.959661272913218,215.87332701683044
nan,nan,235520,0.4259168350778054,0.4942382872104645,0.5833495855331421,0.5387939453125,0.0040037484999629665,0.010774162918096408,10.0,17.80599739551544,115,0.00022991803278688523,1000.0,-2.640519702800205,2,-0.0889760425516215,9.264682625234126,217.41797518730164
nan,nan,237568,0.19689342964993556,0.37763673067092896,0.44868165254592896,0.4131591796875,0.0035544783881050535,0.009439832011412363,10.0,17.39375615119934,116,0.00022930327868852458,1000.0,47.46134046335422,2,-0.12480455857075867,11.919393734633923,218.82633924484253
nan,nan,239616,0.1670042742000078,0.34331053495407104,0.4183105528354645,0.380810546875,0.002995639233267866,0.008253134017286357,10.0,17.26135521531105,117,0.00022868852459016393,1000.0,19.74915295257472,2,-0.12158046627027944,18.49579216092825,220.3200159072876
nan,nan,241664,0.373637714877259,0.49072265625,0.555859386920929,0.523291015625,0.0033282269083429127,0.008515966648701578,10.0,17.629198676347734,118,0.00022807377049180325,1000.0,68.4364095649048,2,-0.10331233048054855,8.860478854179382,221.7367660999298
209.71430354796843,44.79490182375582,241664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223.89418601989746
nan,nan,243712,0.5104525640286738,0.525927722454071,0.6078125238418579,0.5668701171875,0.004044385933229933,0.010364358792139683,10.0,18.030982369184493,119,0.0002274590163934426,1000.0,13.138514900285392,2,-0.07663721708113372,7.698573516309262,225.60500621795654
nan,nan,245760,0.25579614843882154,0.41748046875,0.509570300579071,0.463525390625,0.003843425769446185,0.009840850596083328,10.0,17.472695469856262,120,0.00022684426229508195,1000.0,6.378581097072988,2,-0.12089802006885293,10.476042619347572,227.0326931476593
nan,nan,247808,0.18121639030432563,0.3555664122104645,0.4329589903354645,0.3942626953125,0.0034502595954108983,0.008959625632269309,10.0,17.350040340423583,121,0.00022622950819672127,1000.0,31.80899992801231,2,-0.1164037583857862,15.631923389434814,228.54232621192932
nan,nan,249856,0.3023240595430252,0.41948240995407104,0.5204101800918579,0.4699462890625,0.003367953244742239,0.008722386753652245,10.0,17.687215894460678,122,0.00022561475409836062,1000.0,80.07949022731717,2,-0.09583586909793666,13.2087846621871,229.96752214431763
nan,nan,251904,0.34510733784700276,0.46562498807907104,0.548828125,0.5072265625,0.0031987995353119913,0.008223421024740673,10.0,17.603152757883073,123,0.000225,1000.0,-80.91337430859669,2,-0.098964458489354,8.624044671654701,231.4648871421814
207.46123081091838,62.47383224261179,251904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,233.6119029521942
nan,nan,253952,0.3087264029803919,0.4415039122104645,0.5205078125,0.481005859375,0.0031955388112692162,0.008330079818551894,10.0,17.611974054574965,124,0.00022438524590163934,1000.0,36.90784744562504,2,-0.1115551375252835,9.207849250733853,235.21431398391724
nan,nan,256000,0.5620326664589811,0.536425769329071,0.6158691644668579,0.5761474609375,0.0036569539064657875,0.009077176747086923,10.0,18.12589955329895,125,0.0002237704918032787,1000.0,57.05102430775573,3,-0.07087548547224287,8.116018241643905,236.72419786453247
nan,nan,258048,0.12292018649750389,0.29296875,0.3551269471645355,0.3240478515625,0.003331501736829523,0.008955694374162704,10.0,17.233371168375015,126,0.00022315573770491804,1000.0,-56.36683577070629,2,-0.11387260584524483,19.640119117498397,238.27977395057678
nan,nan,260096,0.16611124790797477,0.31884765625,0.4061035215854645,0.3624755859375,0.0025064951623789966,0.006571438859100454,10.0,17.27774358987808,127,0.00022254098360655736,1000.0,-64.74381075011388,2,-0.12613043530664073,16.12637872993946,239.84406900405884
161.57103652374136,46.7319583041021,260096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241.93488383293152
nan,nan,262144,0.25464117697556504,0.4178222715854645,0.5013183355331421,0.4595703125,0.002675421939056832,0.007039071015606168,10.0,17.484934943914414,128,0.0002219262295081967,1000.0,-44.85768697578922,2,-0.12236477970200213,12.200374656915665,243.37126207351685
nan,nan,264192,0.28872732856543737,0.45849609375,0.536865234375,0.4976806640625,0.0028645279147895054,0.007441569706134033,10.0,17.668050789833067,129,0.00022131147540983603,1000.0,52.66153029320682,2,-0.10910127416082105,9.765177550911904,244.8680100440979
nan,nan,266240,0.4482279342293623,0.4921875,0.57666015625,0.534423828125,0.003461301798961358,0.009193228065851145,10.0,17.87807702422142,130,0.00022069672131147538,1000.0,-31.202434818945143,2,-0.112554143318539,10.856743186712265,246.3154308795929
nan,nan,268288,0.3135715551499743,0.4583984315395355,0.541064441204071,0.4997314453125,0.0036777053559490015,0.009512220390024594,10.0,17.63796138167381,131,0.00022008196721311473,1000.0,-0.06408308474880542,2,-0.11398231657076394,8.202570897340774,247.83412909507751
nan,nan,270336,0.18882045075442874,0.35747069120407104,0.43505859375,0.3962646484375,0.0032174957370443734,0.008187559830548707,10.0,17.390263372659682,132,0.00021946721311475408,1000.0,45.83183628401059,2,-0.12452809090173105,14.131111189723015,249.33581018447876
160.5799973097515,63.391318448594184,270336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,251.44033217430115
nan,nan,272384,0.5680387247382896,0.501904308795929,0.5763183832168579,0.539111328125,0.0031253279943484814,0.008166169503238053,10.0,18.184474980831148,133,0.00021885245901639343,1000.0,-17.91175744337032,2,-0.08532962513572784,13.771872228384018,252.8689260482788
nan,nan,274432,0.27767285465379243,0.4349609315395355,0.5078125,0.47138671875,0.0034587141322845127,0.00881106474698754,10.0,17.5892706990242,134,0.00021823770491803278,1000.0,44.210995504304805,2,-0.10737854751469059,9.730934561789036,254.54446601867676
nan,nan,276480,0.2782156366534764,0.43037110567092896,0.507568359375,0.4689697265625,0.0034392477791698184,0.008918515022378415,10.0,17.525410664081573,135,0.0002176229508196721,1000.0,-8.123832424281392,2,-0.11271719471405958,8.466131211817265,256.0422821044922
nan,nan,278528,0.27963279645337025,0.42998045682907104,0.5048828125,0.467431640625,0.00356840491949697,0.00904136362951249,10.0,17.592592424154283,136,0.00021700819672131145,1000.0,33.309932963169175,2,-0.11384263079580706,9.776834379136563,257.6557719707489
nan,nan,280576,0.29955227232276227,0.441162109375,0.529833972454071,0.485498046875,0.003418839126243256,0.008709911011101213,10.0,17.533902990818024,137,0.0002163934426229508,1000.0,111.4240282017975,2,-0.11562955839253845,8.737026144564151,259.19078516960144
165.09972632255295,38.80936433624958,280576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,261.3648841381073
nan,nan,282624,0.19056554889393737,0.3534179627895355,0.46684569120407104,0.4101318359375,0.003489532321691513,0.009021843016671482,10.0,17.437024539709093,138,0.00021577868852459012,1000.0,82.47352735108933,2,-0.1268299268257124,15.950598227977753,262.90853905677795
nan,nan,284672,0.1673565998353297,0.32416993379592896,0.41850584745407104,0.371337890625,0.002965523013699567,0.008577892112953123,10.0,17.28320830464363,139,0.00021516393442622947,1000.0,25.930033886116036,2,-0.10663119955333969,17.10373962819576,264.3319811820984
nan,nan,286720,0.48912505803164097,0.531298816204071,0.6151367425918579,0.5732177734375,0.003467169212672161,0.008689276324003004,10.0,17.962693297863005,140,0.00021454918032786884,1000.0,48.31557753487624,2,-0.09016113109228172,10.232485276460647,265.8084909915924
nan,nan,288768,0.3413965237676166,0.4254394471645355,0.538378894329071,0.4819091796875,0.0034299488594115245,0.009122474100149703,10.0,17.694890064001083,141,0.0002139344262295082,1000.0,8.653473354439821,2,-0.10265166748449701,13.028641444444656,267.2089958190918
nan,nan,290816,0.47584199172706576,0.4239257872104645,0.5045410394668579,0.4642333984375,0.0032883429747016637,0.00887077735242201,10.0,18.072323554754256,142,0.00021331967213114754,1000.0,19.986683568189292,2,-0.09811039374253597,17.914627668261527,268.61010003089905
184.62875805266495,58.66797930636347,290816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.76424503326416
nan,nan,292864,0.2653075608352083,0.40815430879592896,0.503857433795929,0.456005859375,0.0032709779210563284,0.00857823000260396,10.0,17.532789355516435,143,0.0002127049180327869,1000.0,165.99322559179157,2,-0.11146956781240078,14.324554355442524,272.24328088760376
nan,nan,294912,0.20878753880533624,0.3731933534145355,0.449951171875,0.411572265625,0.0031194525108730886,0.008190666546579451,10.0,17.346286237239838,144,0.0002120901639344262,1000.0,129.2602326735882,2,-0.11244197152209381,14.913269428908825,273.8246350288391
nan,nan,296960,0.43221795753051995,0.4644531309604645,0.5462890863418579,0.50537109375,0.0034423891491314864,0.008821506236563437,10.0,17.686385613679885,145,0.00021147540983606556,1000.0,91.69232628397306,2,-0.10987498466065518,11.23872827142477,275.40050411224365
nan,nan,299008,0.1914928336700541,0.36811524629592896,0.4261718690395355,0.3971435546875,0.0031518451163719875,0.008838507316249888,10.0,17.344933903217317,146,0.00021086065573770488,1000.0,45.09852839091573,3,-0.10800631605452508,19.085045117139817,277.0732800960541
nan,nan,301056,0.18784957971365657,0.36982423067092896,0.4513183534145355,0.4105712890625,0.0028711514503811488,0.0072053730968036685,10.0,17.260040128231047,147,0.00021024590163934423,1000.0,96.55673498429933,2,-0.1231234565617342,17.44988469481468,278.6088900566101
206.20051592430482,171.87103354648406,301056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.74236392974854
nan,nan,303104,0.2899278478464112,0.4407714903354645,0.5302734375,0.4855224609375,0.002947599061735673,0.007518955798877869,10.0,17.472469753026964,148,0.00020963114754098358,1000.0,53.175018164497104,2,-0.11275434384142499,15.660513830184936,282.3039629459381
nan,nan,305152,0.8858930510657956,0.4815429747104645,0.5635741949081421,0.52255859375,0.0038477737893117593,0.009528193807636854,10.0,19.017702096700667,149,0.00020901639344262293,1000.0,147.1124984174001,2,-0.08095870997167368,17.80851771235466,283.7650179862976
nan,nan,307200,0.23375486877193907,0.39765626192092896,0.4742187559604645,0.4359375,0.003099295216088649,0.007942707469919697,10.0,17.39744707942009,150,0.00020840163934426228,1000.0,41.22001501531179,2,-0.12134530134135275,18.031193424761295,285.39963698387146
nan,nan,309248,0.2994217638566624,0.4224609434604645,0.530566394329071,0.476513671875,0.0029522381410060916,0.007470826039207168,10.0,17.58942489027977,151,0.00020778688524590163,1000.0,67.2889845578085,2,-0.11216533606930171,16.711209484934805,286.8020832538605
nan,nan,311296,0.24951191076106624,0.381103515625,0.48198240995407104,0.43154296875,0.0028045794395438863,0.0072430473548593,10.0,17.5302791595459,152,0.00020717213114754098,1000.0,217.69133544273618,2,-0.11837361653706466,18.3987300157547,288.18751287460327
341.257181624236,64.36716999237554,311296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,290.326208114624
nan,nan,313344,0.28025890650751534,0.40869140625,0.515380859375,0.4620361328125,0.0032471246086061,0.008525287645170465,10.0,17.607600498199464,153,0.0002065573770491803,1000.0,5.090742664464194,2,-0.10524337033457414,14.441694888472558,291.74272203445435
nan,nan,315392,0.4418200442072703,0.4590820372104645,0.567919909954071,0.5135009765625,0.0032162919298571067,0.008131153583235573,10.0,18.06155446767807,154,0.00020594262295081965,1000.0,121.18395346584353,2,-0.07729090176153477,16.788875558972357,293.2375340461731
nan,nan,317440,0.24969654982996872,0.3863281309604645,0.5054687261581421,0.4458984375,0.0035215575313486624,0.009328870614990593,10.0,17.533352661132813,155,0.00020532786885245897,1000.0,88.11702382442752,2,-0.10504183635202935,19.902052149176598,294.94972014427185
nan,nan,319488,0.48295846624678235,0.42084962129592896,0.5350097417831421,0.4779296875,0.0030737605782633183,0.007963927221135236,10.0,17.924676656723022,156,0.00020471311475409832,1000.0,186.36894481536189,2,-0.08187363491003907,22.09398204088211,296.40255212783813
nan,nan,321536,0.5832887416894664,0.49560546875,0.604296863079071,0.549951171875,0.003957870488375192,0.010095119923062158,10.0,18.249835366010664,157,0.0002040983606557377,1000.0,50.56139031671094,2,-0.08523943408654304,13.620383727550507,298.09078884124756
354.8645955749961,81.33496695930167,321536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300.2344000339508
nan,nan,323584,0.40863850994064704,0.4752441346645355,0.5872558355331421,0.53125,0.004002023604698479,0.010047947127895895,10.0,17.84452615380287,158,0.00020348360655737704,1000.0,144.144208539429,2,-0.09503935584834836,13.412489150464534,301.7494568824768
nan,nan,325632,0.24069696843798738,0.37666016817092896,0.48686522245407104,0.4317626953125,0.0033370594348525627,0.009001569599786308,10.0,17.547246283292772,159,0.0002028688524590164,1000.0,138.78433357587468,2,-0.11513214045844507,28.072476309537887,303.253377199173
nan,nan,327680,0.19414344301621894,0.3567871153354645,0.45781248807907104,0.4072998046875,0.002969504958309699,0.007941614143783226,10.0,17.399248111248017,160,0.00020225409836065574,1000.0,131.89957135257325,2,-0.11890685776224927,20.105355289578437,304.79281997680664
nan,nan,329728,0.33423626483854607,0.4248046875,0.518017590045929,0.4714111328125,0.002880715487845009,0.007911659286764915,10.0,17.653125542402268,161,0.0002016393442622951,1000.0,-7.64730000107393,2,-0.10311035304803226,18.069079425930976,306.2779378890991
nan,nan,331776,1.0256861014655443,0.605761706829071,0.704345703125,0.6550537109375,0.004104185428877827,0.010408216074574738,10.0,19.402568376064302,162,0.0002010245901639344,1000.0,110.74160741554414,2,-0.009682756526399317,15.089403396844864,307.7877929210663
240.65618789920322,96.3393421152064,331776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,309.9255361557007
nan,nan,333824,0.27881723290774973,0.42363280057907104,0.501708984375,0.4626708984375,0.003272037365240976,0.008265537927218247,10.0,17.492861223220824,163,0.00020040983606557376,1000.0,128.89442878601153,2,-0.10137162958799309,15.239958472549915,311.3077609539032
nan,nan,335872,0.3907907650107518,0.4638671875,0.5499023199081421,0.506884765625,0.003038826889314805,0.00782453738793265,10.0,17.783165937662126,164,0.00019979508196721308,1000.0,226.63525294957188,2,-0.09439427415891259,18.99573129415512,312.6996240615845
nan,nan,337920,0.46354066774947567,0.46923828125,0.579785168170929,0.52451171875,0.0038482491218019277,0.009977139391412492,10.0,17.943825560808182,165,0.00019918032786885243,1000.0,92.94688975762412,2,-0.08766651091127642,15.3713479667902,314.21745109558105
nan,nan,339968,0.60476062153175,0.540234386920929,0.6324218511581421,0.586328125,0.004091065200918819,0.010417236610373947,10.0,18.295580649375914,166,0.00019856557377049178,1000.0,209.89095228690329,2,-0.07519682093552546,12.24545232951641,315.6948800086975
nan,nan,342016,0.2599865549404058,0.4063964784145355,0.505566418170929,0.4559814453125,0.0036622428786358798,0.009223964641569183,10.0,17.501501935720444,167,0.00019795081967213113,1000.0,184.9118735852438,3,-0.11958345357088547,15.621491226553918,317.3597981929779
348.4081425224362,95.39471957180082,342016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,319.5255460739136
nan,nan,344064,0.34460704548546345,0.4420410096645355,0.5537109375,0.4978759765625,0.0036380200363055337,0.009232783134211785,10.0,17.64427530169487,168,0.00019733606557377048,1000.0,212.48602316176607,2,-0.09932750476418732,15.956442695856094,321.115984916687
nan,nan,346112,0.4783418798571802,0.45952147245407104,0.574511706829071,0.5170166015625,0.003626316782174399,0.00936984620639123,10.0,18.05134834051132,169,0.00019672131147540983,1000.0,150.99005123309516,2,-0.09509571294802299,12.794626669585705,322.6381251811981
nan,nan,348160,0.41397651490697174,0.46196287870407104,0.575439453125,0.518701171875,0.003608234226703644,0.00902059282088885,10.0,17.879374712705612,170,0.00019610655737704915,1000.0,150.13324627333782,2,-0.09691940824050108,12.76023789793253,324.2011890411377
nan,nan,350208,0.21954993460676633,0.37846678495407104,0.4795898497104645,0.4290283203125,0.0027676952071487904,0.0076385152715374716,10.0,17.41438267827034,171,0.0001954918032786885,1000.0,58.45655473605663,2,-0.10888607224933367,16.622424322366715,325.7719991207123
293.0056673845695,108.20499977419446,350208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,327.92413115501404
nan,nan,352256,0.21826147803949425,0.3868164122104645,0.46992188692092896,0.428369140625,0.0024121262798871613,0.006300068905693479,10.0,17.490064764022826,172,0.00019487704918032787,1000.0,-0.7182550836128314,2,-0.1262870252020548,21.90706201195717,329.3461410999298
nan,nan,354304,0.44151230129646135,0.47441405057907104,0.575927734375,0.5251708984375,0.002821207974920981,0.0073936077242251486,10.0,17.888568526506425,173,0.00019426229508196717,1000.0,183.0798396836309,2,-0.0919440299217058,18.491243156790734,330.8615210056305
nan,nan,356352,0.20653418984875316,0.37626951932907104,0.465576171875,0.4209228515625,0.0029727347791776992,0.007777955070196185,10.0,17.360057961940765,174,0.00019364754098360654,1000.0,127.10720069512757,2,-0.11319694436788268,19.904789981245994,332.2979300022125
nan,nan,358400,0.19653471071069362,0.36967772245407104,0.45781248807907104,0.4137451171875,0.0027814072564069647,0.0072109197659301575,10.0,17.348809164762496,175,0.0001930327868852459,1000.0,98.77569147358307,2,-0.11718842246591521,22.40445431470871,333.71793484687805
nan,nan,360448,0.3543266921071336,0.4723144471645355,0.574023425579071,0.5231689453125,0.0031060623812663836,0.007771882426459343,10.0,17.698220431804657,176,0.00019241803278688524,1000.0,125.70682566789158,2,-0.11044133334034996,16.002816826105118,335.23404717445374
346.821663723198,81.04576018068212,360448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,337.4131121635437
nan,nan,362496,0.23087838807259686,0.3680664002895355,0.4852050840854645,0.4266357421875,0.002962745287368307,0.007660776773991529,10.0,17.419819122552873,177,0.0001918032786885246,1000.0,207.12704876580943,2,-0.11439085621568665,18.533007565140725,338.8353650569916
nan,nan,364544,1.1008592612837673,0.5008789300918579,0.618115246295929,0.5594970703125,0.00317317857479793,0.008429016849549952,10.0,19.37942476272583,178,0.00019118852459016394,1000.0,196.7304246004731,2,-0.055877531287751483,16.436513984203337,340.50769686698914
nan,nan,366592,0.38733176536043173,0.4522460997104645,0.569140613079071,0.510693359375,0.0030794349055213387,0.007698455765785183,10.0,17.76855273246765,179,0.00019057377049180326,1000.0,113.40811170972495,2,-0.09456802459453684,14.364222493767738,341.9984531402588
nan,nan,368640,0.23775631609460107,0.4000488221645355,0.4969238340854645,0.448486328125,0.00302370204590261,0.007821714259625879,10.0,17.43964104652405,180,0.0001899590163934426,1000.0,170.49417233852927,2,-0.1071292325925242,19.319693425297736,343.61593103408813
nan,nan,370688,0.28271608334907794,0.4264160096645355,0.517138659954071,0.47177734375,0.0032789319062430876,0.008429569624422584,10.0,17.480386155843735,181,0.00018934426229508193,1000.0,188.67420760564295,2,-0.11218806095912441,18.210749262571333,345.14334297180176
420.0870667183941,77.45222128472746,370688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,347.32716512680054
nan,nan,372736,0.21671991252078443,0.3837890625,0.4676269590854645,0.4257080078125,0.002995490592729766,0.007839365290419665,10.0,17.40962282419205,182,0.00018872950819672128,1000.0,267.76563038209247,2,-0.12219627065533131,25.271993547677994,348.8522970676422
nan,nan,374784,0.2491810741936206,0.38872069120407104,0.507128894329071,0.4479248046875,0.0029219920914329124,0.007609829274588265,10.0,17.36629855632782,183,0.00018811475409836063,1000.0,227.93592741663252,2,-0.11385029324737843,22.699695587158203,350.40435099601746
nan,nan,376832,1.5072557211635285,0.6051269769668579,0.7208496332168579,0.66298828125,0.005070324940606952,0.013250564206100535,10.0,20.3682612657547,184,0.00018749999999999998,1000.0,211.29720426959187,2,0.00541051560867345,19.118793886899947,352.09778809547424
nan,nan,378880,0.2914138043342973,0.4446777403354645,0.542236328125,0.49345703125,0.003482399908534717,0.009065187066153158,10.0,17.648204708099364,185,0.00018688524590163933,1000.0,176.78732469273984,2,-0.11638180322188418,14.773553930222988,353.7523121833801
nan,nan,380928,0.42137435684562663,0.49956053495407104,0.5979980230331421,0.548779296875,0.003614958947582636,0.0095380372760701,10.0,17.83235347867012,186,0.00018627049180327867,1000.0,207.7251043722117,2,-0.09323338939029782,14.529170894622803,355.61224818229675
437.1863992850308,69.55943488893976,380928,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,357.93774008750916
nan,nan,382976,0.23610464963130653,0.3839355409145355,0.4808593690395355,0.4323974609375,0.0032692130997020287,0.008939462773560081,10.0,17.526394182443617,187,0.00018565573770491805,1000.0,140.5534138636739,2,-0.10947724497127638,22.35217820107937,359.51668524742126
nan,nan,385024,0.29279576596454715,0.42607420682907104,0.5333496332168579,0.4797119140625,0.002852511993114604,0.007393163636152167,10.0,17.54464641213417,188,0.00018504098360655735,1000.0,197.06056760013576,3,-0.1068064169458239,18.79580788910389,361.0992991924286
nan,nan,387072,0.2783117704093456,0.42304688692092896,0.5108886957168579,0.4669677734375,0.0026634568574081642,0.006983553043392021,10.0,17.50968768596649,189,0.00018442622950819672,1000.0,247.69200180803455,2,-0.11154722199426033,18.179094350337984,362.6679382324219
nan,nan,389120,0.6325970800273353,0.516406238079071,0.627148449420929,0.57177734375,0.0030896110700268766,0.008323202839528676,10.0,18.413016033172607,190,0.00018381147540983602,1000.0,192.26889546159893,2,-0.08780300528615044,20.29136634171009,364.39662504196167
nan,nan,391168,0.4420064744161209,0.49262696504592896,0.601855456829071,0.5472412109375,0.003735410332592437,0.009532459007459693,10.0,17.847603178024293,191,0.0001831967213114754,1000.0,257.7130714697929,2,-0.08605538050069299,15.78077409863472,366.1260120868683
445.576589262369,84.57097983763826,391168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,368.43394804000854
nan,nan,393216,0.3059707942753448,0.4398437440395355,0.5426269769668579,0.4912353515625,0.0036031942145200446,0.009232314706605394,10.0,17.562334722280504,192,0.00018258196721311474,1000.0,138.9891332225776,2,-0.10847795485897223,16.02795299887657,370.05081820487976
