eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,395264,0.2848398569141864,0.41279298067092896,0.517773449420929,0.465283203125,0.0032984779885737226,0.00898053564305883,10.0,17.525646722316743,193,0.0001819672131147541,1000.0,252.51635455190188,2,-0.10067737962117462,21.142161187529563,371.57671999931335
nan,nan,397312,0.2271034095043433,0.3878417909145355,0.48686522245407104,0.437353515625,0.0028089839004678653,0.007202288293046877,10.0,17.388740766048432,194,0.00018135245901639344,1000.0,208.8311668465222,2,-0.11223417315814004,23.783779394626617,373.2070541381836
nan,nan,399360,0.24832718500401824,0.3907714784145355,0.506103515625,0.4484375,0.0030070993736444505,0.007765183082665317,10.0,17.47001235485077,195,0.0001807377049180328,1000.0,352.1949103837513,2,-0.11604848697634225,20.34777525663376,374.8109209537506
nan,nan,401408,0.2930718307019561,0.4427246153354645,0.539257824420929,0.4909912109375,0.003141011353000067,0.008163876394974068,10.0,17.522257643938065,196,0.0001801229508196721,1000.0,292.6167240548829,2,-0.10449416025858227,17.365686851739884,376.47978806495667
480.74597784027884,113.79504913866671,401408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,378.78360986709595
nan,nan,403456,0.30284895942750156,0.4334472715854645,0.533935546875,0.48369140625,0.003119954351132037,0.008216634059499484,10.0,17.601756167411803,197,0.00017950819672131146,1000.0,218.7009137099754,2,-0.10903599350513105,18.249203792214395,380.52144384384155
nan,nan,405504,0.36743213498120897,0.4591308534145355,0.55712890625,0.5081298828125,0.0031138809914409648,0.007966337911784648,10.0,17.670020478963853,198,0.0001788934426229508,1000.0,211.022868184186,2,-0.09867711718952706,18.543473809957504,382.0375349521637
nan,nan,407552,0.852404236701841,0.499755859375,0.58349609375,0.5416259765625,0.003180278135550907,0.008356614004878794,10.0,18.876204657554627,199,0.00017827868852459013,1000.0,152.3961291604886,2,-0.07658642561145826,15.9653951972723,383.65864396095276
nan,nan,409600,0.31111464302812236,0.39326173067092896,0.4979492127895355,0.44560546875,0.0029769871827738823,0.007872505237173755,10.0,17.630634504556657,200,0.00017766393442622948,1000.0,170.32012390960767,2,-0.0949891041542287,26.53603658080101,385.1744132041931
nan,nan,411648,0.30762825826677725,0.43852537870407104,0.5389159917831421,0.488720703125,0.002867355647322256,0.007883069585659541,10.0,17.62095316648483,201,0.00017704918032786883,1000.0,129.4125308294014,2,-0.10260951753880362,24.631945565342903,386.7363212108612
319.80099204863416,138.38484190929157,411648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,389.0251519680023
nan,nan,413696,0.42589072094706354,0.4358886778354645,0.515380859375,0.475634765625,0.003071861148055177,0.008182083026622423,10.0,17.93476582169533,202,0.00017643442622950818,1000.0,279.15696617632364,2,-0.0825768967075419,25.244392481446265,390.686252117157
nan,nan,415744,0.2636919220545678,0.41264647245407104,0.505175769329071,0.4589111328125,0.0028979319395148195,0.007589539258333389,10.0,17.496490293741225,203,0.00017581967213114755,1000.0,157.13059016064597,2,-0.11606447961748927,19.076984864473342,392.1739499568939
nan,nan,417792,0.2969035330286715,0.4449218809604645,0.537353515625,0.4911376953125,0.0029999889819009697,0.007635066047077999,10.0,17.589479559659956,204,0.0001752049180327869,1000.0,185.9465226004692,2,-0.10557486369962135,14.940616238117219,393.7836239337921
nan,nan,419840,0.2646943765794276,0.380615234375,0.47998046875,0.4302978515625,0.0027303583126922605,0.0074411804103874605,10.0,17.519616800546647,205,0.0001745901639344262,1000.0,264.46102780168536,2,-0.11299751699334593,21.732487350702286,395.39333987236023
nan,nan,421888,0.15914287114574108,0.325439453125,0.41108399629592896,0.36826171875,0.002473420511887525,0.0066618611759622585,10.0,17.26504690647125,206,0.00017397540983606557,1000.0,44.545055118715425,2,-0.1210073822727736,33.01307590603828,397.0428149700165
389.2330540978734,89.23107658084118,421888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,399.35026597976685
nan,nan,423936,0.3073470555522363,0.4522949159145355,0.5408691167831421,0.49658203125,0.00253451704957115,0.006545611294131959,10.0,17.565410912036896,207,0.00017336065573770487,1000.0,36.733191690907546,2,-0.1052315029723104,17.321137291193008,401.12879705429077
nan,nan,425984,0.20504186074540484,0.36005860567092896,0.44189453125,0.4009765625,0.0025838247729552677,0.00672283345629694,10.0,17.427625393867494,208,0.00017274590163934424,1000.0,219.1344376279939,2,-0.11652479263611895,32.99822544455528,402.6999340057373
nan,nan,428032,0.5494569377944571,0.48681640625,0.5968261957168579,0.5418212890625,0.003013873109011911,0.007827723062655422,10.0,18.131782400608063,209,0.0001721311475409836,1000.0,80.38265673225645,3,-0.07619541303611185,18.186829355359077,404.37059688568115
nan,nan,430080,1.044413406222884,0.579638659954071,0.6846679449081421,0.6321533203125,0.004303520837129327,0.01084179936297005,10.0,19.162080335617066,210,0.00017151639344262294,1000.0,242.1969960522535,2,0.023733633889060003,15.527517399191856,405.911945104599
419.85851913592376,86.54972327692356,430080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,408.2597761154175
nan,nan,432128,0.20802145958732582,0.37919920682907104,0.4658203125,0.422509765625,0.0029182688282162416,0.007750878669321537,10.0,17.306395083665848,211,0.0001709016393442623,1000.0,203.17796287366298,2,-0.1250820137397568,19.707252112030982,409.79338908195496
nan,nan,434176,0.2676364708080655,0.4151855409145355,0.507763683795929,0.461474609375,0.0026932750632113313,0.007172597585304174,10.0,17.599752885103225,212,0.00017028688524590164,1000.0,161.6755573391249,2,-0.11933895602237499,18.05177757740021,411.44180607795715
nan,nan,436224,0.45742423838673857,0.4835449159145355,0.579150378704071,0.53134765625,0.0027357049326383275,0.0071029237340553665,10.0,17.787158811092375,213,0.00016967213114754099,1000.0,253.30857301642294,2,-0.0991413681225822,13.225179836153984,412.9041302204132
nan,nan,438272,0.2570303568863892,0.40581053495407104,0.508837878704071,0.45732421875,0.0029006456963543313,0.007538124448910821,10.0,17.550058352947236,214,0.0001690573770491803,1000.0,269.1527657631598,2,-0.11435936440611841,16.786364638805388,414.4737310409546
nan,nan,440320,0.2007594691007398,0.36347657442092896,0.44389647245407104,0.4036865234375,0.002673105003486853,0.0071685026792692955,10.0,17.247372490167617,215,0.00016844262295081966,1000.0,36.97910442922194,2,-0.11681113363738405,24.84220922887325,415.9965090751648
440.44379829169947,67.19255745371234,440320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,418.27903604507446
nan,nan,442368,0.3953391106057097,0.423583984375,0.5403808355331421,0.481982421875,0.0028008512294036337,0.00725635204144055,10.0,17.53929606676102,216,0.00016782786885245898,1000.0,270.52341614151004,2,-0.10166951108731155,19.231054067611694,419.84257411956787
nan,nan,444416,0.4427535261202138,0.44609373807907104,0.5389159917831421,0.4925048828125,0.002771792689600261,0.007852858322439715,10.0,18.037575441598893,217,0.00016721311475409833,1000.0,295.2390937551843,2,-0.10557247779288445,27.55843040943146,421.4524230957031
nan,nan,446464,0.20769619290076663,0.3502441346645355,0.44331055879592896,0.39677734375,0.0028836560410127276,0.007852324144914746,10.0,17.42799993753433,218,0.00016659836065573768,1000.0,136.14170736590134,2,-0.11074426391642192,26.173051434755326,422.9931101799011
nan,nan,448512,0.3106904976666556,0.4180664122104645,0.518750011920929,0.468408203125,0.002674803869012976,0.007269110316701699,10.0,17.64932574033737,219,0.00016598360655737702,1000.0,273.99598557743934,2,-0.10392853322846349,21.940996530652047,424.6126501560211
nan,nan,450560,0.2821347114717355,0.4083007872104645,0.5234375,0.465869140625,0.0025903659123287072,0.006885017665626947,10.0,17.523889362812042,220,0.0001653688524590164,1000.0,268.935970884211,2,-0.11200180268497206,20.896889743208884,426.1632661819458
427.56662601240816,187.34482384707152,450560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,428.44812083244324
nan,nan,452608,0.8645636485423893,0.515869140625,0.620556652545929,0.568212890625,0.003248560126667144,0.008368669205810874,10.0,18.65812250971794,221,0.00016475409836065575,1000.0,266.43112673989515,2,-0.0700526849538619,16.524423897266388,429.94185090065
nan,nan,454656,0.2597252423904138,0.40678709745407104,0.490234375,0.4485107421875,0.00296076796730631,0.0078023385096457785,10.0,17.49346364736557,222,0.0001641393442622951,1000.0,267.42515579414066,2,-0.10926997650813064,22.85410719513893,431.42983889579773
nan,nan,456704,0.6721607019353542,0.45952147245407104,0.572265625,0.5158935546875,0.0038174065601197073,0.009980736847501248,10.0,18.33350368142128,223,0.00016352459016393442,1000.0,254.202009905559,2,-0.0767592525319742,16.096106880903243,432.92378401756287
nan,nan,458752,0.9688471288623987,0.5185546875,0.6416015625,0.580078125,0.005024275671166834,0.013473984115989879,10.0,18.931412822008134,224,0.00016290983606557377,1000.0,383.18693493621174,2,-0.04581268816655211,15.217740543186665,434.5440249443054
nan,nan,460800,0.9558021966819069,0.4715820252895355,0.591113269329071,0.53134765625,0.0045916697839857076,0.012608516108593903,10.0,19.196806252002716,225,0.0001622950819672131,1000.0,426.26028335325407,2,-0.06104101772180002,15.744513022899628,436.1256148815155
421.6894681818186,71.68768730800022,460800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,438.43881392478943
nan,nan,462848,0.19794939227722352,0.35541993379592896,0.4383789002895355,0.3968994140625,0.0032933205686276777,0.008841857545485254,10.0,17.308899515867232,226,0.00016168032786885244,1000.0,329.1218803281792,2,-0.10895602353048162,21.562494561076164,439.9607570171356
nan,nan,464896,0.18711789368244353,0.3582519590854645,0.45258790254592896,0.405419921875,0.0026258058976964095,0.006995243599521928,10.0,17.384956067800523,227,0.0001610655737704918,1000.0,305.3855184961842,2,-0.12198882947723177,25.281646186113356,441.52879214286804
nan,nan,466944,0.35690354559046683,0.45380860567092896,0.535693347454071,0.4947509765625,0.0025918562827428105,0.0070349182729842145,10.0,17.71638708114624,228,0.00016045081967213114,1000.0,254.30443110919805,2,-0.0939550732702628,17.80886563509703,443.1800332069397
nan,nan,468992,0.20765520179702435,0.3812499940395355,0.45844727754592896,0.4198486328125,0.002536282340588514,0.0068705297308042645,10.0,17.390792661905287,229,0.00015983606557377049,1000.0,326.87863209548476,2,-0.11512934287402458,28.923755863308905,444.7881190776825
nan,nan,471040,0.7213151864343672,0.50732421875,0.636669933795929,0.5719970703125,0.003646575307357125,0.009553977826726623,10.0,18.52303866147995,230,0.00015922131147540984,1000.0,177.27788182479537,3,-0.03955601191346432,17.64960444569588,446.5319650173187
444.04896349963764,73.19058011342136,471040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,448.8637640476227
nan,nan,473088,0.26672505334136076,0.39799803495407104,0.4845214784145355,0.441259765625,0.0029434297473926565,0.00803201127855573,10.0,17.487442469596864,231,0.00015860655737704916,1000.0,272.557826458734,2,-0.09843099903082475,21.36146323084831,450.43833804130554
nan,nan,475136,0.26683104424591875,0.419677734375,0.5244140625,0.4720458984375,0.002297457622989896,0.005913371828501113,10.0,17.46361945271492,232,0.0001579918032786885,1000.0,370.1859499407218,2,-0.10615855887335783,18.762277257442474,451.886127948761
nan,nan,477184,0.2458086989179719,0.41264647245407104,0.517626941204071,0.46513671875,0.0026612601337546947,0.007032633092603646,10.0,17.515731930732727,233,0.00015737704918032785,1000.0,350.2559439374181,2,-0.10464732673908657,18.748146736621855,453.3785831928253
nan,nan,479232,0.24457043096335837,0.4103027284145355,0.498046875,0.4541748046875,0.0025962364699807948,0.006716937100281939,10.0,17.430589467287064,234,0.00015676229508196718,1000.0,291.2156116070734,2,-0.11317343022947171,21.732108935713768,454.8760221004486
nan,nan,481280,0.21619680237345165,0.3773437440395355,0.4700683653354645,0.4237060546875,0.002504858609972871,0.006687925738515332,10.0,17.41873444914818,235,0.00015614754098360653,1000.0,325.2970990922872,2,-0.10935222467669518,21.42853048145771,456.34474205970764
428.20796718586337,80.4819283819503,481280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,458.59544706344604
nan,nan,483328,0.7787117211148142,0.46728515625,0.5555175542831421,0.5114013671875,0.002490798618237022,0.00640536661594524,10.0,18.742334169149398,236,0.00015553278688524587,1000.0,335.91462661206015,2,-0.06580303126629587,21.432679039239883,460.1122100353241
nan,nan,485376,0.22973293541726889,0.40166014432907104,0.48750001192092896,0.444580078125,0.0023907420803880087,0.00637806568047381,10.0,17.48157498240471,237,0.00015491803278688525,1000.0,290.34304205285275,2,-0.10234816391762251,18.153399935364725,461.70626425743103
nan,nan,487424,0.3413756851441576,0.447509765625,0.540576159954071,0.49404296875,0.0025937665759556694,0.006969795389886712,10.0,17.657185024023057,238,0.0001543032786885246,1000.0,407.9447198800257,2,-0.10242319358821987,16.814002624154092,463.29359102249146
nan,nan,489472,0.23537659902503946,0.3974609375,0.4793945252895355,0.438427734375,0.002600022277692915,0.007118246097525116,10.0,17.487214660644533,239,0.00015368852459016395,1000.0,338.74985008350154,2,-0.09737567399133695,16.840301576256753,464.8084261417389
nan,nan,491520,0.27612617692211644,0.3941894471645355,0.49506837129592896,0.44462890625,0.002675290887054871,0.006992364871985046,10.0,17.432855266332627,240,0.00015307377049180327,1000.0,390.6030390556684,2,-0.10734446022925112,20.202569401264192,466.43922114372253
503.0898156023609,131.02384347240127,491520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,468.6586809158325
nan,nan,493568,0.22809865413437364,0.38691407442092896,0.4736328125,0.4302734375,0.0026945613622956443,0.007097997309756465,10.0,17.512810504436494,241,0.00015245901639344262,1000.0,373.8619729178415,2,-0.10489050039241192,23.40711515247822,470.3258740901947
nan,nan,495616,0.2377846637638868,0.40034180879592896,0.49018555879592896,0.445263671875,0.002480044966068817,0.0064421295479405675,10.0,17.481318259239195,242,0.00015184426229508194,1000.0,315.95616199922915,2,-0.10896424650561584,17.635577066242696,471.7994830608368
nan,nan,497664,0.24424195499013876,0.3992675840854645,0.49956053495407104,0.4494140625,0.00243061086293892,0.006355143022665289,10.0,17.55744732618332,243,0.0001512295081967213,1000.0,318.84116026642585,2,-0.09759607640057766,20.270932909846305,473.3626880645752
nan,nan,499712,0.23795561134029414,0.3816894590854645,0.48066407442092896,0.4311767578125,0.0025520630424580304,0.0071677456013276245,10.0,17.4260458111763,244,0.00015061475409836064,1000.0,391.1598165086266,2,-0.09675902158624013,20.54227160811424,474.8250539302826
nan,nan,501760,0.21728511571418493,0.39252930879592896,0.47758787870407104,0.43505859375,0.0023255216772668065,0.006379300527623854,10.0,17.392262399196625,245,0.00015,1000.0,435.47390929889843,2,-0.1195331279367565,23.351596930623053,476.3022520542145
520.6927153744344,99.50199975198426,501760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,478.53708696365356
nan,nan,503808,0.24126694041624433,0.4000488221645355,0.4933105409145355,0.4466796875,0.002292381092775031,0.006234696340106894,10.0,17.514838010072708,246,0.00014938524590163934,1000.0,378.98364788246784,2,-0.0974058238809448,22.138452449440955,480.1076920032501
nan,nan,505856,0.3482560453165206,0.458984375,0.57373046875,0.516357421875,0.002513324172105058,0.006745282722113189,10.0,17.700409030914308,247,0.00014877049180327868,1000.0,348.8162550845368,2,-0.10634602009704394,15.643855395913125,481.7026572227478
nan,nan,507904,0.21355671078927116,0.39384764432907104,0.46235352754592896,0.4281005859375,0.0027027560619899303,0.007022956501168664,10.0,17.425673568248747,248,0.000148155737704918,1000.0,269.19809759809823,2,-0.11537099692914125,28.090041053295135,483.40943598747253
nan,nan,509952,0.21260432716080685,0.37993162870407104,0.4834960997104645,0.4317138671875,0.002438283244919148,0.006294525424891617,10.0,17.402030557394028,249,0.00014754098360655736,1000.0,486.2076494664392,2,-0.11096936606518285,19.5840612500906,485.1173861026764
nan,nan,512000,0.1690126343135489,0.3314453065395355,0.43793946504592896,0.3846923828125,0.002522276316813077,0.006746163252682891,10.0,17.384933090209962,250,0.0001469262295081967,1000.0,310.334620496053,3,-0.11592423804986537,26.611626237630844,486.78077697753906
494.77286741679245,67.04084370872022,512000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,489.07146406173706
nan,nan,514048,0.21226917121966835,0.36723631620407104,0.4618164002895355,0.4145263671875,0.002573126108836732,0.007182724194717593,10.0,17.374445182085037,251,0.00014631147540983605,1000.0,327.3125655730687,2,-0.11696634528525465,23.777307549118994,490.8650939464569
nan,nan,516096,0.3756794002678362,0.4354492127895355,0.53759765625,0.4865234375,0.002897372103325324,0.007850430546386632,10.0,17.790227842330932,252,0.00014569672131147537,1000.0,428.2179493010423,2,-0.08300836527005231,19.714858466386794,492.40853691101074
nan,nan,518144,0.20726286886492745,0.3587890565395355,0.4564453065395355,0.4076171875,0.0026440618588821963,0.007200793386436999,10.0,17.50462651848793,253,0.00014508196721311472,1000.0,279.70775928813975,2,-0.11190789051652246,26.225081264972687,493.9800660610199
nan,nan,520192,0.3109768565002014,0.39228516817092896,0.521484375,0.456884765625,0.002616173455680837,0.006995893763087224,10.0,17.60275102853775,254,0.0001444672131147541,1000.0,380.5850545533359,2,-0.08646624385291943,19.370627444982528,495.4454200267792
569.0980825519271,66.5577236687746,520192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,497.6929669380188
nan,nan,522240,0.24307883430592483,0.382080078125,0.4759277403354645,0.42900390625,0.0026593410129862605,0.007300047435273882,10.0,17.455831986665725,255,0.00014385245901639345,1000.0,311.6081024738316,2,-0.09296703042346052,23.89151112437248,499.1799430847168
nan,nan,524288,0.2841027873510029,0.41142576932907104,0.5057128667831421,0.4585693359375,0.0026065505542646862,0.00711229946318781,10.0,17.65541712641716,256,0.00014323770491803277,1000.0,382.9267135667957,2,-0.09311077762722561,16.767921489477157,500.74464893341064
nan,nan,526336,0.2186714277457213,0.3856445252895355,0.4732421934604645,0.429443359375,0.002466580818145303,0.006668518998776562,10.0,17.43386732339859,257,0.00014262295081967212,1000.0,408.6988252111047,2,-0.1148238462741574,21.191186264157295,502.2242052555084
nan,nan,528384,0.21265319643134717,0.39252930879592896,0.4913574159145355,0.441943359375,0.002602521531662205,0.0068358642442035485,10.0,17.46339218020439,258,0.00014200819672131147,1000.0,301.51564544011603,2,-0.10853093440637167,20.963480386137963,503.761039018631
nan,nan,530432,0.16691375041409628,0.3109374940395355,0.4366210997104645,0.373779296875,0.002407063874125015,0.0065368417170248,10.0,17.27568824291229,259,0.00014139344262295082,1000.0,374.6780721771472,2,-0.11274169835487555,31.97837703227997,505.27555203437805
509.5991725509036,86.340605102379,530432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,507.63534712791443
nan,nan,532480,0.14471811589610298,0.30683594942092896,0.3941406309604645,0.35048828125,0.002377717489071074,0.006616047052375507,10.0,17.279072242975236,260,0.00014077868852459017,1000.0,450.1917954598686,2,-0.11479946435101737,35.78149898648262,509.2210030555725
nan,nan,534528,0.27380494182143594,0.39619141817092896,0.4986328184604645,0.447412109375,0.00253450097879977,0.007243783322337549,10.0,17.507402980327605,261,0.0001401639344262295,1000.0,316.9490092403937,2,-0.09745662409704892,26.1386035323143,510.90522813796997
nan,nan,536576,0.33063393088814336,0.419677734375,0.507373034954071,0.463525390625,0.002450266095547704,0.006674407357058954,10.0,17.68915135860443,262,0.00013954918032786884,1000.0,395.3060342385609,2,-0.09284827920478164,28.503797617554664,512.3927299976349
nan,nan,538624,0.24616262054478283,0.39892578125,0.510009765625,0.4544677734375,0.002640550110299955,0.007322394514631014,10.0,17.501652950048445,263,0.00013893442622950819,1000.0,292.79272322379427,2,-0.10512607361406481,23.211959689855576,513.9609868526459
nan,nan,540672,0.2205789026877028,0.39604490995407104,0.47626954317092896,0.4361572265625,0.00237570999415766,0.006591366184147773,10.0,17.452201080322265,264,0.00013831967213114753,1000.0,387.58874402219715,2,-0.11706002639780308,25.847837203741072,515.4808158874512
480.01488708879344,121.08445575194365,540672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,517.7542660236359
nan,nan,542720,0.28408397188322854,0.42402344942092896,0.5072265863418579,0.465625,0.002569587546531693,0.007227058548596688,10.0,17.455079185962678,265,0.00013770491803278686,1000.0,421.5809807243442,2,-0.10487155841074128,20.457339480519295,519.2795059680939
nan,nan,544768,0.22570177028683247,0.39399415254592896,0.49785155057907104,0.4459228515625,0.00250061757506046,0.006816198905289639,10.0,17.435461384057998,266,0.0001370901639344262,1000.0,299.63147640612027,2,-0.10912526966048972,22.560182228684425,520.9620401859283
nan,nan,546816,0.15752763161581243,0.3214355409145355,0.4056640565395355,0.3635498046875,0.002559833098348463,0.006921017931017559,10.0,17.407747411727904,267,0.00013647540983606555,1000.0,83.0203021293203,2,-0.11968721536236444,38.7610621035099,522.5306010246277
nan,nan,548864,0.43067934390273876,0.47607421875,0.585644543170929,0.530859375,0.0026479319865757136,0.0072148968916735615,10.0,17.939315485954285,268,0.0001358606557377049,1000.0,377.7312334044948,2,-0.08820705860489397,19.652908080816267,524.1491348743439
nan,nan,550912,0.29045789502124536,0.41816407442092896,0.4966796934604645,0.457421875,0.0026828564397874287,0.007113042176933959,10.0,17.49507385492325,269,0.00013524590163934422,1000.0,333.3264211757835,2,-0.09790794994041789,22.786042457818986,525.6164901256561
501.68299831124267,85.25041942598733,550912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.8855800628662
nan,nan,552960,0.17526206237089353,0.3362793028354645,0.4356445372104645,0.3859619140625,0.002273504148615757,0.006325588656181935,10.0,17.274020773172378,270,0.00013463114754098357,1000.0,408.11738668026624,2,-0.11067281709583768,29.435862082242966,529.4693641662598
nan,nan,555008,0.16123443347314606,0.32353514432907104,0.4339355528354645,0.3787353515625,0.0022380455400707435,0.006316604190215003,10.0,17.433904403448103,271,0.00013401639344262295,1000.0,409.75943955489544,3,-0.11941730554717651,31.399514442682268,531.0717368125916
nan,nan,557056,0.17226881381939166,0.3194824159145355,0.42363280057907104,0.3715576171875,0.002186988858011318,0.005696068711404223,10.0,17.379206281900405,272,0.0001334016393442623,1000.0,287.0802396373178,2,-0.1203995898111316,35.40275138616562,532.5889270305634
nan,nan,559104,0.17588969256175915,0.3448242247104645,0.43120115995407104,0.3880126953125,0.002080259945068974,0.005497886201919755,10.0,17.412728714942933,273,0.00013278688524590165,1000.0,208.31677194248448,2,-0.13185253340725467,42.40071942806244,534.1339662075043
nan,nan,561152,0.17883970268740085,0.3487792909145355,0.43461912870407104,0.39169921875,0.0020913016382110073,0.005417209029837977,10.0,17.338305991888046,274,0.00013217213114754097,1000.0,351.7249326681043,2,-0.12053357199129096,35.58490082025528,535.6875
449.69346313397955,146.43638160061644,561152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,537.9312469959259
nan,nan,563200,0.5412806851571077,0.44501954317092896,0.542675793170929,0.49384765625,0.0023233602343680103,0.006246942986035719,10.0,18.137634998559953,275,0.00013155737704918032,1000.0,315.45675265596526,2,-0.09599633329853532,22.78870183825493,539.5566990375519
nan,nan,565248,0.23434489828068764,0.4104980528354645,0.4837890565395355,0.4471435546875,0.0022800219361670316,0.006074324501969386,10.0,17.398382741212846,276,0.00013094262295081967,1000.0,298.01886853501946,2,-0.11374156613276228,24.179818281531333,541.1652030944824
nan,nan,567296,0.46549342054640874,0.4405273497104645,0.529541015625,0.4850341796875,0.0023763309727655724,0.006271409671899164,10.0,17.585982543230056,277,0.00013032786885245902,1000.0,365.36986247243624,2,-0.11425317469820584,18.84329437613487,542.7819359302521
nan,nan,569344,0.1958834375225706,0.37602537870407104,0.459716796875,0.41787109375,0.0024767086950305385,0.006365121822454967,10.0,17.359464871883393,278,0.00012971311475409834,1000.0,379.4068332124044,2,-0.12549060961250688,29.01213790476322,544.346657037735
nan,nan,571392,0.2474614554521395,0.419677734375,0.50732421875,0.4635009765625,0.002193908463232219,0.005785000594187295,10.0,17.41546622514725,279,0.00012909836065573769,1000.0,355.90511937854734,2,-0.11408395420603483,21.532692530751227,546.0090889930725
467.0915084277457,135.0796542680617,571392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,548.2349462509155
nan,nan,573440,0.19441614198003662,0.3622070252895355,0.4549804627895355,0.40859375,0.002569433816097444,0.006751446342968847,10.0,17.372582423686982,280,0.00012848360655737703,1000.0,370.24786985823766,2,-0.11701437958727183,22.134032586216925,549.7198181152344
nan,nan,575488,0.23795349278952926,0.39985352754592896,0.49921876192092896,0.4495361328125,0.0026014308827143396,0.006834989841445349,10.0,17.37749254107475,281,0.00012786885245901638,1000.0,351.0028069945487,2,-0.11992693247057104,22.693657195568086,551.2410819530487
nan,nan,577536,0.1485000473141554,0.3121581971645355,0.3880859315395355,0.3501220703125,0.0025263192022976,0.006699611697695218,10.0,17.22460439801216,282,0.00012725409836065573,1000.0,315.23812223892276,2,-0.12034740820308798,37.561180555820464,552.6847019195557
nan,nan,579584,0.19957772176421712,0.370361328125,0.44853514432907104,0.4094482421875,0.0023222939871629933,0.0063282594797783535,10.0,17.21992380619049,283,0.00012663934426229505,1000.0,304.1111583479796,2,-0.12087490505273309,25.55591212809086,554.1791880130768
nan,nan,581632,0.5093568528696778,0.46943360567092896,0.5730956792831421,0.5212646484375,0.0030951856402680277,0.00843168799619889,10.0,18.11317957639694,284,0.0001260245901639344,1000.0,282.2897713358117,2,-0.07351445360873185,21.308774158358574,555.7618880271912
480.27264458552673,125.22941561640434,581632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,557.9535241127014
nan,nan,583680,0.21610692461399594,0.37407225370407104,0.49003905057907104,0.4320556640625,0.0026704790638177657,0.007133145997067913,10.0,17.444560492038725,285,0.00012540983606557378,1000.0,338.46164953690555,2,-0.1116799084826198,23.35674619972706,559.6003489494324
nan,nan,585728,0.18604052788141417,0.3495117127895355,0.4500488340854645,0.3997802734375,0.002497444576874841,0.006790960894431919,10.0,17.381909871101378,286,0.00012479508196721313,1000.0,363.709737140915,2,-0.1131298936940766,27.957154440879822,561.129635810852
nan,nan,587776,0.1884404991797055,0.35712891817092896,0.43085938692092896,0.393994140625,0.002072686441533733,0.005460818983556237,10.0,17.34616618156433,287,0.00012418032786885242,1000.0,399.9604207560069,2,-0.121254999720486,27.26636234819889,562.8321039676666
nan,nan,589824,0.2691268892245716,0.40668946504592896,0.5242675542831421,0.465478515625,0.0022371560873580163,0.006012353771075141,10.0,17.495146995782854,288,0.0001235655737704918,1000.0,252.09839547719483,2,-0.10580691510676843,14.1286695510149,564.3107998371124
nan,nan,591872,0.2139918593733455,0.3795410096645355,0.4833984375,0.4314697265625,0.002777394964141422,0.007431453274330124,10.0,17.39631181359291,289,0.00012295081967213115,1000.0,413.87228949761646,2,-0.11874150374346755,21.442727342247963,566.0151090621948
487.93836155101627,82.85661136537901,591872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,568.2483201026917
nan,nan,593920,0.1684623855515383,0.343017578125,0.4287109375,0.3858642578125,0.002333502465626225,0.006256148118700367,10.0,17.285021209716795,290,0.0001223360655737705,1000.0,402.2047349678522,2,-0.12161574352749085,24.23247418999672,569.8236560821533
