eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.01430047735630069,0.193408203125,34.162145948410036,1,0.0003,1000.0,-432.35986962968275,2,-0.03849179646058474,9.610553561896086,3.737103223800659
,,4096,0.01011387591715902,0.147705078125,34.026063692569736,2,0.0002993852459016393,1024.0,-454.7935080224149,2,-0.039402342299581505,23.816894549131394,7.535222053527832
,,6144,0.014983710160595364,0.209716796875,33.99268219470978,3,0.00029877049180327867,1024.0,-344.27187611880976,2,-0.04886913028312847,15.32604573071003,11.020848274230957
,,8192,0.013801450139726511,0.194482421875,34.10308125019073,4,0.000298155737704918,1024.0,-485.4243573363542,2,-0.04970845826610457,32.94975594580173,14.242684125900269
,,10240,0.022910376384970732,0.303369140625,34.13932986259461,5,0.00029754098360655737,1024.0,-434.498769358495,2,-0.058491901407251135,15.651867760717868,17.714903116226196
-241.87023896822853,89.59721031921842,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.554507970809937
nan,nan,12288,0.02060267977358308,0.275244140625,34.11032304763794,6,0.0002969262295081967,1024.0,-442.78117721317017,2,-0.055850700751761906,19.000792640447617,25.17741322517395
nan,nan,14336,0.025954146494041198,0.3228515625,34.19938907623291,7,0.00029631147540983607,1024.0,-419.2256414925097,2,-0.05608406136452686,19.37074029147625,28.35230016708374
nan,nan,16384,0.01982398744148668,0.2619140625,33.934084343910214,8,0.00029569672131147536,1024.0,-427.9856188018298,2,-0.05736801032035146,28.558420351147653,32.0739221572876
nan,nan,18432,0.03973526638292242,0.402734375,34.10683152675629,9,0.0002950819672131147,1024.0,-336.5327883022379,2,-0.060360121857956986,13.086110503971577,35.47082018852234
nan,nan,20480,0.03527540590148419,0.398046875,34.083144176006314,10,0.00029446721311475406,1024.0,-418.603779260756,2,-0.06162529731518589,13.68212316930294,38.66651701927185
-232.97257263647367,39.759669250170795,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.488516092300415
nan,nan,22528,0.040527803017175755,0.4169921875,34.02188401222229,11,0.0002938524590163934,1024.0,-445.13183277032726,2,-0.06188348668947583,13.060664463788271,45.64425492286682
nan,nan,24576,0.03984965261479374,0.420458984375,34.11775653362274,12,0.00029323770491803276,1024.0,-456.18243990111716,2,-0.06516582411131822,16.55840670466423,48.8184859752655
nan,nan,26624,0.05991149923065677,0.50263671875,34.18524286746979,13,0.0002926229508196721,1024.0,-418.7954819437868,2,-0.06334741724131163,11.418101164698601,51.945876359939575
nan,nan,28672,0.02761056871677283,0.3419921875,34.03695874214172,14,0.00029200819672131145,1024.0,-422.03404456341616,2,-0.06516992360411678,19.870697337388993,55.165165185928345
nan,nan,30720,0.060351754660950975,0.487158203125,34.15465589761734,15,0.0002913934426229508,1024.0,-394.4696334920684,2,-0.06368313524872064,12.637764443457126,58.24530506134033
-208.74548185175917,36.61448371458072,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.752806186676025
nan,nan,32768,0.05608622075815219,0.4802734375,33.98721714019776,16,0.00029077868852459015,1024.0,-406.2543655982755,2,-0.06818308363726829,12.245857140421867,65.07831907272339
nan,nan,34816,0.04754874066566117,0.466748046875,34.09290229082107,17,0.00029016393442622945,1024.0,-401.00987874556984,2,-0.07097254436812364,13.383977343142032,68.60522603988647
nan,nan,36864,0.064934682045714,0.503076171875,34.30176092386246,18,0.00028954918032786885,1024.0,-383.10127145705087,2,-0.06496290350478376,12.714274445176125,71.80271220207214
nan,nan,38912,0.05758285508491099,0.481298828125,34.151362812519075,19,0.0002889344262295082,1024.0,-386.97304172625786,2,-0.06527277493441944,14.711188592016697,74.82298111915588
nan,nan,40960,0.07267080295423511,0.540380859375,34.16135939359665,20,0.00028831967213114755,1024.0,-421.35160570608025,2,-0.0646130177017767,12.543984252214432,77.96183609962463
-212.09193966810068,38.27251485694938,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.70146298408508
nan,nan,43008,0.044903424382209775,0.422705078125,34.045404982566836,21,0.00028770491803278684,1024.0,-343.0586348539864,2,-0.0696034844906535,14.40748117864132,85.00356817245483
nan,nan,45056,0.08540579956315923,0.550927734375,34.03043205738068,22,0.0002870901639344262,1024.0,-414.9262838460422,2,-0.06388416053086984,9.221108671277761,88.44794416427612
nan,nan,47104,0.07423037305998151,0.525146484375,34.13610074520111,23,0.00028647540983606554,1024.0,-423.8675961252195,2,-0.06413316969992593,11.913998443633318,91.93522095680237
nan,nan,49152,0.09168068376311567,0.548193359375,34.05787640810013,24,0.0002858606557377049,1024.0,-408.35430828203044,2,-0.06670692486222833,10.207472927123309,95.2960000038147
nan,nan,51200,0.053417558383080176,0.471435546875,34.07646926641464,25,0.00028524590163934424,1024.0,-384.6747591667172,2,-0.06849798708572052,14.238655000925064,98.8680031299591
-231.37868148887256,34.18022895496756,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103.03417706489563
nan,nan,53248,0.048292345463414675,0.44677734375,34.093051731586456,26,0.0002846311475409836,1024.0,-404.73763974062126,2,-0.06495644958195043,17.389139558374882,106.73003816604614
nan,nan,55296,0.040638604914420284,0.413037109375,34.07296586036682,27,0.00028401639344262294,1024.0,-393.4509846712933,2,-0.07147878852993017,20.03524351119995,109.70626711845398
nan,nan,57344,0.06880029842432123,0.51787109375,34.04584228992462,28,0.0002834016393442623,1024.0,-402.4012232064067,2,-0.07144426027662121,16.01240894347429,112.65654921531677
nan,nan,59392,0.1048719001642894,0.584912109375,34.20060006380081,29,0.00028278688524590163,1024.0,-428.2067521458837,2,-0.06902068949711974,12.658876463770866,115.63863706588745
nan,nan,61440,0.08423763076134491,0.549072265625,34.09827072620392,30,0.00028217213114754093,1024.0,-304.6858203879085,2,-0.0691747642820701,14.672267720103264,118.46970701217651
-179.00772821102683,41.11077315800221,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.2049720287323
nan,nan,63488,0.07449441879289224,0.51923828125,34.327944338321686,31,0.0002815573770491803,1024.0,-313.8172728435953,2,-0.07187507829803508,15.354417656362056,125.40550804138184
nan,nan,65536,0.10644565309921745,0.59052734375,34.06302402019501,32,0.0002809426229508196,1024.0,-292.6341266874932,2,-0.07000855858495925,11.10853969156742,128.2949411869049
nan,nan,67584,0.1072330738796154,0.597802734375,34.08275079727173,33,0.00028032786885245903,1024.0,-332.71209961415093,2,-0.0656558372429572,9.755090610682965,131.10158014297485
nan,nan,69632,0.0882516904734075,0.561474609375,34.11212847232819,34,0.0002797131147540983,1024.0,-347.6754913810678,2,-0.0647933771921089,10.40436889603734,133.98702716827393
nan,nan,71680,0.09628280298784375,0.5720703125,34.07429062128067,35,0.00027909836065573767,1024.0,-280.7488829695134,2,-0.07260078942781548,9.939396567642689,136.91353225708008
-134.22868675259198,66.61889295355058,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140.9426670074463
nan,nan,73728,0.07880052278051153,0.540478515625,34.196631610393524,36,0.000278483606557377,1024.0,-327.74864031073673,2,-0.07124759558209917,11.017201970517636,143.39668130874634
nan,nan,75776,0.11022094960790127,0.60546875,34.25190691947937,37,0.00027786885245901637,1024.0,-351.79325535551175,2,-0.07248621549224481,9.477465995401143,145.69342017173767
