eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_fraction,train/entropy,train/eta_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,train/vmpo_eta_step_0,train/vmpo_eta_step_1,train/vmpo_eta_step_2,train/vmpo_eta_step_3,wall_time
nan,nan,3506176,0.0,0.0,17.404578775167465,0.7364002348389477,107,0.0002348360655737705,1001.0,-199.1787232580939,32,4.3250874422490595,2.048859120719135,8.203529357910156,8.203529357910156,8.203529357910156,8.203529357910156,9788.553817272186
nan,nan,3538944,0.0,0.0,17.396773061156274,0.7590105799026787,108,0.00023422131147540984,1001.0,-199.76339323075064,32,4.325445817410946,2.1845751678571106,8.741997718811035,8.741997718811035,8.741997718811035,8.741997718811035,9814.50280547142
nan,nan,3571712,0.0,0.0,17.40964879691601,0.7359741913620382,109,0.00023360655737704916,1001.0,-194.65655975017273,48,4.331876771897077,2.3748266670852898,9.112329483032227,9.112329483032227,9.112329483032227,9.112329483032227,9840.806971788406
nan,nan,3604480,0.0,0.0,17.433671289682387,0.775481436168775,110,0.0002329918032786885,1001.0,-197.7201657138222,32,4.3224291108548645,2.494525092281401,7.912815093994141,7.912815093994141,7.912815093994141,7.912815093994141,9867.904715299606
nan,nan,3637248,0.0,0.0,17.45616306960583,0.7763197536580264,111,0.00023237704918032786,1001.0,-190.864050667035,32,4.337303595989942,2.482387897185981,8.12401294708252,8.12401294708252,8.12401294708252,8.12401294708252,9894.667895078659
nan,nan,3670016,0.0,0.0,17.43919523358345,0.7783802247140557,112,0.00023176229508196718,1001.0,-193.27966546922914,32,4.325721754133701,2.345947747118771,7.862236022949219,7.862236022949219,7.862236022949219,7.862236022949219,9921.165097475052
nan,nan,3702784,0.0,0.0,17.45814336836338,0.7910939856432379,113,0.00023114754098360653,1001.0,-184.46785164079608,32,4.343860261887312,2.2416768370196225,8.36650562286377,8.36650562286377,8.36650562286377,8.36650562286377,9947.339242219925
nan,nan,3735552,0.0,0.0,17.42219657897949,0.7569777088239789,114,0.00023053278688524588,1001.0,-197.8233123534813,32,4.321093009412289,1.589817332662642,9.140914916992188,9.140914916992188,9.140914916992188,9.140914916992188,9973.471162557602
nan,nan,3768320,0.0,0.0,17.45954597890377,0.7791138518135995,115,0.00022991803278688523,1001.0,-196.68919353296786,32,4.3353964678943155,2.0774167689494787,8.48098373413086,8.48098373413086,8.48098373413086,8.48098373413086,9999.187851190567
nan,nan,3801088,0.0,0.0,17.39606357216835,0.7866319223772734,116,0.00022930327868852458,1001.0,-183.87324026374512,32,4.31378707960248,2.184785790927708,7.979763984680176,7.979763984680176,7.979763984680176,7.979763984680176,10025.295068979263
-173.6761511312996,5.96383250595271,3801088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10070.511009931564
nan,nan,3833856,0.0,0.0,17.450311493873595,0.78466254635714,117,0.00022868852459016393,1001.0,-184.04335044826468,32,4.335708396136761,2.2199062587693335,7.9567975997924805,7.9567975997924805,7.9567975997924805,7.9567975997924805,10095.943630218506
nan,nan,3866624,0.0,0.0,17.43418380320072,0.7610809977632016,118,0.00022807377049180325,1001.0,-191.83791349016462,32,4.3390052795410154,1.980052667669952,8.819626808166504,8.819626808166504,8.819626808166504,8.819626808166504,10122.415065526962
nan,nan,3899392,0.0,0.0,17.421585205197335,0.7456930730957538,119,0.0002274590163934426,1001.0,-200.0568912614279,32,4.329369892179966,1.8763076362200082,8.43628978729248,8.43628978729248,8.43628978729248,8.43628978729248,10149.05162858963
nan,nan,3932160,0.0,0.0,17.43926581442356,0.761513191787526,120,0.00022684426229508195,1001.0,-189.80825074156104,32,4.323724114149809,1.8025321057066321,8.875530242919922,8.875530242919922,8.875530242919922,8.875530242919922,10175.58316874504
nan,nan,3964928,0.0,0.0,17.453623285889627,0.7668608771637082,121,0.00022622950819672127,1001.0,-192.8192766499642,32,4.329998568445444,1.9316565306857227,8.557775497436523,8.557775497436523,8.557775497436523,8.557775497436523,10201.365109682083
nan,nan,3997696,0.0,0.0,17.42701401114464,0.7586061892099678,122,0.00022561475409836062,1001.0,-201.21223484752954,32,4.325507661700248,1.996945015899837,8.419809341430664,8.419809341430664,8.419809341430664,8.419809341430664,10227.879091024399
nan,nan,4030464,0.0,0.0,17.414099675416946,0.7413243406452239,123,0.000225,1001.0,-199.2314276633407,32,4.325372766703367,1.9827926338650286,9.046334266662598,9.046334266662598,9.046334266662598,9.046334266662598,10253.693758964539
nan,nan,4063232,0.0,0.0,17.462962651252745,0.7214151481632143,124,0.00022438524590163934,1001.0,-201.94649269666326,32,4.335455763339996,1.9275446878746152,9.01253604888916,9.01253604888916,9.01253604888916,9.01253604888916,10279.830174922943
nan,nan,4096000,0.0,0.0,17.45729349553585,0.757666394347325,125,0.0002237704918032787,1001.0,-197.0382173898528,32,4.341378882527351,2.6968273855745792,7.881657600402832,7.881657600402832,7.881657600402832,7.881657600402832,10306.691410779953
nan,nan,4128768,0.0,0.0,17.421807077527045,0.7537316869478673,126,0.00022315573770491804,1001.0,-192.55960650683892,32,4.3202289015054705,2.354814948514104,8.218591690063477,8.218591690063477,8.218591690063477,8.218591690063477,10333.21468257904
nan,nan,4161536,0.0,0.0,17.419579994678497,0.7789437726140023,127,0.00022254098360655736,1001.0,-191.44755422033776,32,4.3279259242117405,2.305651143193245,8.17052173614502,8.17052173614502,8.17052173614502,8.17052173614502,10359.356989860535
nan,nan,4194304,0.0,0.0,17.409720119833946,0.7514213137794286,128,0.0002219262295081967,1001.0,-197.51871383673176,32,4.319331732392311,2.008509204350412,8.726954460144043,8.726954460144043,8.726954460144043,8.726954460144043,10385.590662240982
nan,nan,4227072,0.0,0.0,17.452433627843856,0.7162077728658914,129,0.00022131147540983603,1001.0,-198.99081343658344,32,4.336665262281895,1.9950887501239776,9.576416969299316,9.576416969299316,9.576416969299316,9.576416969299316,10411.683541297913
nan,nan,4259840,0.0,0.0,17.467860090732575,0.7312996681313961,130,0.00022069672131147538,1001.0,-202.5604277048257,32,4.33816567286849,2.04217943046242,8.504984855651855,8.504984855651855,8.504984855651855,8.504984855651855,10437.65933895111
nan,nan,4292608,0.0,0.0,17.417821606993677,0.7373583049513399,131,0.00022008196721311473,1001.0,-198.29087559128837,48,4.323785961419344,2.6851454075425862,8.341004371643066,8.341004371643066,8.341004371643066,8.341004371643066,10463.866614341736
nan,nan,4325376,0.0,0.0,17.40876460969448,0.7363281083293259,132,0.00021946721311475408,1001.0,-196.70742756717783,32,4.324427142739296,2.179645327292383,8.920502662658691,8.920502662658691,8.920502662658691,8.920502662658691,10490.352430343628
nan,nan,4358144,0.0,0.0,17.435929840803148,0.7275004962459206,133,0.00021885245901639343,1001.0,-198.21319267188863,32,4.329862126708031,2.609048470109701,8.564397811889648,8.564397811889648,8.564397811889648,8.564397811889648,10516.882133722305
nan,nan,4390912,0.0,0.0,17.44625616967678,0.7867233037017286,134,0.00021823770491803278,1001.0,-186.62832107920082,32,4.336575293540955,2.5560822395607827,7.7168450355529785,7.7168450355529785,7.7168450355529785,7.7168450355529785,10542.782467365265
nan,nan,4423680,0.0,0.0,17.450282311439516,0.7556658329442143,135,0.0002176229508196721,1001.0,-190.54485664739633,32,4.325440037995577,2.122775031905621,8.44194221496582,8.44194221496582,8.44194221496582,8.44194221496582,10569.020121335983
nan,nan,4456448,0.0,0.0,17.45697294175625,0.7349772261455655,136,0.00021700819672131145,1001.0,-198.7963895119362,32,4.330134020000696,2.1995840698480604,8.70078182220459,8.70078182220459,8.70078182220459,8.70078182220459,10595.443472623825
nan,nan,4489216,0.0,0.0,17.419573044776918,0.7318776692263782,137,0.0002163934426229508,1001.0,-194.09367152177236,32,4.324703598022461,1.9628129242919385,8.71516227722168,8.71516227722168,8.71516227722168,8.71516227722168,10621.694420337677
nan,nan,4521984,0.0,0.0,17.46253023445606,0.734727757750079,138,0.00021577868852459012,1001.0,-198.10829648636346,32,4.3292205587029455,2.1034964338876305,8.782181739807129,8.782181739807129,8.782181739807129,8.782181739807129,10648.044484138489
nan,nan,4554752,0.0,0.0,17.458404591679574,0.7191920734941959,139,0.00021516393442622947,1001.0,-198.25269488777428,32,4.335139439254999,2.4245232537388803,8.746485710144043,8.746485710144043,8.746485710144043,8.746485710144043,10674.448213338852
nan,nan,4587520,0.0,0.0,17.4216404825449,0.7120955647900701,140,0.00021454918032786884,1001.0,-197.72235584431735,32,4.324620667845011,2.2971624333411453,8.538984298706055,8.538984298706055,8.538984298706055,8.538984298706055,10700.452939748764
nan,nan,4620288,0.0,0.0,17.42570016980171,0.6962250686250627,141,0.0002139344262295082,1001.0,-200.1878696416715,32,4.325780761986971,2.1531333765015006,9.41455078125,9.41455078125,9.41455078125,9.41455078125,10726.19110250473
nan,nan,4653056,0.0,0.0,17.458106163144112,0.6895433743484318,142,0.00021331967213114754,1001.0,-203.55466884875224,32,4.340735365450382,2.794737604260445,8.585872650146484,8.585872650146484,8.585872650146484,8.585872650146484,10752.42770242691
nan,nan,4685824,0.0,0.0,17.42120297551155,0.6981388006825,143,0.0002127049180327869,1001.0,-200.03726849171028,32,4.328558850288391,3.00172905754298,8.282623291015625,8.282623291015625,8.282623291015625,8.282623291015625,10779.052216291428
nan,nan,4718592,0.0,0.0,17.461709439754486,0.6834368316456676,144,0.0002120901639344262,1001.0,-207.7928129707886,32,4.337191618978977,2.78917828053236,8.951584815979004,8.951584815979004,8.951584815979004,8.951584815979004,10805.479516744614
nan,nan,4751360,0.0,0.0,17.436665961146353,0.6590757344383746,145,0.00021147540983606556,1001.0,-200.10971079081352,32,4.335960210859776,2.6152364045381544,8.7326078414917,8.7326078414917,8.7326078414917,8.7326078414917,10832.02029132843
-170.77951222838902,3.501033919031415,4751360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10876.442521095276
nan,nan,4784128,0.0,0.0,17.4561080545187,0.6834941034670919,146,0.00021086065573770488,1001.0,-208.59451484089251,32,4.333310729265213,3.22844681032002,7.706047058105469,7.706047058105469,7.706047058105469,7.706047058105469,10901.886581420898
nan,nan,4816896,0.0,0.0,17.416363739967345,0.6738809539936483,147,0.00021024590163934423,1001.0,-208.38022677583638,32,4.320612720400095,2.4349101357162,9.004597663879395,9.004597663879395,9.004597663879395,9.004597663879395,10927.827450275421
nan,nan,4849664,0.0,0.0,17.41111139655113,0.6753290057647974,148,0.00020963114754098358,1001.0,-202.371496614122,32,4.3205175720155236,3.055733159184456,8.46799373626709,8.46799373626709,8.46799373626709,8.46799373626709,10954.476222515106
nan,nan,4882432,0.0,0.0,17.4457904368639,0.678437191946432,149,0.00020901639344262293,1001.0,-201.82807241637806,32,4.341168661415577,2.941484676115215,8.155574798583984,8.155574798583984,8.155574798583984,8.155574798583984,10980.557402133942
nan,nan,4915200,0.0,0.0,17.425415232777596,0.6719757216051221,150,0.00020840163934426228,1001.0,-206.00379332127983,32,4.3261869445443155,2.5142985794693233,9.072547912597656,9.072547912597656,9.072547912597656,9.072547912597656,11006.919813156128
nan,nan,4947968,0.0,0.0,17.43581890463829,0.6631231190636754,151,0.00020778688524590163,1001.0,-209.1191334150177,32,4.324220567196607,2.599914058391005,9.164292335510254,9.164292335510254,9.164292335510254,9.164292335510254,11033.413888216019
nan,nan,4980736,0.0,0.0,17.39599410891533,0.6676326543092728,152,0.00020717213114754098,1001.0,-209.27529573342463,32,4.318239932507277,2.7048972889781,8.690154075622559,8.690154075622559,8.690154075622559,8.690154075622559,11059.707489013672
nan,nan,5013504,0.0,0.0,17.43879289329052,0.6700602772179991,153,0.0002065573770491803,1001.0,-208.68247952359516,48,4.324785502254963,3.4532408306375144,8.415712356567383,8.415712356567383,8.415712356567383,8.415712356567383,11085.663326978683
nan,nan,5046272,0.0,0.0,17.426327785849573,0.6645019844640047,154,0.00020594262295081965,1001.0,-208.1491327265762,32,4.328274013847112,3.2242277042940257,8.05833625793457,8.05833625793457,8.05833625793457,8.05833625793457,11111.313739061356
nan,nan,5079040,0.0,0.0,17.433779913187028,0.6858752383850515,155,0.00020532786885245897,1001.0,-208.2713835022799,32,4.334113898873329,3.511851546540856,7.974216461181641,7.974216461181641,7.974216461181641,7.974216461181641,11137.718102693558
nan,nan,5111808,0.0,0.0,17.412531295418738,0.7010497996117919,156,0.00020471311475409832,1001.0,-207.05540379620658,32,4.319729585200548,3.086173100583255,8.329957008361816,8.329957008361816,8.329957008361816,8.329957008361816,11164.114099740982
nan,nan,5144576,0.0,0.0,17.39132705628872,0.7103305935859681,157,0.0002040983606557377,1001.0,-201.88142675058208,32,4.314674444496632,2.954903781414032,8.016104698181152,8.016104698181152,8.016104698181152,8.016104698181152,11190.568552017212
nan,nan,5177344,0.0,0.0,17.45885688662529,0.7359295500908047,158,0.00020348360655737704,1001.0,-203.8962128714617,32,4.33399713113904,2.864634513296187,7.490991592407227,7.490991592407227,7.490991592407227,7.490991592407227,11217.029553174973
nan,nan,5210112,0.0,0.0,17.419801396131515,0.7001302333548665,159,0.0002028688524590164,1001.0,-206.71259840540398,32,4.3229849137365814,2.3235765440389513,9.157001495361328,9.157001495361328,9.157001495361328,9.157001495361328,11243.137734889984
nan,nan,5242880,0.0,0.0,17.39628461897373,0.7020440118387341,160,0.00020225409836065574,1001.0,-213.11812556493865,32,4.318890430778265,2.6955249442718925,8.737024307250977,8.737024307250977,8.737024307250977,8.737024307250977,11269.018491744995
nan,nan,5275648,0.0,0.0,17.43450848162174,0.7068433144129813,161,0.0002016393442622951,1001.0,-203.37014983856577,32,4.334311374276877,3.091722324304283,7.989610195159912,7.989610195159912,7.989610195159912,7.989610195159912,11295.52044391632
nan,nan,5308416,0.0,0.0,17.4516894698143,0.7075321219395846,162,0.0002010245901639344,1001.0,-204.15578732303698,32,4.339464253187179,2.7249676341190936,8.20638370513916,8.20638370513916,8.20638370513916,8.20638370513916,11322.299548387527
nan,nan,5341184,0.0,0.0,17.437221613526344,0.6943385237827897,163,0.00020040983606557376,1001.0,-203.8720800313684,32,4.332660218328238,3.1055849764496086,8.594571113586426,8.594571113586426,8.594571113586426,8.594571113586426,11348.832691431046
nan,nan,5373952,0.0,0.0,17.4305076867342,0.6735683991573751,164,0.00019979508196721308,1001.0,-200.0729142201705,32,4.330355264991522,2.3888408076018095,9.518030166625977,9.518030166625977,9.518030166625977,9.518030166625977,11375.083900690079
nan,nan,5406720,0.0,0.0,17.40445194542408,0.69274069420062,165,0.00019918032786885243,1001.0,-205.9613081933031,32,4.315953128039837,3.0468086248263715,7.885136604309082,7.885136604309082,7.885136604309082,7.885136604309082,11400.93658733368
nan,nan,5439488,0.0,0.0,17.406421282887457,0.6862192030530423,166,0.00019856557377049178,1001.0,-204.018601748839,32,4.325054429471493,3.0028659218922256,8.25096607208252,8.25096607208252,8.25096607208252,8.25096607208252,11426.637055158615
nan,nan,5472256,0.0,0.0,17.442882162332534,0.6753730284050107,167,0.00019795081967213113,1001.0,-210.54645243182782,32,4.337755604088306,2.5523403191939,9.08574104309082,9.08574104309082,9.08574104309082,9.08574104309082,11452.662942409515
nan,nan,5505024,0.0,0.0,17.43317574262619,0.6470116252079606,168,0.00019733606557377048,1001.0,-209.38574355327503,32,4.322453635185957,3.0706895790994166,8.874955177307129,8.874955177307129,8.874955177307129,8.874955177307129,11479.233370304108
nan,nan,5537792,0.0,0.0,17.451056179404258,0.6720691738650203,169,0.00019672131147540983,1001.0,-213.70233796846287,32,4.328741593658924,3.786950655840337,7.759425163269043,7.759425163269043,7.759425163269043,7.759425163269043,11505.855973005295
nan,nan,5570560,0.0,0.0,17.444079971313478,0.6785420156549662,170,0.00019610655737704915,1001.0,-208.37022966210708,32,4.3290434062480925,3.108535891957581,8.067361831665039,8.067361831665039,8.067361831665039,8.067361831665039,11532.230195999146
nan,nan,5603328,0.0,0.0,17.4292834430933,0.6783076360356063,171,0.0001954918032786885,1001.0,-212.64842426478603,32,4.3263356477022175,2.381644272338599,8.882562637329102,8.882562637329102,8.882562637329102,8.882562637329102,11558.205799818039
nan,nan,5636096,0.0,0.0,17.428021854162218,0.6513871680479497,172,0.00019487704918032787,1001.0,-211.60120539037436,32,4.31469404026866,2.653132711350918,9.601643562316895,9.601643562316895,9.601643562316895,9.601643562316895,11584.243965148926
nan,nan,5668864,0.0,0.0,17.458507710695265,0.6787184786982834,173,0.00019426229508196717,1001.0,-207.72132484528754,32,4.335333070904016,3.0352878719568253,7.7643232345581055,7.7643232345581055,7.7643232345581055,7.7643232345581055,11610.360640764236
nan,nan,5701632,0.0,0.0,17.42972128987312,0.6753338514361531,174,0.00019364754098360654,1001.0,-213.2630593313222,32,4.327886240929365,2.876015505194664,8.836313247680664,8.836313247680664,8.836313247680664,8.836313247680664,11636.821519136429
-172.1805175933069,7.823399419967741,5701632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11682.921491146088
nan,nan,5734400,0.0,0.0,17.44170055091381,0.6771556701511144,175,0.0001930327868852459,1001.0,-209.17344826137273,48,4.325447781383991,3.0790004897862673,8.616291999816895,8.616291999816895,8.616291999816895,8.616291999816895,11708.142406463623
nan,nan,5767168,0.0,0.0,17.447688871622084,0.6952414901927113,176,0.00019241803278688524,1001.0,-212.10839753412728,32,4.331913327425719,2.797740270383656,8.010708808898926,8.010708808898926,8.010708808898926,8.010708808898926,11734.158115625381
nan,nan,5799936,0.0,0.0,17.427796870470047,0.6945736339315772,177,0.0001918032786885246,1001.0,-208.61692126196857,32,4.334108135849237,2.7828105190768837,8.745197296142578,8.745197296142578,8.745197296142578,8.745197296142578,11760.197540283203
nan,nan,5832704,0.0,0.0,17.413802662491797,0.6951912791002541,178,0.00019118852459016394,1001.0,-210.79013727119457,32,4.324183305352927,2.702407655864954,8.93774700164795,8.93774700164795,8.93774700164795,8.93774700164795,11786.128134965897
nan,nan,5865472,0.0,0.0,17.44572157263756,0.6791171433869749,179,0.00019057377049180326,1001.0,-203.91605961072105,32,4.339425814896822,2.7777215160429476,8.437329292297363,8.437329292297363,8.437329292297363,8.437329292297363,11811.77329158783
nan,nan,5898240,0.0,0.0,17.41717068850994,0.7064724133815616,180,0.0001899590163934426,1001.0,-203.75221764513412,32,4.321834885329008,2.7267520632594824,7.732937812805176,7.732937812805176,7.732937812805176,7.732937812805176,11837.87459897995
nan,nan,5931008,0.0,0.0,17.398894652724266,0.6811502094846219,181,0.00018934426229508193,1001.0,-209.044297926348,32,4.324828852713108,2.3978960894048216,9.02051830291748,9.02051830291748,9.02051830291748,9.02051830291748,11864.845154762268
nan,nan,5963776,0.0,0.0,17.448742923140525,0.6884602223988623,182,0.00018872950819672128,1001.0,-209.0301179961755,32,4.332982720434666,3.386932711303234,8.26423168182373,8.26423168182373,8.26423168182373,8.26423168182373,11891.343106508255
nan,nan,5996544,0.0,0.0,17.43091652691364,0.6993441319093108,183,0.00018811475409836063,1001.0,-203.84118147889026,32,4.327423721551895,2.548147089406848,8.27077579498291,8.27077579498291,8.27077579498291,8.27077579498291,11917.069623708725
nan,nan,6029312,0.0,0.0,17.454861682653426,0.7120550856459886,184,0.00018749999999999998,1001.0,-202.75413538345816,32,4.334332935512066,2.593220329657197,8.214632034301758,8.214632034301758,8.214632034301758,8.214632034301758,11942.694348573685
nan,nan,6062080,0.0,0.0,17.461153098940848,0.7160871843807399,185,0.00018688524590163933,1001.0,-203.29714678208816,32,4.338203251361847,2.610960065945983,8.095590591430664,8.095590591430664,8.095590591430664,8.095590591430664,11968.157456159592
nan,nan,6094848,0.0,0.0,17.431349498033523,0.7217939878348261,186,0.00018627049180327867,1001.0,-202.1721855743856,32,4.329253548383713,2.438594973273575,8.666213989257812,8.666213989257812,8.666213989257812,8.666213989257812,11994.132633686066
nan,nan,6127616,0.0,0.0,17.443237140774727,0.6915986298117787,187,0.00018565573770491805,1001.0,-200.75113227054288,32,4.32910516411066,2.3219774325378237,8.840194702148438,8.840194702148438,8.840194702148438,8.840194702148438,12020.949212551117
nan,nan,6160384,0.0,0.0,17.45142763853073,0.7401616906281561,188,0.00018504098360655735,1001.0,-204.0318240981502,32,4.338368883728981,3.4628243071958424,7.2898268699646,7.2898268699646,7.2898268699646,7.2898268699646,12047.615511655807
nan,nan,6193152,0.0,0.0,17.38641777038574,0.7205080961342901,189,0.00018442622950819672,1001.0,-199.83256488719974,32,4.313678859174251,2.318509266525507,8.378728866577148,8.378728866577148,8.378728866577148,8.378728866577148,12073.988647937775
nan,nan,6225920,0.0,0.0,17.455775690078735,0.7095350436866283,190,0.00018381147540983602,1001.0,-197.35644251105361,32,4.33413547873497,1.9356674447655677,8.692253112792969,8.692253112792969,8.692253112792969,8.692253112792969,12100.079237699509
nan,nan,6258688,0.0,0.0,17.41944887638092,0.7314358036499471,191,0.0001831967213114754,1001.0,-196.27630633964483,32,4.328820256143809,2.4400585370138286,8.325396537780762,8.325396537780762,8.325396537780762,8.325396537780762,12125.867977142334
nan,nan,6291456,0.0,0.0,17.390471222996712,0.705423858994618,192,0.00018258196721311474,1001.0,-203.55903118683187,32,4.318315602093935,2.4961778251454234,8.761975288391113,8.761975288391113,8.761975288391113,8.761975288391113,12151.691656589508
nan,nan,6324224,0.0,0.0,17.417390444874762,0.6875006515998393,193,0.0001819672131147541,1001.0,-200.0119170649478,32,4.325561574846506,2.663925917260349,8.194066047668457,8.194066047668457,8.194066047668457,8.194066047668457,12177.902839899063
nan,nan,6356992,0.0,0.0,17.429954355955125,0.6863822127692402,194,0.00018135245901639344,1001.0,-206.09563758680713,32,4.3267780736088755,2.9262168621644378,7.886699199676514,7.886699199676514,7.886699199676514,7.886699199676514,12204.51156449318
nan,nan,6389760,0.0,0.0,17.454541385173798,0.6995206453371793,195,0.0001807377049180328,1001.0,-204.07888500880918,32,4.332813219726086,2.819410392828286,8.127124786376953,8.127124786376953,8.127124786376953,8.127124786376953,12231.340146064758
nan,nan,6422528,0.0,0.0,17.429361325502395,0.7006805925630033,196,0.0001801229508196721,1001.0,-200.77232726084142,48,4.325743167847395,2.726396595314145,8.42180061340332,8.42180061340332,8.42180061340332,8.42180061340332,12257.56578540802
nan,nan,6455296,0.0,0.0,17.41621758043766,0.7007450791541487,197,0.00017950819672131146,1001.0,-201.8988932832422,32,4.323692638427019,2.851410875096917,8.47651195526123,8.47651195526123,8.47651195526123,8.47651195526123,12283.528848648071
nan,nan,6488064,0.0,0.0,17.407454958558084,0.6791469481308013,198,0.0001788934426229508,1001.0,-205.20860847078706,32,4.318957944214344,3.070304135233164,8.526691436767578,8.526691436767578,8.526691436767578,8.526691436767578,12309.26223063469
nan,nan,6520832,0.0,0.0,17.43427260518074,0.6593534232582897,199,0.00017827868852459013,1001.0,-211.65475706278679,32,4.327000243216753,2.4281638668850065,9.332779884338379,9.332779884338379,9.332779884338379,9.332779884338379,12335.152335166931
nan,nan,6553600,0.0,0.0,17.44490183889866,0.6610634406097233,200,0.00017766393442622948,1001.0,-202.27202976043873,32,4.329680395871401,3.5644179433584213,7.90846586227417,7.90846586227417,7.90846586227417,7.90846586227417,12361.25837802887
nan,nan,6586368,0.0,0.0,17.444353291392325,0.6616509241051972,201,0.00017704918032786883,1001.0,-208.46752397003576,32,4.3360272638499735,3.134197736531496,8.201354026794434,8.201354026794434,8.201354026794434,8.201354026794434,12388.198307037354
nan,nan,6619136,0.0,0.0,17.437791287899017,0.6914787855930626,202,0.00017643442622950818,1001.0,-204.83796658560405,32,4.332519793510437,2.91907359957695,8.033618927001953,8.033618927001953,8.033618927001953,8.033618927001953,12414.716799020767
nan,nan,6651904,0.0,0.0,17.444441691040993,0.7057098090182989,203,0.00017581967213114755,1001.0,-202.87401966165672,32,4.32675386890769,2.597066560201347,7.911937713623047,7.911937713623047,7.911937713623047,7.911937713623047,12440.731211423874
-170.10346713646234,4.999998265931452,6651904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12484.812485933304
nan,nan,6684672,0.0,0.0,17.38677115738392,0.695732486480847,204,0.0001752049180327869,1001.0,-200.6451188137201,32,4.322556968778372,2.783827209472656,8.373388290405273,8.373388290405273,8.373388290405273,8.373388290405273,12510.213242292404
nan,nan,6717440,0.0,0.0,17.40886661708355,0.6816114684101194,205,0.0001745901639344262,1001.0,-203.55330422678438,32,4.319353859871626,2.09722353676334,9.418171882629395,9.418171882629395,9.418171882629395,9.418171882629395,12535.443865537643
nan,nan,6750208,0.0,0.0,17.413239416480064,0.6485922882333398,206,0.00017397540983606557,1001.0,-206.2649576800307,32,4.321282021701336,2.591278366371989,9.179449081420898,9.179449081420898,9.179449081420898,9.179449081420898,12561.38185787201
-168.64603296167454,7.594770541845121,6750208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12606.923329591751
nan,nan,6782976,0.0,0.0,17.421657836437227,0.6525254725944251,207,0.00017336065573770487,1001.0,-203.2742308269236,32,4.327283894270659,3.2374855196103454,8.231830596923828,8.231830596923828,8.231830596923828,8.231830596923828,12632.632929801941
nan,nan,6815744,0.0,0.0,17.454524582624437,0.6654620926827193,208,0.00017274590163934424,1001.0,-209.21842819406208,32,4.331516340374947,3.125592330470681,7.740701675415039,7.740701675415039,7.740701675415039,7.740701675415039,12658.181627988815
nan,nan,6848512,0.0,0.0,17.449760299921035,0.6716161213815213,209,0.0001721311475409836,1001.0,-204.98049996110643,32,4.330689176917076,3.080532566457987,8.25609302520752,8.25609302520752,8.25609302520752,8.25609302520752,12684.55674791336
nan,nan,6881280,0.0,0.0,17.43710346519947,0.6797752686776221,210,0.00017151639344262294,1001.0,-210.84213105128183,32,4.329015302658081,2.8697683097794653,7.9850945472717285,7.9850945472717285,7.9850945472717285,7.9850945472717285,12710.769486427307
nan,nan,6914048,0.0,0.0,17.431573829054834,0.6730145066045224,211,0.0001709016393442623,1001.0,-211.1988761463805,32,4.324611940979958,2.4274869959801437,9.039299964904785,9.039299964904785,9.039299964904785,9.039299964904785,12736.891755342484
nan,nan,6946816,0.0,0.0,17.409822091460228,0.6745308778248728,212,0.00017028688524590164,1001.0,-204.03592422473292,32,4.3181740991771225,2.946797456406057,8.555119514465332,8.555119514465332,8.555119514465332,8.555119514465332,12763.262693405151
nan,nan,6979584,0.0,0.0,17.448138761520386,0.6687950110062957,213,0.00016967213114754099,1001.0,-205.498975990798,32,4.325792568922043,2.822515805065632,8.289567947387695,8.289567947387695,8.289567947387695,8.289567947387695,12789.162204265594
nan,nan,7012352,0.0,0.0,17.444179517030715,0.680048236111179,214,0.0001690573770491803,1001.0,-208.07696911996192,32,4.33100378587842,2.910536738485098,8.857287406921387,8.857287406921387,8.857287406921387,8.857287406921387,12815.191243171692
nan,nan,7045120,0.0,0.0,17.463872808218003,0.6752522340510041,215,0.00016844262295081966,1001.0,-205.2110778675516,32,4.339224583655596,3.27365073915571,7.288482666015625,7.288482666015625,7.288482666015625,7.288482666015625,12841.619403362274
nan,nan,7077888,0.0,0.0,17.449075365066527,0.6696913249325007,216,0.00016782786885245898,1001.0,-212.62979267968572,32,4.336427673697472,1.7373712508939207,9.820069313049316,9.820069313049316,9.820069313049316,9.820069313049316,12867.957562208176
nan,nan,7110656,0.0,0.0,17.416203093528747,0.6657600716222077,217,0.00016721311475409833,1001.0,-209.2961581945092,32,4.318268097937107,3.2137941198423503,7.6446213722229,7.6446213722229,7.6446213722229,7.6446213722229,12893.993902921677
nan,nan,7143424,0.0,0.0,17.395441234111786,0.6881785390898585,218,0.00016659836065573768,1001.0,-207.39977206802237,48,4.325888419896364,2.3506158918142317,9.172235488891602,9.172235488891602,9.172235488891602,9.172235488891602,12920.004635810852
