eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.1015134306398977,0.3882812559604645,0.35200196504592896,0.20913085341453552,0.13149413466453552,0.27022705078125,0.18147011018045306,0.9789569590277096,1.0,34.449803018569945,1,0.0003,1000.0,-454.52685886150084,2,-0.07474382959480863,12.30940801203251,2.615363121032715
,,4096,0.1520228734072589,0.534619152545929,0.45942384004592896,0.29033201932907104,0.150390625,0.35869140625,0.2293010601773858,1.232627742551267,1.0,34.68573248386383,2,0.0002993852459016393,1000.0,-419.57993510858864,2,-0.09079486886621453,8.154940038919449,5.016625881195068
,,6144,0.14628716601000633,0.529345691204071,0.48969727754592896,0.2716308534145355,0.15517577528953552,0.36146240234375,0.23217915347777307,1.2569637155160307,1.0,34.60248181819916,3,0.00029877049180327867,1000.0,-482.458159826705,2,-0.09236745745292865,9.027333814650774,7.426482915878296
,,8192,0.18411790401805775,0.5816406011581421,0.5224609375,0.3177734315395355,0.18413086235523224,0.40150146484375,0.23801590548828244,1.4240664856508374,1.0,34.870556795597075,4,0.000298155737704918,1000.0,-578.1652400851023,2,-0.09538449738174677,10.200806830078363,9.845615863800049
,,10240,0.2156171558832284,0.6209961175918579,0.5787109136581421,0.34282225370407104,0.18833008408546448,0.43271484375,0.2460551060270518,1.677025244012475,1.0,34.91075949668884,5,0.00029754098360655737,1000.0,-541.9965200905905,2,-0.09668615205446258,10.619555223733187,12.141365051269531
-576.1893934092993,87.99321425723541,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.84149980545044
nan,nan,12288,0.12136333114831359,0.50732421875,0.46162110567092896,0.23369140923023224,0.1064453125,0.3272705078125,0.22683209204114974,1.6794741746038198,1.0,34.648326659202574,6,0.0002969262295081967,1000.0,-534.504215927712,2,-0.07559966930421069,15.362559335678815,18.286283016204834
nan,nan,14336,0.13161422691555344,0.5169922113418579,0.46772462129592896,0.2626953125,0.12094726413488388,0.34208984375,0.23301898590289055,1.4258329605683684,1.0,34.53585511445999,7,0.00029631147540983607,1000.0,-556.4407938674378,2,-0.08460362832993269,14.43351137265563,20.794975996017456
nan,nan,16384,0.1876972655983991,0.6240234375,0.546093761920929,0.2703613340854645,0.12128905951976776,0.39044189453125,0.2434218539390713,1.4643533732742071,1.0,34.782594323158264,8,0.00029569672131147536,1000.0,-624.7435263243673,2,-0.09363333157962188,21.098279589414595,23.251755952835083
nan,nan,18432,0.16710148716010736,0.5750488042831421,0.53173828125,0.302490234375,0.14213867485523224,0.38785400390625,0.25062103983946143,1.4263661360368132,1.0,34.63441127538681,9,0.0002950819672131147,1000.0,-850.5630602070472,2,-0.10061670950381085,25.627013179659844,25.628559827804565
nan,nan,20480,0.1596200290347042,0.5685058832168579,0.5191406011581421,0.2916015684604645,0.14238281548023224,0.38040771484375,0.24209522642195225,1.426494817249477,1.0,34.64175137281418,10,0.00029446721311475406,1000.0,-823.1166579662475,2,-0.09266337326262146,24.70411936342716,27.991009950637817
-556.0423856112504,13.114310126508887,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.855719804763794
nan,nan,22528,0.1984036155314243,0.628955066204071,0.567578136920929,0.2821289002895355,0.16582031548023224,0.41112060546875,0.24622671185061334,1.5631849186494946,1.0,34.86704307794571,11,0.0002938524590163934,1000.0,-792.1714958887635,2,-0.09420391883468256,22.06999413520098,34.358611822128296
nan,nan,24576,0.21480523600184825,0.653759777545929,0.57568359375,0.3229003846645355,0.18735352158546448,0.43492431640625,0.2461531376466155,1.8556133069097995,1.0,34.80981557369232,12,0.00029323770491803276,1000.0,-685.2591513213918,2,-0.0918812150717713,17.5900502435863,36.88724684715271
nan,nan,26624,0.28427690880344014,0.724316418170929,0.601318359375,0.285400390625,0.18222656846046448,0.4483154296875,0.24412872781977057,1.9490791538730263,1.0,35.15086748600006,13,0.0002926229508196721,1000.0,-621.4817652640148,2,-0.0913187054102309,16.13402490839362,39.28105807304382
nan,nan,28672,0.321178234389663,0.7450195550918579,0.613232433795929,0.2831054627895355,0.15947265923023224,0.45020751953125,0.2464660218451172,2.16223979908973,1.0,35.16972538232803,14,0.00029200819672131145,1000.0,-628.4008442324323,2,-0.08831181837012991,15.54098457545042,41.71351599693298
nan,nan,30720,0.24520603401615518,0.7081543207168579,0.5550292730331421,0.23833008110523224,0.14443358778953552,0.41148681640625,0.2516174063552171,1.7919696874916553,1.0,34.99633213281631,15,0.0002913934426229508,1000.0,-527.9780644510425,2,-0.09365934102097526,17.216693384200333,44.207594871520996
-432.8467771100313,32.03466160232839,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.03030610084534
nan,nan,32768,0.18726869506426738,0.6356445550918579,0.5013183355331421,0.25541990995407104,0.14584961533546448,0.38455810546875,0.24134801039472223,1.3791697958484292,1.0,34.81640774011612,16,0.00029077868852459015,1000.0,-406.53989822563767,2,-0.09623186850221828,19.851047948002815,50.49275183677673
nan,nan,34816,0.22167051612050273,0.67822265625,0.493896484375,0.21484375,0.14589843153953552,0.38321533203125,0.24960928373038768,1.4656718451529742,1.0,34.97098019123077,17,0.00029016393442622945,1000.0,-173.87634315113098,2,-0.09026734163053333,15.524015274643897,52.88970184326172
nan,nan,36864,0.2051057352364296,0.687939465045929,0.49287110567092896,0.23222656548023224,0.18559570610523224,0.399658203125,0.2409132736735046,1.5103933064267039,1.0,34.82619850635528,18,0.00028954918032786885,1000.0,-226.75454476550692,2,-0.09702480573905632,12.586424603313208,55.31606698036194
nan,nan,38912,0.4062507150032616,0.819140613079071,0.5350097417831421,0.24155274033546448,0.19877929985523224,0.44862060546875,0.2431748422794044,1.9058510072529316,1.0,35.644609689712524,19,0.0002889344262295082,1000.0,-368.5303580468599,2,-0.08449656668817625,8.696285741776228,57.77507781982422
nan,nan,40960,0.4186500162133598,0.8106933832168579,0.5758301019668579,0.23208007216453552,0.18461914360523224,0.4508056640625,0.2380217567551881,2.733892888948321,1.0,35.7784123301506,20,0.00028831967213114755,1000.0,-484.80912119515506,2,-0.08399407378165051,7.907305104564875,60.26232075691223
-590.9825680780627,1.554274122430953,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.12891292572021
nan,nan,43008,0.20833798778476192,0.6575683355331421,0.529003918170929,0.2604003846645355,0.16494140028953552,0.402978515625,0.2310815162025392,2.3780278623104096,1.0,34.74852442741394,21,0.00028770491803278684,1000.0,-544.8106907012886,3,-0.07996905336622148,12.296992903389036,66.50161480903625
