eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.05457076111579227,0.23076172173023224,0.23334960639476776,0.15537109971046448,0.14340820908546448,0.13901367783546448,0.13666991889476776,0.14228515326976776,0.13955077528953552,0.21342773735523224,0.22128906846046448,0.2216796875,0.21250000596046448,0.21298828721046448,0.191162109375,0.18940429389476776,0.16215820610523224,0.184063720703125,0.04111036802642047,0.8766950922145043,10.0,137.15447363853454,1,0.0003,1000.0,-538.564076944106,2,-0.0326991510723019,16.98433689177036,5.09116792678833
,,4096,0.054881908590868986,0.256103515625,0.2596679627895355,0.14213867485523224,0.12875977158546448,0.11064453423023224,0.09755859524011612,0.09599609673023224,0.08505859225988388,0.2542480528354645,0.2637695372104645,0.25849610567092896,0.26054686307907104,0.22885742783546448,0.220947265625,0.17080077528953552,0.16083984076976776,0.187152099609375,0.04611319898976944,0.9990156123414635,10.0,137.2209990501404,2,0.0002993852459016393,1000.0,-585.2468302833349,2,-0.029061551752965896,14.48889106065035,10.446297883987427
,,6144,0.04921139864709403,0.22968749701976776,0.249267578125,0.11308594048023224,0.09770508110523224,0.08559570461511612,0.08334960788488388,0.06645508110523224,0.06831054389476776,0.2576660215854645,0.2608398497104645,0.24692383408546448,0.2523437440395355,0.21621093153953552,0.18984374403953552,0.15556640923023224,0.13227538764476776,0.1690704345703125,0.04554064703406766,0.962833496183157,10.0,137.09590582847596,3,0.00029877049180327867,1000.0,-670.4999976177232,2,-0.026716610669973308,22.07281729578972,15.827704906463623
,,8192,0.05465467204357992,0.28081053495407104,0.3013671934604645,0.11684570461511612,0.10249023139476776,0.07778320461511612,0.065673828125,0.06479492038488388,0.06010742112994194,0.28618162870407104,0.29365235567092896,0.2822265625,0.2699218690395355,0.23349609971046448,0.21352538466453552,0.177001953125,0.1513671875,0.186077880859375,0.04816691454616375,1.0163609618321061,10.0,137.0708718776703,4,0.000298155737704918,1000.0,-696.9166724368763,2,-0.031430582914617845,11.821484415233135,21.155179738998413
,,10240,0.06318256946342445,0.30546873807907104,0.3519043028354645,0.13095703721046448,0.108154296875,0.09711913764476776,0.07861328125,0.07119140774011612,0.07558593899011612,0.33100587129592896,0.3350585997104645,0.3154296875,0.2876953184604645,0.25957030057907104,0.24355468153953552,0.18134765326976776,0.14326171576976776,0.207244873046875,0.05016674310900271,1.061055370606482,10.0,137.38798160552977,5,0.00029754098360655737,1000.0,-761.1654880165665,2,-0.0359654956671875,28.078983610868455,26.376466035842896
-563.1484991996404,2.7701490594527804,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.51221299171448
nan,nan,12288,0.08129154022117291,0.39921873807907104,0.3863281309604645,0.15625,0.14111328125,0.126953125,0.104736328125,0.09614257514476776,0.09296874701976776,0.388671875,0.38164061307907104,0.3687500059604645,0.34296876192092896,0.2999023497104645,0.26508790254592896,0.228759765625,0.18056640028953552,0.247503662109375,0.053514744900166986,1.2716531302779912,10.0,137.41654782295228,6,0.0002969262295081967,1000.0,-753.6085998717253,2,-0.04451219725306146,12.793626131862402,42.80539608001709
nan,nan,14336,0.08499128638068214,0.4278808534145355,0.41694337129592896,0.16914062201976776,0.14462891221046448,0.13300780951976776,0.11318359524011612,0.10239257663488388,0.11733398586511612,0.405029296875,0.39848631620407104,0.37919920682907104,0.364013671875,0.3203125,0.2740234434604645,0.22709961235523224,0.20781250298023224,0.262530517578125,0.05617808245588094,1.7211334517225623,10.0,137.6815957069397,7,0.00029631147540983607,1000.0,-664.044659932322,2,-0.04792773523950018,9.794339297711849,48.22171187400818
nan,nan,16384,0.06955920515083562,0.44047850370407104,0.39765626192092896,0.13359375298023224,0.1083984375,0.09804687649011612,0.08769531548023224,0.08188476413488388,0.08964844048023224,0.3871093690395355,0.35356444120407104,0.33549803495407104,0.30122071504592896,0.27949219942092896,0.2119140625,0.15986327826976776,0.1513671875,0.2260894775390625,0.053827186301350596,1.395057480223477,10.0,137.22613816261293,8,0.00029569672131147536,1000.0,-478.5701954854235,2,-0.044449703325517474,12.296978791058063,53.45267200469971
nan,nan,18432,0.04774960718841612,0.3091796934604645,0.2994628846645355,0.08837890625,0.08579101413488388,0.07216797024011612,0.06992187350988388,0.06938476860523224,0.07534179836511612,0.2771972715854645,0.2520507872104645,0.24052734673023224,0.19248047471046448,0.18037109076976776,0.15317383408546448,0.115234375,0.10444335639476776,0.1615692138671875,0.04628462293185294,0.9973723175004124,10.0,136.93728532791138,9,0.0002950819672131147,1000.0,-322.48575945530115,2,-0.026791770005365832,21.63605958223343,58.81655669212341
