eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,86016,5.861829002056038,0.5130370855331421,0.5047363042831421,0.518261730670929,0.5274902582168579,0.5160156488418579,0.529980480670929,0.5313965082168579,0.5392090082168579,0.5050293207168579,0.5059570074081421,0.5062011480331421,0.509033203125,0.5069335699081421,0.5064452886581421,0.512011706829071,0.5189453363418579,0.515667724609375,1282.1184286594391,42,0.0002747950819672131,1000.0,498.1476696394382,3,0.06056677273882087,37.169093197584154,282.094633102417
nan,nan,88064,7.9348522300138935,0.592968761920929,0.607617199420929,0.6357421875,0.632519543170929,0.63525390625,0.640185534954071,0.641064465045929,0.6432129144668579,0.605273425579071,0.6070312261581421,0.606689453125,0.6114257574081421,0.6124023199081421,0.622363269329071,0.6219238042831421,0.62451171875,0.6212615966796875,1551.2718182086944,43,0.0002741803278688524,1000.0,851.656468419661,2,0.10590915624925401,37.14270222783089,287.3944911956787
nan,nan,90112,7.056986654912544,0.66748046875,0.667919933795929,0.7164062261581421,0.7198730707168579,0.7291504144668579,0.733349621295929,0.7357422113418579,0.738525390625,0.6749023199081421,0.6727050542831421,0.6824706792831421,0.68310546875,0.69287109375,0.698779284954071,0.705078125,0.7103515863418579,0.70179443359375,767.588336801529,44,0.00027356557377049176,1000.0,-103.31545482088188,2,0.017178905170294457,48.982989847660065,292.54592418670654
878.0989863834963,673.2609195615146,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,305.25449323654175
nan,nan,92160,9.13410341612762,0.727832019329071,0.732373058795929,0.800244152545929,0.8124023675918579,0.8199218511581421,0.823437511920929,0.83056640625,0.8357909917831421,0.7374023199081421,0.742236316204071,0.755078136920929,0.7694336175918579,0.7745116949081421,0.7867187261581421,0.790332019329071,0.7977539300918579,0.783502197265625,5512.828217124939,45,0.0002729508196721311,1000.0,373.3794429030557,2,0.042336902173701674,46.487379115819934,310.00082206726074
nan,nan,94208,2.780047720920993,0.5648437738418579,0.44707030057907104,0.757080078125,0.803662121295929,0.842578113079071,0.8778320550918579,0.9027343988418579,0.9269043207168579,0.40581053495407104,0.42573243379592896,0.47187501192092896,0.5054687261581421,0.551708996295929,0.6036132574081421,0.660205066204071,0.715576171875,0.65391845703125,217.1685345172882,46,0.00027233606557377046,1000.0,-498.00706817303603,2,-0.018922139606729615,1.7382217534752271,314.81516432762146
nan,nan,96256,9.872941059042933,0.7259277105331421,0.6549316644668579,0.93505859375,0.9449218511581421,0.955517590045929,0.966748058795929,0.9736328125,0.9788573980331421,0.6620117425918579,0.716992199420929,0.749560534954071,0.7813965082168579,0.809374988079071,0.844677746295929,0.8861328363418579,0.917724609375,0.8439666748046875,1359.4713541984559,47,0.0002717213114754098,1000.0,-598.3942574116013,2,0.02060292778769508,3.0350896660427678,319.5639853477478
nan,nan,98304,10.041583667788654,0.5132812261581421,0.42729490995407104,0.9658203125,0.971240222454071,0.9737793207168579,0.976855456829071,0.978515625,0.98046875,0.6260741949081421,0.7892090082168579,0.8621581792831421,0.912548840045929,0.9361816644668579,0.9493163824081421,0.9591308832168579,0.9620116949081421,0.861492919921875,819.9774518013,48,0.00027110655737704915,1000.0,-598.056493955108,2,0.00794335843238514,3.0301454609551,324.38275933265686
nan,nan,100352,8.798149659451337,0.689501941204071,0.574658215045929,0.876904308795929,0.8873046636581421,0.8994140625,0.908496081829071,0.9183593988418579,0.925830066204071,0.3956542909145355,0.3907226622104645,0.57080078125,0.728466808795929,0.8099120855331421,0.8396972417831421,0.856201171875,0.866894543170929,0.7586761474609375,872.4074417591095,49,0.0002704918032786885,1000.0,-596.8869137689088,2,0.0057331465097377075,3.3528601070400326,329.0332272052765
-596.7789220924947,1.1429926284015233,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.0937042236328
nan,nan,102400,14.518213674484286,0.4784179627895355,0.788037121295929,0.9849609136581421,0.985888659954071,0.9869140386581421,0.986767590045929,0.988964855670929,0.9903320074081421,0.943115234375,0.9706054925918579,0.9765625,0.977783203125,0.978564441204071,0.9798828363418579,0.9800781011581421,0.982226550579071,0.93619384765625,2436.953465414047,50,0.00026987704918032785,1000.0,-597.4498012004151,2,0.012476548462291247,4.390874543320388,345.686763048172
nan,nan,104448,6.2699128103558905,0.35004884004592896,0.4859375059604645,0.6576172113418579,0.6649414300918579,0.67724609375,0.701464831829071,0.715624988079071,0.7449706792831421,0.579833984375,0.601318359375,0.6097167730331421,0.618945300579071,0.629687488079071,0.6475585699081421,0.65673828125,0.6541992425918579,0.6247406005859375,332.282914352417,51,0.00026926229508196715,1000.0,-596.2359152170332,2,0.0077965414908248935,5.3122499859659005,350.6835651397705
