eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,47104,0.07114687373396009,0.39375001192092896,0.37841796875,0.11650390923023224,0.100830078125,0.10209961235523224,0.09443359076976776,0.09770508110523224,0.10786132514476776,0.36235350370407104,0.32695311307907104,0.30048829317092896,0.28706055879592896,0.2586914002895355,0.21479491889476776,0.18095703423023224,0.13652344048023224,0.2162139892578125,0.04353034651721828,0.964611158054322,10.0,69.44129521846772,23,0.00028647540983606554,6.0,2.253354343213361,341,-0.03318549454270396,0.0066083699304726904,138.1758518218994
nan,nan,49152,0.1027619770517049,0.5911620855331421,0.530957043170929,0.14121094346046448,0.11845703423023224,0.10776367038488388,0.09804687649011612,0.09370116889476776,0.10400390625,0.4715332090854645,0.40937501192092896,0.36542969942092896,0.33344727754592896,0.29619139432907104,0.25727540254592896,0.205810546875,0.16000977158546448,0.2677734375,0.05559407634427771,1.0770302752032876,10.0,69.73996591567993,24,0.0002858606557377049,6.0,2.5343438736839112,342,-0.057252216967754066,0.014976367237977684,144.20765805244446
nan,nan,51200,0.09106557241520932,0.48247069120407104,0.467041015625,0.148681640625,0.12900391221046448,0.10141601413488388,0.09291992336511612,0.07900390774011612,0.080078125,0.4388183653354645,0.40581053495407104,0.38251954317092896,0.3404785096645355,0.311279296875,0.28374022245407104,0.22915038466453552,0.18857422471046448,0.2600616455078125,0.056318549998104574,1.1542129134759307,10.0,69.43320286273956,25,0.00028524590163934424,6.086309523809524,3.0565076403190403,336,-0.05705388530623168,0.052577622164972124,150.17366790771484
4.142074841206313,0.6065766246938045,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.25637292861938
nan,nan,53248,0.09362891935561493,0.4920410215854645,0.4784179627895355,0.147216796875,0.11391601711511612,0.08784179389476776,0.06582031399011612,0.05903320387005806,0.06987304985523224,0.43291014432907104,0.4111328125,0.38701170682907104,0.3399902284145355,0.30048829317092896,0.26396483182907104,0.22236327826976776,0.18095703423023224,0.2533111572265625,0.05469496418954804,1.039543060027063,10.0,69.62392275333404,26,0.0002846311475409836,6.5495207667731625,3.933295249312298,313,-0.050122936052503064,0.1277899008244276,156.22470498085022
nan,nan,55296,0.17840877513244777,0.603955090045929,0.582470715045929,0.15463867783546448,0.12460937350988388,0.102783203125,0.08686523139476776,0.08525390923023224,0.08901367336511612,0.5220702886581421,0.48540037870407104,0.440185546875,0.3971191346645355,0.36767578125,0.31538087129592896,0.2582031190395355,0.20493164658546448,0.3012847900390625,0.05550303776981309,1.0181470725685358,10.0,71.10941219329834,27,0.00028401639344262294,6.9523809523809526,4.85943664957049,294,-0.046901777113089335,0.03975320342578925,162.1710000038147
nan,nan,57344,0.08301040761944023,0.49755859375,0.45576173067092896,0.12617187201976776,0.10112304985523224,0.08476562798023224,0.07294921576976776,0.07612304389476776,0.07851562649011612,0.4124511778354645,0.40087890625,0.3450683653354645,0.316162109375,0.2518066465854645,0.2294921875,0.19711914658546448,0.14897461235523224,0.2371826171875,0.05095582123612985,1.1006733264774085,10.0,69.50027434825897,28,0.0002834016393442623,6.996587030716723,4.993915575993793,293,-0.03996711625368334,0.010194095718907193,167.96059679985046
nan,nan,59392,0.07870315840136755,0.4922851622104645,0.4857421815395355,0.10585937649011612,0.09116210788488388,0.07646484673023224,0.06865234673023224,0.07182617485523224,0.08193359524011612,0.4476074278354645,0.40229493379592896,0.3658203184604645,0.3248535096645355,0.264892578125,0.19614258408546448,0.16538086533546448,0.13198241591453552,0.2358062744140625,0.05555748334154487,1.1515206133946776,10.0,69.4867395401001,29,0.00028278688524590163,7.0,5.0117827258652135,293,-0.043521778541617095,0.004968048920272849,173.84734511375427
nan,nan,61440,0.08657011298637371,0.511181652545929,0.49833983182907104,0.10219726711511612,0.08110351860523224,0.07280273735523224,0.06596679985523224,0.063232421875,0.06987304985523224,0.473388671875,0.43476563692092896,0.3963867127895355,0.3411621153354645,0.30034178495407104,0.23017577826976776,0.16025391221046448,0.12382812798023224,0.2453125,0.05853976575890556,1.3203191390261053,10.0,69.31984198093414,30,0.00028217213114754093,7.0,5.001871462505292,292,-0.04490615248214454,0.003091206095996313,179.7192440032959
4.90706932366163,0.06018846161107129,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179.80685997009277
nan,nan,63488,0.08478141908162798,0.5082031488418579,0.4874023497104645,0.10263671725988388,0.09111328423023224,0.07363281399011612,0.068359375,0.06674804538488388,0.07939453423023224,0.4344238340854645,0.39824217557907104,0.38715821504592896,0.35600584745407104,0.3084960877895355,0.23393554985523224,0.16323241591453552,0.115478515625,0.2421539306640625,0.05746617834083736,1.2085080612450838,10.0,69.60217053890229,31,0.0002815573770491803,7.0,4.96848576568213,293,-0.04415185503894463,0.0024659058635734254,185.72846603393555
nan,nan,65536,0.0884028841057443,0.531445324420929,0.512255847454071,0.11606445163488388,0.088623046875,0.08837890625,0.07900390774011612,0.08305664360523224,0.0908203125,0.4458984434604645,0.394287109375,0.3719726502895355,0.328125,0.28759765625,0.20200195908546448,0.158447265625,0.12539061903953552,0.2439605712890625,0.05807419521734118,1.181830084696412,10.0,69.59490463733673,32,0.0002809426229508196,7.0,4.929628725312702,292,-0.043860347499139606,0.0015819215686860844,191.76217198371887
nan,nan,67584,0.1187527424764994,0.5653320550918579,0.5738769769668579,0.12705078721046448,0.09912109375,0.083740234375,0.07705078274011612,0.08002929389476776,0.10205078125,0.5333007574081421,0.5018554925918579,0.4930664002895355,0.4405761659145355,0.373046875,0.2933105528354645,0.20683594048023224,0.165283203125,0.294720458984375,0.0580916692269966,3.003661810606718,10.0,70.07159962654114,33,0.00028032786885245903,7.048109965635739,4.9888584754314245,291,-0.05706161527778022,0.02672511070923065,197.83668398857117
nan,nan,69632,0.10447305005873204,0.543408215045929,0.5101073980331421,0.14975586533546448,0.12705078721046448,0.11064453423023224,0.093994140625,0.08745117485523224,0.08876953274011612,0.4713378846645355,0.4334472715854645,0.3949218690395355,0.3765625059604645,0.32568359375,0.27031248807907104,0.21254882216453552,0.18701171875,0.27393798828125,0.057139492931310085,2.2588856330141427,10.0,69.70769584178925,34,0.0002797131147540983,8.019607843137255,6.568462855212109,255,-0.05430084483232349,1.7925289910286666,203.86876606941223
nan,nan,71680,0.09075465866662853,0.538281261920929,0.5174804925918579,0.08857421576976776,0.06791992485523224,0.05576171725988388,0.04536132887005806,0.04521484300494194,0.04667968675494194,0.45820313692092896,0.4351562559604645,0.39404296875,0.3357910215854645,0.2842773497104645,0.22626952826976776,0.16533203423023224,0.12221679836511612,0.23916015625,0.058554364240262655,1.1300274435430766,10.0,69.58195626735687,35,0.00027909836065573767,19.815533980582526,29.713388305621866,103,-0.05642099837423302,36.63781514763832,209.87036895751953
37.1203745386264,0.7947859301052687,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,210.15092396736145
