eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,256000,0.07476437717996305,0.24946288764476776,0.20742186903953552,0.180419921875,0.174072265625,0.18012695014476776,0.21337890625,0.2646484375,0.31464844942092896,0.2230224609375,0.017085510210017675,0.17513800240121782,10.0,68.80981161594391,125,0.0002237704918032787,1000.0,317.0725433553134,3,-0.023019016832404305,32.46081013679505,582.9301869869232
nan,nan,258048,0.0638883683932363,0.22465820610523224,0.20395508408546448,0.184814453125,0.16259765625,0.15883788466453552,0.18266601860523224,0.218017578125,0.2752441465854645,0.201348876953125,0.01765564622473903,0.17831082423217595,10.0,68.63323950767517,126,0.00022315573770491804,1000.0,201.1443777670284,2,-0.02231125748512568,43.0189989566803,586.3318231105804
nan,nan,260096,0.08299913847731659,0.2708496153354645,0.212158203125,0.17666015028953552,0.17397460341453552,0.18632812798023224,0.21870116889476776,0.2786621153354645,0.345458984375,0.23284912109375,0.01741311194782611,0.1744152412749827,10.0,68.7537193775177,127,0.00022254098360655736,1000.0,158.2087253354083,2,-0.014281106826092582,32.73654339313507,589.8467729091644
186.41091775229503,47.01302799745755,260096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,596.1816749572754
nan,nan,262144,0.08751757581776473,0.2710937559604645,0.23066405951976776,0.20380859076976776,0.19526366889476776,0.20859375596046448,0.23388671875,0.2904296815395355,0.337158203125,0.2463623046875,0.017018608166836202,0.17026833705604077,10.0,68.9394855260849,128,0.0002219262295081967,1000.0,143.54059923602028,2,-0.01906616171618225,31.596372544765472,599.5779931545258
nan,nan,264192,0.09845928425347665,0.2587890625,0.24399414658546448,0.21484375,0.20332030951976776,0.21762695908546448,0.25605469942092896,0.3150390684604645,0.389892578125,0.262445068359375,0.017571561853401363,0.17891625058837235,10.0,68.80958349704743,129,0.00022131147540983603,1000.0,124.12816398972538,2,-0.014110010321019217,22.832587325572966,603.0411269664764
nan,nan,266240,0.07720996741263661,0.23232421278953552,0.19765624403953552,0.182373046875,0.16562500596046448,0.17924804985523224,0.20122070610523224,0.26899415254592896,0.35258787870407104,0.222503662109375,0.015927665223716757,0.1596209499752149,10.0,68.61319034099579,130,0.00022069672131147538,1000.0,4.211460653189292,2,-0.016628607573511544,28.793606907129288,606.4053008556366
nan,nan,268288,0.08395324856683146,0.20493164658546448,0.20976562798023224,0.17963866889476776,0.18813475966453552,0.20791015028953552,0.24335937201976776,0.28803712129592896,0.361083984375,0.235357666015625,0.013919952473952436,0.1369282722705975,10.0,68.61815848350525,131,0.00022008196721311473,1000.0,-7.053392911229974,2,-0.01270479177692323,25.53646787106991,609.9517800807953
nan,nan,270336,1.0349440865713404,0.26826173067092896,0.24311523139476776,0.24790039658546448,0.28398436307907104,0.32172852754592896,0.3709472715854645,0.44877928495407104,0.546826183795929,0.34144287109375,0.021437135396990926,0.21669635334983467,10.0,84.9649175643921,132,0.00021946721311475408,1000.0,23.664739910247263,2,0.03304587157035712,31.232318007946013,613.5338442325592
90.20982422310945,128.3204413188801,270336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,619.8429989814758
nan,nan,272384,0.06762127193069319,0.17719726264476776,0.16743163764476776,0.16718749701976776,0.16240234673023224,0.16938476264476776,0.19965820014476776,0.23749999701976776,0.30708009004592896,0.198480224609375,0.012352687236852945,0.12010466358624398,10.0,68.66614058017731,133,0.00021885245901639343,1000.0,301.2006394480271,2,-0.019548350410332205,44.75835844874382,623.3858189582825
nan,nan,274432,0.12052340886730235,0.284423828125,0.24443359673023224,0.24204102158546448,0.23374024033546448,0.23911133408546448,0.2742675840854645,0.3212890625,0.3719238340854645,0.27640380859375,0.012465438499930315,0.12530180418398232,10.0,69.20081534385682,134,0.00021823770491803278,1000.0,10.03945001360691,2,-0.01503410714576603,29.394442597031592,626.7232220172882
nan,nan,276480,0.07032208699092735,0.19584961235523224,0.17182616889476776,0.17036132514476776,0.18110351264476776,0.182373046875,0.20517578721046448,0.24033203721046448,0.30854493379592896,0.20694580078125,0.011930716087226756,0.11846742581110448,10.0,68.83707876205445,135,0.0002176229508196721,1000.0,74.53454864854297,2,-0.0182544751012756,41.791521513462065,630.2437229156494
nan,nan,278528,0.06514169235415465,0.19453124701976776,0.16367188096046448,0.15888671576976776,0.164794921875,0.16645507514476776,0.18974609673023224,0.22915038466453552,0.2930664122104645,0.195037841796875,0.011244528758106753,0.11004877008963376,10.0,68.78504071235656,136,0.00021700819672131145,1000.0,292.5037853185222,2,-0.023435731367499102,43.18813147544861,633.8320600986481
nan,nan,280576,0.06452173939906061,0.22695311903953552,0.20200195908546448,0.16357421875,0.15297850966453552,0.16162109375,0.18095703423023224,0.21333007514476776,0.26728516817092896,0.196087646484375,0.012506857170956209,0.12188025282230228,10.0,68.64106390476226,137,0.0002163934426229508,1000.0,342.6898114985,2,-0.027706584683619438,49.8731106698513,637.0866990089417
-31.778884482442002,270.29144468376785,280576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,643.5073928833008
nan,nan,282624,0.0726456546690315,0.22202149033546448,0.20087890326976776,0.19140625,0.18535156548023224,0.18325194716453552,0.20478515326976776,0.23393554985523224,0.3041015565395355,0.215716552734375,0.013147929450497031,0.13568438871297986,10.0,68.60892324447632,138,0.00021577868852459012,1000.0,-257.81401505317996,2,-0.024015634655370377,52.95991641879082,646.8899710178375
nan,nan,284672,0.06230953179911012,0.22353515028953552,0.18208007514476776,0.16303710639476776,0.15761718153953552,0.16025391221046448,0.17050781846046448,0.202880859375,0.26518553495407104,0.19063720703125,0.013128736082580871,0.13057420779950918,10.0,68.70166687965393,139,0.00021516393442622947,1000.0,66.12607059218271,2,-0.02490267840476008,53.45605207681656,650.3914399147034
nan,nan,286720,0.07402294014245854,0.23159179091453552,0.19374999403953552,0.19853515923023224,0.17822265625,0.18022461235523224,0.21010741591453552,0.24775390326976776,0.3008789122104645,0.217633056640625,0.012284527605515905,0.12413985750172288,10.0,68.76234290599822,140,0.00021454918032786884,1000.0,286.9250212957928,2,-0.01859634363936493,59.325514656305316,653.9364500045776
nan,nan,288768,0.08519222475806601,0.21171875298023224,0.19257812201976776,0.19135741889476776,0.19931641221046448,0.20278319716453552,0.22265625,0.2721191346645355,0.33037108182907104,0.227862548828125,0.01155111778061837,0.11644970627967269,10.0,68.6694761276245,141,0.0002139344262295082,1000.0,104.3361240719555,2,-0.023183310716922277,50.84485695958138,657.1942069530487
nan,nan,290816,0.07690136385790539,0.21279296278953552,0.20439453423023224,0.191650390625,0.189453125,0.20102539658546448,0.219970703125,0.25830078125,0.3167480528354645,0.2242919921875,0.011452545353677124,0.11636891562957316,10.0,68.62369270324707,142,0.00021331967213114754,1000.0,407.95141935091726,2,-0.02388194770028349,62.750799489021304,660.5778651237488
482.51942443943574,337.4246961966376,290816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,667.0077900886536
nan,nan,292864,0.08579119817732135,0.22670897841453552,0.22524413466453552,0.217529296875,0.20786133408546448,0.21396484971046448,0.22895507514476776,0.2745117247104645,0.3426269590854645,0.24217529296875,0.011159948038402945,0.11411809255369007,10.0,68.92902221679688,143,0.0002127049180327869,1000.0,201.2486104770609,2,-0.024201685564548825,58.16245458722115,670.552533864975
nan,nan,294912,0.06922107735881582,0.21259765326976776,0.19736328721046448,0.18461914360523224,0.17167969048023224,0.17856445908546448,0.198974609375,0.2503906190395355,0.3106445372104645,0.213104248046875,0.010188313346588984,0.10444998960010707,10.0,68.63651893138885,144,0.0002120901639344262,1000.0,538.8069962956654,2,-0.0260586350421363,75.67531065940857,673.9471099376678
nan,nan,296960,0.07834352852223674,0.23588867485523224,0.20834961533546448,0.18520507216453552,0.18930664658546448,0.196044921875,0.21987304091453552,0.26728516817092896,0.324951171875,0.228363037109375,0.01041993121325504,0.10597437701653689,10.0,68.74165468215942,145,0.00021147540983606556,1000.0,423.80818133922486,2,-0.02420843528379919,69.85706481933593,677.3540079593658
nan,nan,299008,2.188913171738386,0.23749999701976776,0.23984375596046448,0.268798828125,0.34013670682907104,0.40791016817092896,0.4742187559604645,0.5496581792831421,0.639941394329071,0.3947509765625,0.03363391309685539,0.33711884622462096,10.0,108.1942084789276,146,0.00021086065573770488,1000.0,437.30474055282116,3,0.007690739436657168,63.96244206428528,680.7784769535065
nan,nan,301056,0.09897204058070201,0.25029295682907104,0.24921874701976776,0.24931640923023224,0.25322264432907104,0.248291015625,0.2633300721645355,0.3065429627895355,0.3642578125,0.27305908203125,0.010340278520016,0.10797837638529018,10.0,68.82502157688141,147,0.00021024590163934423,1000.0,-21.200921381137192,2,-0.019427994892612332,34.90482109487057,684.182422876358
332.95949802243916,216.85567269156357,301056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,690.6611838340759
nan,nan,303104,0.06997265045938547,0.187744140625,0.16469725966453552,0.17338867485523224,0.17402343451976776,0.18842773139476776,0.20742186903953552,0.24692383408546448,0.31123048067092896,0.206732177734375,0.007614183901750948,0.0764688684605062,10.0,68.55875210762024,148,0.00020963114754098358,1000.0,378.3745053438289,2,-0.020376704659975077,72.42090570926666,694.0374250411987
nan,nan,305152,0.05725865422718925,0.17519530653953552,0.15932616591453552,0.16074219346046448,0.15839843451976776,0.164306640625,0.17763671278953552,0.207763671875,0.2577148377895355,0.182635498046875,0.0067088069656165315,0.06729543217225001,10.0,68.66314108371735,149,0.00020901639344262293,1000.0,426.6334873912471,2,-0.026046686729387147,75.99853011369706,697.4500589370728
nan,nan,307200,0.07344628389582794,0.178466796875,0.16875000298023224,0.19394531846046448,0.199951171875,0.20083007216453552,0.22031250596046448,0.26416015625,0.3412109315395355,0.220953369140625,0.006988920684671029,0.07158592176856474,10.0,68.58538875579833,150,0.00020840163934426228,1000.0,482.1754890629647,2,-0.024258992092836707,68.30573160648346,700.9054009914398
nan,nan,309248,0.0728117957165523,0.18720702826976776,0.19184570014476776,0.18979492783546448,0.20053711533546448,0.20400390028953552,0.21577148139476776,0.24638672173023224,0.3070312440395355,0.217822265625,0.00724856074230047,0.07234933521831408,10.0,68.79109423160553,151,0.00020778688524590163,1000.0,353.2691198367805,2,-0.024321623246942183,74.80772434473037,704.3113708496094
nan,nan,311296,0.12222941154468572,0.21538086235523224,0.19575195014476776,0.20957031846046448,0.206298828125,0.224853515625,0.25092774629592896,0.3031249940395355,0.36542969942092896,0.246417236328125,0.008640411467058583,0.08665855794679374,10.0,69.12898962497711,152,0.00020717213114754098,1000.0,136.55019548383788,2,-0.01735222585266456,66.02614265680313,707.8877501487732
371.4555160913204,125.9070976063193,311296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,714.2839179039001
nan,nan,313344,0.07217045248944487,0.189697265625,0.18862304091453552,0.18198242783546448,0.18413086235523224,0.19291992485523224,0.21713867783546448,0.24921874701976776,0.3094238340854645,0.214141845703125,0.0068031944843824025,0.06877662745537236,10.0,68.83069603443145,153,0.0002065573770491803,1000.0,393.0663976191264,2,-0.021133355219353687,73.81973267793656,717.6899728775024
nan,nan,315392,0.06332860035981866,0.20112304389476776,0.16875000298023224,0.165771484375,0.18325194716453552,0.18173828721046448,0.184326171875,0.22148437798023224,0.2845703065395355,0.198876953125,0.006816585626802407,0.0698358734487556,10.0,68.9245172739029,154,0.00020594262295081965,1000.0,413.2910761235328,2,-0.0317368972568147,81.34331493377685,721.110132932663
nan,nan,317440,0.10215345695105497,0.26191407442092896,0.24038085341453552,0.24028320610523224,0.2542480528354645,0.2610839903354645,0.283447265625,0.330810546875,0.3766113221645355,0.281097412109375,0.007607616118912119,0.08849837068701163,10.0,69.00171163082123,155,0.00020532786885245897,1000.0,-187.40719245899936,2,-0.021737204337114235,50.145276778936385,724.4481420516968
nan,nan,319488,0.08924898812692846,0.21210937201976776,0.21914061903953552,0.224853515625,0.23828125,0.24775390326976776,0.25957030057907104,0.31103515625,0.3597656190395355,0.259063720703125,0.006812082786927931,0.07343424540013074,10.0,68.92693231105804,156,0.00020471311475409832,1000.0,-163.75684545066127,2,-0.024033308993602988,51.03580226898193,727.9944169521332
nan,nan,321536,0.07267075763666071,0.20112304389476776,0.19121094048023224,0.19218750298023224,0.19184570014476776,0.20024414360523224,0.21923828125,0.2516113221645355,0.29365235567092896,0.21763916015625,0.006407849739480298,0.06590517049189656,10.0,68.67331645488738,157,0.0002040983606557377,1000.0,23.31928534878378,2,-0.025972479811753147,63.75924826860428,731.5649020671844
61.965789152622314,401.1177069702284,321536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,737.951563835144
nan,nan,323584,0.08490069406398107,0.22119140625,0.22026367485523224,0.22617188096046448,0.23872070014476776,0.23344726860523224,0.252685546875,0.28803712129592896,0.33183592557907104,0.251544189453125,0.00609072427614592,0.07733875509584323,10.0,68.68873298168182,158,0.00020348360655737704,1000.0,66.87656321370565,2,-0.030096761583263288,57.488093215227124,741.32501912117
nan,nan,325632,0.09557006353861652,0.23784179985523224,0.23520508408546448,0.23979492485523224,0.23896484076976776,0.25200194120407104,0.2598632872104645,0.2977050840854645,0.3603515625,0.265216064453125,0.006259387290629093,0.06981521436246112,10.0,68.9904773235321,159,0.0002028688524590164,1000.0,-164.2413329488848,2,-0.02916940653367419,52.14228861927986,744.7853538990021
nan,nan,327680,2.2107024465600262,0.35039061307907104,0.3565429747104645,0.39179688692092896,0.46552735567092896,0.5252929925918579,0.5849609375,0.655322253704071,0.723583996295929,0.50667724609375,0.021068208539509213,0.28447825874900445,10.0,112.38595736026764,160,0.00020225409836065574,1000.0,-427.0004920435142,2,0.01630083600321086,42.34548308253288,748.3537919521332
nan,nan,329728,0.09388299502170412,0.23203125596046448,0.22231444716453552,0.22919921576976776,0.24238280951976776,0.25239259004592896,0.27348631620407104,0.30927735567092896,0.35502928495407104,0.26451416015625,0.008955089606752153,0.10264052550774068,10.0,69.0042307138443,161,0.0002016393442622951,1000.0,-329.18923329665523,2,-0.022742365838348634,49.54817391037941,751.973109960556
nan,nan,331776,0.08071692215453367,0.20644530653953552,0.21142578125,0.20883789658546448,0.20932617783546448,0.22089843451976776,0.24228516221046448,0.28911131620407104,0.33247071504592896,0.24010009765625,0.004655537760845619,0.0467323501012288,10.0,68.71485185623169,162,0.0002010245901639344,1000.0,229.0691166133235,2,-0.0245373511877915,44.51537542939186,755.4886701107025
146.81210272983475,92.74544899688217,331776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,761.9209640026093
nan,nan,333824,0.08120101644017268,0.204345703125,0.21230468153953552,0.21684570610523224,0.22358398139476776,0.22929687798023224,0.24941405653953552,0.2928222715854645,0.3473144471645355,0.246990966796875,0.0041622947042924355,0.04338035610271618,10.0,68.8494237422943,163,0.00020040983606557376,1000.0,24.704627757667787,2,-0.02685631396889221,46.76834838986397,765.4015989303589
nan,nan,335872,0.08469284733437235,0.22446289658546448,0.21196289360523224,0.21796874701976776,0.22001953423023224,0.22119140625,0.254638671875,0.2837890684604645,0.34428709745407104,0.2472900390625,0.004988172819139436,0.05175011152168736,10.0,68.6974709033966,164,0.00019979508196721308,1000.0,-13.02228672306721,2,-0.020737333666238554,41.05705162882805,768.9095342159271
nan,nan,337920,0.08786008969182149,0.21840819716453552,0.21689453721046448,0.22719725966453552,0.21601562201976776,0.22187499701976776,0.23930664360523224,0.28813475370407104,0.355224609375,0.247882080078125,0.004853596867906163,0.05030200525652617,10.0,68.90140328407287,165,0.00019918032786885243,1000.0,80.16626365023002,2,-0.027122351894104214,39.91735342144966,772.3576788902283
nan,nan,339968,0.08123792888218304,0.21552734076976776,0.1982421875,0.21660156548023224,0.21630859375,0.22592774033546448,0.23867186903953552,0.2783203125,0.33222657442092896,0.240228271484375,0.004424074709095294,0.044116593222133814,10.0,68.71793885231018,166,0.00019856557377049178,1000.0,192.19761416253138,2,-0.02855450427668984,36.647005879878996,775.9533200263977
nan,nan,342016,0.09606960617238655,0.23847655951976776,0.23334960639476776,0.23256835341453552,0.226806640625,0.24111327528953552,0.24326172471046448,0.2757324278354645,0.32475584745407104,0.252008056640625,0.005590584481251426,0.05850357309682295,10.0,68.8876665353775,167,0.00019795081967213113,1000.0,103.2688130490722,3,-0.0358577694428277,42.02231696844101,779.3417909145355
247.2621578508337,106.55314230060135,342016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,785.7020750045776
nan,nan,344064,0.0799995740489976,0.20791015028953552,0.20371094346046448,0.209716796875,0.20869140326976776,0.22783203423023224,0.24140624701976776,0.26958006620407104,0.3296875059604645,0.23731689453125,0.005224883290065918,0.05282326517626643,10.0,68.82235922813416,168,0.00019733606557377048,1000.0,232.51370938373293,2,-0.026575372783554485,36.960466265678406,789.2283980846405
nan,nan,346112,0.08243876331980574,0.20341797173023224,0.20200195908546448,0.21132811903953552,0.21718749403953552,0.22675780951976776,0.24746093153953552,0.2830566465854645,0.3424316346645355,0.241705322265625,0.005736917049216572,0.05950709816534072,10.0,68.71753151416779,169,0.00019672131147540983,1000.0,147.34986272415298,2,-0.025559083964981254,45.55577906370163,792.5953891277313
nan,nan,348160,0.0852559364240733,0.22934570908546448,0.21054688096046448,0.19638672471046448,0.21484375,0.23593750596046448,0.24594727158546448,0.2801269590854645,0.3590331971645355,0.24652099609375,0.0057159997508279044,0.057679222838487476,10.0,69.02127492427826,170,0.00019610655737704915,1000.0,333.6086812454562,2,-0.025439278483736415,45.91599425077438,796.1608381271362
nan,nan,350208,0.06853316381166223,0.19121094048023224,0.15776367485523224,0.17875976860523224,0.19350585341453552,0.19199219346046448,0.20742186903953552,0.23515625298023224,0.30864256620407104,0.208056640625,0.005743891090969555,0.05782746298937127,10.0,68.8011774778366,171,0.0001954918032786885,1000.0,328.3889761001186,2,-0.028459488367752785,64.65365033149719,799.578705072403
243.84240951705624,204.2721074261806,350208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,806.0047028064728
nan,nan,352256,0.07452107040735427,0.20698241889476776,0.18515625596046448,0.19028320908546448,0.19755859673023224,0.20048828423023224,0.22963866591453552,0.27363282442092896,0.3250976502895355,0.226104736328125,0.005501975829247385,0.05521694269264117,10.0,68.67426536083221,172,0.00019487704918032787,1000.0,345.07706961215183,2,-0.029501068706485965,50.84545311331749,809.6156339645386
nan,nan,354304,0.08265075767849339,0.19575195014476776,0.20888671278953552,0.2080078125,0.22246094048023224,0.23178711533546448,0.2527832090854645,0.2835449278354645,0.351806640625,0.244378662109375,0.00585180634225253,0.0587479856912978,10.0,68.67631766796111,173,0.00019426229508196717,1000.0,387.5836359625968,2,-0.02685188588711753,45.931083923578264,813.0372750759125
nan,nan,356352,0.07779556679743109,0.21098633110523224,0.19711914658546448,0.21694335341453552,0.205322265625,0.21342773735523224,0.231689453125,0.2701171934604645,0.32246094942092896,0.23350830078125,0.005698022415162996,0.05667115594260395,10.0,68.78763628005981,174,0.00019364754098360654,1000.0,386.7219432147357,2,-0.027178688066669565,47.35890663862229,816.567950963974
nan,nan,358400,0.10324751077714608,0.2811035215854645,0.2596679627895355,0.2635253965854645,0.26542967557907104,0.2764648497104645,0.28681641817092896,0.310546875,0.3746581971645355,0.289776611328125,0.0065855089938850146,0.07144289202988148,10.0,68.87632718086243,175,0.0001930327868852459,1000.0,27.274477656220625,2,-0.032213386467992676,38.606565749645235,819.9810321331024
nan,nan,360448,0.07437036869087024,0.20039062201976776,0.192138671875,0.19140625,0.21103516221046448,0.21938475966453552,0.235107421875,0.2576660215854645,0.31269532442092896,0.22747802734375,0.0064965108089381825,0.06555269771488384,10.0,68.66614167690277,176,0.00019241803278688524,1000.0,570.8087527948248,2,-0.028822527949523648,52.626560133695605,823.2385220527649
418.7774137368754,286.54491050524206,360448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,829.7384219169617
nan,nan,362496,0.069973184162518,0.19560547173023224,0.18198242783546448,0.187744140625,0.19208984076976776,0.20341797173023224,0.22265625,0.26494139432907104,0.3092285096645355,0.219708251953125,0.00579240628721891,0.060077050805557516,10.0,68.79596557617188,177,0.0001918032786885246,1000.0,458.5510102159252,2,-0.03277605917464825,48.68637779951096,833.1768229007721
nan,nan,364544,0.08491836715111276,0.219970703125,0.20747070014476776,0.21499022841453552,0.22832031548023224,0.23808594048023224,0.24858398735523224,0.27680665254592896,0.335205078125,0.24617919921875,0.004995990702445852,0.048544848652090876,10.0,69.03145678043366,178,0.00019118852459016394,1000.0,361.6781457736335,2,-0.03481076329444477,53.03553237915039,836.7441289424896
nan,nan,366592,0.15043820125429191,0.3086914122104645,0.32231444120407104,0.31806641817092896,0.3219238221645355,0.3243652284145355,0.33012694120407104,0.374267578125,0.4356445372104645,0.341925048828125,0.008551934911520221,0.08913801186718047,10.0,69.4735151052475,179,0.00019057377049180326,1000.0,-462.0838874602389,2,-0.03303285399124434,25.747351586818695,840.1883590221405
nan,nan,368640,0.06710029657697306,0.157958984375,0.167724609375,0.18466797471046448,0.18085937201976776,0.175537109375,0.20737305283546448,0.247802734375,0.3148437440395355,0.204595947265625,0.007929413013334852,0.08229587384266779,10.0,68.7568095445633,180,0.0001899590163934426,1000.0,440.4207965476695,2,-0.03409892504350864,58.66910036802292,843.5251648426056
nan,nan,370688,0.06674614783041762,0.16416016221046448,0.16318359971046448,0.17983397841453552,0.19082030653953552,0.20258788764476776,0.22211913764476776,0.23618164658546448,0.27934569120407104,0.204779052734375,0.0056764792097965255,0.05761342871701345,10.0,68.75492262840271,181,0.00018934426229508193,1000.0,579.2359944174384,2,-0.029082270149592658,67.33935347795486,847.1005611419678
592.3809662663482,129.751587207488,370688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,853.5767579078674
nan,nan,372736,0.07592979688779451,0.19091796875,0.19306640326976776,0.20063476264476776,0.21342773735523224,0.21596679091453552,0.23095703125,0.2642578184604645,0.32148438692092896,0.228839111328125,0.00520811289025005,0.054062573437113313,10.0,68.81475014686585,182,0.00018872950819672128,1000.0,450.6246705668801,2,-0.03455938309898556,50.009092909097674,857.0506610870361
nan,nan,374784,0.07329034047579626,0.21030274033546448,0.19199219346046448,0.20419922471046448,0.20512695610523224,0.20268554985523224,0.21826171875,0.23964843153953552,0.29707032442092896,0.221160888671875,0.004586829810432391,0.04772126554162241,10.0,68.67358136177063,183,0.00018811475409836063,1000.0,325.9493839885931,2,-0.03104727390145854,55.063870936632156,860.4360649585724
nan,nan,376832,0.07541310682245239,0.19130858778953552,0.197509765625,0.208984375,0.22075195610523224,0.22260741889476776,0.23129883408546448,0.2579101622104645,0.3196777403354645,0.231256103515625,0.004840554859401891,0.048966076585929844,10.0,68.63913128376007,184,0.00018749999999999998,1000.0,578.4637794633427,2,-0.03375234922277741,52.243972861766814,863.8408060073853
nan,nan,378880,0.07528336038376438,0.1982421875,0.19448241591453552,0.20332030951976776,0.20058593153953552,0.21538086235523224,0.23115234076976776,0.2640136778354645,0.323974609375,0.22889404296875,0.005244523816509172,0.052906821668148044,10.0,68.65650274753571,185,0.00018688524590163933,1000.0,488.0931928964697,2,-0.027567168363384555,56.54423967599869,867.5324280261993
nan,nan,380928,0.0726038179214811,0.21176758408546448,0.18852539360523224,0.21181640028953552,0.21479491889476776,0.21030274033546448,0.21318359673023224,0.2501464784145355,0.30253905057907104,0.225384521484375,0.005607474503631238,0.056818213348742576,10.0,68.59044637680054,186,0.00018627049180327867,1000.0,561.3281893628208,2,-0.03208962060252816,61.11428484916687,871.2690839767456
509.0623430562443,357.5709624837017,380928,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,877.7772068977356
nan,nan,382976,0.09303721056057838,0.21821288764476776,0.22407226264476776,0.235107421875,0.24335937201976776,0.25117188692092896,0.280029296875,0.31157225370407104,0.37089842557907104,0.266802978515625,0.005550950095494045,0.0590065399883315,10.0,68.86781532764435,187,0.00018565573770491805,1000.0,526.1653664612002,2,-0.024915475370289642,41.53142228126526,881.1405200958252
nan,nan,385024,0.09200017001130618,0.23222656548023224,0.22250977158546448,0.23125000298023224,0.23110350966453552,0.24575194716453552,0.25971680879592896,0.2913574278354645,0.34814453125,0.257757568359375,0.006096539752616081,0.06667339503765106,10.0,68.95867168903351,188,0.00018504098360655735,1000.0,623.335407790562,3,-0.02839454001532431,42.901780599355696,884.4869689941406
nan,nan,387072,0.07727679021700169,0.19355468451976776,0.19775390625,0.20761719346046448,0.22001953423023224,0.21943359076976776,0.22705078125,0.2696777284145355,0.3465332090854645,0.235205078125,0.0064256338417180816,0.06683842976344749,10.0,68.8558277130127,189,0.00018442622950819672,1000.0,565.0970590842084,2,-0.0318843050270516,50.992805725336076,887.9518480300903
nan,nan,389120,0.07168126626347657,0.17314453423023224,0.18603515625,0.18452148139476776,0.206298828125,0.20585937798023224,0.214599609375,0.25727540254592896,0.32270509004592896,0.218804931640625,0.00462248330222792,0.049231421237345786,10.0,68.50133090019226,190,0.00018381147540983602,1000.0,591.463317372004,2,-0.029008589894328907,60.808838069438934,891.4439499378204
nan,nan,391168,0.07662788641100633,0.21171875298023224,0.20166015625,0.20014648139476776,0.20512695610523224,0.22182616591453552,0.227783203125,0.2652343809604645,0.33295899629592896,0.233306884765625,0.004733975577983074,0.04916396624175832,10.0,68.74064726829529,191,0.0001831967213114754,1000.0,639.0799746556979,2,-0.03163174439387149,57.12411913275719,894.9526309967041
518.4445439608177,332.2946263878618,391168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,901.3462960720062
nan,nan,393216,0.1004612756325514,0.25629884004592896,0.234619140625,0.24252930283546448,0.25297850370407104,0.24184569716453552,0.2615722715854645,0.289794921875,0.3487792909145355,0.26605224609375,0.006055065218242816,0.06170111672254279,10.0,69.15259757041932,192,0.00018258196721311474,1000.0,263.44417967774973,2,-0.03742532406395185,44.57995737195015,904.6708641052246
nan,nan,395264,0.0803741477400763,0.22861328721046448,0.21821288764476776,0.21616211533546448,0.23081055283546448,0.21762695908546448,0.23784179985523224,0.2779296934604645,0.3163085877895355,0.242938232421875,0.006002858580905013,0.06251989909214899,10.0,68.90887985229492,193,0.0001819672131147541,1000.0,10.424777515304243,2,-0.0343939861502804,40.72020583748817,908.1762001514435
nan,nan,397312,0.05688969889306463,0.16303710639476776,0.141845703125,0.15708008408546448,0.17641600966453552,0.17333984375,0.17685547471046448,0.20380859076976776,0.2535644471645355,0.180743408203125,0.004984759424405638,0.05327180796302855,10.0,68.44886810779572,194,0.00018135245901639344,1000.0,604.5004439720783,2,-0.034144338331861944,71.26881662607192,911.4930331707001
