eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,88064,0.08978544857163798,0.23247070610523224,0.25068360567092896,0.27543944120407104,0.28022462129592896,0.25970458984375,0.0053054135263664644,0.027863006753614174,10.0,34.46384208202362,43,0.0002741803278688524,1000.0,44.72592260828946,2,-0.06752083494029648,9.701270546019078,116.3574149608612
nan,nan,90112,0.12895563174679409,0.2957519590854645,0.3272949159145355,0.3494628965854645,0.3558105528354645,0.332080078125,0.0059709084409405476,0.03032205204362981,10.0,34.747611951828006,44,0.00027356557377049176,1000.0,-30.11130593001646,2,-0.07163324509892846,7.4839795470237735,118.40535187721252
201.9504642291351,71.69655029361931,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.11388802528381
nan,nan,92160,0.07955521657859208,0.2216796875,0.23408202826976776,0.247314453125,0.26123046875,0.24107666015625,0.006353471241891384,0.03543106608558446,10.0,34.30791963338852,45,0.0002729508196721311,1000.0,-32.13690093913088,2,-0.06792997869270039,12.497025765478611,124.40939903259277
nan,nan,94208,0.08874463312022271,0.23295898735523224,0.246826171875,0.28095704317092896,0.2738281190395355,0.258642578125,0.0059453567635500805,0.031719966308446604,10.0,34.33006179332733,46,0.00027233606557377046,1000.0,-3.748423352594827,2,-0.0677138043785817,12.129562929272652,126.72870182991028
nan,nan,96256,0.10445975679249386,0.2687011659145355,0.28154295682907104,0.30000001192092896,0.314453125,0.29117431640625,0.005609736060432624,0.028096238669240846,10.0,34.37750985622406,47,0.0002717213114754098,1000.0,47.53580146526767,2,-0.06849168457902124,11.60409755408764,128.93281292915344
nan,nan,98304,0.12091303111810703,0.28266602754592896,0.3101562559604645,0.3313964903354645,0.34765625,0.31796875,0.00576489203813253,0.029707658424740657,10.0,34.67275457382202,48,0.00027110655737704915,1000.0,41.09131773308364,2,-0.06069917569766403,9.527483953535556,130.93861889839172
nan,nan,100352,0.12213653113212786,0.29902344942092896,0.31621092557907104,0.3369140625,0.330810546875,0.32073974609375,0.005809808472986333,0.030105145560810342,10.0,34.66872555017471,49,0.0002704918032786885,1000.0,19.511882982617447,2,-0.06512937205898198,10.373887805640697,132.94729590415955
201.17709798021514,51.57319771649341,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,136.5453429222107
nan,nan,102400,0.08809844323986908,0.22202149033546448,0.25102537870407104,0.26347655057907104,0.27827149629592896,0.25369873046875,0.005925160413607955,0.0335645783925429,10.0,34.32444353103638,50,0.00026987704918032785,1000.0,23.301981695212376,2,-0.06615265197106054,12.581633682549,138.7974410057068
nan,nan,104448,0.132145471489639,0.315673828125,0.3336425721645355,0.35322266817092896,0.3626953065395355,0.34130859375,0.005771054976503365,0.030894450709456577,10.0,34.67012848854065,51,0.00026926229508196715,1000.0,-69.81232910102494,2,-0.07070972380479361,10.351892229914665,141.05366683006287
nan,nan,106496,0.12677401611726963,0.296875,0.33134764432907104,0.33452147245407104,0.3560546934604645,0.32969970703125,0.005941678820818197,0.032403591694310306,10.0,34.61475968360901,52,0.00026864754098360655,1000.0,-29.570661141386775,2,-0.06903715811513393,8.861443169414997,143.1159918308258
nan,nan,108544,0.11107305026089306,0.2679687440395355,0.293212890625,0.31391602754592896,0.327880859375,0.30074462890625,0.005607971276913304,0.028770522319246084,10.0,34.47686163187027,53,0.0002680327868852459,1000.0,21.617609324601183,2,-0.06782290717728756,10.46730104237795,145.09026098251343
nan,nan,110592,0.09485170768384706,0.2566894590854645,0.2608886659145355,0.27783203125,0.2933105528354645,0.27218017578125,0.005234247563930694,0.029092979419510813,10.0,34.260102009773256,54,0.00026741803278688525,1000.0,50.31001318584896,2,-0.07284930887917654,11.457075951993465,147.19433498382568
235.0523542244185,55.430495469936574,110592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.74975490570068
nan,nan,112640,0.1621762726397719,0.343994140625,0.3799804747104645,0.4002929627895355,0.3992675840854645,0.3808837890625,0.005563517670088914,0.028198982792673633,10.0,34.806961154937746,55,0.0002668032786885246,1000.0,34.62358850052829,2,-0.0688359479961946,8.934664548933506,152.94428086280823
nan,nan,114688,0.13619256703314023,0.3226562440395355,0.3414062559604645,0.36250001192092896,0.3595214784145355,0.34652099609375,0.005968650130671449,0.03098083661752753,10.0,34.459997582435605,56,0.0002661885245901639,1000.0,121.79191489122427,2,-0.06077331182095804,9.808593311905861,155.07433080673218
nan,nan,116736,0.141207886000484,0.3165039122104645,0.34077149629592896,0.3677734434604645,0.3865722715854645,0.3529052734375,0.005799350571760442,0.030108433170244097,10.0,34.72029937505722,57,0.00026557377049180324,1000.0,217.5882948965944,2,-0.06504125558440137,9.540279150009155,157.07673501968384
nan,nan,118784,0.13407720726536354,0.3009277284145355,0.33735352754592896,0.363037109375,0.36821287870407104,0.3423828125,0.00562246102199424,0.02795637244125828,10.0,34.653460836410524,58,0.0002649590163934426,1000.0,152.4750917403117,2,-0.06842362574188883,8.678692804276944,159.17875480651855
nan,nan,120832,0.10434244078714983,0.24936524033546448,0.28740233182907104,0.3116210997104645,0.32270509004592896,0.2927734375,0.005158713556011207,0.02730613633757457,10.0,34.51070604324341,59,0.00026434426229508194,1000.0,153.49543568886247,2,-0.0665744276233454,11.818064998090268,161.35608196258545
295.5648720547889,60.225100058717736,120832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,164.92280983924866
nan,nan,122880,0.09926678062838619,0.23793944716453552,0.26801759004592896,0.2996582090854645,0.30620115995407104,0.2779541015625,0.004934013623278588,0.025981610862072558,10.0,34.44831535816193,60,0.0002637295081967213,1000.0,117.00831440769556,2,-0.07493419244055985,12.1058090031147,167.04660391807556
