eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/entropy,train/fisher_eps_step_0,train/fisher_eps_step_1,train/fisher_eps_step_10,train/fisher_eps_step_11,train/fisher_eps_step_12,train/fisher_eps_step_13,train/fisher_eps_step_14,train/fisher_eps_step_15,train/fisher_eps_step_2,train/fisher_eps_step_3,train/fisher_eps_step_4,train/fisher_eps_step_5,train/fisher_eps_step_6,train/fisher_eps_step_7,train/fisher_eps_step_8,train/fisher_eps_step_9,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,20480,0.005899288650834933,0.05776367336511612,0.05595703050494194,0.07050780951976776,0.0751953125,0.079833984375,0.07670898735523224,0.07041015475988388,0.07607422024011612,0.06572265923023224,0.06728515774011612,0.06552734225988388,0.06538085639476776,0.07124023139476776,0.07192382961511612,0.06875000149011612,0.07143554836511612,0.0693572998046875,136.29851598739623,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,10,0.00029446721311475406,1000.0,-494.6516218933495,2,-0.009918092636507937,29.11783817410469,53.47587299346924
-391.9134591824586,59.33362567156675,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.46463799476624
nan,nan,22528,0.007622038391309616,0.08803711086511612,0.08671875298023224,0.10244140774011612,0.10898437350988388,0.10673828423023224,0.10336913913488388,0.11137695610523224,0.10117187350988388,0.08447265625,0.09038086235523224,0.09487304836511612,0.098388671875,0.10078124701976776,0.10092773288488388,0.10039062798023224,0.10698242485523224,0.099127197265625,136.57843346595763,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,11,0.0002938524590163934,1000.0,-516.1067827015308,2,-0.011755063600139693,17.773944318294525,69.81341695785522
nan,nan,24576,0.00880280354504066,0.10009765625,0.10629882663488388,0.121826171875,0.12431640923023224,0.12485351413488388,0.12441406399011612,0.12851563096046448,0.12519530951976776,0.10434570163488388,0.10664062201976776,0.11728515475988388,0.123779296875,0.11704101413488388,0.12382812798023224,0.11977539211511612,0.12714843451976776,0.1184600830078125,136.3866934299469,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,12,0.00029323770491803276,1000.0,-452.37963574723335,2,-0.013579933342407457,16.798002099990846,74.33962297439575
nan,nan,26624,0.006713108127405576,0.05996093899011612,0.066650390625,0.09165038913488388,0.09462890774011612,0.09482421725988388,0.095703125,0.08916015923023224,0.09135742485523224,0.07802734524011612,0.07470703125,0.079833984375,0.08310546725988388,0.0830078125,0.08842773735523224,0.08334960788488388,0.08847656100988388,0.083929443359375,136.03808403015137,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,13,0.0002926229508196721,1000.0,-514.2308679380202,2,-0.011231915127427782,18.334700317680834,78.728266954422
nan,nan,28672,0.005310646391626506,0.05117187649011612,0.05830078199505806,0.06621094048023224,0.05952148512005806,0.06015624850988388,0.06191406399011612,0.06455077975988388,0.06284179538488388,0.05693359300494194,0.06132812425494194,0.06303711235523224,0.05864257737994194,0.05922851711511612,0.05976562574505806,0.05620117112994194,0.06162109225988388,0.060089111328125,136.35058689117432,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,14,0.00029200819672131145,1000.0,-497.7614644980896,2,-0.009688562592782547,24.166279549896718,83.18880105018616
nan,nan,30720,0.006473353410365234,0.07089843600988388,0.06992187350988388,0.08393554389476776,0.08466796576976776,0.08818359673023224,0.084716796875,0.09487304836511612,0.08637695014476776,0.074951171875,0.07500000298023224,0.08364257961511612,0.07817383110523224,0.07578124850988388,0.08344726264476776,0.07890625298023224,0.080078125,0.08084716796875,135.9603886604309,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,15,0.0002913934426229508,1000.0,-504.3525642460519,2,-0.013068321696482598,15.426114068925381,87.74764800071716
-394.2358832842177,65.77561010898627,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.00859594345093
nan,nan,32768,0.00834314189160068,0.09531249850988388,0.10239257663488388,0.11372070014476776,0.119873046875,0.11313476413488388,0.11899413913488388,0.12348632514476776,0.12172851711511612,0.09414062649011612,0.10869140923023224,0.10400390625,0.105712890625,0.11054687201976776,0.12197265774011612,0.108154296875,0.11440429836511612,0.111016845703125,136.29970488548278,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,16,0.00029077868852459015,1000.0,-442.62129431795034,2,-0.013355220954690595,15.78504274636507,103.37988996505737
nan,nan,34816,0.008965530975001457,0.10302734375,0.10434570163488388,0.13325195014476776,0.12343750149011612,0.12368164211511612,0.13623046875,0.12705078721046448,0.128662109375,0.11186523735523224,0.11704101413488388,0.111083984375,0.12080077826976776,0.12700195610523224,0.12353515625,0.11943359673023224,0.12412109225988388,0.12091064453125,136.71193475723265,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,17,0.00029016393442622945,1000.0,-463.1017987601584,2,-0.013329993450315668,13.68839152008295,107.76088380813599
nan,nan,36864,0.008697440282048774,0.10161133110523224,0.10541991889476776,0.12202148139476776,0.11899413913488388,0.12324218451976776,0.12666015326976776,0.12568359076976776,0.12260742485523224,0.10874023288488388,0.10898437350988388,0.11513672024011612,0.10678710788488388,0.12236328423023224,0.12607422471046448,0.11591796576976776,0.12080077826976776,0.1169403076171875,136.28703050613404,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,18,0.00028954918032786885,1000.0,-423.03598244236923,2,-0.0139638551074313,14.059730887413025,112.36284685134888
nan,nan,38912,0.007922644041173044,0.08784179389476776,0.089599609375,0.107177734375,0.10385742038488388,0.11181640625,0.11044921725988388,0.10517577826976776,0.11391601711511612,0.09770508110523224,0.09077148139476776,0.09907226264476776,0.104736328125,0.10541991889476776,0.11020507663488388,0.11083984375,0.11088867485523224,0.103717041015625,136.4382896900177,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,19,0.0002889344262295082,1000.0,-498.67908008307614,2,-0.013517491472885012,14.565519097447396,117.02666974067688
nan,nan,40960,0.007632118584660929,0.07768554985523224,0.08413086086511612,0.11162109673023224,0.10493163764476776,0.10410156100988388,0.10410156100988388,0.107666015625,0.10971679538488388,0.08749999850988388,0.10175780951976776,0.09331054985523224,0.098876953125,0.102783203125,0.09291992336511612,0.10585937649011612,0.10590820014476776,0.099554443359375,136.22762308120727,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,20,0.00028831967213114755,1000.0,-358.93442396524154,2,-0.013339862186694518,14.314326618611812,121.54728698730469
-313.9980601442117,49.86335800340473,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132.9275257587433
nan,nan,43008,0.0073205032820624185,0.08203125,0.07343749701976776,0.09663085639476776,0.11040039360523224,0.11318359524011612,0.10810546576976776,0.10605468600988388,0.10854492336511612,0.07753906399011612,0.08212890475988388,0.08149413764476776,0.08930663764476776,0.10239257663488388,0.09550781548023224,0.09829101711511612,0.1015625,0.0954132080078125,136.22778539657594,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,21,0.00028770491803278684,1000.0,-402.7253627079446,3,-0.013777252531144767,20.46021250039339,138.00090289115906
nan,nan,45056,0.009097961359657347,0.1083984375,0.10507812350988388,0.12124023586511612,0.12861327826976776,0.13593749701976776,0.12651367485523224,0.12700195610523224,0.12836913764476776,0.11459960788488388,0.10786132514476776,0.10996093600988388,0.11494140326976776,0.12167968600988388,0.12153320014476776,0.13471679389476776,0.12846679985523224,0.1209320068359375,136.3700578212738,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,22,0.0002870901639344262,1000.0,-445.899480702032,2,-0.013350146243465134,14.495869620144367,142.6845760345459
nan,nan,47104,0.008887311228500039,0.10048828274011612,0.10292968899011612,0.12705078721046448,0.12705078721046448,0.11777343600988388,0.14418944716453552,0.13232421875,0.12255859375,0.09951172024011612,0.10517577826976776,0.11269531399011612,0.113525390625,0.12758788466453552,0.12734374403953552,0.12099609524011612,0.12441406399011612,0.1191009521484375,136.3958827972412,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,23,0.00028647540983606554,1000.0,-460.6284711455983,2,-0.014748786628479138,17.894325149059295,147.86775088310242
nan,nan,49152,0.008542114142255742,0.10097656399011612,0.10654296725988388,0.11293945461511612,0.11845703423023224,0.12055663764476776,0.11831054836511612,0.12255859375,0.119873046875,0.10468749701976776,0.11083984375,0.10732422024011612,0.10878906399011612,0.11049804836511612,0.112548828125,0.11528320610523224,0.12363281100988388,0.1133636474609375,136.49787135124205,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,24,0.0002858606557377049,1000.0,-412.9609382102876,2,-0.014810719617526048,16.179168039560317,152.6782579421997
nan,nan,51200,0.009111622145064757,0.10932616889476776,0.10107421875,0.12739257514476776,0.12812499701976776,0.12612304091453552,0.13388672471046448,0.13154296576976776,0.13251952826976776,0.10639648139476776,0.11679687350988388,0.11557617038488388,0.11396484076976776,0.12646484375,0.12783202528953552,0.11962890625,0.12275390326976776,0.1212127685546875,136.11036925315858,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,25,0.00028524590163934424,1000.0,-451.7549935196737,2,-0.013089610810857267,13.960717150568962,157.23965692520142
-272.3189337294861,45.892919861729474,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,169.4344127178192
nan,nan,53248,0.010314084239143994,0.12124023586511612,0.12578125298023224,0.14199218153953552,0.15000000596046448,0.14580078423023224,0.14887695014476776,0.14482422173023224,0.14775390923023224,0.1318359375,0.12954100966453552,0.140380859375,0.13564452528953552,0.13544921576976776,0.14223632216453552,0.14560547471046448,0.135009765625,0.138873291015625,136.3874891757965,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,26,0.0002846311475409836,1000.0,-438.7321114143016,2,-0.01474167578126071,13.551739235967398,174.88254380226135
nan,nan,55296,0.00966500301965425,0.11464843899011612,0.12456054985523224,0.138427734375,0.14150390028953552,0.13974609971046448,0.132568359375,0.135986328125,0.12841796875,0.13222655653953552,0.13325195014476776,0.12353515625,0.13168945908546448,0.13164062798023224,0.13969726860523224,0.13002929091453552,0.12954100966453552,0.1317169189453125,136.469561624527,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,27,0.00028401639344262294,1000.0,-365.04735542108244,2,-0.015122599963797256,13.223346300423145,179.25479984283447
nan,nan,57344,0.009347687788613257,0.11118163913488388,0.1103515625,0.13911132514476776,0.12836913764476776,0.13237304985523224,0.13583984971046448,0.12822265923023224,0.13393554091453552,0.11469726264476776,0.11245117336511612,0.11484374850988388,0.11328125,0.13632813096046448,0.14052733778953552,0.13266602158546448,0.13276366889476776,0.1260589599609375,136.65851430892945,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,28,0.0002834016393442623,1000.0,-384.57515686596855,2,-0.01370958952466026,11.500072911381721,183.83282089233398
nan,nan,59392,0.0090758191421628,0.10400390625,0.10727538913488388,0.12363281100988388,0.13041992485523224,0.12973633408546448,0.1259765625,0.12563475966453552,0.12871094048023224,0.11928711086511612,0.117431640625,0.11655273288488388,0.11850585788488388,0.119384765625,0.12563475966453552,0.127685546875,0.12617187201976776,0.1216278076171875,136.54144353866576,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,29,0.00028278688524590163,1000.0,-340.11728752029194,2,-0.015524736612860579,13.256480860710145,188.46275877952576
nan,nan,61440,0.007197943681239849,0.07465820014476776,0.07646484673023224,0.09663085639476776,0.098388671875,0.09785155951976776,0.10166015475988388,0.10444335639476776,0.10019531100988388,0.08232422173023224,0.08784179389476776,0.08671875298023224,0.09130859375,0.09287109225988388,0.093017578125,0.09565429389476776,0.09267578274011612,0.0920440673828125,136.5513973236084,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,30,0.00028217213114754093,1000.0,-363.71282421953316,2,-0.014312288988730871,17.532476879656315,192.96368789672852
-199.49330446094572,29.7799052547312,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,204.8589677810669
nan,nan,63488,0.008611865192870027,0.10039062798023224,0.10576172173023224,0.12172851711511612,0.13076171278953552,0.11640624701976776,0.13173827528953552,0.12226562201976776,0.11928711086511612,0.10444335639476776,0.10883788764476776,0.11186523735523224,0.11005859076976776,0.114990234375,0.123779296875,0.12026367336511612,0.11508788913488388,0.1161041259765625,136.68544306755066,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,31,0.0002815573770491803,1000.0,-319.0796971831208,2,-0.01561758084280882,14.112917290627957,210.37025094032288
nan,nan,65536,0.010571364075985912,0.13124999403953552,0.11899413913488388,0.14736327528953552,0.15146484971046448,0.15883788466453552,0.15947265923023224,0.150146484375,0.159423828125,0.130126953125,0.13032226264476776,0.13100585341453552,0.13510742783546448,0.14536133408546448,0.154296875,0.15151366591453552,0.14780274033546448,0.1439056396484375,136.30844802856444,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,32,0.0002809426229508196,1000.0,-376.6630498806245,2,-0.015579076341236942,11.189192159473896,215.02906274795532
