eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,train/weight_step_0,train/weight_step_1,wall_time
nan,nan,38912,0.10948624234442832,0.2716308534145355,0.3333496153354645,0.302490234375,17.144060683250427,19,0.0002889344262295082,1000.0,-258.3931555345498,2,-0.09491823884454789,10.154631379246712,0.21789687871932983,0.7821031212806702,32.1993191242218
nan,nan,40960,0.08912600314070004,0.24101562798023224,0.28789061307907104,0.264453125,17.261439073085786,20,0.00028831967213114755,1000.0,-243.85104583006057,2,-0.09461658273648936,12.598235438764096,0.20119032263755798,0.7988097071647644,33.44950604438782
-122.44399577956472,67.53681689175761,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.550413846969604
nan,nan,43008,0.1591140236632782,0.353759765625,0.416259765625,0.385009765625,17.365763473510743,21,0.00028770491803278684,1000.0,-232.4795960507665,3,-0.11206477028026711,7.3577399455010895,0.17404700815677643,0.82595294713974,36.82411289215088
nan,nan,45056,0.1434906047739787,0.3187011778354645,0.3966308534145355,0.357666015625,17.355459415912627,22,0.0002870901639344262,1000.0,-249.80134707590184,2,-0.1059614673431497,8.36390229985118,0.15257999300956726,0.8474199771881104,38.04682207107544
nan,nan,47104,0.1497563216427807,0.34370118379592896,0.4039550721645355,0.373828125,17.363313841819764,23,0.00028647540983606554,1000.0,-190.3986317556658,2,-0.09906229580810759,7.2127772577106954,0.13571980595588684,0.8642802238464355,39.30052208900452
nan,nan,49152,0.19138882565166568,0.38081055879592896,0.45048826932907104,0.4156494140625,17.51172317266464,24,0.0002858606557377049,1000.0,-243.54757937864457,2,-0.09556294323701878,6.399825834482908,0.11993693560361862,0.8800630569458008,40.5641610622406
nan,nan,51200,0.12987323536654002,0.3062988221645355,0.38544923067092896,0.3458740234375,17.322019863128663,25,0.00028524590163934424,1000.0,-236.89126718910305,2,-0.11296073899138719,7.947141963988543,0.10908529907464981,0.8909147381782532,41.884106159210205
-81.72103211708024,55.16172787840368,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.951072216033936
nan,nan,53248,0.14011169703881024,0.32207030057907104,0.39238280057907104,0.3572265625,17.178734254837035,26,0.0002846311475409836,1000.0,-191.76606303865663,2,-0.11367289524641819,7.4466927871108055,0.09787250310182571,0.9021275639533997,45.22512102127075
nan,nan,55296,0.16350682232150576,0.33271485567092896,0.4254394471645355,0.3790771484375,17.383889544010163,27,0.00028401639344262294,1000.0,-253.9994936595326,2,-0.10687154769839254,6.776981451362372,0.0879773199558258,0.9120227098464966,46.543885946273804
nan,nan,57344,0.20578963582229334,0.3910156190395355,0.453125,0.4220703125,17.40199403166771,28,0.0002834016393442623,1000.0,-199.61171222023302,2,-0.11847418305696919,7.435694044828415,0.07726632058620453,0.9227336645126343,47.78294515609741
nan,nan,59392,0.1761103374432423,0.354248046875,0.4290527403354645,0.391650390625,17.386038887500764,29,0.00028278688524590163,1000.0,-223.34366153078912,2,-0.1202584747574292,6.7625451676547526,0.06913436949253082,0.9308655858039856,49.08884406089783
nan,nan,61440,0.14356185849464964,0.32050782442092896,0.4010253846645355,0.3607666015625,17.396267974376677,30,0.00028217213114754093,1000.0,-235.45771348785826,2,-0.12489696308330167,8.501810935884714,0.0637037605047226,0.936296284198761,50.33641600608826
-60.34244419952275,55.15270894887195,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.40425705909729
nan,nan,63488,0.1537739170860732,0.335205078125,0.4046874940395355,0.3699462890625,17.365223008394242,31,0.0002815573770491803,1000.0,-169.77098173452447,2,-0.10531055698520504,9.008500151336193,0.058945104479789734,0.9410548210144043,53.72508192062378
nan,nan,65536,0.09087917536817258,0.23305663466453552,0.3003906309604645,0.2667236328125,17.212047481536864,32,0.0002809426229508196,1000.0,-244.64837395913625,2,-0.11088705875736196,18.522003035247327,0.05733668804168701,0.942663311958313,55.08470892906189
nan,nan,67584,0.20527224495017435,0.3934570252895355,0.46601563692092896,0.429736328125,17.48060025572777,33,0.00028032786885245903,1000.0,-242.0155298123957,2,-0.11181485547276679,8.35584515929222,0.051254794001579285,0.9487452507019043,56.441176891326904
nan,nan,69632,0.2267346917040413,0.400634765625,0.469970703125,0.435302734375,17.42545309662819,34,0.0002797131147540983,1000.0,-182.99331821963193,2,-0.1207696609577397,7.548336735367775,0.04587579146027565,0.9541242718696594,57.83275103569031
nan,nan,71680,0.14947737484180834,0.3187499940395355,0.39653319120407104,0.3576416015625,17.341953611373903,35,0.00027909836065573767,1000.0,-214.91760761666248,2,-0.11818850379495416,11.194344253838063,0.043007999658584595,0.956991970539093,59.087640047073364
-88.18230800978128,69.8306571593583,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.11615300178528
nan,nan,73728,0.11307963216968346,0.2579101622104645,0.36884766817092896,0.31337890625,17.161874210834505,36,0.000278483606557377,1000.0,-246.95547657068585,2,-0.12038124861428515,14.219227913022042,0.040867019444704056,0.9591330289840698,62.39142417907715
nan,nan,75776,0.129041515145218,0.28657227754592896,0.38129884004592896,0.333935546875,17.213187336921692,37,0.00027786885245901637,1000.0,-167.0488846166827,2,-0.13026507485483307,13.578354534506797,0.03850068524479866,0.9614992737770081,63.73574614524841
nan,nan,77824,0.15226034240622538,0.33574217557907104,0.4173339903354645,0.3765380859375,17.313112527132034,38,0.0002772540983606557,1000.0,-248.61900624411282,2,-0.12113280005578417,10.626634654402732,0.03577139228582382,0.964228630065918,65.03155517578125
nan,nan,79872,0.14515094868547748,0.3154296875,0.3948730528354645,0.3551513671875,17.270762342214585,39,0.00027663934426229507,1000.0,-182.98096404804545,2,-0.11704303940350655,10.152955640107393,0.03344712778925896,0.9665528535842896,66.32407093048096
nan,nan,81920,0.35601705574663356,0.4928222596645355,0.566357433795929,0.52958984375,17.710267120599745,40,0.0002760245901639344,1000.0,-163.33948496996518,2,-0.10391471718030516,6.647666351497174,0.02851485274732113,0.9714851379394531,67.61490106582642
-50.57891165950322,48.646696552440545,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69.67521381378174
nan,nan,83968,0.34649705985502804,0.50341796875,0.5565429925918579,0.52998046875,17.68352640271187,41,0.00027540983606557377,1000.0,-196.07564818334447,2,-0.11284923687926493,6.793517095595599,0.02443457953631878,0.9755654335021973,71.0210211277008
nan,nan,86016,0.2943622869221144,0.45659178495407104,0.52001953125,0.4883056640625,17.648559194803237,42,0.0002747950819672131,1000.0,-193.9100822610272,3,-0.11673734256182797,6.191846916824579,0.0212584026157856,0.9787415862083435,72.47185802459717
nan,nan,88064,0.10224793368397514,0.246826171875,0.32939451932907104,0.2881103515625,17.198842579126357,43,0.0002741803278688524,1000.0,-202.0629860916282,2,-0.12883745560829993,15.066201701760292,0.020471032708883286,0.9795290231704712,73.79880499839783
nan,nan,90112,0.10494497415056685,0.2642578184604645,0.34492188692092896,0.30458984375,17.22787183523178,44,0.00027356557377049176,1000.0,-230.29880483843823,2,-0.12634728557022754,13.256534124910832,0.019673988223075867,0.9803260564804077,75.02393293380737
-76.66388248679534,54.03031352727394,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77.07121801376343
nan,nan,92160,0.2133638525294373,0.40253907442092896,0.47358399629592896,0.4380615234375,17.496421015262605,45,0.0002729508196721311,1000.0,-119.41507927819758,2,-0.12543176662875338,9.089158400893211,0.018053822219371796,0.9819461703300476,78.52831506729126
nan,nan,94208,0.18376843326695963,0.34892576932907104,0.4097656309604645,0.379345703125,17.307089579105376,46,0.00027233606557377046,1000.0,-135.3272017257038,2,-0.1172462762100622,10.307179644703865,0.017014162614941597,0.98298579454422,80.03197598457336
nan,nan,96256,0.1472860430716537,0.31640625,0.4058593809604645,0.3611328125,17.285089713335037,47,0.0002717213114754098,1000.0,-157.84902695225486,2,-0.13102500774839426,11.727628529071808,0.01607486978173256,0.9839251041412354,81.39616894721985
nan,nan,98304,0.15189935731468723,0.3446289002895355,0.3985351622104645,0.37158203125,17.33893612623215,48,0.00027110655737704915,1000.0,-154.1876273065343,2,-0.1199333053373266,11.235418777167798,0.015317635610699654,0.9846824407577515,82.66149401664734
nan,nan,100352,0.17209485129569657,0.35346680879592896,0.44536131620407104,0.3994140625,17.417908871173857,49,0.0002704918032786885,1000.0,-218.65661115311423,2,-0.13236144465627148,10.538613712787628,0.014196856878697872,0.9858031272888184,83.88131904602051
-54.5864179443232,44.67390687811133,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.92894506454468
nan,nan,102400,0.44531106423673916,0.531787097454071,0.607617199420929,0.5697021484375,17.983748680353166,50,0.00026987704918032785,1000.0,-152.72366926323923,2,-0.10279116559249815,7.308816564828158,0.012048742733895779,0.9879512190818787,87.32572603225708
nan,nan,104448,0.16269817940483336,0.32988280057907104,0.42524415254592896,0.3775634765625,17.32237204313278,51,0.00026926229508196715,1000.0,-221.12050378525964,2,-0.13071015933237504,8.160018448531627,0.011102735064923763,0.9888972640037537,88.64879393577576
nan,nan,106496,0.17530542363674612,0.364501953125,0.44926756620407104,0.406884765625,17.433866411447525,52,0.00026864754098360655,1000.0,-143.03267963940556,2,-0.14178746808320283,8.859284698963165,0.010118158534169197,0.9898818135261536,89.93690824508667
nan,nan,108544,0.21934824740892508,0.41059571504592896,0.47929686307907104,0.4449462890625,17.47252160906792,53,0.0002680327868852459,1000.0,-194.26877314577268,2,-0.13651312048896216,6.379282283037901,0.009170467965304852,0.990829586982727,91.20481324195862
nan,nan,110592,0.18826371206960174,0.371826171875,0.45209962129592896,0.411962890625,17.36089905500412,54,0.00026741803278688525,1000.0,-118.88518501676205,2,-0.1282677184586646,8.035163898020983,0.00844416581094265,0.9915558099746704,92.44209599494934
22.542376975492882,24.549736376673206,110592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94.56213617324829
nan,nan,112640,0.31951293915917633,0.46162110567092896,0.524218738079071,0.492919921875,17.627096825838088,55,0.0002668032786885246,1000.0,-109.29135646640947,2,-0.1170400577626424,6.942698808759451,0.007474815472960472,0.9925251007080078,95.87672996520996
nan,nan,114688,0.09549773724575061,0.23886719346046448,0.32568359375,0.282275390625,17.191649794578552,56,0.0002661885245901639,1000.0,-108.04890413401478,2,-0.12340875330846757,14.226154293119908,0.00723349628970027,0.9927664995193481,97.18870091438293
nan,nan,116736,0.32917843225004617,0.4832519590854645,0.5379883050918579,0.5106201171875,17.698365634679796,57,0.00026557377049180324,1000.0,-246.05551815703828,2,-0.1148988196044229,5.8708608657121655,0.006486455909907818,0.9935135245323181,98.49985599517822
nan,nan,118784,0.11575878211879172,0.271728515625,0.35419923067092896,0.3129638671875,17.208100295066835,58,0.0002649590163934426,1000.0,-113.40091034020676,2,-0.12290578937681858,10.688699221611023,0.006214238703250885,0.9937857389450073,99.85283303260803
nan,nan,120832,0.31479249309340956,0.45068359375,0.524365246295929,0.4875244140625,17.6796127140522,59,0.00026434426229508194,1000.0,-152.7267244116117,2,-0.11880063895368949,7.10491256788373,0.005555314477533102,0.9944446682929993,101.18867707252502
-9.0312592414503,78.73305039099724,120832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103.42920088768005
nan,nan,122880,0.1743293407431338,0.36181640625,0.4419921934604645,0.401904296875,17.383319902420045,60,0.0002637295081967213,1000.0,-109.27118195445169,2,-0.14519501833419782,9.691068436205388,0.005150379613041878,0.9948496222496033,104.79844689369202
nan,nan,124928,0.22885343070229283,0.40581053495407104,0.487060546875,0.446435546875,17.419688177108764,61,0.00026311475409836063,1000.0,-162.18311797034437,2,-0.14293490308336915,7.686529379338026,0.0047370679676532745,0.995262861251831,106.19123601913452
nan,nan,126976,0.23941384648351233,0.427978515625,0.503173828125,0.465576171875,17.545381289720535,62,0.0002625,1000.0,-103.80719731379988,2,-0.13850035644427408,9.073603011667728,0.004325472749769688,0.9956745505332947,107.5910952091217
nan,nan,129024,0.3331021362406318,0.44291990995407104,0.5145019292831421,0.4787109375,17.527490282058714,63,0.00026188524590163933,1000.0,-155.42568838165,3,-0.13437970980012323,7.529488082230091,0.003905324265360832,0.9960946440696716,108.89905595779419
nan,nan,131072,0.13915427688043563,0.31049805879592896,0.388916015625,0.34970703125,17.207554054260253,64,0.0002612704918032787,1000.0,-226.8113484657631,2,-0.1448190013790736,12.73367506712675,0.00372244231402874,0.9962775111198425,110.18276906013489
-53.48678318401113,129.00027126709747,131072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112.27095413208008
nan,nan,133120,0.23720022145862457,0.422607421875,0.4981445372104645,0.4603759765625,17.37212849855423,65,0.000260655737704918,1000.0,-111.19897272140142,2,-0.14805955968913623,7.315182109922171,0.0034307155292481184,0.9965692758560181,113.61777210235596
nan,nan,135168,0.18485792199353454,0.3583984375,0.45317381620407104,0.4057861328125,17.324434715509415,66,0.0002600409836065573,1000.0,-19.81670303727872,2,-0.14252788940211758,11.521319715678692,0.00323712476529181,0.9967628717422485,115.18784403800964
nan,nan,137216,0.44660831158253134,0.508740246295929,0.573193371295929,0.540966796875,17.825769430398942,67,0.00025942622950819673,1000.0,-82.49409000413765,2,-0.12330873329774476,7.966823682188988,0.0028273621574044228,0.9971725940704346,116.77269101142883
nan,nan,139264,0.4924761421774747,0.551708996295929,0.603515625,0.5776123046875,17.95338997244835,68,0.000258811475409836,1000.0,-47.904163345075936,2,-0.10751102055073716,6.450084415823222,0.0024903055746108294,0.9975097179412842,118.29357409477234
nan,nan,141312,0.18396399403573013,0.33740234375,0.43242186307907104,0.384912109375,17.31422276496887,69,0.00025819672131147537,1000.0,-58.46966867562489,2,-0.1333057928510243,10.595492680370807,0.0023908186703920364,0.9976091384887695,119.69135284423828
13.896138038675094,52.35297256793577,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121.85209703445435
nan,nan,143360,0.4265283172237105,0.5230468511581421,0.573925793170929,0.548486328125,17.760896092653276,70,0.0002575819672131147,1000.0,-95.97655335644413,2,-0.10923983145767124,7.030365961045026,0.002192354528233409,0.9978076815605164,123.22824811935425
nan,nan,145408,0.2588768862944562,0.430908203125,0.49609375,0.4635009765625,17.491063356399536,71,0.00025696721311475407,1000.0,-78.08209289966868,2,-0.14881554032181157,9.875788202881813,0.0020171364303678274,0.9979828596115112,124.65050196647644
nan,nan,147456,0.14970234998036175,0.3053222596645355,0.4249023497104645,0.3651123046875,17.19826794862747,72,0.0002563524590163934,1000.0,6.14089698378719,2,-0.14366268718149514,12.757291242480278,0.0019257949898019433,0.9980741739273071,126.12978100776672
nan,nan,149504,0.3245226514947717,0.4814453125,0.5592285394668579,0.5203369140625,17.584262472391128,73,0.00025573770491803277,1000.0,-24.162393492121975,2,-0.13678533160127698,6.060715366154909,0.0017224170733243227,0.9982775449752808,127.50408601760864
nan,nan,151552,0.32275291278492657,0.47216796875,0.545166015625,0.5086669921875,17.647387486696243,74,0.0002551229508196721,1000.0,-37.91123189101015,2,-0.13272548887471203,6.903085664659739,0.0015756275970488787,0.9984244108200073,129.02475309371948
76.83624610207161,41.25584455616405,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,131.1226680278778
nan,nan,153600,0.27986196751880926,0.4607910215854645,0.5228027105331421,0.491796875,17.59968109726906,75,0.00025450819672131146,1000.0,-50.59910507072623,2,-0.13852203188580461,8.318299600481987,0.001436614547856152,0.9985633492469788,132.59663796424866
nan,nan,155648,0.23155147885263433,0.38764649629592896,0.49458009004592896,0.44111328125,17.50002940893173,76,0.0002538934426229508,1000.0,-15.662711583584038,2,-0.14041324433346744,7.53962787464261,0.0013265465386211872,0.9986734390258789,134.08028197288513
nan,nan,157696,0.09884449522796786,0.230712890625,0.3271484375,0.2789306640625,17.118589770793914,77,0.0002532786885245901,1000.0,-164.5440575840656,2,-0.1357451699615922,17.764781537652016,0.0012912829406559467,0.9987087249755859,135.5598542690277
nan,nan,159744,0.2845834067193209,0.44287109375,0.523388683795929,0.4831298828125,17.50420486330986,78,0.00025266393442622946,1000.0,-201.75741287816223,2,-0.15202407759497874,6.372993403673172,0.0011701175244525075,0.9988299012184143,138.55877423286438
nan,nan,161792,0.3718374702424626,0.4974121153354645,0.5868164300918579,0.5421142578125,17.725850254297256,79,0.0002520491803278688,1000.0,-60.703598356950934,2,-0.12832855610031402,5.854488635808229,0.0010608197189867496,0.9989392161369324,141.5078489780426
112.53143823016322,50.45506035812478,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,144.74468207359314
nan,nan,163840,0.21787328426871683,0.403564453125,0.48554688692092896,0.4445556640625,17.45603765845299,80,0.00025143442622950816,1000.0,-104.85042984660379,2,-0.14662450363830432,6.299195448309183,0.0009818433318287134,0.9990181922912598,147.82535886764526
nan,nan,165888,0.1313982633917476,0.2669433653354645,0.3543945252895355,0.3106689453125,17.21804124712944,81,0.00025081967213114756,1000.0,-120.81399135772908,2,-0.12875135193608003,14.63950216025114,0.0009495078702457249,0.9990504384040833,150.73451495170593
nan,nan,167936,0.4073304486024426,0.517578125,0.577587902545929,0.5475830078125,17.839259225130082,82,0.0002502049180327869,1000.0,-37.03809037270655,2,-0.10003856245893986,5.677828405797482,0.0008538291440345347,0.9991461038589478,153.80425310134888
nan,nan,169984,0.21635414734482766,0.4087890684604645,0.48442381620407104,0.4466064453125,17.367568159103392,83,0.0002495901639344262,1000.0,-56.02387021675387,2,-0.1458224784451886,7.441614076495171,0.0007905644015409052,0.9992094039916992,156.53476691246033
nan,nan,172032,0.22762072313344106,0.40239256620407104,0.484130859375,0.44326171875,17.40082687139511,84,0.00024897540983606555,1000.0,-92.88127362374571,3,-0.14548418125486934,7.254737964272499,0.0007430780096910894,0.9992569088935852,159.30863213539124
56.0976599220697,97.37976062142556,172032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161.78505611419678
nan,nan,174080,0.28083061366633044,0.44023436307907104,0.529980480670929,0.485107421875,17.485200172662736,85,0.0002483606557377049,1000.0,-102.50226365540772,2,-0.13797324573388323,7.3997528158128265,0.0006830628262832761,0.999316930770874,164.55931615829468
nan,nan,176128,0.4874601973206154,0.5318359136581421,0.6092773675918579,0.570556640625,18.047042745351792,86,0.00024774590163934425,1000.0,-46.47847826613689,2,-0.11792767589795403,5.891801992058754,0.0006096952711232007,0.9993902444839478,167.42120003700256
nan,nan,178176,0.2618225005469867,0.4239257872104645,0.500732421875,0.4623291015625,17.51303213238716,87,0.0002471311475409836,1000.0,28.84606979977958,2,-0.1353057812084444,6.304190887510776,0.000570849806535989,0.9994291663169861,170.62476015090942
nan,nan,180224,0.40049749331956264,0.49531251192092896,0.564208984375,0.5297607421875,17.71261705160141,88,0.00024651639344262295,1000.0,-23.07217869586173,2,-0.12092010439955629,5.2673950985074045,0.0005196628626435995,0.9994803071022034,173.47447514533997
94.80193718037268,66.466452370128,180224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,176.06401014328003
nan,nan,182272,0.3826619103288976,0.498046875,0.581835925579071,0.53994140625,17.807561016082765,89,0.0002459016393442623,1000.0,5.451104857711517,2,-0.1280934101843741,5.35895124450326,0.0004688460030592978,0.9995311498641968,179.0882580280304
nan,nan,184320,0.14955394915887155,0.3138183653354645,0.40234375,0.3580810546875,17.36991764307022,90,0.00024528688524590164,1000.0,-19.675976827299625,2,-0.13233271009521558,9.565106405317783,0.0004516913031693548,0.9995482563972473,182.14190816879272
nan,nan,186368,0.2201580643086345,0.37934571504592896,0.491943359375,0.43564453125,17.453796195983887,91,0.00024467213114754094,1000.0,-94.60480790477615,2,-0.1522392243379727,7.337798066437244,0.00042302071233280003,0.999576985836029,185.23947310447693
nan,nan,188416,0.21223564446991078,0.39165037870407104,0.4662109315395355,0.4289306640625,17.437840121984483,92,0.00024405737704918031,1000.0,-75.60115515607464,2,-0.13296144475025357,11.538038696348668,0.00040039309533312917,0.9995996356010437,188.6845519542694
nan,nan,190464,0.15637521104799817,0.31953126192092896,0.42656248807907104,0.373046875,17.2894506752491,93,0.00024344262295081966,1000.0,-58.072942184182224,2,-0.14205683328327723,9.583900898694992,0.00038320536259561777,0.9996167421340942,191.93671107292175
83.23646799940097,85.03926823326577,190464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,194.50719714164734
nan,nan,192512,0.13686658363294554,0.27978515625,0.39643555879592896,0.3381103515625,17.165050625801086,94,0.000242827868852459,1000.0,-28.136787889557276,2,-0.13437655245652422,11.573769809305668,0.00037031545070931315,0.9996296167373657,197.77481818199158
nan,nan,194560,0.14863543370156548,0.30927735567092896,0.40180665254592896,0.3555419921875,17.289456152915953,95,0.00024221311475409833,1000.0,-218.91504970169905,2,-0.13097260437207298,14.032417634129525,0.00036019732942804694,0.9996397495269775,200.8447299003601
nan,nan,196608,0.3680436834692955,0.48369139432907104,0.571826159954071,0.5277587890625,17.61574187874794,96,0.00024159836065573768,1000.0,19.13019247401044,2,-0.11904754531278741,7.131537148356438,0.00032533190096728504,0.9996746778488159,204.2010838985443
nan,nan,198656,0.15625138422910823,0.30976563692092896,0.4010253846645355,0.3553955078125,17.32204020023346,97,0.00024098360655737703,1000.0,-68.17705921104256,2,-0.12566014143230858,14.056085613369941,0.000314633478410542,0.9996854066848755,207.77775287628174
nan,nan,200704,0.2998558228398906,0.4378418028354645,0.549121081829071,0.4934814453125,17.631548637151717,98,0.00024036885245901638,1000.0,96.40165341731205,2,-0.1300061251138686,8.455796405673027,0.00029560746042989194,0.9997044205665588,211.5251269340515
120.69724007276622,74.74753298719507,200704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.2861771583557
nan,nan,202752,0.2304588112674537,0.3970703184604645,0.494140625,0.44560546875,17.440406078100203,99,0.00023975409836065573,1000.0,-33.85315587720416,2,-0.130571443271765,11.463789793848992,0.0002817865170072764,0.9997182488441467,217.81127500534058
nan,nan,204800,0.16737846268952125,0.33305662870407104,0.4141601622104645,0.3736083984375,17.317467921972273,100,0.00023913934426229505,1000.0,-173.3482102763811,2,-0.13285538356576582,14.59553891569376,0.0002707167586777359,0.9997292160987854,221.13237524032593
nan,nan,206848,0.2626617648973479,0.42973631620407104,0.51171875,0.4707275390625,17.517187309265136,101,0.0002385245901639344,1000.0,42.74399136042854,2,-0.12357529259752482,10.3469278216362,0.00025596836348995566,0.9997439980506897,224.40560221672058
