eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,20480,125.43429930619895,0.00942382775247097,0.016845703125,0.942675769329071,0.96044921875,0.971142590045929,0.977099597454071,0.981738269329071,0.9845215082168579,0.03422851487994194,0.04833984375,0.08056640625,0.12060546875,0.20551757514476776,0.4141601622104645,0.723925769329071,0.896728515625,0.522998046875,61.56194519996643,3064.8112037658693,2066.018937921524,10,0.00029446721311475406,1000.0,-591.9880587415256,2,-276.83306243419645,5.130654674489051,62.333866119384766
-495.9192064654738,5.681367609568762,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.8089280128479
nan,nan,22528,126.58082327106968,0.04184570163488388,0.04257812350988388,0.954394519329071,0.962353527545929,0.9683593511581421,0.970947265625,0.973095715045929,0.974414050579071,0.04638671875,0.05537109449505806,0.07480468600988388,0.09340820461511612,0.12714843451976776,0.24658203125,0.6299804449081421,0.907519519329071,0.5043243408203125,70.89194672107696,1593.4540065765382,578.3311423778534,11,0.0002938524590163934,1000.0,-541.0161889022361,2,-328.7490241169929,8.677293353527784,78.03329014778137
nan,nan,24576,99.23859782667714,0.07426758110523224,0.0859375,0.9146484136581421,0.92138671875,0.9237304925918579,0.9268554449081421,0.928515613079071,0.9298340082168579,0.08925781399011612,0.09414062649011612,0.10366211086511612,0.1142578125,0.14365234971046448,0.2962402403354645,0.7337402105331421,0.8963378667831421,0.511029052734375,75.52621343135834,1584.2499786376952,264.26583404541014,12,0.00029323770491803276,1000.0,-400.38431031040716,2,-322.2578766703606,28.25727061331272,83.24487209320068
nan,nan,26624,57.93729159292707,0.08657226711511612,0.09174804389476776,0.963818371295929,0.965136706829071,0.9666503667831421,0.967041015625,0.9676269292831421,0.968310534954071,0.09511718899011612,0.10478515923023224,0.10986328125,0.11586914211511612,0.12729492783546448,0.23349609971046448,0.7267090082168579,0.951953113079071,0.52762451171875,78.71985821723938,1748.101754760742,199.8844250202179,13,0.0002926229508196721,1000.0,-552.1804716700326,2,-375.9313741445541,20.774356856942177,88.58418893814087
nan,nan,28672,120.73292572452628,0.07553710788488388,0.08022461086511612,0.951708972454071,0.954150378704071,0.9559081792831421,0.9569336175918579,0.958251953125,0.958056628704071,0.09228515625,0.10102538764476776,0.11044921725988388,0.123291015625,0.133544921875,0.20732422173023224,0.687060534954071,0.93603515625,0.5176116943359375,84.06506397724152,2045.0192359924317,337.5827672481537,14,0.00029200819672131145,1000.0,-634.6212710145073,2,-393.23564596176146,24.20034589469433,93.89888310432434
nan,nan,30720,102.02853432502889,0.09208984673023224,0.09965820610523224,0.976123034954071,0.977294921875,0.9778808355331421,0.9793456792831421,0.9803222417831421,0.980175793170929,0.105224609375,0.12221679836511612,0.14013671875,0.15341797471046448,0.1796875,0.37763673067092896,0.92724609375,0.9727538824081421,0.56507568359375,88.5523537158966,1890.0352275848388,250.65667786598206,15,0.0002913934426229508,1000.0,-467.42674203308036,2,-428.5030845403671,24.193096294999123,99.10939812660217
-462.9056979597941,6.92959729726144,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,109.55391311645508
nan,nan,32768,101.35924760355265,0.08437500149011612,0.09067382663488388,0.962109386920929,0.961865246295929,0.9637206792831421,0.964404284954071,0.9649902582168579,0.965380847454071,0.10991211235523224,0.13505859673023224,0.15512695908546448,0.17177733778953552,0.21098633110523224,0.5816894769668579,0.950244128704071,0.959179699420929,0.5769683837890625,92.24578576087951,2446.1607711791994,248.66866788864135,16,0.00029077868852459015,1000.0,-559.717970903964,2,-421.31547915935516,18.523990820348263,115.04689407348633
nan,nan,34816,78.93142753216671,0.07949218899011612,0.08256836235523224,0.949267566204071,0.949023425579071,0.95068359375,0.950488269329071,0.9515136480331421,0.9515136480331421,0.09111328423023224,0.10175780951976776,0.10825195163488388,0.11469726264476776,0.13759765028953552,0.4429687559604645,0.94091796875,0.9469238519668579,0.5467987060546875,98.06211853027344,2397.0619705200197,255.044025182724,17,0.00029016393442622945,1000.0,-449.8415004912767,2,-445.6450656414032,12.062072005867957,120.48683214187622
nan,nan,36864,61.61279487507418,0.086669921875,0.09414062649011612,0.977001965045929,0.9779297113418579,0.978466808795929,0.979199230670929,0.979736328125,0.9801269769668579,0.11000976711511612,0.11850585788488388,0.12373046576976776,0.12700195610523224,0.132080078125,0.14667968451976776,0.675000011920929,0.975048840045929,0.5288330078125,103.69198575019837,2265.922576522827,217.454363822937,18,0.00028954918032786885,1000.0,-415.69128288215194,2,-482.025715970993,21.431169727444647,125.80217123031616
nan,nan,38912,122.36107728343923,0.09238281100988388,0.1005859375,0.951953113079071,0.95458984375,0.955322265625,0.9583495855331421,0.9593261480331421,0.9610840082168579,0.12275390326976776,0.13535156846046448,0.14145508408546448,0.14521484076976776,0.15180663764476776,0.16801758110523224,0.61474609375,0.939208984375,0.52200927734375,107.40760805606843,2433.602170944214,470.7251674175262,19,0.0002889344262295082,1000.0,-413.11374441812154,2,-484.24307614564896,28.41443165242672,131.16049313545227
nan,nan,40960,59.67395765557594,0.08823242038488388,0.09672851860523224,0.9762207269668579,0.9774414300918579,0.977978527545929,0.9784179925918579,0.9789062738418579,0.979248046875,0.1044921875,0.11982421576976776,0.12939453125,0.13593749701976776,0.14140625298023224,0.15693359076976776,0.6461426019668579,0.973681628704071,0.5288116455078125,111.9584406375885,2390.6448318481443,218.57607703208924,20,0.00028831967213114755,1000.0,-450.48876090104955,2,-542.3396787405014,33.494280356168744,136.31214499473572
-481.40007934040204,35.50886813221926,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,146.77215600013733
nan,nan,43008,43.84848248028429,0.087158203125,0.09194336086511612,0.9510253667831421,0.9601074457168579,0.9635254144668579,0.967480480670929,0.9695800542831421,0.969677746295929,0.10561523586511612,0.11757812649011612,0.12509766221046448,0.132080078125,0.13686522841453552,0.14687499403953552,0.22734375298023224,0.781787097454071,0.4833587646484375,115.94079122543334,2435.3135517120363,189.38965940475464,21,0.00028770491803278684,1000.0,-567.0091273604144,3,-498.71539080142975,20.118487745523453,152.28215622901917
nan,nan,45056,126.88567540001823,0.09150390326976776,0.093505859375,0.9644531011581421,0.9698241949081421,0.9723144769668579,0.9765625,0.9791015386581421,0.9803711175918579,0.10703124850988388,0.12285156548023224,0.13154296576976776,0.135986328125,0.14028319716453552,0.145751953125,0.23491211235523224,0.906298816204071,0.4970184326171875,121.6325430393219,2617.0854557037355,699.1240697860718,22,0.0002870901639344262,1000.0,-367.89002268183106,2,-523.0804560661315,19.50202695429325,157.7978241443634
nan,nan,47104,94.23786528622732,0.08632812649011612,0.09648437798023224,0.975341796875,0.977783203125,0.978271484375,0.979931652545929,0.9806152582168579,0.9803711175918579,0.11542968451976776,0.13544921576976776,0.15097656846046448,0.16127929091453552,0.16660156846046448,0.178466796875,0.5782715082168579,0.9725097417831421,0.5321319580078125,127.3984085559845,2694.2813663482666,262.12401762008665,23,0.00028647540983606554,1000.0,-320.16557793116027,2,-595.8754345178604,27.30574874281883,163.15365624427795
nan,nan,49152,64.51195562611683,0.09506835788488388,0.10122070461511612,0.9806152582168579,0.9820801019668579,0.9825195074081421,0.9820801019668579,0.9823242425918579,0.982617199420929,0.10795898735523224,0.12519530951976776,0.13349609076976776,0.135009765625,0.14956054091453552,0.16669921576976776,0.5403808355331421,0.980273425579071,0.5266937255859375,132.46945221424102,3012.243605041504,243.6282615661621,24,0.0002858606557377049,1000.0,-400.5697495177999,2,-622.7577700376511,22.035260254144667,168.44733214378357
nan,nan,51200,101.81534348239657,0.07500000298023224,0.08544921875,0.961376965045929,0.963085949420929,0.9627929925918579,0.964599609375,0.9651855230331421,0.965527355670929,0.11186523735523224,0.12836913764476776,0.14545898139476776,0.15029296278953552,0.15048828721046448,0.156982421875,0.4061523377895355,0.9561523199081421,0.5092987060546875,138.97336239814757,3154.3688735961914,320.50985369682314,25,0.00028524590163934424,1000.0,-321.32667294164077,2,-617.2007320165634,18.375302091240883,173.65672612190247
-469.20781179603136,3.3619039038942953,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184.37731790542603
nan,nan,53248,87.47872422301444,0.08823242038488388,0.08793945610523224,0.95849609375,0.9619140625,0.963183581829071,0.963134765625,0.9639648199081421,0.964550793170929,0.10727538913488388,0.1259765625,0.13925781846046448,0.15595702826976776,0.15678711235523224,0.18427734076976776,0.690625011920929,0.9590820074081421,0.5294158935546875,144.49992389678954,3329.6423400878907,286.57414479255675,26,0.0002846311475409836,1000.0,-407.3813317993213,2,-624.4245465755463,14.669955009222031,189.77501511573792
nan,nan,55296,94.32209600650239,0.07978515326976776,0.09379883110523224,0.9605957269668579,0.961132824420929,0.9632812738418579,0.964306652545929,0.965380847454071,0.9656738042831421,0.11367187649011612,0.14174804091453552,0.15898437798023224,0.16176757216453552,0.16586914658546448,0.21889647841453552,0.9046875238418579,0.958447277545929,0.548626708984375,152.02491436004638,4047.4302070617678,311.7457174301147,27,0.00028401639344262294,1000.0,-466.5264646158894,2,-644.6413495540619,10.22449654340744,195.11325407028198
nan,nan,57344,77.09213127542753,0.07192382961511612,0.07602538913488388,0.9781249761581421,0.9773925542831421,0.9776366949081421,0.978320300579071,0.9781738519668579,0.9791015386581421,0.09306640923023224,0.10371093451976776,0.11748047173023224,0.11972656100988388,0.12416992336511612,0.14487305283546448,0.947558581829071,0.976318359375,0.5402252197265625,159.71866488456726,6065.945223236084,326.62105188369753,28,0.0002834016393442623,1000.0,-531.3698444062186,2,-672.8242567062377,7.599677129089832,200.42462801933289
nan,nan,59392,62.03417662730499,0.09013672173023224,0.10029296576976776,0.97265625,0.9735351800918579,0.9747070074081421,0.97509765625,0.975830078125,0.976025402545929,0.12397460639476776,0.1396484375,0.14726562798023224,0.153564453125,0.155517578125,0.16708984971046448,0.5179687738418579,0.9722656011581421,0.5259735107421875,163.44590711593628,4571.430928039551,271.3479986190796,29,0.00028278688524590163,1000.0,-499.9437584915913,2,-685.48603682518,10.59637634381652,205.6689600944519
nan,nan,61440,51.05008646692149,0.10190429538488388,0.12583008408546448,0.958300769329071,0.961230456829071,0.9617675542831421,0.96240234375,0.963427722454071,0.96435546875,0.14726562798023224,0.16547851264476776,0.177490234375,0.180908203125,0.18276366591453552,0.18701171875,0.22836914658546448,0.867480456829071,0.5084991455078125,169.57596440315245,4216.761841583252,207.7408679485321,30,0.00028217213114754093,1000.0,-419.2212065561689,2,-683.592556142807,13.075492131710053,210.86979222297668
-288.01139530978526,8.883026230976048,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,221.5796082019806
nan,nan,63488,54.721914079162524,0.10791015625,0.12446288764476776,0.9454590082168579,0.969970703125,0.9727538824081421,0.974804699420929,0.977246105670929,0.9776366949081421,0.14418944716453552,0.163330078125,0.18227538466453552,0.18808594346046448,0.19257812201976776,0.19907227158546448,0.22783203423023224,0.606396496295929,0.497125244140625,166.86716918945314,3634.156010437012,214.87035856246948,31,0.0002815573770491803,1000.0,-426.7987351518937,2,-694.0692493438721,14.578977765142918,226.93103528022766
nan,nan,65536,80.91215309997497,0.107666015625,0.11318359524011612,0.94189453125,0.9723144769668579,0.975634753704071,0.9794921875,0.9827636480331421,0.983837902545929,0.13271483778953552,0.15546874701976776,0.16791991889476776,0.17192383110523224,0.17421874403953552,0.188232421875,0.2789550721645355,0.6676269769668579,0.499615478515625,168.10673694610597,3550.3962493896483,327.8779076099396,32,0.0002809426229508196,1000.0,-226.31083146247653,2,-644.6693915843964,14.694041556119918,232.2179901599884
nan,nan,67584,128.0507404361386,0.03461914137005806,0.039794921875,0.9703124761581421,0.9766601324081421,0.978955090045929,0.981689453125,0.9837402105331421,0.984619140625,0.05624999850988388,0.06674804538488388,0.08061523735523224,0.086669921875,0.08745117485523224,0.09296874701976776,0.10712890326976776,0.832763671875,0.4600616455078125,183.18328242301942,7262.890000915528,4164.736705541611,33,0.00028032786885245903,1000.0,-475.0677932101607,2,-727.9616716861725,6.202795977517963,237.5279471874237
nan,nan,69632,114.20430294093676,0.11640624701976776,0.13525390625,0.988037109375,0.988720715045929,0.989501953125,0.990039050579071,0.9903320074081421,0.990283191204071,0.15742187201976776,0.18149414658546448,0.19760742783546448,0.20947265625,0.213623046875,0.2158203125,0.24003906548023224,0.974658191204071,0.53616943359375,196.0409798145294,4726.503335571289,483.5848615169525,34,0.0002797131147540983,1000.0,-463.9526065823372,2,-848.5900172233581,15.0120883628726,242.71660923957825
nan,nan,71680,72.23088897838025,0.11870117485523224,0.14121094346046448,0.96533203125,0.968554675579071,0.9688476324081421,0.96923828125,0.9698730707168579,0.9703613519668579,0.16660156846046448,0.19741210341453552,0.21186523139476776,0.22255858778953552,0.22832031548023224,0.23442383110523224,0.32280272245407104,0.9642089605331421,0.53876953125,201.03742094039916,4886.847087097168,248.51453266143798,35,0.00027909836065573767,1000.0,-517.1043572521721,2,-788.1028066635132,18.391290189325808,247.9031639099121
-559.1012537592117,8.790437207561054,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,258.64856600761414
nan,nan,73728,65.00191974019398,0.10087890923023224,0.129150390625,0.9834960699081421,0.984082043170929,0.984570324420929,0.98486328125,0.98486328125,0.9850097894668579,0.15283203125,0.17739257216453552,0.19633789360523224,0.19990234076976776,0.198486328125,0.20200195908546448,0.2632812559604645,0.983837902545929,0.5319366455078125,206.4581451892853,5166.31050415039,306.2551320075989,36,0.000278483606557377,1000.0,-385.59199827936413,2,-858.0437340736389,14.301339580118656,264.17636728286743
nan,nan,75776,97.24150260311436,0.11958007514476776,0.13774414360523224,0.966015636920929,0.968457043170929,0.9683593511581421,0.9690917730331421,0.9703613519668579,0.970410168170929,0.16416016221046448,0.19008788466453552,0.20585937798023224,0.21894530951976776,0.22099609673023224,0.230224609375,0.2728027403354645,0.963427722454071,0.53353271484375,212.09675908088684,5146.034228515625,413.99497413635254,37,0.00027786885245901637,1000.0,-415.82322358689885,2,-841.7362633705139,16.37341469079256,269.6048011779785
nan,nan,77824,82.67705588706303,0.11992187798023224,0.13505859673023224,0.975781261920929,0.979052722454071,0.979931652545929,0.980664074420929,0.981005847454071,0.980419933795929,0.15561524033546448,0.17451171576976776,0.18447265028953552,0.19345703721046448,0.1962890625,0.19829101860523224,0.44482421875,0.9759765863418579,0.54095458984375,216.29224314689637,5808.086713409424,293.94334568977354,38,0.0002772540983606557,1000.0,-512.5178156012101,2,-850.3836868286132,12.034530251473189,275.02324318885803
nan,nan,79872,83.92770890502725,0.12583008408546448,0.13862304389476776,0.95556640625,0.9649902582168579,0.9684082269668579,0.969042956829071,0.9712890386581421,0.972363293170929,0.16108398139476776,0.18291015923023224,0.19853515923023224,0.19453124701976776,0.19853515923023224,0.21425780653953552,0.5414062738418579,0.95361328125,0.5444366455078125,220.79958148002623,6236.11032333374,363.62314200401306,39,0.00027663934426229507,1000.0,-499.42720598220154,2,-750.0668876647949,12.003326973319053,280.21276116371155
nan,nan,81920,134.90986046509352,0.07822265475988388,0.08969726413488388,0.9712890386581421,0.9795898199081421,0.98046875,0.982470691204071,0.983349621295929,0.9837402105331421,0.11313476413488388,0.13154296576976776,0.14565429091453552,0.151611328125,0.15859374403953552,0.16796875,0.899365246295929,0.969433605670929,0.54913330078125,228.5778914451599,9261.687536621093,724.4215684890747,40,0.0002760245901639344,1000.0,-530.4533178939616,2,-771.4061403274536,8.377651130408049,285.43385910987854
-513.7004275666119,1.6098787971657411,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,296.2523121833801
nan,nan,83968,146.18026935141535,0.07001952826976776,0.08164062350988388,0.9783691167831421,0.9798828363418579,0.9820312261581421,0.981884777545929,0.983691394329071,0.9847167730331421,0.095703125,0.1220703125,0.14008788764476776,0.14443358778953552,0.14692382514476776,0.17426757514476776,0.968798816204071,0.9752441644668579,0.5506103515625,237.47609748840333,11960.894842529297,495.5747139453888,41,0.00027540983606557377,1000.0,-534.5744983313783,2,-795.8376670837403,8.47426233338192,301.81713914871216
nan,nan,86016,150.4757121611852,0.06806640326976776,0.073974609375,0.985791027545929,0.987255871295929,0.987841784954071,0.9879394769668579,0.988574206829071,0.989453136920929,0.08769531548023224,0.10566405951976776,0.11713866889476776,0.11616210639476776,0.110107421875,0.15434570610523224,0.9752441644668579,0.983935534954071,0.5449493408203125,244.70605235099794,10998.06191558838,1665.9473967075348,42,0.0002747950819672131,1000.0,-563.2883410340961,3,-815.5048858642579,12.864230016898365,307.2012538909912
nan,nan,88064,154.22378350768705,0.03081054612994194,0.03598632663488388,0.992626965045929,0.993212878704071,0.993359386920929,0.993603527545929,0.9937988519668579,0.993896484375,0.04379882663488388,0.06376953423023224,0.07915039360523224,0.08110351860523224,0.08061523735523224,0.11845703423023224,0.975048840045929,0.991015613079071,0.528765869140625,251.82177062034606,13392.265998840332,11143.069553327561,43,0.0002741803278688524,1000.0,-597.9109279885554,2,-811.7343569755554,9.310420142393559,312.3942883014679
nan,nan,90112,138.2695107698615,0.02089843712747097,0.03276367112994194,0.9961913824081421,0.9967285394668579,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.03901367262005806,0.04731445387005806,0.05571288987994194,0.06069336086511612,0.06035156175494194,0.07275390625,0.15717773139476776,0.9939941167831421,0.470068359375,256.577473783493,13881.559899902344,134875.1794137001,44,0.00027356557377049176,1000.0,-596.9014671599651,2,-847.7432987213135,9.877933268714695,317.6674282550812
-595.6145148026978,1.1840148202924967,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,328.40074133872986
nan,nan,92160,137.53419993009302,0.03203124925494194,0.040283203125,0.9947265386581421,0.996044933795929,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.04428710788488388,0.05576171725988388,0.06875000149011612,0.06870117038488388,0.07270507514476776,0.08022461086511612,0.142822265625,0.99169921875,0.4734710693359375,261.63235330581665,13941.310237121583,677210.2124469758,45,0.0002729508196721311,1000.0,-595.1139132651599,2,-860.6370101928711,10.293993999669329,333.8036901950836
nan,nan,94208,137.71718842644185,0.02729492262005806,0.03212890774011612,0.993603527545929,0.9957519769668579,0.9966796636581421,0.996874988079071,0.996874988079071,0.996874988079071,0.044189453125,0.06391601264476776,0.07377929985523224,0.07817383110523224,0.08164062350988388,0.08867187798023224,0.14560547471046448,0.99072265625,0.4751739501953125,267.0844536781311,14179.644645690918,4042958.3644688604,46,0.00027233606557377046,1000.0,-594.7362886891133,2,-869.0736871719361,10.585966289881616,339.1052942276001
nan,nan,96256,137.05470924471155,0.017333984375,0.02104492112994194,0.9957519769668579,0.996777355670929,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.03081054612994194,0.04257812350988388,0.05078125,0.05039062350988388,0.05229492112994194,0.06459961086511612,0.12143554538488388,0.99267578125,0.4639984130859375,271.0222937583923,14432.402799987793,555338.6856488228,47,0.0002717213114754098,1000.0,-596.8371175096893,2,-865.1778753280639,10.868009287212043,344.3555579185486
nan,nan,98304,137.72129870123462,0.01674804650247097,0.02241211012005806,0.99609375,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.03583984449505806,0.05258788913488388,0.060546875,0.06064452975988388,0.06547851860523224,0.07900390774011612,0.14179687201976776,0.992431640625,0.4692474365234375,274.7480979919434,14668.59952545166,2881663.806812382,48,0.00027110655737704915,1000.0,-595.4236166007199,2,-869.8756330490112,11.080643606791273,349.5340759754181
nan,nan,100352,137.3377839813649,0.02080078050494194,0.02939453162252903,0.989550769329071,0.9921875,0.993701159954071,0.995312511920929,0.9966796636581421,0.996874988079071,0.03544921800494194,0.04453124850988388,0.04746093600988388,0.05034179612994194,0.04682617262005806,0.05791015550494194,0.12080077826976776,0.9857422113418579,0.4627227783203125,277.34512796401975,14760.006684875489,916688.6467705726,49,0.0002704918032786885,1000.0,-595.8438972960225,2,-856.9836177825928,11.311574949044735,354.787122964859
-596.1990429042187,1.3991953773281398,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,365.4537732601166
nan,nan,102400,137.47623455540162,0.011425781063735485,0.01499023474752903,0.9955078363418579,0.9966796636581421,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.02275390550494194,0.03378906100988388,0.04013671725988388,0.04458007961511612,0.04799804836511612,0.06313476711511612,0.13056640326976776,0.9930175542831421,0.4613800048828125,280.39515419006347,14963.429022216797,139434.54461026192,50,0.00026987704918032785,1000.0,-595.6839959017555,2,-868.6472476959228,11.528054662654176,370.95537209510803
nan,nan,104448,137.77891435624915,0.02021484449505806,0.02133789099752903,0.9957031011581421,0.99658203125,0.996874988079071,0.996874988079071,0.996874988079071,0.996874988079071,0.03164062649011612,0.04843749850988388,0.05620117112994194,0.05654297024011612,0.05874023586511612,0.06752929836511612,0.13051757216453552,0.992919921875,0.46649169921875,283.2834846496582,15162.475946044922,33048.989937210084,51,0.00026926229508196715,1000.0,-596.2852942766168,2,-872.4689785003662,11.696355401072651,376.34236335754395
