eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.023656597093940947,0.05771484225988388,0.06972656399011612,0.07080078125,0.07275390625,0.0677490234375,17.079468965530396,1,0.0003,17.655172413793103,13.222223857513429,116,-0.01563683528220281,12.419287540018559,3.440988302230835
,,4096,0.01630793009244371,0.03281249850988388,0.04345703125,0.04531250149011612,0.04462890699505806,0.041552734375,17.096086114645004,2,0.0002993852459016393,36.41818181818182,49.60998149519837,55,-0.012680616357829421,72.77089616060258,7.349317312240601
,,6144,0.018092900422198,0.04833984375,0.04609375074505806,0.04594726487994194,0.04316406324505806,0.04588623046875,17.135724556446075,3,0.00029877049180327867,54.026315789473685,91.29687473435698,38,-0.013923466399137396,90.76860827207565,10.72367525100708
,,8192,0.01788043820852181,0.04609375074505806,0.040283203125,0.0458984375,0.04619140550494194,0.04461669921875,17.091553795337678,4,0.000298155737704918,66.70967741935483,129.7710748740453,31,-0.013654669548850506,111.40597330331802,14.206926107406616
,,10240,0.02215723465051269,0.05854492262005806,0.05927734449505806,0.06137695163488388,0.05947265774011612,0.05966796875,17.119067388772965,5,0.00029754098360655737,70.17241379310344,131.32012007857412,29,-0.016087362874532118,116.5749443769455,17.5407292842865
198.47127205825288,72.91978785927057,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.964842319488525
nan,nan,12288,0.018097166743245907,0.03940429538488388,0.05283202975988388,0.04921875149011612,0.05112304538488388,0.04814453125,17.16215145587921,6,0.0002969262295081967,82.2,169.23891571488284,25,-0.013394949873327278,125.17708752155303,21.378981113433838
nan,nan,14336,0.022388340911857086,0.05043945461511612,0.05986328050494194,0.06870117038488388,0.066650390625,0.06141357421875,17.085222327709197,7,0.00029631147540983607,100.65,219.86241060038856,20,-0.013842174172168598,36.188985992968085,24.66619110107422
nan,nan,16384,0.030410266381659314,0.08403320610523224,0.09111328423023224,0.099853515625,0.09375,0.0921875,17.165193378925323,8,0.00029569672131147536,103.45,231.4552053784188,20,-0.01778377015143633,36.41993617117405,27.92442011833191
nan,nan,18432,0.024335384299047292,0.06313476711511612,0.06289062649011612,0.06791992485523224,0.0703125,0.066064453125,17.06381137371063,9,0.0002950819672131147,118.05882352941177,278.6199233730245,17,-0.012725479691289366,19.316477017104624,31.517714262008667
nan,nan,20480,0.021657678863266482,0.05434570461511612,0.06181640550494194,0.05742187425494194,0.06171875074505806,0.05882568359375,17.119571882486344,10,0.00029446721311475406,112.66666666666667,259.9501097548422,18,-0.01138030681759119,83.57472041845321,34.84976410865784
328.59499475408853,3.3314595469553283,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.65906834602356
nan,nan,22528,0.0188487876621366,0.05859375,0.05219726637005806,0.04438476637005806,0.045166015625,0.05008544921875,17.118792676925658,11,0.0002938524590163934,129.25,291.99883409600693,16,-0.012570887712354307,58.09746082127094,39.23993420600891
nan,nan,24576,0.022054320824099704,0.05268554762005806,0.05434570461511612,0.06577148288488388,0.07143554836511612,0.0610595703125,17.158508050441743,12,0.00029323770491803276,134.53333333333333,303.34133820542445,15,-0.016907487537537236,35.306895761191846,42.65389108657837
nan,nan,26624,0.033850277393503346,0.10024414211511612,0.10512695461511612,0.10390625149011612,0.10615234076976776,0.103857421875,17.239895009994505,13,0.0002926229508196721,135.86666666666667,313.27299211114433,15,-0.013022683368762954,4.4891523696482185,46.0598783493042
nan,nan,28672,0.023932474810862914,0.07070312649011612,0.07080078125,0.06684570014476776,0.06162109225988388,0.06749267578125,17.059507101774216,14,0.00029200819672131145,127.52941176470588,295.62537507224425,17,-0.013160148798488081,33.486395600438115,50.1180260181427
nan,nan,30720,0.027300457407545765,0.07558593899011612,0.07900390774011612,0.07880859076976776,0.08295898139476776,0.07908935546875,17.06226178407669,15,0.0002913934426229508,124.125,292.25605704704014,16,-0.013680185429984703,36.6706809207797,53.76767635345459
329.33004254914056,3.8559891019608385,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.46626114845276
nan,nan,32768,0.034716469562408744,0.09331054985523224,0.10600586235523224,0.10966797173023224,0.11918945610523224,0.10704345703125,17.1762364923954,16,0.00029077868852459015,136.93333333333334,319.717266934516,15,-0.017757052424713038,2.4576155990362167,58.21427512168884
nan,nan,34816,0.02398055567027768,0.04653320461511612,0.05776367336511612,0.07475586235523224,0.08120117336511612,0.0650634765625,17.066165709495543,17,0.00029016393442622945,136.6,320.64504547722055,15,-0.013195211021229624,8.524257035553456,61.88006401062012
nan,nan,36864,0.02437679176000529,0.06298828125,0.07114257663488388,0.07490234076976776,0.07114257663488388,0.0700439453125,17.076546561717986,18,0.00028954918032786885,130.5625,308.44984357741373,16,-0.010831357874849346,19.786387242376804,65.52049612998962
nan,nan,38912,0.027568886056542397,0.058837890625,0.068359375,0.0888671875,0.09404297173023224,0.07752685546875,17.055379891395567,19,0.0002889344262295082,131.66666666666666,315.2422723422598,15,-0.014883589252713136,8.222635650634766,69.62450098991394
