eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.021398811056133126,0.05976562574505806,0.06215820461511612,0.062255859375,0.06406249850988388,0.062060546875,34.23452167510986,1,0.0003,1000.0,-473.0056137991439,2,-0.022378693195059897,16.96013865917921,2.9411771297454834
,,4096,0.02441023497376591,0.06669922173023224,0.07177734375,0.06655273586511612,0.07231445610523224,0.0693359375,34.13434171676636,2,0.0002993852459016393,1000.0,-420.802496953655,2,-0.027613585884682833,13.70697596669197,5.874290943145752
,,6144,0.03560794982186053,0.11318359524011612,0.113037109375,0.10898437350988388,0.107177734375,0.110595703125,34.14830739498139,3,0.00029877049180327867,1000.0,-430.94080956130415,2,-0.038028117635985834,10.882671827077866,8.795600175857544
,,8192,0.03708142574178055,0.11362304538488388,0.11748047173023224,0.11909179389476776,0.12519530951976776,0.11884765625,34.23192489147186,4,0.000298155737704918,1000.0,-393.8036969544221,2,-0.039601402374682945,9.81144015043974,11.49133586883545
,,10240,0.050168406421289544,0.15756836533546448,0.15688475966453552,0.16108398139476776,0.1630859375,0.15965576171875,34.36298390626907,5,0.00029754098360655737,1000.0,-441.4605374020824,2,-0.04552769849542528,7.959989387542009,14.007015228271484
-256.0787280573003,48.918796772201866,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.914512157440186
nan,nan,12288,0.031747847626684235,0.10922851413488388,0.090087890625,0.09272460639476776,0.104248046875,0.099072265625,34.23211135864258,6,0.0002969262295081967,1000.0,-403.0274882201676,2,-0.039867682398471514,15.059858217835426,20.543374061584473
nan,nan,14336,0.03373016568366438,0.11381836235523224,0.10078124701976776,0.09360351413488388,0.11713866889476776,0.10633544921875,34.322214329242705,7,0.00029631147540983607,1000.0,-394.76483540910954,2,-0.04265843216853682,18.021095424890518,23.167532920837402
nan,nan,16384,0.04483915409145993,0.14418944716453552,0.13950195908546448,0.13540038466453552,0.14213867485523224,0.1403076171875,34.09007211923599,8,0.00029569672131147536,1000.0,-447.8704179305295,2,-0.04345128874701913,13.598434776067734,25.767531871795654
nan,nan,18432,0.04989197735048947,0.16020508110523224,0.15839843451976776,0.16074219346046448,0.16796875,0.16182861328125,34.257733571529386,9,0.0002950819672131147,1000.0,-351.0697035175827,2,-0.048523030044452756,11.513267859816551,28.311028957366943
nan,nan,20480,0.05667775139954756,0.16298827528953552,0.18076172471046448,0.1748046875,0.18603515625,0.1761474609375,34.29343016147614,10,0.00029446721311475406,1000.0,-405.7349191575963,2,-0.05266002202697564,12.983048552274704,31.158013820648193
-305.15422052653764,68.88728069645391,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.978251934051514
