eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,train/weight_step_0,train/weight_step_1,train/weight_step_2,train/weight_step_3,wall_time
,,2048,0.02370027161523467,0.05815429612994194,0.07001952826976776,0.07084961235523224,0.0732421875,0.06806640625,17.07975305914879,1,0.0003,17.655172413793103,13.222223857513429,116,-0.01566216957871802,12.419290694594384,0.24764351546764374,0.25365665555000305,0.2447415590286255,0.2539583146572113,3.5002758502960205
,,4096,0.016794683695479762,0.040771484375,0.04550781100988388,0.04550781100988388,0.04653320461511612,0.044580078125,17.101429188251494,2,0.0002993852459016393,35.03508771929825,45.615099130698624,57,-0.013720916156307795,71.18021795749664,0.24899815022945404,0.2522667348384857,0.24283835291862488,0.2558966875076294,7.464372873306274
,,6144,0.018388921409496106,0.04541015625,0.05170898512005806,0.04462890699505806,0.04511718824505806,0.04671630859375,17.140853798389436,3,0.00029877049180327867,57.27777777777778,102.73781686604917,36,-0.013440168596571312,124.61567989587783,0.2500825822353363,0.2510455250740051,0.24266566336154938,0.256206214427948,10.863566875457764
,,8192,0.020700283875339665,0.05302734300494194,0.05263672024011612,0.05654297024011612,0.06577148288488388,0.05699462890625,17.10838543176651,4,0.000298155737704918,69.1,134.23606959480682,30,-0.01675935320672579,139.3820321559906,0.24957355856895447,0.25014153122901917,0.24273207783699036,0.2575528919696808,14.321974992752075
,,10240,0.015791150349832604,0.03969726711511612,0.03989257663488388,0.03457031399011612,0.03364257887005806,0.03695068359375,17.101097321510316,5,0.00029754098360655737,89.86363636363636,178.03927360610277,22,-0.009851545846322552,101.01597890257835,0.2504414916038513,0.24933016300201416,0.24222934246063232,0.257999062538147,17.511987924575806
208.19020814650548,12.857010945878292,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.050618886947632
nan,nan,12288,0.021057999905315226,0.05576171725988388,0.05576171725988388,0.05454101413488388,0.05483398586511612,0.055224609375,17.18444370627403,6,0.0002969262295081967,87.3913043478261,162.04101139537025,23,-0.013170233156415634,128.2799707055092,0.24962681531906128,0.24923449754714966,0.24303597211837769,0.2581027150154114,21.245763063430786
nan,nan,14336,0.019154181543854065,0.04326171800494194,0.04282226413488388,0.05454101413488388,0.05698242038488388,0.04940185546875,17.10886930823326,7,0.00029631147540983607,111.63157894736842,223.35109665764102,19,-0.012839924266154412,59.68909122943878,0.25013047456741333,0.24667330086231232,0.24382291734218597,0.2593733072280884,24.612788915634155
nan,nan,16384,0.015564898354932665,0.028076171875,0.03291015699505806,0.03837890550494194,0.04501952975988388,0.03609619140625,17.04900727272034,8,0.00029569672131147536,127.0,271.8231272486471,16,-0.010938300186535344,59.44844361245632,0.2487805336713791,0.24737170338630676,0.24480661749839783,0.25904110074043274,27.813229084014893
nan,nan,18432,0.019341640397033188,0.051513671875,0.04892577975988388,0.052978515625,0.05146484449505806,0.051220703125,17.07907944917679,9,0.0002950819672131147,112.0,225.9253517921382,18,-0.013645268758409657,170.32168810367585,0.2473098486661911,0.24953648447990417,0.2448396235704422,0.2583141028881073,31.38777804374695
nan,nan,20480,0.02739530619874131,0.07778320461511612,0.08017577975988388,0.08486328274011612,0.07133789360523224,0.0785400390625,17.11676201224327,10,0.00029446721311475406,127.875,266.08368291810496,16,-0.018954108239267953,163.2119606256485,0.24625729024410248,0.25112417340278625,0.24347464740276337,0.2591438293457031,34.67761778831482
