eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,20480,0.03689104755176231,0.20947265625,0.21186523139476776,0.20463867485523224,0.21552734076976776,0.2103759765625,0.005179486048291437,0.028677021519979463,10.0,34.199434387683866,10,0.00029446721311475406,1000.0,-434.62627928211,2,-0.036305275109771176,16.554001735150813,24.05939793586731
-263.1147308324348,66.85693082325427,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.487221002578735
nan,nan,22528,0.03302087115080212,0.19580078125,0.203369140625,0.207275390625,0.20224609971046448,0.2021728515625,0.005533075242419727,0.03184378180303611,10.0,34.27169063091278,11,0.0002938524590163934,1000.0,-320.9987518492971,2,-0.03743146311853707,19.406482037901878,29.566046953201294
nan,nan,24576,0.04321784478815971,0.23779296875,0.24042968451976776,0.24687500298023224,0.23603515326976776,0.240283203125,0.0055195785673276985,0.03247069800854661,10.0,34.24049166440964,12,0.00029323770491803276,1000.0,-416.2852595499869,2,-0.041666902220458726,15.716636925935745,31.657628059387207
nan,nan,26624,0.03414274402312003,0.20000000298023224,0.20048828423023224,0.20429687201976776,0.21147461235523224,0.20406494140625,0.005112659032602096,0.030331281089456753,10.0,34.17575842142105,13,0.0002926229508196721,1000.0,-388.5464817431374,2,-0.03560217808371817,15.747754004597663,33.7574942111969
nan,nan,28672,0.05479677762123174,0.27290040254592896,0.26787108182907104,0.2699218690395355,0.2744140625,0.27127685546875,0.005991094923228957,0.03593311770819128,10.0,34.22199749946594,14,0.00029200819672131145,1000.0,-280.26048388248716,2,-0.03739835136811962,10.785492192953825,35.87533187866211
nan,nan,30720,0.029457641702174443,0.18828125298023224,0.18706054985523224,0.18369141221046448,0.18593749403953552,0.18624267578125,0.006450418608437758,0.033061226981226356,10.0,34.20169340372085,15,0.0002913934426229508,1000.0,-456.54967430243505,2,-0.03954570608584618,25.45640248954296,37.98529601097107
-301.1742663850327,75.44265035744112,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.50165891647339
nan,nan,32768,0.05006905744958203,0.25537109375,0.25117188692092896,0.25727540254592896,0.2515625059604645,0.25384521484375,0.004805374612624291,0.029081369296181946,10.0,34.337092101573944,16,0.00029077868852459015,1000.0,-428.71637458895816,2,-0.03879508542477197,14.107724699378014,43.552661180496216
nan,nan,34816,0.03055084534935304,0.19150391221046448,0.18305663764476776,0.18798828125,0.18388672173023224,0.18660888671875,0.00519822001515422,0.028248593374155462,10.0,34.21094558238983,17,0.00029016393442622945,1000.0,-454.09236429385396,2,-0.03838074989425877,30.626727867126466,45.655776023864746
nan,nan,36864,0.03315234226465691,0.208740234375,0.20107421278953552,0.206787109375,0.2021484375,0.2046875,0.004220024642563658,0.025041788612725213,10.0,34.13590097427368,18,0.00028954918032786885,1000.0,-540.9191867623404,2,-0.04014723633081303,26.202523398399354,47.76298499107361
nan,nan,38912,0.032258989350521,0.1806640625,0.18559570610523224,0.17661133408546448,0.18310546875,0.181494140625,0.004228535523725441,0.02221390708000399,10.0,34.19211877584458,19,0.0002889344262295082,1000.0,-432.19606492155106,2,-0.03698225479975008,33.15279237031937,49.880850076675415
nan,nan,40960,0.029164816473348766,0.18125000596046448,0.18046875298023224,0.18168945610523224,0.181884765625,0.1813232421875,0.003916455433500232,0.021730155945988372,10.0,34.30473780632019,20,0.00028831967213114755,1000.0,-486.9680224687078,2,-0.039438319238070105,34.480498284101486,52.009859800338745
-250.97243014673887,70.8038383328371,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.53148698806763
nan,nan,43008,0.039498638003715315,0.21577148139476776,0.21210937201976776,0.221923828125,0.21933594346046448,0.21728515625,0.0039372985906084065,0.022136537812184543,10.0,34.11216160058975,21,0.00028770491803278684,1000.0,-382.0971544666573,3,-0.04278164340175863,24.728768119215964,57.58524012565613
nan,nan,45056,0.0506772292421374,0.265625,0.2593750059604645,0.2550292909145355,0.25751954317092896,0.25938720703125,0.004104743701464031,0.022881708905333652,10.0,34.28974534273148,22,0.0002870901639344262,1000.0,-453.6854657751892,2,-0.045780177181313775,17.274470058083534,59.746724128723145
nan,nan,47104,0.061435417576285546,0.29052734375,0.2867675721645355,0.2864746153354645,0.2892089784145355,0.28824462890625,0.004990707725664833,0.02853665433358401,10.0,34.370697629451755,23,0.00028647540983606554,1000.0,-369.79111185214265,2,-0.041395129232114414,14.30271703004837,62.149171113967896
nan,nan,49152,0.05830733603797853,0.29248046875,0.28955078125,0.2872070372104645,0.2923339903354645,0.29039306640625,0.005793764501868281,0.032405356480740014,10.0,34.314356410503386,24,0.0002858606557377049,1000.0,-426.3869198730655,2,-0.04802252124518418,18.95772553086281,64.54378199577332
nan,nan,51200,0.07688263602976804,0.31669920682907104,0.31865233182907104,0.3241210877895355,0.32050782442092896,0.3199951171875,0.0061049262425513,0.03487255637301132,10.0,34.534374272823335,25,0.00028524590163934424,1000.0,-340.11304642061566,2,-0.04246628742748726,12.053418424725532,66.82565402984619
-185.2780489111456,53.418424252180635,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.30750226974487
nan,nan,53248,0.0478073583690275,0.23681640625,0.2527832090854645,0.255859375,0.2522949278354645,0.2494384765625,0.005639967645402066,0.030953399365535005,10.0,34.2031636595726,26,0.0002846311475409836,1000.0,-237.08215588693233,2,-0.046244324814506396,14.967813023924828,72.36141395568848
nan,nan,55296,0.03508458117794362,0.20263671875,0.20849609375,0.20839843153953552,0.20976562798023224,0.20732421875,0.004735264567716513,0.026252972660586238,10.0,34.22890653610229,27,0.00028401639344262294,1000.0,-244.64867949043412,2,-0.04315341811143299,22.190500819683074,74.66826605796814
nan,nan,57344,0.05139631131605711,0.24921874701976776,0.25092774629592896,0.2696289122104645,0.26044923067092896,0.25755615234375,0.004012688614602666,0.0213433420896763,10.0,34.468148386478425,28,0.0002834016393442623,1000.0,-344.21723906044883,2,-0.052985991941022804,20.120738700032234,76.91773104667664
nan,nan,59392,0.07439427019635332,0.3043456971645355,0.3228515684604645,0.3280273377895355,0.32441407442092896,0.31990966796875,0.004109391503880034,0.023795445979340003,10.0,34.42619470357895,29,0.00028278688524590163,1000.0,-348.2503030378959,2,-0.047163504167656356,13.483491402864455,79.13491106033325
nan,nan,61440,0.04906389669777127,0.2520996034145355,0.2421875,0.2669433653354645,0.2655273377895355,0.256689453125,0.004903838248719694,0.028401365014724435,10.0,34.316387796401976,30,0.00028217213114754093,1000.0,-354.0632052654939,2,-0.04860899022205558,20.25969391465187,81.34878301620483
-152.34426024804344,52.17467188934576,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.85096192359924
nan,nan,63488,0.0607312175889092,0.28515625,0.28657227754592896,0.29150390625,0.294189453125,0.28935546875,0.004981704024248757,0.027827096002874897,10.0,34.438567626476285,31,0.0002815573770491803,1000.0,-289.6538354334116,2,-0.047764418568840485,15.891545882821083,86.9636070728302
nan,nan,65536,0.08032769077181001,0.31884765625,0.3255859315395355,0.3294921815395355,0.34331053495407104,0.32930908203125,0.005723029645014322,0.03143535344861448,10.0,34.55706993341446,32,0.0002809426229508196,1000.0,-264.75747665425837,2,-0.047336709289174904,12.921330837905407,89.21117115020752
nan,nan,67584,0.05506448457381339,0.27216798067092896,0.2623046934604645,0.2733398377895355,0.29228514432907104,0.2750244140625,0.005714019738661591,0.03211386312032118,10.0,34.246328341960904,33,0.00028032786885245903,1000.0,-333.53095718849386,2,-0.05056026673173619,19.12458251863718,91.47106599807739
nan,nan,69632,0.07844806408102159,0.3260253965854645,0.3223632872104645,0.3333496153354645,0.3402343690395355,0.3304931640625,0.005280967191356467,0.029791003838181496,10.0,34.515910518169406,34,0.0002797131147540983,1000.0,-293.2119632404507,2,-0.043852999163573256,11.248877133429051,93.67772817611694
nan,nan,71680,0.0679737085098168,0.29936522245407104,0.29887694120407104,0.32026368379592896,0.3258300721645355,0.311083984375,0.005114242964191362,0.027733390586217866,10.0,34.41588896512985,35,0.00027909836065573767,1000.0,-310.39456609316255,2,-0.05039380029447784,15.150403307378292,95.96329712867737
-144.33819403404695,37.07278047580084,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.52628803253174
nan,nan,73728,0.06378880207485053,0.2840820252895355,0.28754884004592896,0.3077636659145355,0.3187011778354645,0.29952392578125,0.005046048713847995,0.028172305750194936,10.0,34.283675861358645,36,0.000278483606557377,1000.0,-264.9338580321278,2,-0.04658655305847788,13.075570753216743,101.5923159122467
nan,nan,75776,0.09432336903046235,0.34760743379592896,0.35078126192092896,0.36772459745407104,0.36835938692092896,0.3586181640625,0.005435191949800355,0.03155464775627479,10.0,34.43513114452362,37,0.00027786885245901637,1000.0,-251.3442613363485,2,-0.04545479378648452,10.709952511638402,103.7207350730896
nan,nan,77824,0.0891562942393648,0.3201660215854645,0.3368164002895355,0.35761719942092896,0.3648925721645355,0.344873046875,0.005938868658267893,0.034608101937919855,10.0,34.50445666313171,38,0.0002772540983606557,1000.0,-316.7526260719279,2,-0.04979386664108461,11.353534130752086,106.04917621612549
nan,nan,79872,0.09256771006403142,0.32255858182907104,0.34624022245407104,0.34443360567092896,0.36665040254592896,0.344970703125,0.005790191258711275,0.032241297891596334,10.0,34.46519376039505,39,0.00027663934426229507,1000.0,-233.57504929142354,2,-0.051046914236394514,10.226131929457187,108.25616502761841
nan,nan,81920,0.09276272537244949,0.34028321504592896,0.3492187559604645,0.37055665254592896,0.3929687440395355,0.3632568359375,0.005525182837300235,0.030075406871037557,10.0,34.45173802375793,40,0.0002760245901639344,1000.0,-248.8762918422906,2,-0.04892510626723379,9.10391556173563,110.42386794090271
-39.034203215813804,62.582104730945204,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113.94621396064758
nan,nan,83968,0.040862018257757884,0.21665039658546448,0.22622069716453552,0.252197265625,0.23940429091453552,0.2336181640625,0.00534862950880779,0.029530609614448623,10.0,34.226480996608736,41,0.00027540983606557377,1000.0,-327.0102929066082,2,-0.050002123150989064,18.366853561997413,116.07577204704285
nan,nan,86016,0.06821702787347021,0.2842773497104645,0.302490234375,0.312255859375,0.32568359375,0.3061767578125,0.004144295100559248,0.022019652524613777,10.0,34.314286291599274,42,0.0002747950819672131,1000.0,-176.092758920396,3,-0.047629606221653374,11.847522386908532,118.27484011650085
nan,nan,88064,0.09465942855531466,0.3350585997104645,0.3580078184604645,0.3650878965854645,0.3731933534145355,0.3578369140625,0.004827281165489694,0.02647416704276111,10.0,34.522232842445376,43,0.0002741803278688524,1000.0,-257.8945570093055,2,-0.04586476581298484,8.651238355040551,120.52080011367798
nan,nan,90112,0.054593512029532575,0.24433593451976776,0.26762694120407104,0.283935546875,0.28471678495407104,0.27015380859375,0.0044442200298362875,0.0241213999746833,10.0,34.460377264022824,44,0.00027356557377049176,1000.0,-226.78074582925177,2,-0.04784187208942967,14.486319626867772,122.72943806648254
-3.4224035454992388,69.51155818413336,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,126.27886390686035
nan,nan,92160,0.08450751561904327,0.3084960877895355,0.33251953125,0.35795897245407104,0.35991209745407104,0.3397216796875,0.0038729366817278786,0.0214752160187345,10.0,34.35925070047379,45,0.0002729508196721311,1000.0,-267.67268953029645,2,-0.048184396703527456,9.647424414753914,128.47174501419067
nan,nan,94208,0.08539669776291703,0.31757813692092896,0.34599608182907104,0.3592285215854645,0.3631835877895355,0.34649658203125,0.004415695437637623,0.022983288386603816,10.0,34.35940901041031,46,0.00027233606557377046,1000.0,-131.89036660073924,2,-0.05236593277049906,9.18155783265829,130.59815621376038
nan,nan,96256,0.07100941998069174,0.2884277403354645,0.30439454317092896,0.3258300721645355,0.3396972715854645,0.31458740234375,0.004631502378470031,0.02502239149180241,10.0,34.25714902877807,47,0.0002717213114754098,1000.0,-174.6605939230756,2,-0.05026455061315573,8.930587780475616,132.815927028656
nan,nan,98304,0.08453072900738334,0.3070312440395355,0.329345703125,0.3551269471645355,0.35737305879592896,0.33721923828125,0.004946045858378057,0.02665765907149762,10.0,34.58303468227386,48,0.00027110655737704915,1000.0,-103.07004841400294,2,-0.046706039030141255,8.42180265635252,135.05078196525574
nan,nan,100352,0.10800332638318651,0.364990234375,0.3890624940395355,0.41259765625,0.39653319120407104,0.3907958984375,0.005174695047026034,0.0266168917354662,10.0,34.6516836643219,49,0.0002704918032786885,1000.0,-104.54024069401014,2,-0.05791455224753008,7.244996210932731,137.2751271724701
34.83825731533757,124.7279231986648,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140.77266216278076
nan,nan,102400,0.054049458591907754,0.24404296278953552,0.26591795682907104,0.28154295682907104,0.298095703125,0.27239990234375,0.004941878318641102,0.02537614867906086,10.0,34.208886003494264,50,0.00026987704918032785,1000.0,-33.3406720025289,2,-0.05585257908933272,12.904457367956638,142.8808572292328
nan,nan,104448,0.059961979498621074,0.2835937440395355,0.2763671875,0.30195313692092896,0.298583984375,0.29012451171875,0.0039374944353767205,0.0208150797203416,10.0,34.43031680583954,51,0.00026926229508196715,1000.0,-92.84471355960954,2,-0.054946765912609406,10.446727664768696,145.0604920387268
nan,nan,106496,0.045656181744561763,0.21708984673023224,0.23930664360523224,0.24951171875,0.2771972715854645,0.2457763671875,0.0038869425989105366,0.020744990315870383,10.0,34.28864191770553,52,0.00026864754098360655,1000.0,-54.58818867056978,2,-0.05363083860511324,17.13245362341404,147.37657499313354
nan,nan,108544,0.08121452128470992,0.29619139432907104,0.32587891817092896,0.34111326932907104,0.3553222715854645,0.32962646484375,0.0038696391609846616,0.020871851680567488,10.0,34.41827965974808,53,0.0002680327868852459,1000.0,-30.98658820787343,2,-0.05691937977126145,10.202720879018306,149.60943388938904
nan,nan,110592,0.06993604354429409,0.29057615995407104,0.30854493379592896,0.313720703125,0.32734376192092896,0.31004638671875,0.00415701625024667,0.022296432414441368,10.0,34.186633467674255,54,0.00026741803278688525,1000.0,-174.3922660780973,2,-0.05373250304692192,11.256717349588872,151.8762629032135
79.32074697059662,73.35966075211002,110592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,155.41636514663696
nan,nan,112640,0.10247303142750752,0.3506835997104645,0.3707519471645355,0.38251954317092896,0.3984375,0.37559814453125,0.004574660815706011,0.024779264407698065,10.0,34.61702233552933,55,0.0002668032786885246,1000.0,-58.907735838512394,2,-0.050966758478443806,8.197616329789161,157.54488825798035
nan,nan,114688,0.1283576616573555,0.3734374940395355,0.40009766817092896,0.4283203184604645,0.4286132752895355,0.4076171875,0.005505405155417975,0.02783544798148796,10.0,34.51147557497025,56,0.0002661885245901639,1000.0,-88.36067912683183,2,-0.046526299797551476,7.186651182919741,159.69642090797424
nan,nan,116736,0.10243878568071522,0.33955079317092896,0.359619140625,0.386962890625,0.4100097715854645,0.37403564453125,0.00527522655465873,0.02745232008746825,10.0,34.602235281467436,57,0.00026557377049180324,1000.0,28.52357575732579,2,-0.04994078131585411,7.00691731274128,161.99528193473816
nan,nan,118784,0.05661879521139781,0.23813477158546448,0.27490234375,0.2938476502895355,0.30473631620407104,0.2779052734375,0.004730599952017656,0.02505388047429733,10.0,34.348299133777616,58,0.0002649590163934426,1000.0,-35.23344468893049,2,-0.05251718920626445,13.134457547962665,164.27530193328857
nan,nan,120832,0.07062568361288868,0.2730956971645355,0.30937498807907104,0.3134765625,0.3434081971645355,0.3098388671875,0.003919141506776214,0.0201944107451709,10.0,34.39371293783188,59,0.00026434426229508194,1000.0,-117.6710524096921,2,-0.05725409469960141,9.251102197170258,166.54294204711914
160.3309106088723,70.56299674836333,120832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.08444595336914
nan,nan,122880,0.06336968878604239,0.2587890625,0.2843261659145355,0.30952149629592896,0.31962889432907104,0.29306640625,0.0036320068589702713,0.01952435307612177,10.0,34.33785194158554,60,0.0002637295081967213,1000.0,39.29151519156959,2,-0.05316336798532575,12.962938821315765,172.23581910133362
nan,nan,124928,0.08120273922031629,0.30156248807907104,0.31611329317092896,0.33491212129592896,0.35786134004592896,0.3276123046875,0.003293032990040956,0.017880066964426077,10.0,34.378286468982694,61,0.00026311475409836063,1000.0,38.87980259579416,2,-0.05358605668716336,9.98049379438162,174.37692189216614
nan,nan,126976,0.1216328045069531,0.3770996034145355,0.3995605409145355,0.42192381620407104,0.423583984375,0.4055419921875,0.004314173498278251,0.021796215180074796,10.0,34.5485102891922,62,0.0002625,1000.0,-46.91589418129771,2,-0.05144533677084837,6.448630025237799,176.68366503715515
nan,nan,129024,0.058997497745440344,0.2637695372104645,0.27729493379592896,0.300537109375,0.30498045682907104,0.2866455078125,0.004513476902502589,0.0236826383654261,10.0,34.349101066589355,63,0.00026188524590163933,1000.0,45.69355760067132,3,-0.050626065391406884,11.631114329397679,179.01128721237183
nan,nan,131072,0.07909449115322786,0.304443359375,0.33447265625,0.3372558653354645,0.35302734375,0.3322998046875,0.004419647072063526,0.02385200778080616,10.0,34.41538507938385,64,0.0002612704918032787,1000.0,46.15917863224877,2,-0.048715206641645636,9.930800676345825,181.29779505729675
256.5786770561863,82.0480955115885,131072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184.80203104019165
nan,nan,133120,0.14551199428096878,0.406005859375,0.42041015625,0.4365234375,0.4490722715854645,0.4280029296875,0.004839452408486977,0.024517482009832746,10.0,34.8442648768425,65,0.000260655737704918,1000.0,-25.08580909980647,2,-0.04953125769416147,6.102267032861709,186.90171098709106
nan,nan,135168,0.07816137274203357,0.31611329317092896,0.314208984375,0.34125977754592896,0.3358398377895355,0.32685546875,0.004739589020027779,0.02635613604215905,10.0,34.61969510316849,66,0.0002600409836065573,1000.0,-8.204465644851844,2,-0.05773368542359094,8.379137068986893,189.0835120677948
nan,nan,137216,0.08850162178787287,0.3197265565395355,0.3404296934604645,0.3619628846645355,0.3611816465854645,0.3458251953125,0.0038722764831618404,0.0198112864716677,10.0,34.53386492729187,67,0.00025942622950819673,1000.0,42.542282529028,2,-0.053118956450998664,7.283073059469461,191.33802700042725
nan,nan,139264,0.0493488248444919,0.24077148735523224,0.2552734315395355,0.2713867127895355,0.2672363221645355,0.2586669921875,0.0037584907076961827,0.01964399287244305,10.0,34.309608137607576,68,0.000258811475409836,1000.0,-111.26223143239116,2,-0.053277932861146834,15.007995024323463,193.5611400604248
nan,nan,141312,0.09444411913136719,0.3309570252895355,0.34912109375,0.3623046875,0.3783203065395355,0.35517578125,0.0035049262463871856,0.018753554875729606,10.0,34.44830411672592,69,0.00025819672131147537,1000.0,51.85622302961639,2,-0.04755710938561606,7.195835091173649,195.7660210132599
223.81885340750614,57.68169512378582,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,199.28414487838745
nan,nan,143360,0.08307440346179647,0.31562501192092896,0.337890625,0.3515625,0.3626953065395355,0.341943359375,0.00402649799871142,0.0209375623438973,10.0,34.36667402982712,70,0.0002575819672131147,1000.0,21.994924041268987,2,-0.058758264812786364,7.756052005290985,201.4395010471344
nan,nan,145408,0.07131606579569053,0.2920898497104645,0.307861328125,0.32470703125,0.33740234375,0.31551513671875,0.003947712000081083,0.021053061250131577,10.0,34.454566633701326,71,0.00025696721311475407,1000.0,65.46441703788676,2,-0.05444625576546969,10.703802846372128,203.5651421546936
nan,nan,147456,0.06769271432713139,0.2665039002895355,0.30278319120407104,0.3160156309604645,0.32075196504592896,0.301513671875,0.003603047154319938,0.019478079583495855,10.0,34.40263100862503,72,0.0002563524590163934,1000.0,81.34366511608688,2,-0.04810627868391748,13.271330979466438,205.69453120231628
nan,nan,149504,0.06360812801067368,0.27739256620407104,0.2890625,0.3084960877895355,0.31694334745407104,0.2979736328125,0.0035542749770684167,0.019625950310728512,10.0,34.31215122938156,73,0.00025573770491803277,1000.0,115.92925637677718,2,-0.058348843846579256,11.553686301410199,207.85485291481018
nan,nan,151552,0.05368964613226126,0.2548828125,0.2532714903354645,0.267333984375,0.2782226502895355,0.263427734375,0.0032420947012724356,0.017427601106464862,10.0,34.16593198776245,74,0.0002551229508196721,1000.0,8.766938482738965,2,-0.057111682969480174,15.883027532696724,210.03413891792297
274.6958039142298,93.82184485641316,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,213.60149002075195
nan,nan,153600,0.07567736413620878,0.29462891817092896,0.30908203125,0.3338867127895355,0.3548339903354645,0.32310791015625,0.003060409335739678,0.01698777067940682,10.0,34.44577317237854,75,0.00025450819672131146,1000.0,-6.495583146060664,2,-0.057240803580407375,16.53338578939438,215.83657097816467
nan,nan,155648,0.13550484818260883,0.392822265625,0.408935546875,0.42670899629592896,0.44697266817092896,0.41885986328125,0.00419622172776144,0.023299432615749537,10.0,34.63621215820312,76,0.0002538934426229508,1000.0,11.260258627879224,2,-0.03899748100229772,7.87564013749361,217.94621109962463
nan,nan,157696,0.05018333066400373,0.24472656846046448,0.250244140625,0.26933592557907104,0.27543944120407104,0.2599365234375,0.004520772408432095,0.024833122617565095,10.0,34.09069590568542,77,0.0002532786885245901,1000.0,51.23267781629911,2,-0.05300722715510346,19.034091383218765,220.0388400554657
nan,nan,159744,0.04723602133381064,0.21586914360523224,0.23955078423023224,0.26054686307907104,0.2662109434604645,0.24554443359375,0.0034273277276952287,0.017944136942969636,10.0,34.34418519735336,78,0.00025266393442622946,1000.0,-0.006015597820784535,2,-0.0553595935816702,20.34840198755264,222.3347771167755
nan,nan,161792,0.08932797434245003,0.32719725370407104,0.342041015625,0.3515625,0.369384765625,0.34754638671875,0.0033082809248298874,0.017642194600193763,10.0,34.41137962341308,79,0.0002520491803278688,1000.0,78.65715843616897,2,-0.056087262757500866,13.785689628124237,224.55467009544373
266.7266817156107,138.16423040154547,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,228.05731201171875
nan,nan,163840,0.10923875128573854,0.3599609434604645,0.373291015625,0.3934570252895355,0.4129882752895355,0.38492431640625,0.003938778751762584,0.021049031129223295,10.0,34.614799439907074,80,0.00025143442622950816,1000.0,138.13943807576942,2,-0.04970461102602712,11.486638422310353,230.21844792366028
nan,nan,165888,0.1618224822799675,0.4189453125,0.44365233182907104,0.4662109315395355,0.48432618379592896,0.45328369140625,0.004767840576096205,0.024945533653954043,10.0,34.87646731138229,81,0.00025081967213114756,1000.0,191.3147939830397,2,-0.04491771964039799,8.026595443487167,232.36685299873352
nan,nan,167936,0.06419201952085132,0.274169921875,0.30097657442092896,0.3074707090854645,0.31767576932907104,0.3000732421875,0.00490086282879929,0.027602068020496518,10.0,34.49631184339523,82,0.0002502049180327869,1000.0,118.03535483419638,2,-0.054006388333709764,15.157283191382884,234.45834708213806
nan,nan,169984,0.0849413795665896,0.311767578125,0.32177734375,0.35400390625,0.3589843809604645,0.33663330078125,0.003931294901849469,0.020524023729376496,10.0,34.51805201768875,83,0.0002495901639344262,1000.0,175.87586940166653,2,-0.058924557768841625,11.127455529570579,236.77476620674133
nan,nan,172032,0.0766961143403023,0.3016113340854645,0.32514649629592896,0.34184569120407104,0.34257811307907104,0.32779541015625,0.0038358442499884403,0.020362423616461456,10.0,34.31747168302536,84,0.00024897540983606555,1000.0,94.92621200018408,3,-0.05758502960234182,12.932682247459889,239.00766015052795
432.0428036881411,46.91238418158869,172032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.49917602539062
nan,nan,174080,0.08841509459671215,0.3270507752895355,0.33881837129592896,0.3567871153354645,0.365234375,0.34697265625,0.003962620194943156,0.021443991782143713,10.0,34.50502827167511,85,0.0002483606557377049,1000.0,208.09622269715902,2,-0.05116591606806651,12.41302642673254,244.63955402374268
nan,nan,176128,0.09952822785562603,0.3427734375,0.35624998807907104,0.3797363340854645,0.395263671875,0.368505859375,0.003898568191652885,0.020717772838543168,10.0,34.554244697093964,86,0.00024774590163934425,1000.0,130.62885404590708,2,-0.055886110772917164,12.413528662919997,246.84853792190552
