eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.02782371049615904,0.09096679836511612,0.08530273288488388,0.08305664360523224,0.08012695610523224,0.08486328125,0.011263326162043086,0.06344514743977925,10.0,34.291528046131134,1,0.0003,1000.0,-525.6254280199815,2,-0.023287288129358784,33.97855296432972,1.8737478256225586
,,4096,0.03502477534202626,0.11381836235523224,0.11474609375,0.10688476264476776,0.10048828274011612,0.108984375,0.010781371562916319,0.05841435297043063,10.0,34.135807597637175,2,0.0002993852459016393,1000.0,-446.81120816650605,2,-0.03473693899832142,11.07487556785345,3.8502588272094727
,,6144,0.03013435212051263,0.08935546875,0.0927734375,0.08735351264476776,0.095458984375,0.0912353515625,0.008975047370768152,0.04903492572484538,10.0,34.255636143684384,3,0.00029877049180327867,1000.0,-634.5583924493164,2,-0.0327038075964083,38.276436272263524,5.824542045593262
,,8192,0.03802911476232111,0.121337890625,0.11801757663488388,0.12167968600988388,0.12529297173023224,0.12158203125,0.007863595755770803,0.0428793640632648,10.0,34.107383048534395,4,0.000298155737704918,1000.0,-357.7133109370901,2,-0.038919233876367795,18.835736298561095,7.732662916183472
,,10240,0.04146021060805651,0.13583984971046448,0.14311523735523224,0.13144531846046448,0.12700195610523224,0.1343505859375,0.008257129401317797,0.04342262194841169,10.0,34.34237047433853,5,0.00029754098360655737,1000.0,-510.39666182396826,2,-0.04406047644006321,26.40554158091545,9.94142198562622
-472.2396948691714,136.79180843213044,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.386264085769653
nan,nan,12288,0.04891354639403289,0.15034179389476776,0.15537109971046448,0.159423828125,0.16831055283546448,0.15836181640625,0.007272685461794026,0.041853382042609154,10.0,34.22354416847229,6,0.0002969262295081967,1000.0,-429.84118566107713,2,-0.048215861245262205,20.78958592414856,15.409843921661377
nan,nan,14336,0.049911311153846324,0.15668945014476776,0.16459961235523224,0.16044922173023224,0.154052734375,0.15894775390625,0.007340603604097851,0.04097355738049373,10.0,34.25585902929306,7,0.00029631147540983607,1000.0,-446.9954850845699,2,-0.04538000356878911,19.708786809444426,17.395939111709595
nan,nan,16384,0.07108700868702726,0.22177734971046448,0.21518555283546448,0.22080078721046448,0.22319336235523224,0.2202392578125,0.008026084615266882,0.04726658731233328,10.0,34.41000311374664,8,0.00029569672131147536,1000.0,-447.6356649560115,2,-0.05079899907723302,15.082207031548023,19.413186073303223
nan,nan,18432,0.06644616438497905,0.20683594048023224,0.20576171576976776,0.21152344346046448,0.214111328125,0.20955810546875,0.008629219814611132,0.05110382299753837,10.0,34.231327986717226,9,0.0002950819672131147,1000.0,-401.6784777352774,2,-0.057560467689654615,12.633307269215583,21.41686701774597
nan,nan,20480,0.060543877368036195,0.17250975966453552,0.20419922471046448,0.18574218451976776,0.198974609375,0.1903564453125,0.007663966788095422,0.04268740637344308,10.0,34.3717001080513,10,0.00029446721311475406,1000.0,-481.2113708586289,2,-0.05325744526162453,9.636671130359172,23.40506100654602
-296.7665226130098,49.69178156222677,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.88395118713379
nan,nan,22528,0.08544294879466179,0.2589355409145355,0.250244140625,0.25947266817092896,0.24995116889476776,0.25465087890625,0.01020606510428479,0.05818065169733018,10.0,34.43766697645187,11,0.0002938524590163934,1000.0,-386.2669905406526,2,-0.05658843156707007,9.614457911252975,28.860987186431885
nan,nan,24576,0.08456478063599207,0.23261718451976776,0.237060546875,0.263916015625,0.25800782442092896,0.247900390625,0.008874616738467012,0.0538695435563568,10.0,34.247071135044095,12,0.00029323770491803276,1000.0,-320.1674596145099,2,-0.056642511305472,9.790270401537418,30.816118001937866
nan,nan,26624,0.08879348285263404,0.24550780653953552,0.25297850370407104,0.2686523497104645,0.2779296934604645,0.26126708984375,0.008351550760562532,0.04964065614622086,10.0,34.50411996841431,13,0.0002926229508196721,1000.0,-348.16023881151364,2,-0.05606375904153538,7.880140087008476,32.6945960521698
nan,nan,28672,0.07514708308444824,0.20522460341453552,0.22128906846046448,0.23193359375,0.24458007514476776,0.2257568359375,0.007491151431167964,0.04482322225230746,10.0,34.46389722824097,14,0.00029200819672131145,1000.0,-290.5550468961498,2,-0.058143023890806944,8.57911494448781,34.62037801742554
nan,nan,30720,0.05050778175718733,0.148681640625,0.16684570908546448,0.17001953721046448,0.17622070014476776,0.16544189453125,0.006549649953376502,0.0383256095869001,10.0,34.21785105466843,15,0.0002913934426229508,1000.0,-317.9823406263486,2,-0.05651988353820343,15.256324224174023,36.54320788383484
-249.93896538081316,77.35961477046698,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.02127504348755
nan,nan,32768,0.09027703744723112,0.23745116591453552,0.25029295682907104,0.26542967557907104,0.2889160215854645,0.2605224609375,0.006647985761810559,0.03919365523033776,10.0,34.56076390743256,16,0.00029077868852459015,1000.0,-392.82423212286596,2,-0.06011087733022578,10.02551347911358,42.088711977005005
nan,nan,34816,0.08702872975409263,0.22446289658546448,0.24794921278953552,0.25629884004592896,0.2686523497104645,0.2493408203125,0.00717942572227912,0.04208413998130709,10.0,34.429561245441434,17,0.00029016393442622945,1000.0,-335.57800259755714,2,-0.0625728606901248,9.950964782387018,44.12695121765137
nan,nan,36864,0.08028134212217992,0.22343750298023224,0.22846679389476776,0.25102537870407104,0.25927734375,0.2405517578125,0.007084455568110571,0.04049130881903693,10.0,34.41512507200241,18,0.00028954918032786885,1000.0,-245.27425435310602,2,-0.05782960098913463,9.153381402045488,46.169273138046265
nan,nan,38912,0.07778791928649298,0.19926758110523224,0.23095703125,0.25190430879592896,0.25244140625,0.233642578125,0.006362599498243071,0.035657033516326916,10.0,34.35135720968246,19,0.0002889344262295082,1000.0,-282.49973812392284,2,-0.06366749511580565,10.55349804535508,48.25713896751404
nan,nan,40960,0.06743349238095106,0.17622070014476776,0.20732422173023224,0.22231444716453552,0.22661133110523224,0.20811767578125,0.005977648048428819,0.03520777676603757,10.0,34.27764744758606,20,0.00028831967213114755,1000.0,-306.2116594063597,2,-0.06083658751231269,11.273884543031453,50.258482217788696
