eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.03268132478406187,0.14814452826976776,0.12822265923023224,0.08354492485523224,0.07294921576976776,0.10821533203125,0.0172988746810006,0.08810540431368281,10.0,17.18825739622116,1,0.0003,18.916666666666668,14.039258754853405,108,-0.020076193298154976,10.626087506115436,2.1053059101104736
,,4096,0.022100056395720456,0.07089843600988388,0.07280273735523224,0.05356445163488388,0.05229492112994194,0.06239013671875,0.012724549090489746,0.05958704390795901,10.0,17.072891116142273,2,0.0002993852459016393,39.82,57.13216167212377,50,-0.015165545974014094,74.63415366411209,4.197101831436157
,,6144,0.017164902864897157,0.0439453125,0.04946289211511612,0.04472656175494194,0.04238281399011612,0.04512939453125,0.011481842893408612,0.05880348227219656,10.0,17.009059017896654,3,0.00029877049180327867,69.6,136.66919270463015,30,-0.010907449276419356,130.55627490282058,6.274044990539551
,,8192,0.017386263472144493,0.056640625,0.04741210862994194,0.03955078125,0.02719726599752903,0.0427001953125,0.010823927928868216,0.06200458678649738,10.0,17.11082042455673,4,0.000298155737704918,87.17391304347827,184.96950622062002,23,-0.008662300127616618,82.96604472696781,8.345885992050171
,,10240,0.02020633667270886,0.03554687649011612,0.0595703125,0.06357421725988388,0.06611327826976776,0.056201171875,0.009864587576885242,0.05139676782418974,10.0,17.105502128601074,5,0.00029754098360655737,84.54166666666667,182.45995382198672,24,-0.00991890890072682,47.927140928804874,10.410309076309204
200.61352077076359,6.924404975682503,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.769034147262573
nan,nan,12288,0.02093642967956839,0.06254883110523224,0.06230468675494194,0.05473632737994194,0.04912109300494194,0.057177734375,0.011670351515931543,0.06585405122605152,10.0,17.02696658372879,6,0.0002969262295081967,85.66666666666667,182.22533726964411,24,-0.01070917093747994,67.15902074575425,12.94284987449646
nan,nan,14336,0.020186280573398108,0.05624999850988388,0.063720703125,0.04931640625,0.04550781100988388,0.05369873046875,0.00986919808347011,0.05882537971483544,10.0,17.10601626634598,7,0.00029631147540983607,95.13636363636364,205.7938431304353,22,-0.009938124381369562,33.88373972922564,15.14016079902649
nan,nan,16384,0.025447276359045645,0.07470703125,0.07680664211511612,0.08120117336511612,0.06718750298023224,0.0749755859375,0.012120784969010857,0.0681914137210697,10.0,17.017003601789476,8,0.00029569672131147536,111.11111111111111,239.82228406461465,18,-0.012676578125683591,25.772263941168784,17.32212209701538
nan,nan,18432,0.03017836391882156,0.10239257663488388,0.09477539360523224,0.09125976264476776,0.08745117485523224,0.0939697265625,0.014064582393621095,0.10120774323586375,10.0,17.15024721622467,9,0.0002950819672131147,154.15384615384616,335.2804008482621,13,-0.011255443171103252,56.28366071283817,19.48162007331848
nan,nan,20480,0.02821866531812702,0.08549804985523224,0.08564452826976776,0.09121093899011612,0.08559570461511612,0.0869873046875,0.011526706504810136,0.07646763869561254,10.0,17.190881389379502,10,0.00029446721311475406,180.58333333333334,263.5991586079416,12,-0.015551466581564454,181.94721695184708,21.690922021865845
419.13800735800703,13.649338321922324,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.64133596420288
nan,nan,22528,0.056397535944415725,0.19819335639476776,0.2041015625,0.16401366889476776,0.119140625,0.1713623046875,0.014332994818687439,0.07884368617087603,10.0,17.258209311962126,11,0.0002938524590163934,223.77777777777777,413.68754828721444,9,-0.01655847814399749,6.632444107532502,24.838560104370117
nan,nan,24576,0.01565243411823758,0.02773437462747097,0.03647460788488388,0.041015625,0.04169921949505806,0.03673095703125,0.008316158203524538,0.05749735241988674,10.0,17.194673085212706,12,0.00029323770491803276,131.6,282.46482730366165,15,-0.00727629397642886,87.21291308999062,27.054776906967163
nan,nan,26624,0.028386324752500514,0.09487304836511612,0.10107421875,0.08706054836511612,0.06894531100988388,0.08798828125,0.011452327284496277,0.08930469917831943,10.0,17.132062989473344,13,0.0002926229508196721,141.33333333333334,318.0469581520522,15,-0.015812359303527045,60.13825996369123,29.26897120475769
nan,nan,28672,0.025761025334941224,0.09199218451976776,0.08730468899011612,0.070556640625,0.05283202975988388,0.07567138671875,0.011317622625210789,0.10032607291359455,10.0,17.19586851000786,14,0.00029200819672131145,136.8,310.1883778432108,15,-0.010364247250981862,39.51561242192984,31.47900700569153
nan,nan,30720,0.025186692552961177,0.067626953125,0.07050780951976776,0.076171875,0.06230468675494194,0.06915283203125,0.00749711718672188,0.06351214750320651,10.0,17.106640779972075,15,0.0002913934426229508,142.14285714285714,311.02630385097365,14,-0.012030916431103832,66.78310765028,33.74434494972229
380.20242394591185,26.028020856600563,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.48694682121277
nan,nan,32768,0.030725095382513244,0.125,0.10771484673023224,0.087158203125,0.063720703125,0.0958984375,0.011256430724461097,0.08860717253992334,10.0,17.29669609069824,16,0.00029077868852459015,149.92857142857142,342.98717586379036,14,-0.017699657590856076,34.25735784620046,36.89525008201599
nan,nan,34816,0.028644908936985302,0.08725585788488388,0.08676757663488388,0.08242187649011612,0.08193359524011612,0.0845947265625,0.007130687352037058,0.06484279750729911,10.0,17.11486170887947,17,0.00029016393442622945,139.92857142857142,319.0883016118927,14,-0.011382834118467144,73.35875188112259,39.30010509490967
nan,nan,36864,0.031450642321578924,0.09990234673023224,0.11899413913488388,0.09033203125,0.07514648139476776,0.09609375,0.007592143458896317,0.05456652970751748,10.0,17.09837235212326,18,0.00028954918032786885,123.6470588235294,269.8259670467708,17,-0.019946713252284098,170.16948246955872,41.59620785713196
nan,nan,38912,0.03201913393859286,0.09199218451976776,0.11069335788488388,0.1123046875,0.092529296875,0.1018798828125,0.008671143055835273,0.05781789387110621,10.0,17.242200875282286,19,0.0002889344262295082,143.28571428571428,335.9121562747497,14,-0.013795947122343933,21.224528566002846,43.89230394363403
nan,nan,40960,0.03372443290427327,0.10419921576976776,0.10512695461511612,0.09506835788488388,0.086669921875,0.09776611328125,0.007216498957131989,0.058758202713215725,10.0,17.196486479043962,20,0.00028831967213114755,150.28571428571428,364.3814604602175,14,-0.014679716505452235,41.11923300921917,46.30354905128479
317.83108390359996,10.92507064342992,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.90769004821777
nan,nan,43008,0.03421509944237187,0.08999023586511612,0.10126952826976776,0.11171875149011612,0.10625000298023224,0.10230712890625,0.006062256593577331,0.03691213316633366,10.0,17.16211866736412,21,0.00028770491803278684,144.57142857142858,343.09747960742254,14,-0.013836616400112689,11.982336972653865,49.25705409049988
nan,nan,45056,0.03317163983520004,0.11210937798023224,0.11196289211511612,0.10488281399011612,0.08369140326976776,0.10316162109375,0.00782531706354348,0.06772879963391461,10.0,17.146617460250855,22,0.0002870901639344262,133.4375,313.7664957618233,16,-0.016135046797899122,13.19911278411746,51.60600686073303
nan,nan,47104,0.025021332675532904,0.0810546875,0.08642578125,0.06699218600988388,0.05214843899011612,0.0716552734375,0.0073379211673454845,0.05264069302356802,10.0,17.101016223430634,23,0.00028647540983606554,129.33333333333334,310.94712481304174,15,-0.014105726394154772,49.04873905479908,54.051116943359375
