eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/intra_vf_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,71680,0.0607304197299527,0.18369141221046448,0.19345703721046448,0.18520507216453552,0.19101563096046448,0.18834228515625,34.32514380216598,0.4285731433192268,35,0.00027909836065573767,1000.0,-444.8747105729111,2,-0.05386344384314725,14.14176402464509,99.90953803062439
-379.931007648456,74.11128138121633,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103.67897200584412
nan,nan,73728,0.05144763791540754,0.16289062798023224,0.16704101860523224,0.156494140625,0.16328124701976776,0.1624267578125,34.21145422458649,0.4491800067946315,36,0.000278483606557377,1000.0,-426.3249694712598,2,-0.053678162110736595,15.882643601298332,106.08427715301514
nan,nan,75776,0.05802482115323073,0.18461914360523224,0.187255859375,0.17758789658546448,0.167724609375,0.179296875,34.22148492336273,0.43324597384780644,37,0.00027786885245901637,1000.0,-433.3441772805686,2,-0.05015611087437719,15.871226778626442,108.3652811050415
nan,nan,77824,0.07164037059847032,0.21728515625,0.21074219048023224,0.21406249701976776,0.218994140625,0.21527099609375,34.38023151159287,0.44248799881897866,38,0.0002772540983606557,1000.0,-418.5105059615445,2,-0.050838658696739,12.549858689308167,110.63003611564636
nan,nan,79872,0.03690269201179035,0.120361328125,0.11079101264476776,0.106689453125,0.11391601711511612,0.112939453125,34.141879403591155,0.4697579795494676,39,0.00027663934426229507,1000.0,-464.38355832700586,2,-0.07643412675824948,25.724260392785073,112.98016119003296
nan,nan,81920,0.07904137952646124,0.24404296278953552,0.23291015625,0.22812500596046448,0.231201171875,0.23406982421875,34.333902704715726,0.41864017900079487,40,0.0002760245901639344,1000.0,-420.3513303996262,2,-0.028943132882704958,11.701202523708343,115.40383315086365
-371.01026038547445,86.28916537917496,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119.23335409164429
nan,nan,83968,0.06424952626985032,0.19804687798023224,0.20068359375,0.19057616591453552,0.20292969048023224,0.19805908203125,34.299246275424956,0.41916372887790204,41,0.00027540983606557377,1000.0,-354.46555144186357,2,-0.046380877090268766,12.724273610115052,121.5653829574585
nan,nan,86016,0.05878054950808291,0.17499999701976776,0.17836913466453552,0.17158202826976776,0.187744140625,0.178173828125,34.224677085876465,0.45397094611544164,42,0.0002747950819672131,1000.0,-384.58205718406043,3,-0.045389631547732276,15.834894472360611,123.8748049736023
nan,nan,88064,0.049582518418174,0.15922851860523224,0.15317383408546448,0.15483398735523224,0.148681640625,0.1539794921875,34.27406475543976,0.35194145268760624,43,0.0002741803278688524,1000.0,-391.6887021049204,2,-0.04604417374648619,12.265661725401879,126.257807970047
nan,nan,90112,0.042972295930667315,0.132568359375,0.14067383110523224,0.13291016221046448,0.13691405951976776,0.1357666015625,34.36691294908523,0.4438857015222311,44,0.00027356557377049176,1000.0,-292.3533211286424,2,-0.04695581886335276,18.52465003877878,128.79126405715942
-336.70048469143785,69.84893539124614,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132.68799996376038
nan,nan,92160,0.05735707480489509,0.18251952528953552,0.17954102158546448,0.173828125,0.17373046278953552,0.17740478515625,34.208485543727875,0.42220594217069446,45,0.0002729508196721311,1000.0,-484.4211939292039,2,-0.04655039451317862,14.845447072386742,135.05378317832947
nan,nan,94208,0.05661218617751729,0.1845703125,0.170654296875,0.16997070610523224,0.17158202826976776,0.1741943359375,34.19405299425125,0.450189864076674,46,0.00027233606557377046,1000.0,-480.6720072464351,2,-0.06011960520700086,18.128851491212846,137.38571095466614
nan,nan,96256,0.04552203784987796,0.14033202826976776,0.14228515326976776,0.14179687201976776,0.14174804091453552,0.14154052734375,34.1263905286789,0.42430979893542825,47,0.0002717213114754098,1000.0,-425.4269103926231,2,-0.0429132796387421,13.577214984595775,139.82349300384521
nan,nan,98304,0.06390979305142537,0.19174805283546448,0.19663086533546448,0.18549804389476776,0.19243164360523224,0.1915771484375,34.44015311002731,0.468145642708987,48,0.00027110655737704915,1000.0,-402.6773826715155,2,-0.04147502814885229,15.487427899241448,142.3562309741974
nan,nan,100352,0.07038915865559829,0.20834961533546448,0.201171875,0.19858399033546448,0.19184570014476776,0.19998779296875,34.43634070158005,0.44309951211325826,49,0.0002704918032786885,1000.0,-389.2745403326519,2,-0.041327485401416196,16.15815084129572,144.83046007156372
-317.6319386191194,57.664902772494656,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,148.6820731163025
nan,nan,102400,0.08882685941571253,0.25224608182907104,0.26318359375,0.24624022841453552,0.25146484375,0.25328369140625,34.32900240421295,0.4088454784359783,50,0.00026987704918032785,1000.0,-374.31558912875244,2,-0.033968308445764706,9.337824591249227,151.07705187797546
nan,nan,104448,0.05102374976122519,0.17167969048023224,0.16025391221046448,0.15419921278953552,0.15791015326976776,0.1610107421875,34.36222199201584,0.44394396780990064,51,0.00026926229508196715,1000.0,-403.49853740237654,2,-0.042539274919545275,17.29014980494976,153.53089690208435
nan,nan,106496,0.0628369051250047,0.20029297471046448,0.198974609375,0.18813475966453552,0.18242187798023224,0.1924560546875,34.337046563625336,0.4426921110134572,52,0.00026864754098360655,1000.0,-403.93584929202325,2,-0.054112368906498884,14.81266787648201,156.00678706169128
nan,nan,108544,0.07469292674868484,0.23300781846046448,0.23247070610523224,0.22792968153953552,0.22319336235523224,0.229150390625,34.34758013486862,0.41950051081366835,53,0.0002680327868852459,1000.0,-372.8200249076766,2,-0.052781693144061136,13.183746647834777,158.389221906662
nan,nan,110592,0.05815319401517627,0.19882813096046448,0.18735352158546448,0.16909179091453552,0.17250975966453552,0.18194580078125,34.11853132247925,0.4301723293494433,54,0.00026741803278688525,1000.0,-321.847540806255,2,-0.05581169110373594,12.719177685678005,160.709153175354
-321.818509635293,90.8788799153193,110592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,164.55804705619812
nan,nan,112640,0.04546516364061972,0.15703125298023224,0.15410156548023224,0.14125975966453552,0.13325195014476776,0.1464111328125,34.29183659553528,0.4487348390277475,55,0.0002668032786885246,1000.0,-376.05460844061133,2,-0.06557098578778095,15.504148958623409,166.98212885856628
nan,nan,114688,0.08573704161026399,0.267578125,0.25996094942092896,0.24086913466453552,0.22617188096046448,0.24864501953125,34.26734743118286,0.4339416296686977,56,0.0002661885245901639,1000.0,-338.6959649375612,2,-0.02768538201926276,10.014724312722683,169.43311309814453
nan,nan,116736,0.07148012006946373,0.23837891221046448,0.22187499701976776,0.20258788764476776,0.20126953721046448,0.21602783203125,34.44064602851868,0.44347792556509374,57,0.00026557377049180324,1000.0,-333.0765655322237,2,-0.06182624387147371,11.571558286249637,171.75054383277893
nan,nan,118784,0.04469480137340724,0.15849609673023224,0.14716796576976776,0.136474609375,0.13105468451976776,0.14329833984375,34.26394917964935,0.4689521391876042,58,0.0002649590163934426,1000.0,-336.785348563724,2,-0.07667777729220689,19.03991794884205,174.05391383171082
nan,nan,120832,0.036262063345202475,0.12470702826976776,0.11240234225988388,0.11269531399011612,0.10200195014476776,0.11295166015625,34.229298853874205,0.467219345876947,59,0.00026434426229508194,1000.0,-364.2931347728404,2,-0.0686080402781954,28.651464226841927,176.36064410209656
-296.0263539502961,62.64714450931617,120832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180.0726079940796
nan,nan,122880,0.041756685484142506,0.14951172471046448,0.13540038466453552,0.118408203125,0.11660156399011612,0.12998046875,34.21325743198395,0.4246743590105325,60,0.0002637295081967213,1000.0,-551.5918419891888,2,-0.055560882727149874,28.63348671197891,182.53613710403442
nan,nan,124928,0.06860949027177413,0.223388671875,0.21484375,0.194580078125,0.200927734375,0.20843505859375,34.28720675706863,0.44467925895005467,61,0.00026311475409836063,1000.0,-295.85488142362885,2,-0.04838221707032062,13.165830889344216,184.81925797462463
nan,nan,126976,0.07756537935711094,0.24770507216453552,0.224365234375,0.20957031846046448,0.211181640625,0.22320556640625,34.29681884050369,0.44025481487624346,62,0.0002625,1000.0,-309.52441337302105,2,-0.03287281623051967,11.17580344080925,187.0947721004486
nan,nan,129024,0.06583907154999906,0.22724609076976776,0.19482421875,0.195068359375,0.19331054389476776,0.2026123046875,34.33528221845627,0.44742832500487567,63,0.00026188524590163933,1000.0,-359.4521688323378,3,-0.054838870084495284,16.207308116555215,189.37546491622925
nan,nan,131072,0.06828843208932085,0.23325195908546448,0.21821288764476776,0.19086913764476776,0.1943359375,0.20916748046875,34.34024933576584,0.44436007738113403,64,0.0002612704918032787,1000.0,-315.91896950333853,2,-0.060147148426040076,10.94152650386095,191.64702916145325
-256.6709656578886,124.3903821657689,131072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,195.43506598472595
nan,nan,133120,0.05056136943603633,0.16552734375,0.16025391221046448,0.15263672173023224,0.15708008408546448,0.15887451171875,34.35674108266831,0.4276836484204978,65,0.000260655737704918,1000.0,-320.7246193251698,2,-0.06085557319020154,14.70868947803974,197.69516396522522
nan,nan,135168,0.07777452154623461,0.24653320014476776,0.22714844346046448,0.21572265028953552,0.22001953423023224,0.22735595703125,34.587619113922116,0.423201790638268,66,0.0002600409836065573,1000.0,-313.0394134034033,2,-0.05303829663316719,9.817736369371413,199.94641304016113
nan,nan,137216,0.07947338916710578,0.24643555283546448,0.23222656548023224,0.22133788466453552,0.22919921576976776,0.2322998046875,34.498055124282835,0.40992271839641037,67,0.00025942622950819673,1000.0,-333.3076211382579,2,-0.05315879998670425,8.997206340730191,202.23164010047913
