eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,364544,19.705347726281616,0.22021484375,0.2882324159145355,0.8084472417831421,0.951708972454071,0.56715087890625,31.141647982597352,329.9821532249451,74.37675629854202,178,0.00019118852459016394,1000.0,-478.82793250552453,2,-1.4436670020222664,10.823624389246106,518.9076747894287
nan,nan,366592,17.905406970210606,0.14599609375,0.20747070014476776,0.49555665254592896,0.969042956829071,0.4545166015625,30.692787808179855,361.2593789577484,80.92745133638383,179,0.00019057377049180326,1000.0,-547.7321028869973,2,-10.719059586524963,10.557417557016015,521.5256929397583
nan,nan,368640,26.48114006453543,0.2743164002895355,0.3597168028354645,0.8968750238418579,0.958203136920929,0.62227783203125,31.784616035223006,276.25050435066225,118.00121669769287,180,0.0001899590163934426,1000.0,-508.09685110805765,2,-6.844022823870182,11.261433880962432,524.007276058197
nan,nan,370688,31.410635590640595,0.13706055283546448,0.21259765326976776,0.9395996332168579,0.9644531011581421,0.563427734375,37.48391873240471,476.0826542854309,89.92549595832824,181,0.00018934426229508193,1000.0,-534.0982044582092,2,-11.04533118903637,10.502718843985349,526.3170659542084
-537.6521295763073,4.786648019257614,370688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,530.3055789470673
nan,nan,372736,26.036099423569976,0.22280272841453552,0.2955078184604645,0.85107421875,0.949999988079071,0.57984619140625,33.616617429256436,351.6325940132141,126.5360156416893,182,0.00018872950819672128,1000.0,-549.2280929966421,2,-4.692024497687816,10.793667439930141,532.6023888587952
nan,nan,374784,30.572798434624566,0.15395507216453552,0.25849610567092896,0.9303222894668579,0.972363293170929,0.5787841796875,35.2768136382103,398.54718189239503,157.34497485160827,183,0.00018811475409836063,1000.0,-543.057791491869,2,-11.857377794384956,10.69367869887501,535.0908417701721
nan,nan,376832,24.455074298751423,0.26826173067092896,0.37211912870407104,0.918749988079071,0.9562011957168579,0.6288330078125,34.41589732170105,320.9265428543091,76.71893486976623,184,0.00018749999999999998,1000.0,-508.32630236029155,2,-4.26372182071209,10.613463328778744,537.492194890976
nan,nan,378880,19.54193526513118,0.3509765565395355,0.48417967557907104,0.8436034917831421,0.929003894329071,0.65194091796875,28.80406876206398,201.1119319677353,106.8508093714714,185,0.00018688524590163933,1000.0,-398.9915796762059,2,-1.9394481748342514,10.911050837486982,539.8419919013977
nan,nan,380928,20.094478183926547,0.26904296875,0.3675781190395355,0.8318847417831421,0.9461914300918579,0.60367431640625,27.303422963619234,222.70184288024902,88.28683432340623,186,0.00018627049180327867,1000.0,-444.5883585214549,2,-7.053084821999073,10.970773788169026,542.0684969425201
-396.32995171474596,25.027005239826746,380928,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,545.9725308418274
nan,nan,382976,15.91271881237626,0.365478515625,0.5196288824081421,0.8321777582168579,0.918408215045929,0.65892333984375,25.70843839049339,178.43266980648042,75.50521138906478,187,0.00018565573770491805,1000.0,-464.8702263106032,2,17.657375487685204,11.334721269458532,548.2192208766937
nan,nan,385024,12.977350942260818,0.3319335877895355,0.4566406309604645,0.8134765625,0.919921875,0.6304931640625,23.568306082487105,185.4912299633026,61.51132981777191,188,0.00018504098360655735,1000.0,-304.7053914800554,3,-5.194407761842013,11.725551381707191,550.4645869731903
nan,nan,387072,22.56333314886724,0.3407226502895355,0.4534668028354645,0.8809570074081421,0.939404308795929,0.6536376953125,25.44302555322647,175.26795535087587,109.32801064252854,189,0.00018442622950819672,1000.0,-257.03648805068997,2,-4.331184656918049,8.712895108759403,552.8209087848663
nan,nan,389120,19.51524209639756,0.3216308653354645,0.44975584745407104,0.892626941204071,0.9510253667831421,0.653759765625,25.81008732318878,145.69453561306,77.2546972155571,190,0.00018381147540983602,1000.0,-171.65484024426843,2,-5.651937298476696,9.53839820176363,555.1885588169098
nan,nan,391168,31.661550923922913,0.2583984434604645,0.36796873807907104,0.951464831829071,0.967529296875,0.63634033203125,32.80366542339325,192.01597084999085,145.60524399280547,191,0.0001831967213114754,1000.0,-336.3939130733848,2,-10.247078986465931,10.610601136833429,557.4354577064514
-634.591180518444,14.080650738746742,391168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,561.3248760700226
nan,nan,393216,33.03968456153525,0.183349609375,0.27851563692092896,0.9395507574081421,0.978564441204071,0.5949951171875,37.025069737434386,284.7033844470978,221.96820631027222,192,0.00018258196721311474,1000.0,-576.7198707346158,2,-12.57031212747097,9.071786013245582,563.5414390563965
nan,nan,395264,30.925206848653033,0.29536134004592896,0.421875,0.939746081829071,0.959521472454071,0.6541259765625,35.703022193908694,229.046848487854,129.14572130441667,193,0.0001819672131147541,1000.0,-321.8930705143534,2,-6.30686227530241,7.889895829558372,565.7334899902344
nan,nan,397312,31.56888956580078,0.18549804389476776,0.283935546875,0.927978515625,0.9637206792831421,0.590283203125,37.15953031778336,279.87587146759034,149.8023011445999,194,0.00018135245901639344,1000.0,-433.89158806404066,2,-9.587959346175193,7.159148601070046,568.0846400260925
nan,nan,399360,28.985158397478518,0.2869628965854645,0.39008790254592896,0.936718761920929,0.9688476324081421,0.645654296875,35.77201235294342,235.47457728385925,103.77691485881806,195,0.0001807377049180328,1000.0,-330.7652483782597,2,-11.364633855223655,7.413706166297198,570.4353408813477
nan,nan,401408,14.319665856019128,0.34550780057907104,0.506152331829071,0.8677734136581421,0.937060534954071,0.66412353515625,29.680220818519594,178.23790962696074,61.528935086727145,196,0.0001801229508196721,1000.0,-206.26557346324137,2,-2.8556005328893663,9.268514578789473,572.6454410552979
-259.2743620486127,51.67705124109625,401408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,576.3971419334412
nan,nan,403456,23.026288759091404,0.3606933653354645,0.559765636920929,0.900927722454071,0.964111328125,0.69637451171875,25.843555045127868,148.63429033756256,97.87495256662369,197,0.00017950819672131146,1000.0,-258.4595279857765,2,-5.6468290008604525,8.689488373696804,578.5936620235443
nan,nan,405504,17.88205289434409,0.38349610567092896,0.630126953125,0.8937011957168579,0.951367199420929,0.7146728515625,25.108663314580916,147.17866361141205,68.61083043813706,198,0.0001788934426229508,1000.0,-223.62409706072373,2,-4.452377617359161,13.699031381309032,580.732990026474
nan,nan,407552,17.160680282613612,0.41938477754592896,0.619384765625,0.893847644329071,0.959912121295929,0.72313232421875,23.583957540988923,128.5721588611603,59.57459008693695,199,0.00017827868852459013,1000.0,-289.6797002168424,2,-2.9419354625046252,16.093685314059258,582.9521889686584
nan,nan,409600,29.65615994257387,0.3648437559604645,0.553027331829071,0.947509765625,0.97216796875,0.70938720703125,26.463493353128435,141.21571426391603,141.376891207695,200,0.00017766393442622948,1000.0,-310.64262273926715,2,-7.1100094124674795,17.35099530518055,585.1766290664673
nan,nan,411648,27.354305546090472,0.35209959745407104,0.511279284954071,0.939746081829071,0.9750000238418579,0.69453125,28.942248076200485,163.73889255523682,145.6801078081131,201,0.00017704918032786883,1000.0,-349.4397204847045,2,-7.451966279745102,17.148273983597754,587.2849490642548
-275.9467547518233,68.58094940080892,411648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,590.9325067996979
nan,nan,413696,31.10821239615325,0.32373046875,0.46049803495407104,0.9578613042831421,0.985595703125,0.68192138671875,32.19501740932465,174.0940187215805,225.66053788661958,202,0.00017643442622950818,1000.0,-330.4750349056394,2,-10.775221341848374,15.094040049612522,593.1939311027527
nan,nan,415744,33.140371369291096,0.2804199159145355,0.378662109375,0.9574218988418579,0.980419933795929,0.64923095703125,35.90556182861328,201.39020404815673,264.3701657891273,203,0.00017581967213114755,1000.0,-422.6588340504028,2,-12.369778624176979,16.123591221868992,595.3035998344421
nan,nan,417792,28.118689487455413,0.332763671875,0.4646972715854645,0.936474621295929,0.9684082269668579,0.6755859375,34.60208699703217,186.40079460144042,233.07691692113877,204,0.0001752049180327869,1000.0,-344.93628909079854,2,-8.001564525067806,12.949954478442669,597.4125139713287
nan,nan,419840,30.656997956894337,0.3057617247104645,0.41748046875,0.944580078125,0.987353503704071,0.6637939453125,35.58325754404068,194.37916600704193,449.1781352877617,205,0.0001745901639344262,1000.0,-259.1136182508483,2,-12.679355651140213,15.692969141900539,599.639328956604
nan,nan,421888,30.606651621777566,0.257080078125,0.3802246153354645,0.9518066644668579,0.9869629144668579,0.6440185546875,36.16478096246719,226.32977590560913,451.53514794111254,206,0.00017397540983606557,1000.0,-405.5099920597317,2,-5.976871690154075,8.196604197472334,601.7754249572754
36.324452230560965,56.16366681516528,421888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,605.4045648574829
nan,nan,423936,29.76312586599961,0.37958985567092896,0.506542980670929,0.962695300579071,0.98291015625,0.7079345703125,33.35966141223908,165.42499964237214,375.0442296504974,207,0.00017336065573770487,1000.0,-470.7937153561776,2,-4.986224666237831,25.21642321944237,607.668979883194
nan,nan,425984,28.723888744483702,0.36152344942092896,0.47480469942092896,0.9542480707168579,0.9842773675918579,0.69371337890625,32.677810329198834,170.27292346954346,231.37207381725312,208,0.00017274590163934424,1000.0,-293.74873894805614,2,-9.923155847191811,20.845331612229348,609.8346409797668
nan,nan,428032,22.440319602453382,0.35810548067092896,0.51025390625,0.907666027545929,0.9522949457168579,0.682080078125,30.053996479511262,158.36710553169252,86.47461189031601,209,0.0001721311475409836,1000.0,-179.75352028949646,3,0.30007406026124955,16.006506375968456,611.9520299434662
nan,nan,430080,28.23904319901485,0.3314453065395355,0.4644531309604645,0.9444335699081421,0.97314453125,0.678369140625,30.902148818969728,165.48715009689332,234.2379323720932,210,0.00017151639344262294,1000.0,-207.79310108082473,2,-4.948296216130257,9.37972152531147,614.1023271083832
-163.43511948343675,27.939401899460975,430080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,617.8028528690338
nan,nan,432128,26.96785468547605,0.2740234434604645,0.37529295682907104,0.930712878704071,0.9800781011581421,0.64002685546875,32.84898731708527,176.58870780467987,213.8553314447403,211,0.0001709016393442623,1000.0,-216.94215759933164,2,-11.131651189923286,8.199923992156982,620.0356628894806
nan,nan,434176,29.743029661802574,0.28837889432907104,0.40156251192092896,0.946093738079071,0.9832519292831421,0.65482177734375,34.20080133676529,194.49339871406556,229.9958732485771,212,0.00017028688524590164,1000.0,-305.0787758372926,2,-9.524466428160668,11.047862122952939,622.2629587650299
nan,nan,436224,27.828528974903747,0.3021484315395355,0.40361326932907104,0.954882800579071,0.972607433795929,0.65831298828125,35.58492685556412,189.90390768051148,149.57387775182724,213,0.00016967213114754099,1000.0,-192.2631531048435,2,-11.462982043623924,8.98571191728115,624.466864824295
nan,nan,438272,33.310061821283306,0.301025390625,0.4142089784145355,0.9671875238418579,0.9803711175918579,0.6656982421875,36.60908551216126,198.7975082397461,243.27646939754487,214,0.0001690573770491803,1000.0,-168.4740850761697,2,-11.463453629612923,6.685856422036887,626.6289510726929
nan,nan,440320,33.860596089065076,0.25810545682907104,0.35639649629592896,0.970166027545929,0.986083984375,0.64268798828125,38.856188237667084,215.37756447792054,183.4352411866188,215,0.00016844262295081966,1000.0,-355.2368727236181,2,-15.102551490068436,7.72060579136014,628.7505748271942
-83.22416962082306,34.74604442082113,440320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,632.4214589595795
nan,nan,442368,28.86792170687113,0.29707032442092896,0.42011719942092896,0.946728527545929,0.9730468988418579,0.65924072265625,36.39199596643448,202.3733352661133,142.70907717943192,216,0.00016782786885245898,1000.0,-203.61179396606644,2,-6.487405222654343,7.159066925197839,634.7174217700958
nan,nan,444416,25.49911970620451,0.33515626192092896,0.49760740995407104,0.9458984136581421,0.974853515625,0.68837890625,31.843443179130553,171.10169179439544,101.19808593988418,217,0.00016721311475409833,1000.0,-192.51775549501986,2,-6.500469963252544,7.607755474001169,637.0243248939514
nan,nan,446464,19.46246925095911,0.3385253846645355,0.5052245855331421,0.894726574420929,0.9673827886581421,0.67646484375,28.44841311573982,151.58835895061492,73.29150618314743,218,0.00016659836065573768,1000.0,-207.38583223832762,2,-5.106691712141037,9.424780184030533,639.191957950592
nan,nan,448512,19.05579132249113,0.38603514432907104,0.5390625,0.8880370855331421,0.9524902105331421,0.69140625,25.85146584510803,137.48549659252166,74.26808905601501,219,0.00016598360655737702,1000.0,-171.885510067957,2,-3.03561846613884,10.06106266528368,641.3915109634399
nan,nan,450560,20.730196466785856,0.28955078125,0.4423828125,0.8887695074081421,0.9615234136581421,0.645556640625,27.141463422775267,143.2012912750244,86.49442386627197,220,0.0001653688524590164,1000.0,-17.94090470028895,2,-7.41259168535471,7.75408556908369,643.5131447315216
-28.274105954433214,51.1760776179212,450560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,647.2214028835297
nan,nan,452608,22.323685061745344,0.31889647245407104,0.45166015625,0.908935546875,0.955615222454071,0.65877685546875,28.399323028326034,149.05347802639008,82.82739117145539,221,0.00016475409836065575,1000.0,-64.70239630092772,2,-5.917888768017292,6.891634941101074,649.5744259357452
nan,nan,454656,22.06370806826744,0.2798828184604645,0.43632811307907104,0.8965820074081421,0.9615722894668579,0.64359130859375,28.93043831586838,157.6612895488739,93.95806767940522,222,0.0001641393442622951,1000.0,-102.44615835523847,2,-6.397764664888382,3.6532904829829933,651.937157869339
nan,nan,456704,31.167141687416006,0.28242188692092896,0.39111328125,0.9498046636581421,0.97998046875,0.650830078125,32.095376127958296,168.7744755744934,181.44350031614303,223,0.00016352459016393442,1000.0,-245.64713404892137,2,-11.82059263586998,10.522548887133599,654.1505799293518
nan,nan,458752,31.087757092283574,0.25043946504592896,0.3697753846645355,0.942187488079071,0.9769042730331421,0.63482666015625,34.99028784632683,211.93594670295715,298.07980716228485,224,0.00016290983606557377,1000.0,-497.01263721746227,2,-10.55093332082033,7.135236711427569,656.3438398838043
nan,nan,460800,21.140800598915668,0.337646484375,0.4986328184604645,0.893994152545929,0.954296886920929,0.671142578125,30.89903218150139,173.39356155395507,100.14428602457046,225,0.0001622950819672131,1000.0,-334.63606343550305,2,-1.9902948260307312,7.4967577531933784,658.5631020069122
-190.56859197283575,29.246980699499137,460800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,662.2611310482025
nan,nan,462848,23.199015189975036,0.2857910096645355,0.44794923067092896,0.9041992425918579,0.9505859613418579,0.64713134765625,28.888096702098846,157.15496242046356,101.29185705184936,226,0.00016168032786885244,1000.0,-157.85636158870184,2,-6.22541595697403,6.329460425674915,664.5751948356628
nan,nan,464896,23.055808323516978,0.28374022245407104,0.4056152403354645,0.904248058795929,0.967578113079071,0.64029541015625,31.48843514919281,167.1211148738861,148.9706638455391,227,0.0001610655737704918,1000.0,-392.5021762915899,2,-8.21586709022522,11.285063463449479,666.8909640312195
nan,nan,466944,25.71190276024863,0.28095704317092896,0.40205079317092896,0.92724609375,0.970654308795929,0.64522705078125,32.782717764377594,196.02803378105165,199.60156580209733,228,0.00016045081967213114,1000.0,-629.5095343117912,2,-7.75660157352686,12.874326148629189,669.1134889125824
nan,nan,468992,30.260193970473484,0.23237304389476776,0.342529296875,0.9517577886581421,0.9814453125,0.6270263671875,35.66455774307251,243.89766716957092,270.84565062522887,229,0.00015983606557377049,1000.0,-701.822025100227,2,-12.565851213037968,11.960237213969231,671.2973098754883
nan,nan,471040,28.105730939935892,0.26513671875,0.38798826932907104,0.9420410394668579,0.9762207269668579,0.6428466796875,34.699108415842055,214.21868529319764,214.58122148513795,230,0.00015922131147540984,1000.0,-630.9347777052672,3,-10.40220917314291,18.12454698085785,673.5023498535156
-775.2647906210235,31.71788007131043,471040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,677.2766778469086
nan,nan,473088,32.994663087505614,0.22187499701976776,0.33085936307907104,0.966259777545929,0.980908215045929,0.6249755859375,37.55955178737641,256.0717901229858,172.2659318447113,231,0.00015860655737704916,1000.0,-717.3879260780473,2,-10.981911784410476,14.57848159223795,679.5758399963379
nan,nan,475136,33.24599953924771,0.204833984375,0.3074707090854645,0.9430176019668579,0.982617199420929,0.60948486328125,38.3035192489624,332.612713766098,206.02303111553192,232,0.0001579918032786885,1000.0,-859.2845833432375,2,-11.362201857566834,16.427489514648915,681.875905752182
nan,nan,477184,28.45399070646381,0.2559570372104645,0.3790527284145355,0.940185546875,0.978808581829071,0.6385009765625,37.0768984913826,279.72209267616273,280.3535148262978,233,0.00015737704918032785,1000.0,-747.8827953338314,2,-9.139842370152474,16.94053198248148,684.1184508800507
nan,nan,479232,28.345282760739792,0.28515625,0.4168945252895355,0.9451659917831421,0.977978527545929,0.656298828125,35.389861381053926,210.717312002182,136.9292102575302,234,0.00015676229508196718,1000.0,-575.078474184796,2,-7.205063056945801,31.657578054070473,686.2920119762421
nan,nan,481280,26.875753551884554,0.3609863221645355,0.4981445372104645,0.9535156488418579,0.979199230670929,0.69796142578125,32.67858095169068,178.72929892539977,97.7545432806015,235,0.00015614754098360653,1000.0,-443.53996032190247,2,-8.46268418431282,27.497984141111374,688.4237389564514
-322.8547118792252,71.90832758352249,481280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,692.1506459712982
nan,nan,483328,27.80979384451639,0.2913574278354645,0.4383789002895355,0.9432617425918579,0.974609375,0.66190185546875,33.62511698007584,192.2334769010544,128.36957828998567,236,0.00015553278688524587,1000.0,-288.736440345368,2,-8.79977706670761,23.025548124313353,694.5005099773407
nan,nan,485376,29.4699764367193,0.26909178495407104,0.39404296875,0.948681652545929,0.9764159917831421,0.64705810546875,35.39078250527382,205.41950793266295,132.2046805858612,237,0.00015491803278688525,1000.0,-409.56429984760723,2,-10.636939725279808,21.261624537408352,696.8975119590759
nan,nan,487424,25.691163025610148,0.2735839784145355,0.38691407442092896,0.929736316204071,0.9812988042831421,0.64288330078125,34.767143827676776,217.16660475730896,134.51152307987212,238,0.0001543032786885246,1000.0,-669.6249635909269,2,-8.813894394040108,20.327002647519112,699.2102589607239
nan,nan,489472,32.311846592172515,0.32744139432907104,0.46601563692092896,0.962597668170929,0.984570324420929,0.68515625,33.7479401409626,202.0108639717102,255.30662511587144,239,0.00015368852459016395,1000.0,-651.177915678725,2,-11.708220352232455,22.156121619045734,701.3976550102234
nan,nan,491520,33.62470763057936,0.259033203125,0.36860352754592896,0.9695800542831421,0.9861816167831421,0.645849609375,38.22414571046829,251.0152781009674,249.6617563009262,240,0.00015307377049180327,1000.0,-630.2859786826364,2,-14.665883973240852,20.3465428262949,703.4973998069763
-596.4524548378267,11.26500022523019,491520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,707.2834680080414
nan,nan,493568,30.218530182610266,0.19199219346046448,0.28984373807907104,0.911083996295929,0.9839843511581421,0.59422607421875,36.864076268672946,348.41441049575803,516.6934099793434,241,0.00015245901639344262,1000.0,-647.9766408306441,2,-13.522981107234955,13.34473379701376,709.6334009170532
nan,nan,495616,33.63398364586756,0.3038085997104645,0.42036134004592896,0.970458984375,0.9847167730331421,0.66983642578125,38.2630132317543,242.41756629943848,234.8832044005394,242,0.00015184426229508194,1000.0,-657.2644517970205,2,-12.244900116324425,20.662143857777117,711.9687690734863
nan,nan,497664,25.986818400770424,0.32636719942092896,0.522753894329071,0.9371582269668579,0.977343738079071,0.69090576171875,34.17106356024742,196.78003540039063,110.36080904006958,243,0.0001512295081967213,1000.0,-559.3725499759355,2,-8.284731596708298,32.773845040798186,714.3328669071198
nan,nan,499712,29.636332681542264,0.3147949278354645,0.5083984136581421,0.9646972417831421,0.9812988042831421,0.69229736328125,33.238834011554715,184.64296274185182,99.5208767414093,244,0.00015061475409836064,1000.0,-430.5357091868151,2,-10.744220513105393,29.749066293239594,716.526487827301
nan,nan,501760,20.85499523404287,0.34501951932907104,0.558837890625,0.9017578363418579,0.9561523199081421,0.69044189453125,29.17409754395485,167.89081087112427,78.54445198774337,245,0.00015,1000.0,-216.8401116612092,2,-3.521380162239075,25.411430856585504,718.5487177371979
-425.10174588666166,23.2248985509969,501760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,722.3044710159302
nan,nan,503808,23.436313017999055,0.2562499940395355,0.43950194120407104,0.9205566644668579,0.962207019329071,0.64462890625,30.599781745672225,164.29665007591248,79.58066242933273,246,0.00014938524590163934,1000.0,-327.56761694567797,2,-7.391449300944805,16.834995771944524,724.6470398902893
nan,nan,505856,24.906325812870637,0.21977539360523224,0.392578125,0.9202636480331421,0.962451159954071,0.62376708984375,29.326962327957155,190.2263180732727,100.5078120470047,247,0.00014877049180327868,1000.0,-403.29580505762067,2,-7.583619174361229,10.977209284156562,726.9816198348999
nan,nan,507904,20.51461075983243,0.2627929747104645,0.4779296815395355,0.888623058795929,0.9580078125,0.64683837890625,29.797106206417084,170.59270503520966,85.39596540927887,248,0.000148155737704918,1000.0,-279.79580834602365,2,-3.03325669169426,11.116759249567986,729.286093711853
nan,nan,509952,24.139802218030674,0.29399412870407104,0.4609375,0.9300781488418579,0.972119152545929,0.6642822265625,29.22868416309357,162.33005447387694,93.38485566377639,249,0.00014754098360655736,1000.0,-224.53889206890284,2,-8.716465075314044,18.03375572562218,731.4817368984222
nan,nan,512000,24.98330164294457,0.239990234375,0.4073242247104645,0.9305175542831421,0.978222668170929,0.639013671875,30.95695088505745,184.28140590190887,103.73014563322067,250,0.0001469262295081967,1000.0,-266.07844791841643,3,-8.85184423327446,15.314315252006054,733.513829946518
-519.9926017955481,104.92609037398336,512000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,737.1489627361298
nan,nan,514048,31.149885857803746,0.31684571504592896,0.516552746295929,0.960156261920929,0.981201171875,0.69368896484375,30.901901066303253,163.33198812007905,147.22905806303024,251,0.00014631147540983605,1000.0,-555.1285596185799,2,-9.513466401398182,24.5120661765337,739.4111680984497
nan,nan,516096,32.03934866504278,0.25249022245407104,0.3887695372104645,0.953369140625,0.976025402545929,0.64266357421875,34.77213277220726,200.18786849975587,149.86375346183777,252,0.00014569672131147537,1000.0,-283.0259975354959,2,-12.155294495821,14.391990028321743,741.6716938018799
nan,nan,518144,34.31983133424073,0.25776368379592896,0.3673339784145355,0.959716796875,0.9776366949081421,0.64061279296875,37.337724554538724,207.2288703918457,276.7927053332329,253,0.00014508196721311472,1000.0,-598.5820414125419,2,-13.410296049714088,18.84730094373226,743.9324870109558
nan,nan,520192,33.089034740068016,0.18129882216453552,0.3030761778354645,0.9532226324081421,0.9874023199081421,0.60625,38.48635139465332,281.3036633968353,287.8793462395668,254,0.0001444672131147541,1000.0,-633.8606350323322,2,-10.661998189985752,10.83494733273983,746.0450239181519
-433.9835379805678,122.97065143850273,520192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,749.6348826885223
nan,nan,522240,34.39328455078648,0.21420899033546448,0.32255858182907104,0.9578613042831421,0.9794921875,0.6185302734375,38.06258940696716,244.0768804550171,308.89522712230684,255,0.00014385245901639345,1000.0,-469.62240226576955,2,-12.048036128282547,11.676700638234616,751.9576649665833
nan,nan,524288,35.96062598524149,0.17841796576976776,0.2894531190395355,0.9765625,0.9881347417831421,0.60814208984375,40.1413458108902,338.78698687553407,403.8289093255997,256,0.00014323770491803277,1000.0,-640.1122927582298,2,-15.0756025493145,11.327589877694844,754.2721390724182
nan,nan,526336,23.78200123392744,0.16733399033546448,0.2789062559604645,0.8583984375,0.9775390625,0.57054443359375,34.16891756057739,285.6247341632843,102.61879750490189,257,0.00014262295081967212,1000.0,-548.7355123261253,2,-8.011290901899338,10.913621786609292,756.5842168331146
nan,nan,528384,30.53780670564156,0.23701171576976776,0.3697265684604645,0.964648425579071,0.9823242425918579,0.638427734375,37.1112317442894,227.36602158546447,162.93153110742568,258,0.00014200819672131147,1000.0,-562.1575425824418,2,-13.6321957051754,17.932477232813834,758.8838448524475
nan,nan,530432,31.681561805272942,0.2801269590854645,0.42695313692092896,0.9593261480331421,0.974804699420929,0.660302734375,36.436677479743956,208.05206451416015,143.30633078813554,259,0.00014139344262295082,1000.0,-665.5669100767243,2,-10.506885454058647,26.053589081764223,761.0429708957672
-691.0182196882532,53.672189684948506,530432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,764.6177580356598
nan,nan,532480,31.75653671748005,0.266845703125,0.3856445252895355,0.951464831829071,0.9661620855331421,0.642529296875,37.129444289207456,218.01832790374755,160.13876192569734,260,0.00014077868852459017,1000.0,-590.9664954843328,2,-10.858019073307513,21.523025262355805,766.9661917686462
nan,nan,534528,35.55943984077312,0.22104492783546448,0.34526365995407104,0.976806640625,0.9876464605331421,0.6326904296875,39.6681088924408,244.5580189704895,347.9988489151001,261,0.0001401639344262295,1000.0,-485.0584165528983,2,-15.823637291789055,18.434106646478178,769.3364927768707
nan,nan,536576,34.36053871964104,0.140625,0.21884766221046448,0.9681640863418579,0.9912109375,0.5797119140625,38.61262874603271,510.6750322818756,610.4995282649994,262,0.00013954918032786884,1000.0,-561.7227218619187,2,-14.757710045576095,10.922406118409707,771.7529790401459
nan,nan,538624,35.98060922538862,0.19208984076976776,0.3092285096645355,0.974169909954071,0.9874023199081421,0.61572265625,40.697777199745175,286.2816627979279,312.7855049967766,263,0.00013893442622950819,1000.0,-575.8135200783204,2,-15.18111124932766,15.690776054561137,774.1007258892059
nan,nan,540672,35.592779457755384,0.15996094048023224,0.24672850966453552,0.959033191204071,0.9874511957168579,0.58829345703125,39.958780992031095,448.1277192115784,539.2609107613564,264,0.00013831967213114753,1000.0,-639.148262521471,2,-14.395151963829994,11.926123029738665,776.1950368881226
-600.0183190840835,5.5320539007229215,540672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,779.910805940628
nan,nan,542720,32.56243606004864,0.10791015625,0.16933593153953552,0.9339843988418579,0.9932616949081421,0.551123046875,37.54360728263855,498.0092071533203,269.69613418579104,265,0.00013770491803278686,1000.0,-630.4760721077882,2,-12.574826934933663,11.507711711619049,782.2407050132751
nan,nan,544768,35.13941466528922,0.08710937201976776,0.14238281548023224,0.9502929449081421,0.986523449420929,0.5415771484375,38.470020699501035,513.0736083984375,563.1814747810364,266,0.0001370901639344262,1000.0,-593.3422115198348,2,-11.871661683917045,11.692658419441432,784.5604701042175
nan,nan,546816,34.27062688823789,0.08754882961511612,0.13242188096046448,0.9356933832168579,0.995068371295929,0.53768310546875,38.44631023406983,520.098930644989,399.7513079166412,267,0.00013647540983606555,1000.0,-603.2712149202441,2,-13.138556519150734,11.779392712004483,786.8781356811523
nan,nan,548864,34.198191304318605,0.06025390699505806,0.12050781399011612,0.917431652545929,0.987744152545929,0.521484375,37.562742257118224,500.1225776672363,572.9510257601738,268,0.0001358606557377049,1000.0,-600.0467116826419,2,-10.610227337479591,11.891626661829651,789.1679558753967
nan,nan,550912,18.822672329097987,0.05214843899011612,0.083740234375,0.35209959745407104,0.994921863079071,0.3707275390625,33.852219474315646,449.0948476791382,259.95011137723924,269,0.00013524590163934422,1000.0,-595.6451013274252,2,-8.975125718116761,11.880577972624451,791.2486248016357
