eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,178176,18.91118891662918,0.08930663764476776,0.18413086235523224,0.31367188692092896,0.9923340082168579,0.39486083984375,31.238156163692473,412.3869499206543,167.0714485168457,87,0.0002471311475409836,1000.0,-599.0955876955295,2,-13.012196895480155,12.200583371613174,249.6296877861023
nan,nan,180224,17.71589643927291,0.06621094048023224,0.16455078125,0.27802735567092896,0.969042956829071,0.3694580078125,30.852276891469955,411.5904149055481,163.18423303365708,88,0.00024651639344262295,1000.0,-603.8491999338287,2,-11.472806444764137,12.324067106563598,251.85925889015198
-604.5113742113792,6.615224235120265,180224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255.4968569278717
nan,nan,182272,20.166710721270647,0.16840820014476776,0.23847655951976776,0.48222655057907104,0.9805663824081421,0.46741943359375,30.81345576643944,398.0710165500641,98.07895696163177,89,0.0002459016393442623,1000.0,-619.297530572484,2,-11.339683929085732,12.696968983393162,257.65056896209717
nan,nan,184320,17.404048603691628,0.070068359375,0.11318359524011612,0.24985352158546448,0.959179699420929,0.3480712890625,31.098059344291688,421.0118803501129,151.93303169012069,90,0.00024528688524590164,1000.0,-603.5078290834876,2,-10.088615509867669,12.466711730603128,259.81800389289856
nan,nan,186368,31.067372341547163,0.23378905653953552,0.34550780057907104,0.9046386480331421,0.977587878704071,0.615380859375,33.01412068605423,387.9444680213928,154.69812288284302,91,0.00024467213114754094,1000.0,-594.7545154075674,2,-11.399924847483636,12.989474547468125,261.88261580467224
nan,nan,188416,21.304140344285408,0.21645507216453552,0.324951171875,0.7335449457168579,0.9710937738418579,0.56151123046875,30.299855548143388,324.25952982902527,70.61101006269455,92,0.00024405737704918031,1000.0,-535.6320859393377,2,-6.179290126264095,12.508767783641815,264.0186288356781
nan,nan,190464,24.054015883698593,0.13457031548023224,0.23583984375,0.739990234375,0.9681640863418579,0.51964111328125,33.20920277237892,369.58388447761536,367.07563146352766,93,0.00024344262295081966,1000.0,-559.529514609457,2,-9.692680582404137,12.881691660359502,266.184152841568
-603.7684739200504,6.146881805258686,190464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,269.8210518360138
nan,nan,192512,18.45241745930398,0.0654296875,0.1201171875,0.30810546875,0.981005847454071,0.36866455078125,31.58549357056618,420.4426638126373,128.32439827919006,94,0.000242827868852459,1000.0,-594.60132731564,2,-7.815933161973954,11.993672553729265,271.97013783454895
nan,nan,194560,29.310268759657628,0.15410156548023224,0.24287109076976776,0.860644519329071,0.9784179925918579,0.5590087890625,35.3031403541565,446.7538364887238,234.35908496379852,95,0.00024221311475409833,1000.0,-602.7232601694199,2,-12.519558027386665,12.691741381585597,274.16621494293213
nan,nan,196608,21.178337890305556,0.10532226413488388,0.17534179985523224,0.4588378965854645,0.9737304449081421,0.42830810546875,32.93371274471283,430.74055576324463,313.5940630555153,96,0.00024159836065573768,1000.0,-609.434695631046,2,-10.450035405158996,12.720518837217242,276.21388387680054
nan,nan,198656,18.335856170975603,0.05009765550494194,0.10581054538488388,0.23588867485523224,0.990527331829071,0.3455810546875,32.287369126081465,422.7561062812805,151.35824792385102,97,0.00024098360655737703,1000.0,-606.0429631631517,2,-13.021160414814949,12.278242261894047,278.30272579193115
nan,nan,200704,18.03301605733577,0.06748046725988388,0.12856444716453552,0.25825196504592896,0.9737304449081421,0.3570068359375,31.633691066503523,429.65662055015565,225.29435156583787,98,0.00024036885245901638,1000.0,-592.4921557246334,2,-11.521976882219315,12.564296828582883,280.4668378829956
-598.5488575367856,3.343408398332096,200704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.10128593444824
nan,nan,202752,16.889522288076115,0.04213867336511612,0.08232422173023224,0.20146484673023224,0.9579101800918579,0.32095947265625,30.228144377470016,400.6115725040436,128.9508569598198,99,0.00023975409836065573,1000.0,-607.8953239326788,2,-10.053215552866458,12.303594247531146,286.35966086387634
nan,nan,204800,18.02417774980422,0.04970703274011612,0.09199218451976776,0.20761719346046448,0.9879394769668579,0.33431396484375,31.78002988100052,427.0693971633911,141.02378227710724,100,0.00023913934426229505,1000.0,-593.7623393342246,2,-12.452418597042561,12.27909182049334,288.6370460987091
nan,nan,206848,17.264985671895555,0.06918945163488388,0.08500976860523224,0.224365234375,0.9642578363418579,0.33570556640625,30.97318116426468,412.26096367836,146.18794357776642,101,0.0002385245901639344,1000.0,-598.8351394419965,2,-10.502459153532982,12.262008435092866,290.6842188835144
nan,nan,208896,17.712102935253643,0.070068359375,0.11513672024011612,0.22822265326976776,0.974365234375,0.3469482421875,31.638943415880203,420.7606969356537,122.03610244989395,102,0.00023790983606557375,1000.0,-600.8119954297296,2,-11.25468457788229,12.387257149256765,292.7161238193512
nan,nan,210944,26.601949234330096,0.23598632216453552,0.30278319120407104,0.872509777545929,0.982617199420929,0.59847412109375,33.048615193367006,344.65337243080137,109.58546568155289,103,0.00023729508196721307,1000.0,-585.509619087589,2,-6.802697479724884,13.474907795526088,294.8989350795746
-600.2440930811706,5.35320920004456,210944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,298.5752558708191
nan,nan,212992,23.614804859133436,0.13168945908546448,0.18876953423023224,0.5125976800918579,0.984179675579071,0.45430908203125,33.84900061488152,435.92867941856383,229.9021695613861,104,0.00023668032786885242,1000.0,-597.4379874377062,2,-13.250760191679001,12.619611965958029,300.78673696517944
nan,nan,215040,17.66641735562007,0.047119140625,0.08642578125,0.22768554091453552,0.978222668170929,0.33486328125,31.591430515050888,404.5475623130798,132.77131353616716,105,0.00023606557377049177,1000.0,-598.5991343622601,3,-5.466834299266338,16.003066151682287,302.9688320159912
nan,nan,217088,18.33664829301415,0.08623047173023224,0.126220703125,0.3416992127895355,0.976269543170929,0.38260498046875,31.741092681884766,311.30580563545226,153.90842438936232,106,0.00023545081967213112,1000.0,-594.2635200379384,2,-10.279204180836677,15.543135917559265,305.05131697654724
nan,nan,219136,18.00288479316514,0.06459961086511612,0.11293945461511612,0.23222656548023224,0.979931652545929,0.34742431640625,31.554098862409592,421.2836437225342,158.16182074546813,107,0.0002348360655737705,1000.0,-592.6162208752216,2,-11.896566253900527,11.819533370714634,307.1088969707489
nan,nan,221184,16.954867396486225,0.05000000074505806,0.08847656100988388,0.23793944716453552,0.955810546875,0.333056640625,29.84422807097435,399.54807443618773,133.8618809700012,108,0.00023422131147540984,1000.0,-596.702562099047,2,-9.754770150780677,11.83079333617352,309.23991203308105
-597.0572670549561,3.4952131410671496,221184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,312.9042809009552
nan,nan,223232,18.039939887123182,0.06010742112994194,0.13374023139476776,0.20522460341453552,0.988574206829071,0.34691162109375,31.851424503326417,428.16376423835754,106.83840506076812,109,0.00023360655737704916,1000.0,-599.2925853190229,2,-12.38553382754326,11.912144946819172,315.09289813041687
nan,nan,225280,18.566939182853094,0.07290039211511612,0.1357421875,0.30009764432907104,0.9659668207168579,0.3686767578125,31.299440586566924,334.6022181034088,156.1828401684761,110,0.0002329918032786885,1000.0,-573.69260413722,2,-10.969121773540973,11.926583240367473,317.2538299560547
nan,nan,227328,16.77209037898574,0.05576171725988388,0.11635742336511612,0.20942382514476776,0.95849609375,0.335009765625,31.338587319850923,423.95204787254335,104.84778968095779,111,0.00023237704918032786,1000.0,-598.620163097255,2,-9.856457033753395,11.870380033645779,319.4101769924164
nan,nan,229376,17.65472012324026,0.09746094048023224,0.15341797471046448,0.27460938692092896,0.954394519329071,0.369970703125,31.901151037216188,353.06673707962034,138.73448781967164,112,0.00023176229508196718,1000.0,-577.4616333395759,2,-11.37747515887022,12.081089709699153,321.4620769023895
nan,nan,231424,16.994533340720228,0.05781250074505806,0.09716796875,0.21591797471046448,0.955078125,0.331494140625,30.853966945409773,414.2960577964783,125.04440319538116,113,0.00023114754098360653,1000.0,-591.8839005357846,2,-1.4114717990159988,12.028962683677673,323.4897937774658
-597.4771174343008,3.5718734076428293,231424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,327.14460706710815
nan,nan,233472,17.98893106444739,0.06406249850988388,0.12314452975988388,0.219482421875,0.9827636480331421,0.34736328125,31.62405754327774,421.826628446579,142.6839891076088,114,0.00023053278688524588,1000.0,-602.0224663716976,2,-12.461062386631966,12.058475349843501,329.36556792259216
nan,nan,235520,17.63786704489321,0.04985351487994194,0.11767578125,0.229736328125,0.9740234613418579,0.342822265625,31.121486568450926,413.7097086906433,140.66497279405593,115,0.00022991803278688523,1000.0,-597.3431627690197,2,-11.040620325505733,12.097111942246556,331.61284589767456
nan,nan,237568,16.996354671998414,0.05454101413488388,0.103515625,0.22036132216453552,0.9627441167831421,0.33529052734375,31.013164240121842,425.7044159412384,133.0862572669983,116,0.00022930327868852458,1000.0,-590.9671983788141,2,-8.448717185854912,12.299088925216347,333.8381869792938
nan,nan,239616,17.771912331937347,0.06850586086511612,0.12514647841453552,0.22377929091453552,0.974072277545929,0.3478759765625,31.64516923427582,424.2424183368683,110.2134544968605,117,0.00022868852459016393,1000.0,-602.4196136853952,2,-12.269660452008248,12.216725600510836,335.9197278022766
nan,nan,241664,21.248573540640063,0.27587890625,0.3650878965854645,0.715624988079071,0.9793945550918579,0.58399658203125,29.134170526266097,257.3903748512268,111.0446063876152,118,0.00022807377049180325,1000.0,-542.7154437543303,2,-7.509385338425636,12.942983102053404,337.94232201576233
-592.4217506564237,5.952466713175973,241664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.6497459411621
nan,nan,243712,18.410183882294223,0.11728515475988388,0.17817382514476776,0.3208984434604645,0.9833008050918579,0.39991455078125,32.21126973628998,403.7517281532288,141.45433297157288,119,0.0002274590163934426,1000.0,-582.0081863453663,2,-12.50297204554081,12.711625013686717,343.92927598953247
nan,nan,245760,17.205359761882573,0.05864257737994194,0.13642577826976776,0.24008789658546448,0.975292980670929,0.3526123046875,31.788859057426453,419.83349003791807,94.23692843914031,120,0.00022684426229508195,1000.0,-596.216829298879,2,-8.699374759197235,11.868844323884696,346.20668387413025
nan,nan,247808,17.71982390152698,0.07265625149011612,0.1640625,0.2596679627895355,0.973339855670929,0.367431640625,31.31146908402443,381.751833820343,137.3253404021263,121,0.00022622950819672127,1000.0,-586.9744744312873,2,-11.639956864714623,12.032746407017111,348.4110279083252
nan,nan,249856,15.978653501323425,0.04692382737994194,0.12001953274011612,0.2650390565395355,0.9486328363418579,0.34515380859375,29.863265019655227,400.0437191486359,79.4090093612671,122,0.00022561475409836062,1000.0,-595.4519548551394,2,-8.481293073296547,12.12991245817393,350.47933077812195
nan,nan,251904,18.058100266713883,0.05922851711511612,0.12773437798023224,0.24379882216453552,0.9839843511581421,0.3536865234375,31.405689018964768,400.2563144683838,148.03671497106552,123,0.000225,1000.0,-600.1781158643732,2,-10.740642929077149,12.073832489363848,352.48443698883057
-596.3507384691126,2.9201612421248697,251904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,356.13165283203125
nan,nan,253952,16.79584926268435,0.06279297173023224,0.12836913764476776,0.23232421278953552,0.956591784954071,0.34501953125,30.782242506742477,408.8017577648163,90.68014622926712,124,0.00022438524590163934,1000.0,-595.7668251576217,2,-9.775504490733146,12.06177471568808,358.34423089027405
nan,nan,256000,17.557447316963227,0.05087890475988388,0.15742187201976776,0.24257811903953552,0.970996081829071,0.35546875,30.860569375753403,336.7088581562042,118.4956724524498,125,0.0002237704918032787,1000.0,-598.4865219518937,3,-10.795472757518292,17.830389233864842,360.53851985931396
nan,nan,258048,17.79756186775048,0.09682617336511612,0.142578125,0.22978515923023224,0.9720214605331421,0.360302734375,31.3856203019619,412.83208403587344,135.30124719142913,126,0.00022315573770491804,1000.0,-593.9970306231794,2,-11.831867343187332,12.015282351244242,362.6842157840729
nan,nan,260096,18.589611121581402,0.06259765475988388,0.16142578423023224,0.25019532442092896,0.9908202886581421,0.366259765625,31.393011146783827,418.3364809036255,174.27368512153626,127,0.00022254098360655736,1000.0,-601.1208062133317,2,-12.581787237524987,12.070630461070687,364.7717649936676
-598.7138634357162,2.9781801325877684,260096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,368.3773829936981
nan,nan,262144,18.059055231371893,0.04360351711511612,0.13398437201976776,0.24399414658546448,0.9766601324081421,0.349560546875,31.192933893203737,417.90422344207764,165.20822956562043,128,0.0002219262295081967,1000.0,-595.407567635958,2,-11.62340856641531,12.05015324279666,370.57257890701294
nan,nan,264192,17.24127850967343,0.05112304538488388,0.16083984076976776,0.24155274033546448,0.9629882574081421,0.3541259765625,30.793800944089888,412.2389947414398,122.2154499053955,129,0.00022131147540983603,1000.0,-598.6009851100688,2,-10.366213151812554,12.131652387604117,372.8254590034485
nan,nan,266240,16.5581415238732,0.08061523735523224,0.16679687798023224,0.32832032442092896,0.9605468511581421,0.38406982421875,29.891087925434114,395.48286375999453,99.1359347462654,130,0.00022069672131147538,1000.0,-601.1985822301533,2,-8.626673221588135,12.155893946811556,374.99444103240967
nan,nan,268288,17.26646496801404,0.07465820014476776,0.15883788466453552,0.27275389432907104,0.9559081792831421,0.36553955078125,30.542324727773668,408.09600415229795,148.05468046665192,131,0.00022008196721311473,1000.0,-595.3437762567166,2,-10.449882319569587,12.13968187076971,377.1953637599945
nan,nan,270336,18.154776476084955,0.080322265625,0.15761718153953552,0.24453124403953552,0.985058605670929,0.36688232421875,31.150886780023576,412.0550594806671,116.31112116575241,132,0.00021946721311475408,1000.0,-595.3390987793483,2,-12.338937973976135,12.19602620722726,379.21008801460266
-595.9648614698401,3.126117182422063,270336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,382.80994486808777
nan,nan,272384,14.716074473853222,0.09780273586511612,0.16171875596046448,0.26220703125,0.96240234375,0.37103271484375,30.58070643544197,403.72760186195376,63.77188044786453,133,0.00021885245901639343,1000.0,-593.8792369228925,2,-7.726040115952491,12.20810377439484,385.0946798324585
nan,nan,274432,15.956756213461631,0.07949218899011612,0.127197265625,0.22617188096046448,0.926562488079071,0.33985595703125,29.694232475757598,401.42671484947203,120.2166746377945,134,0.00021823770491803278,1000.0,-593.1686963884438,2,-8.691808359324932,12.197583480365575,387.39701104164124
nan,nan,276480,16.747330934694038,0.09853515774011612,0.16049805283546448,0.27998048067092896,0.9288085699081421,0.36695556640625,30.60656149983406,385.6471610546112,130.00060188770294,135,0.0002176229508196721,1000.0,-590.8955674403518,2,-8.433711054921151,12.189682776667178,389.6563448905945
nan,nan,278528,15.784164482180495,0.07827148586511612,0.12661132216453552,0.248291015625,0.9369140863418579,0.34752197265625,30.05891700387001,396.52209224700925,113.84690083265305,136,0.00021700819672131145,1000.0,-591.1053148150337,2,-7.230070480704308,12.197350469697266,391.9167239665985
nan,nan,280576,16.71698339006689,0.11567382514476776,0.16767577826976776,0.29667967557907104,0.942919909954071,0.3807373046875,30.749691790342332,390.18589930534364,125.07856550216675,137,0.0002163934426229508,1000.0,-593.4663953172012,2,-9.620232018828393,12.312919956445693,393.940536737442
-597.6762915072079,2.9280234357679906,280576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,397.66097688674927
nan,nan,282624,16.511844716203633,0.10000000149011612,0.17431640625,0.23505859076976776,0.952880859375,0.36556396484375,31.38548019528389,419.7168674230576,88.30663406848907,138,0.00021577868852459012,1000.0,-592.280579708834,2,-7.213023091852665,12.281033726409078,399.95760107040405
nan,nan,284672,17.914604742021766,0.07099609076976776,0.1484375,0.2421875,0.973095715045929,0.35867919921875,31.275702083110808,414.4512409687042,101.7022397518158,139,0.00021516393442622947,1000.0,-596.0270141423821,2,-11.697469556331635,12.294063195493072,402.20016288757324
nan,nan,286720,17.546124194562434,0.11616210639476776,0.19545897841453552,0.26997071504592896,0.9764648675918579,0.38951416015625,31.26293687224388,421.89139466285707,87.19951133728027,140,0.00021454918032786884,1000.0,-596.951583997813,2,-11.586892172694206,12.289867657516151,404.3831980228424
nan,nan,288768,16.695205799720135,0.085205078125,0.17695312201976776,0.24907226860523224,0.9517577886581421,0.3657470703125,29.638893020153045,395.8577377796173,94.60793417692184,141,0.0002139344262295082,1000.0,-601.6477346088886,2,-9.699496620893479,12.271814210060985,406.5577039718628
nan,nan,290816,17.299250867130468,0.11196289211511612,0.17451171576976776,0.2586914002895355,0.9673827886581421,0.37813720703125,30.647162592411043,400.38273153305056,85.50994942188262,142,0.00021331967213114754,1000.0,-593.9456992851151,2,-10.315158197283745,12.251767443027347,408.59610295295715
-598.6668703152043,3.6958781983267914,290816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,412.10467982292175
nan,nan,292864,17.603786938334814,0.09648437798023224,0.19267578423023224,0.25371092557907104,0.973437488079071,0.3790771484375,30.957732218503953,408.92854900360106,104.32904727458954,143,0.0002127049180327869,1000.0,-599.2892376401954,2,-11.5438899949193,12.277575849089772,414.1915338039398
nan,nan,294912,17.662251420281244,0.08583984524011612,0.19272461533546448,0.25859373807907104,0.9708496332168579,0.377001953125,30.55583080649376,407.84959478378295,109.80988051891327,144,0.0002120901639344262,1000.0,-593.0504983536172,2,-10.594525751471519,12.267924338113517,416.49566173553467
nan,nan,296960,17.842473864846397,0.09311523288488388,0.19936522841453552,0.27587890625,0.9754883050918579,0.3859619140625,30.578133338689803,406.8691764831543,111.67452057600022,145,0.00021147540983606556,1000.0,-598.1819117650759,2,-10.423141545057296,12.274696140550077,418.68678879737854
nan,nan,299008,15.794650288720732,0.0947265625,0.17221680283546448,0.24521484971046448,0.944531261920929,0.36417236328125,29.03876854479313,316.2390251636505,87.21298384666443,146,0.00021086065573770488,1000.0,-594.9688564098423,3,-9.004954244941473,18.14570487719029,420.83022594451904
nan,nan,301056,16.727264536591246,0.08945312350988388,0.18315429985523224,0.289794921875,0.962207019329071,0.38115234375,30.07898368835449,405.7108434200287,98.9718115568161,147,0.00021024590163934423,1000.0,-601.4876803420893,2,-9.777497875690461,12.123961323220282,422.9100878238678
-598.3450028936921,7.75879690142842,301056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,426.4686768054962
nan,nan,303104,17.420458539493847,0.093017578125,0.17905274033546448,0.272216796875,0.977099597454071,0.3803466796875,30.7592605471611,415.61020932197573,99.78691256046295,148,0.00020963114754098358,1000.0,-601.4915201922256,2,-11.440700951218606,12.176339853089303,428.72957396507263
nan,nan,305152,16.852836405162815,0.08842773735523224,0.14960937201976776,0.24008789658546448,0.954882800579071,0.358251953125,30.075690859556197,395.2976469516754,116.75699347257614,149,0.00020901639344262293,1000.0,-599.4850376445006,2,-9.637688447535037,12.206404698826372,431.0563099384308
nan,nan,307200,18.506087467470206,0.3111328184604645,0.38593751192092896,0.559374988079071,0.9656738042831421,0.55552978515625,26.82903174161911,197.82230489254,95.13195309638976,150,0.00020840163934426228,1000.0,-518.368433380663,2,-8.027750249952078,13.868786149471998,433.30819487571716
nan,nan,309248,27.556332969939103,0.28369140625,0.3619628846645355,0.838427722454071,0.97509765625,0.614794921875,31.43457220196724,235.27579159736632,223.96519825458526,151,0.00020778688524590163,1000.0,-460.57695645343057,2,-11.186004348099232,14.065073541551829,435.56753277778625
nan,nan,311296,17.025047240010462,0.083251953125,0.11962890625,0.20615234971046448,0.9495605230331421,0.3396484375,31.756979137659073,427.23405213356017,108.273224401474,152,0.00020717213114754098,1000.0,-573.6548481202601,2,-9.883101910352707,11.26028547133319,437.7027578353882
-594.6529292634492,5.25668218356769,311296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,441.29077887535095
nan,nan,313344,15.861512014534673,0.08286132663488388,0.13784179091453552,0.32416993379592896,0.927978515625,0.368212890625,30.008654326200485,383.52526607513425,95.67056057453155,153,0.0002065573770491803,1000.0,-600.1198702447875,2,-6.424377669394016,11.47454164940864,443.5296549797058
nan,nan,315392,27.245875248653466,0.2764648497104645,0.35546875,0.9073241949081421,0.9629882574081421,0.6255615234375,32.055725985765456,260.80800518989565,140.6057560324669,154,0.00020594262295081965,1000.0,-471.80685748690223,2,-8.268730147182941,14.106407877802848,445.9069199562073
nan,nan,317440,23.418719778323428,0.373046875,0.501171886920929,0.8855956792831421,0.951123058795929,0.677734375,26.247172755002975,151.59252598285676,169.4865189433098,155,0.00020532786885245897,1000.0,-216.03224366118116,2,-5.955954684317112,16.103278014063836,448.2312457561493
nan,nan,319488,29.840600266878027,0.21284179389476776,0.2783203125,0.929931640625,0.9708007574081421,0.5979736328125,35.24472622275353,322.8119297504425,123.29663164615631,156,0.00020471311475409832,1000.0,-424.8290301413723,2,-12.888911025226117,9.64599195085466,450.45811104774475
nan,nan,321536,19.78750670183217,0.11137695610523224,0.17426757514476776,0.34492188692092896,0.990527331829071,0.4052734375,32.67376418709755,416.4759264469147,154.0973438858986,157,0.0002040983606557377,1000.0,-596.5682777357041,2,-12.9106815174222,9.439465139992535,452.5167570114136
-601.5012736917812,5.229889489923437,321536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,456.1482789516449
nan,nan,323584,17.79503678458277,0.07133789360523224,0.11455078423023224,0.21699218451976776,0.9735351800918579,0.34410400390625,31.511982375383376,421.25416054725645,89.6556010723114,158,0.00020348360655737704,1000.0,-595.944064737188,2,-11.994846123456956,10.040965558728203,458.4086537361145
nan,nan,325632,17.47123759070528,0.07241211086511612,0.10649414360523224,0.20913085341453552,0.9588867425918579,0.33673095703125,31.517843478918074,423.3517875671387,98.96144125461578,159,0.0002028688524590164,1000.0,-594.7382094871355,2,-11.459337136149406,10.573378619365394,460.7063498497009
nan,nan,327680,23.567644970747644,0.15932616591453552,0.21738281846046448,0.599414050579071,0.966064453125,0.485546875,33.49782334566116,403.00720829963683,249.33391317129136,160,0.00020225409836065574,1000.0,-642.2771360180232,2,-11.636208808422088,11.553098968416453,462.9579589366913
nan,nan,329728,18.81134237900842,0.08110351860523224,0.10869140923023224,0.20859375596046448,0.9922851324081421,0.34766845703125,31.972171813249588,420.48752346038816,181.59726252555848,161,0.0002016393442622951,1000.0,-623.19557749562,2,-6.294550043344498,11.046064096223564,465.19054889678955
nan,nan,331776,28.724992468830898,0.18208007514476776,0.265869140625,0.8345702886581421,0.985791027545929,0.56707763671875,34.801922750473025,374.37536664009093,296.9019530057907,162,0.0002010245901639344,1000.0,-651.181424789713,2,-12.50578303039074,13.056123413331807,467.2614278793335
-600.5278713244148,5.640851044942434,331776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,470.89386796951294
nan,nan,333824,18.152002625199383,0.07670898735523224,0.10166015475988388,0.20322266221046448,0.985107421875,0.3416748046875,31.715030640363693,421.56936831474303,87.82604256868362,163,0.00020040983606557376,1000.0,-621.6747777317198,2,-12.246045529842377,11.760778985824436,473.09488677978516
nan,nan,335872,23.16643333560787,0.14536133408546448,0.21044921875,0.566357433795929,0.981494128704071,0.47591552734375,33.53301064968109,402.63980865478516,196.3511690735817,164,0.00019979508196721308,1000.0,-631.4508240155617,2,-11.76304478943348,13.124653661809862,475.395015001297
nan,nan,337920,26.627061882615088,0.15937499701976776,0.2412109375,0.7621093988418579,0.9786132574081421,0.5353271484375,33.786315602064136,393.22993063926697,318.22017191648484,165,0.00019918032786885243,1000.0,-614.8706315337636,2,-11.91128921508789,12.914006216078997,477.6385989189148
nan,nan,339968,19.04251239350997,0.11323241889476776,0.16889648139476776,0.3343749940395355,0.9712890386581421,0.3969482421875,32.522431296110156,431.7703517913818,183.01385390758514,166,0.00019856557377049178,1000.0,-594.5349763704751,2,-11.286374813318252,12.45016818176955,479.86666989326477
nan,nan,342016,26.94606998411473,0.154052734375,0.23222656548023224,0.7142089605331421,0.987060546875,0.52188720703125,34.743996024131775,367.387335729599,274.97717996835706,167,0.00019795081967213113,1000.0,-621.6537535337308,3,-11.210898903012275,18.977448566630482,481.95090103149414
-588.4793990518419,3.374548881025298,342016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,485.6013660430908
nan,nan,344064,18.628275603277142,0.12875977158546448,0.19521483778953552,0.55419921875,0.9637695550918579,0.46048583984375,32.333134424686435,402.4311322689056,72.99619823694229,168,0.00019733606557377048,1000.0,-587.5141069954582,2,-9.543887808918953,12.69733590297401,487.7698917388916
nan,nan,346112,31.594269118190276,0.20981445908546448,0.298828125,0.9091796875,0.987988293170929,0.60145263671875,36.83470472097397,353.3852818489075,205.5248835682869,169,0.00019672131147540983,1000.0,-504.40303698073535,2,-14.377209900319576,12.711365942656993,490.0830137729645
nan,nan,348160,20.920042499128613,0.12675781548023224,0.18881836533546448,0.46552735567092896,0.973388671875,0.438623046875,33.454210156202315,457.7220881462097,157.6969095349312,170,0.00019610655737704915,1000.0,-611.5245980568121,2,-11.874545174837113,12.46340856468305,492.4073758125305
nan,nan,350208,28.6529367793235,0.184814453125,0.25761717557907104,0.852490246295929,0.972119152545929,0.56676025390625,35.934924113750455,391.1874751091003,180.65049862861633,171,0.0001954918032786885,1000.0,-578.6973778473171,2,-10.9053676456213,12.755112378671765,494.6054310798645
-599.5744934227711,10.426794571728536,350208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,498.4711608886719
nan,nan,352256,24.569169160199817,0.12973633408546448,0.20253905653953552,0.63037109375,0.9839843511581421,0.48665771484375,34.5257381439209,435.99049816131594,195.37040228843688,172,0.00019487704918032787,1000.0,-643.9230886044899,2,-12.808903643488884,13.430483265966178,500.746958732605
nan,nan,354304,17.133669737016316,0.08061523735523224,0.11582031100988388,0.26850587129592896,0.963085949420929,0.3570068359375,31.519237941503526,417.62324080467226,86.59346184730529,173,0.00019426229508196717,1000.0,-615.0541508950439,2,-6.47023019194603,12.329429316520692,503.00180888175964
nan,nan,356352,20.63367072646215,0.10566405951976776,0.16933593153953552,0.4397949278354645,0.974072277545929,0.422216796875,32.49946696162224,402.0147503852844,189.16446899175645,174,0.00019364754098360654,1000.0,-607.4605740686478,2,-11.57047743499279,12.75174333397299,505.42209100723267
nan,nan,358400,27.54399486957118,0.14545898139476776,0.22299805283546448,0.7779785394668579,0.9773925542831421,0.53095703125,35.690181732177734,431.52590346336365,261.0306181192398,175,0.0001930327868852459,1000.0,-591.5057406351345,2,-12.130815036594868,12.976321029942483,507.872554063797
nan,nan,360448,20.021193143478012,0.12797851860523224,0.20673827826976776,0.5478515625,0.9571288824081421,0.45992431640625,32.46590204834938,394.04819841384887,105.35428820848465,176,0.00019241803278688524,1000.0,-574.4686195096485,2,-9.661624565720558,12.95652774348855,510.2227420806885
-225.30601458535233,19.75698010332507,360448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,514.1325707435608
nan,nan,362496,27.81645193962904,0.342041015625,0.43120115995407104,0.9384765625,0.957763671875,0.66737060546875,32.36887658834458,255.40264682769777,111.08461956977844,177,0.0001918032786885246,1000.0,-390.25501420321257,2,-3.8011622369289397,12.728871262818576,516.4325649738312
