eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.02664842921658419,0.07524414360523224,0.07827148586511612,0.07988281548023224,0.08330078423023224,0.0791748046875,34.256394708156584,1,0.0003,1000.0,-473.0056137991439,2,-0.019525204107048923,16.96021352261305,1.6766877174377441
,,4096,0.03362326587011921,0.09995117038488388,0.10688476264476776,0.105224609375,0.10117187350988388,0.10330810546875,34.164793086051944,2,0.0002993852459016393,1000.0,-400.26610411628354,2,-0.026581090450054034,11.767342767119407,3.35378098487854
,,6144,0.02772582367178984,0.07651367038488388,0.07504882663488388,0.08652343600988388,0.08725585788488388,0.08133544921875,34.08120762109756,3,0.00029877049180327867,1000.0,-388.7580293729449,2,-0.024184942978899927,26.800708144903183,5.028532981872559
,,8192,0.048463559502124554,0.13164062798023224,0.14609375596046448,0.15058593451976776,0.17104491591453552,0.14984130859375,34.29181216955185,4,0.000298155737704918,1000.0,-349.3750119514692,2,-0.03245336584514007,14.657050712406635,6.705740928649902
,,10240,0.06511499377011205,0.19057616591453552,0.19414062798023224,0.20561523735523224,0.20981445908546448,0.20003662109375,34.38257074356079,5,0.00029754098360655737,1000.0,-405.41739153596905,2,-0.03577449989679735,17.519462217390537,8.399181842803955
-308.29248271022743,66.47687889349403,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.743329048156738
nan,nan,12288,0.09386346239407431,0.2557128965854645,0.2538085877895355,0.26972657442092896,0.2891601622104645,0.26710205078125,34.47939037084579,6,0.0002969262295081967,1000.0,-439.12805207254917,2,-0.03902508917672094,12.695395328104496,13.420666933059692
nan,nan,14336,0.046373306314490034,0.14394530653953552,0.13388672471046448,0.14716796576976776,0.15068359673023224,0.1439208984375,34.37317665815353,7,0.00029631147540983607,1000.0,-423.1899553679083,2,-0.03905470476311166,19.511670535802843,15.185756921768188
nan,nan,16384,0.05355439417908201,0.16958007216453552,0.16440430283546448,0.16806641221046448,0.17861327528953552,0.170166015625,34.14275258779526,8,0.00029569672131147536,1000.0,-252.19880979090885,2,-0.04085970446758438,37.67965567111969,16.977637767791748
nan,nan,18432,0.06451594199315877,0.18344727158546448,0.18735352158546448,0.19863280653953552,0.2021484375,0.1928955078125,34.33833805322647,9,0.0002950819672131147,1000.0,-404.36754777727265,2,-0.03845957841549534,28.332514587044717,18.75006890296936
