eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,32768,0.006165395783318673,0.0730712890625,17.455548295378684,1,0.0003,1000.5,-373.76767107033163,32,-0.007711053312959848,6.135803532600403,32.14197874069214
,,65536,0.007121507588817621,0.091009521484375,17.436226633191108,2,0.0002993852459016393,1001.0,-344.8895702412836,32,-0.010595147123967762,3.852407590299845,66.54973554611206
,,98304,0.008896664543499355,0.1221435546875,17.427614238858222,3,0.00029877049180327867,1001.0,-339.7300794608052,32,-0.012263089985208354,3.26469791457057,104.36753177642822
,,131072,0.009607931166829075,0.13299560546875,17.41300920844078,4,0.000298155737704918,1001.0,-358.47888138064127,32,-0.013102209280623356,3.566443234682083,136.95557641983032
,,163840,0.011353515204609721,0.159954833984375,17.39380788207054,5,0.00029754098360655737,1001.0,-330.0418427846417,32,-0.0135863218238228,3.569201782345772,169.03399872779846
,,196608,0.01191939691452717,0.1671630859375,17.43609935939312,6,0.0002969262295081967,1001.0,-323.2273553632309,32,-0.015114843549235956,3.40609208419919,199.1167914867401
,,229376,0.012578119924728525,0.177398681640625,17.456790095567705,7,0.00029631147540983607,1001.0,-324.9121591629274,32,-0.015745771062211134,3.573853429034352,229.7506332397461
,,262144,0.012108182291558477,0.1701904296875,17.435933485627174,8,0.00029569672131147536,1001.0,-310.4983843938627,32,-0.015800053733255482,4.129689415544272,260.6142518520355
,,294912,0.01379194912406092,0.194354248046875,17.438112366199494,9,0.0002950819672131147,1001.0,-305.5903786314934,32,-0.01586574240718619,3.493871360644698,290.2572021484375
,,327680,0.013576680522601237,0.192742919921875,17.452363017201424,10,0.00029446721311475406,1001.0,-320.49429405700516,32,-0.01646331864903914,3.4290167190134526,321.7134654521942
,,360448,0.015210873442265438,0.211004638671875,17.4368266671896,11,0.0002938524590163934,1001.0,-285.51796062584094,32,-0.01735712110166787,3.3813006300479174,351.9011573791504
,,393216,0.013213972251105589,0.187542724609375,17.442695844173432,12,0.00029323770491803276,1001.0,-276.5926499683544,32,-0.016314835214143387,3.6831917744129896,382.27115631103516
,,425984,0.014095770038329647,0.197637939453125,17.455626007914542,13,0.0002926229508196721,1001.0,-283.6678836049831,32,-0.017320171187020606,3.886801156401634,410.57203435897827
,,458752,0.015261753353843232,0.212347412109375,17.39202715754509,14,0.00029200819672131145,1001.0,-308.43918911369576,32,-0.01827522606472485,3.640475196391344,437.357976436615
,,491520,0.014051373123947997,0.196295166015625,17.43783081173897,15,0.0002913934426229508,1001.0,-289.39112327672206,32,-0.018294464942300692,3.8471246868371964,463.5905559062958
,,524288,0.015682554509476178,0.218817138671875,17.43750298023224,16,0.00029077868852459015,1001.0,-281.4234368377802,32,-0.018779703941982008,3.291250582039356,490.38653326034546
,,557056,0.016756508379330626,0.23363037109375,17.446233496069908,17,0.00029016393442622945,1001.0,-288.846316218286,32,-0.019679002762859454,3.244758107885718,516.8397853374481
,,589824,0.015373381594690727,0.215264892578125,17.461503610014915,18,0.00028954918032786885,1001.0,-279.19130277929224,32,-0.019553943554637954,3.1884288476780056,543.7764599323273
,,622592,0.014495180523226736,0.20325927734375,17.450341045856476,19,0.0002889344262295082,1001.0,-281.8195203390993,32,-0.018453220919764136,3.5011116802692412,569.6235644817352
,,655360,0.016230138148603145,0.225732421875,17.452534088492392,20,0.00028831967213114755,1001.0,-266.469386035694,32,-0.019658657227410004,3.1777005113661287,595.7330574989319
