eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.3087559727660846,0.03638916015625,136.39921622276307,1,0.0003,1000.0,-471.98466287526946,2,-0.06584762628481258,26.12071534693241,4.3852949142456055
,,4096,0.6732329843012849,0.0760772705078125,136.78465871810914,2,0.0002993852459016393,1000.0,-503.541602950511,2,-0.12161530146549922,22.31694893538952,8.86532473564148
,,6144,0.680960212519858,0.0730499267578125,136.97996287345887,3,0.00029877049180327867,1000.0,-528.5232120245244,2,-0.11784458016045392,13.72826956808567,13.318404912948608
,,8192,0.8471288417145842,0.085333251953125,137.0583721637726,4,0.000298155737704918,1000.0,-526.6026359353177,2,-0.13763324735045898,21.544404044747353,17.820870876312256
,,10240,1.257465212146053,0.1100677490234375,137.4787784576416,5,0.00029754098360655737,1000.0,-469.01360511715586,2,-0.1450612122367602,14.017071042954921,22.281864881515503
-395.0633597316728,92.34225174962636,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.86620593070984
nan,nan,12288,0.954410761926556,0.0858306884765625,137.19422059059144,6,0.0002969262295081967,1000.0,-504.28969206963484,2,-0.11664257382799406,15.711129155755042,38.486356019973755
nan,nan,14336,1.350105084333336,0.0883270263671875,137.42038116455078,7,0.00029631147540983607,1000.0,-532.5310780587021,2,-0.1241385800531134,34.18339375555515,43.11171579360962
nan,nan,16384,5.113151425065007,0.1536102294921875,141.5222490310669,8,0.00029569672131147536,1000.0,-448.1309449041488,2,-0.1660712031123694,13.224620753526688,47.50692105293274
nan,nan,18432,2.183734384784475,0.119012451171875,138.59242205619813,9,0.0002950819672131147,1000.0,-447.386172990732,2,-0.12371651293651667,18.412407591938972,51.76518392562866
nan,nan,20480,2.182747551679495,0.1363494873046875,138.46757793426514,10,0.00029446721311475406,1000.0,-547.0728531868263,2,-0.1286512913648039,16.49237040132284,56.04415702819824
-237.86964580196914,107.03859911908727,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.31016087532043
nan,nan,22528,3.9996088003419574,0.1604217529296875,140.7111792564392,11,0.0002938524590163934,1000.0,-408.01410458821624,2,-0.06963414553902111,16.920414964854718,71.79307198524475
nan,nan,24576,1.9288628407870418,0.1426666259765625,138.314350605011,12,0.00029323770491803276,1000.0,-434.3947638495489,2,-0.13167372564203106,14.833780558407307,76.20515203475952
nan,nan,26624,1.2163863333116751,0.10966796875,137.18877558708192,13,0.0002926229508196721,1000.0,-456.76989165589043,2,-0.13353244368336165,21.829755753278732,80.58880686759949
nan,nan,28672,2.407894968049368,0.1506011962890625,138.81875,14,0.00029200819672131145,1000.0,-437.29517003118497,2,-0.12779893002807513,14.629606612026691,84.9701189994812
nan,nan,30720,1.82218941176543,0.1328338623046875,137.8063157558441,15,0.0002913934426229508,1000.0,-505.12265295789257,2,-0.12026633210771251,28.419405150413514,89.41235208511353
-147.50581616044516,125.63337791733177,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.45080399513245
nan,nan,32768,4.7792854299914325,0.1532867431640625,141.13217883110048,16,0.00029077868852459015,1000.0,-531.9823700059085,2,-0.1294665343768429,20.128076650202274,104.77959084510803
nan,nan,34816,2.212730926644872,0.1371002197265625,138.8587287902832,17,0.00029016393442622945,1000.0,-314.3881631455557,2,-0.13890242587949614,19.59646651148796,109.54954385757446
nan,nan,36864,9.327922595074051,0.210809326171875,145.88791770935057,18,0.00028954918032786885,1000.0,-343.33645585043104,2,-0.06124316802888643,12.281738997995854,114.24276995658875
nan,nan,38912,1.802535879801144,0.1224609375,138.28377923965454,19,0.0002889344262295082,1000.0,-375.27709577539645,2,-0.11797036001953529,18.447819943726063,118.85434699058533
nan,nan,40960,6.885846916987793,0.181402587890625,143.29604201316835,20,0.00028831967213114755,1000.0,-452.0343283591564,2,-0.08343590677395696,14.879156748950482,123.47504496574402
-291.9909409731731,105.76108744583549,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,134.59421801567078
