eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,4.520031987087714,0.440673828125,0.45654296875,0.46318358182907104,0.4749999940395355,0.45885009765625,63.74575499892235,1,0.0003,17.655172413793103,13.222223857513429,116,-0.041888397274306044,12.4250738799572,1.8135979175567627
,,4096,0.016853819619427668,0.037353515625,0.037109375,0.03813476487994194,0.03691406175494194,0.0373779296875,17.092904382944106,2,0.0002993852459016393,58.0,96.08159761897859,35,-0.003254216891946271,57.73601987361908,3.6651451587677
,,6144,0.010091933800140396,0.02021484449505806,0.02587890625,0.01806640625,0.01772460900247097,0.02047119140625,17.10028640627861,3,0.00029877049180327867,75.37037037037037,140.33649489300504,27,-0.004768488653644454,85.23127955198288,5.517641067504883
,,8192,0.1678302422144043,0.09414062649011612,0.09208984673023224,0.09140624850988388,0.09907226264476776,0.09417724609375,17.795144581794737,4,0.000298155737704918,76.92307692307692,145.25307136026308,26,-0.005585340602556244,109.71658623218536,7.343822240829468
,,10240,1.45010704271117,0.25810545682907104,0.24790039658546448,0.24702148139476776,0.24467773735523224,0.24942626953125,23.455084466934203,5,0.00029754098360655737,86.70833333333333,171.8402987841629,24,-0.005607060008333065,74.45419256687164,9.183035135269165
128.57363205757412,10.305437494998102,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.44710397720337
nan,nan,12288,5.527064349934517,0.5130859613418579,0.51416015625,0.5115722417831421,0.505664050579071,0.51112060546875,63.60993636250496,6,0.0002969262295081967,62.42424242424242,117.67761140228305,33,-0.10561284991563298,32.892372491955754,11.287365198135376
nan,nan,14336,5.678903707289282,0.5025390386581421,0.48930662870407104,0.48310548067092896,0.4740234315395355,0.48724365234375,77.47501141428947,7,0.00029631147540983607,45.130434782608695,73.52518529136736,46,-0.10163922227802687,37.737115643918514,13.166778087615967
nan,nan,16384,6.719742827158188,0.677490234375,0.6363769769668579,0.5907226800918579,0.58056640625,0.6212890625,87.79942937493324,8,0.00029569672131147536,35.98245614035088,54.41853336100042,57,-0.0626892164524179,37.29420603215694,15.111394166946411
nan,nan,18432,1.0832472045942267,0.39326173067092896,0.24702148139476776,0.20561523735523224,0.20195312798023224,0.261962890625,24.687194442749025,9,0.0002950819672131147,41.3469387755102,54.789603595959406,49,-0.016185212584969123,61.41425800323486,17.039388179779053
nan,nan,20480,7.073440494070383,0.6683593988418579,0.564892590045929,0.5276855230331421,0.5165039300918579,0.5693603515625,116.05107870101929,10,0.00029446721311475406,60.14705882352941,38.95692420628268,34,-0.0029759907716652378,64.78091023564339,18.9617862701416
123.04560720284368,22.38946206761974,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.594752073287964
nan,nan,22528,0.06614964887703537,0.24545899033546448,0.07319335639476776,0.06337890774011612,0.07333984225988388,0.1138427734375,17.309341329336167,11,0.0002938524590163934,187.36363636363637,163.9413266399746,11,-0.006362996774259955,36.5354711085558,21.513890027999878
nan,nan,24576,2.3343809695397795,0.4754882752895355,0.2952636778354645,0.26201170682907104,0.24809570610523224,0.32021484375,58.97894241213798,12,0.00029323770491803276,182.9090909090909,193.66965851955865,11,-0.020254511808161624,13.131343442201615,23.37908101081848
nan,nan,26624,5.235830904774048,0.624316394329071,0.452880859375,0.40131837129592896,0.3824706971645355,0.46524658203125,568.1805090725422,13,0.0002926229508196721,76.88888888888889,90.09523004631839,27,0.002916258975164965,20.93510024547577,25.258937120437622
nan,nan,28672,1.7654548570149928,0.557568371295929,0.35917967557907104,0.21176758408546448,0.19941405951976776,0.331982421875,36.80905286073685,14,0.00029200819672131145,45.977777777777774,31.894249501125486,45,0.007060543695115484,35.97053915858269,27.169777154922485
nan,nan,30720,1.265573137573665,0.4151855409145355,0.3115234375,0.25346678495407104,0.23613281548023224,0.3040771484375,51.17713214159012,15,0.0002913934426229508,43.48888888888889,45.97344863384481,45,-0.004629879904678091,32.41414737403393,29.074169158935547
50.20600122609587,5.311139992672879,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.204559087753296
nan,nan,32768,6.560847686737543,0.9192870855331421,0.702685534954071,0.650097668170929,0.6956542730331421,0.74193115234375,122.44065185785294,16,0.00029077868852459015,41.3921568627451,60.05891738697036,51,-0.009787327353842556,6.9580211088061334,31.11560821533203
nan,nan,34816,6.493024553909345,0.747607409954071,0.640087902545929,0.5565429925918579,0.507031261920929,0.6128173828125,73.69377512931824,17,0.00029016393442622945,615.0,641.9927421385213,2,-0.059012363794317936,9.095914839394391,33.08486604690552
nan,nan,36864,0.10946890000705026,0.3902343809604645,0.18129882216453552,0.11650390923023224,0.13701172173023224,0.20626220703125,17.409073615074156,18,0.00028954918032786885,824.0,803.6874197015201,3,-0.008514189122070092,19.20476566180587,35.17035913467407
nan,nan,38912,0.15685730634431821,0.4495605528354645,0.16132812201976776,0.14321288466453552,0.153076171875,0.22679443359375,17.606882578134538,19,0.0002889344262295082,1000.0,1022.7280659275102,2,-0.006350101187126711,12.051139382272959,37.25999116897583
nan,nan,40960,0.7221174947611871,0.498046875,0.3062500059604645,0.21835938096046448,0.18549804389476776,0.30203857421875,20.345845234394073,20,0.00028831967213114755,193.0,220.74526145385718,13,-0.006721765955444425,23.64283531755209,39.354631185531616
1019.711310627099,0.710308772318972,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.7902090549469
nan,nan,43008,0.6110084923908289,0.691113293170929,0.47846680879592896,0.2804199159145355,0.20405273139476776,0.41351318359375,19.691606026887893,21,0.00028770491803278684,1000.0,1021.2283027944488,2,-0.0010909683274803682,17.13972887638956,45.911970138549805
nan,nan,45056,1.6921200030774344,0.801464855670929,0.507861316204071,0.37944334745407104,0.337890625,0.5066650390625,24.384634894132613,22,0.0002870901639344262,535.6666666666666,502.8365359748577,3,0.0036187570891343056,23.66507931947708,47.951810121536255
nan,nan,47104,0.19675582045092596,0.469482421875,0.19482421875,0.153564453125,0.15424804389476776,0.24302978515625,17.963611990213394,23,0.00028647540983606554,483.2,511.2101557722215,5,-0.008517208535340614,16.181245525181293,50.04097509384155
nan,nan,49152,1.0474148617693573,0.7041015625,0.3311523497104645,0.2525390684604645,0.275634765625,0.39085693359375,22.023862916231156,24,0.0002858606557377049,1000.0,996.2788066229202,2,0.0049621115525951606,31.512951101735233,52.16484999656677
nan,nan,51200,4.042333368600521,0.6292480230331421,0.577587902545929,0.575439453125,0.5753418207168579,0.589404296875,49.30076555609703,25,0.00028524590163934424,370.1666666666667,338.43620483424974,6,0.013080567422002786,41.325473645329474,54.339497089385986
53.441884980240914,1.3547990483828043,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.48730707168579
nan,nan,53248,5.754038432022935,0.711376965045929,0.541748046875,0.520458996295929,0.517529308795929,0.5727783203125,77.53609269261361,26,0.0002846311475409836,36.410714285714285,57.73503552332009,56,-0.021310041965625713,29.703350400179623,56.65457510948181
nan,nan,55296,6.969246186305827,0.7625488042831421,0.605224609375,0.603710949420929,0.624804675579071,0.649072265625,88.8433210849762,27,0.00028401639344262294,32.015625,51.19623800125899,64,-0.08014620880130678,10.57726007886231,58.86492919921875
nan,nan,57344,5.624783960079367,0.741943359375,0.660839855670929,0.638720691204071,0.6285644769668579,0.66751708984375,99.03526312112808,28,0.0002834016393442623,29.647058823529413,19.012336319496665,68,-0.01590946050710045,110.27941163182258,61.1631920337677
