eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,5.9870598771633015,0.500781238079071,0.505419909954071,0.516406238079071,0.5162597894668579,0.516308605670929,0.517578125,0.514941394329071,0.522167980670929,0.5077148675918579,0.508984386920929,0.5067383050918579,0.510498046875,0.506640613079071,0.507861316204071,0.509765625,0.514892578125,0.5114349365234375,371.7726358413696,1,0.0003,16.51219512195122,12.210538374960576,123,-0.03567482148646377,11.508536173403263,4.451135158538818
,,4096,0.012771556065672485,0.02363281324505806,0.02182617224752903,0.01025390625,0.00961914099752903,0.010009765625,0.011181640438735485,0.010009765625,0.01015624962747097,0.01835937425494194,0.01430664025247097,0.01357421837747097,0.01474609412252903,0.013916015625,0.013867187313735485,0.009814453311264515,0.010205077938735485,0.0134674072265625,68.25912265777588,2,0.0002993852459016393,46.06818181818182,77.62424558753145,44,-0.0017457963433116675,66.9983129799366,9.042945146560669
,,6144,0.13815167352822755,0.04501952975988388,0.04335937649011612,0.03461914137005806,0.02968749962747097,0.03012695349752903,0.02792968787252903,0.02773437462747097,0.02724609337747097,0.0458984375,0.04296875,0.04228515550494194,0.03706054762005806,0.03608398512005806,0.03291015699505806,0.03134765475988388,0.03193359449505806,0.03538818359375,71.50453431606293,3,0.00029877049180327867,45.32608695652174,79.62121386018084,46,-0.0003471663570962846,112.79153747558594,13.500937223434448
,,8192,0.06005632251490169,0.07441405951976776,0.06884765625,0.04086913913488388,0.03935546800494194,0.03872070461511612,0.04345703125,0.03842773288488388,0.03999023512005806,0.06464843451976776,0.06772460788488388,0.06455077975988388,0.049560546875,0.04594726487994194,0.050537109375,0.04282226413488388,0.04062499850988388,0.0506561279296875,69.15340621471405,4,0.000298155737704918,44.977777777777774,73.24488094298297,45,-0.0020810123067349197,127.46326484680176,18.25609016418457
,,10240,0.012905095090900431,0.04960937425494194,0.04306640475988388,0.02402343787252903,0.02138671837747097,0.01918945275247097,0.01728515699505806,0.02353515662252903,0.025146484375,0.04150390625,0.03471679612994194,0.03769531100988388,0.02739257737994194,0.02587890625,0.02299804612994194,0.02011718787252903,0.02333984337747097,0.0285552978515625,68.1887285232544,5,0.00029754098360655737,34.5,46.740204708732115,60,-0.002911168325226754,134.50596573352814,23.062803268432617
37.91445842672992,5.975988598517097,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.409961938858032
nan,nan,12288,0.042511770735109165,0.05615234375,0.05048828199505806,0.026123046875,0.02373046800494194,0.02094726637005806,0.02036132849752903,0.01889648474752903,0.02412109449505806,0.04833984375,0.044189453125,0.04340820387005806,0.03334961086511612,0.02944335900247097,0.02460937574505806,0.02963867224752903,0.02607421949505806,0.0324920654296875,68.6489440202713,6,0.0002969262295081967,58.26470588235294,96.4182922977061,34,-0.002169425887404941,93.19539054632187,28.16864013671875
nan,nan,14336,0.006394956930125773,0.00795898400247097,0.010009765625,0.00927734375,0.009326172061264515,0.009228515438735485,0.009472656063735485,0.012158202938735485,0.008837890811264515,0.01181640662252903,0.01064453087747097,0.010986328125,0.009814453311264515,0.014453125186264515,0.009716796688735485,0.011181640438735485,0.00795898400247097,0.0101776123046875,68.16856858730316,7,0.00029631147540983607,64.84375,114.56660741230888,32,-0.0027294203377095983,103.70040390491485,32.773091077804565
nan,nan,16384,0.023671744313833187,0.03188476711511612,0.029296875,0.01933593675494194,0.01860351487994194,0.01728515699505806,0.01577148400247097,0.01728515699505806,0.01591796800494194,0.028564453125,0.02851562574505806,0.02446288987994194,0.02412109449505806,0.02114257775247097,0.02045898512005806,0.02182617224752903,0.01992187462747097,0.022149658203125,68.52145240306854,8,0.00029569672131147536,74.46428571428571,121.94373888669502,28,-0.001975826226407662,103.34411288499832,37.48249530792236
nan,nan,18432,2.593684053063407,0.29658204317092896,0.2896972596645355,0.2762695252895355,0.2738281190395355,0.26630860567092896,0.26249998807907104,0.26069337129592896,0.2730956971645355,0.2882324159145355,0.28950196504592896,0.29047852754592896,0.28466796875,0.27348631620407104,0.2735839784145355,0.2689453065395355,0.2718261778354645,0.2774810791015625,308.36331660747527,9,0.0002950819672131147,61.121212121212125,106.24044346331371,33,0.00959247615392087,102.8822040438652,42.25223112106323
nan,nan,20480,4.410777868608238,0.4939941465854645,0.4933105409145355,0.41972655057907104,0.41796875,0.413330078125,0.4156738221645355,0.41533201932907104,0.41357421875,0.482666015625,0.4744628965854645,0.464111328125,0.44306641817092896,0.4280761778354645,0.4173339903354645,0.416748046875,0.422607421875,0.4394989013671875,242.61619832515717,10,0.00029446721311475406,33.12903225806452,54.6030113501892,62,-0.03262351463054074,41.76810768842697,47.09055423736572
37.800771074045116,2.8232945453267346,20480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.35584211349487
nan,nan,22528,8.01197066858349,0.6729980707168579,0.661572277545929,0.52783203125,0.5237792730331421,0.520556628704071,0.522167980670929,0.518310546875,0.515820324420929,0.640673816204071,0.615966796875,0.58154296875,0.557080090045929,0.5453125238418579,0.540332019329071,0.536816418170929,0.5316406488418579,0.563275146484375,805.5486699104309,11,0.0002938524590163934,25.975,42.54105638009152,80,-0.0016605857366812416,14.96612057685852,52.12165307998657
nan,nan,24576,6.405171460276142,0.873730480670929,0.37138670682907104,0.36088865995407104,0.35834962129592896,0.3619628846645355,0.3624023497104645,0.3634277284145355,0.361083984375,0.3656249940395355,0.35986328125,0.3561035096645355,0.35498046875,0.35493165254592896,0.360107421875,0.35957032442092896,0.3560546934604645,0.392529296875,765.7293534517288,12,0.00029323770491803276,22.0,37.76953949227313,93,-0.13267096709751058,2.0780163498129696,56.77974510192871
nan,nan,26624,1.1946135601503556,0.7765136957168579,0.37749022245407104,0.25751954317092896,0.26708984375,0.2728515565395355,0.28764647245407104,0.28764647245407104,0.298095703125,0.263916015625,0.23261718451976776,0.22480468451976776,0.234130859375,0.24130859971046448,0.24331054091453552,0.26030272245407104,0.2547363340854645,0.298748779296875,94.26199128627778,13,0.0002926229508196721,22.032258064516128,37.777048298977334,93,-0.011463190554059111,0.19396463157609106,62.05059194564819
nan,nan,28672,3.7754100469581315,0.8214355707168579,0.3988281190395355,0.413330078125,0.40478515625,0.4112792909145355,0.4132324159145355,0.41376954317092896,0.4090820252895355,0.40312498807907104,0.40874022245407104,0.3997558653354645,0.41142576932907104,0.4033203125,0.4052734375,0.40625,0.408203125,0.43323974609375,190.43027415275574,14,0.00029200819672131145,22.032258064516128,37.841496855586804,93,0.006319091352634132,0.14230400018859654,67.13953709602356
nan,nan,30720,0.05954855402960675,0.4749999940395355,0.12534180283546448,0.10786132514476776,0.11328125,0.10639648139476776,0.10732422024011612,0.11318359524011612,0.11992187798023224,0.11000976711511612,0.11376953125,0.10219726711511612,0.103271484375,0.10898437350988388,0.10463867336511612,0.10825195163488388,0.109619140625,0.1330657958984375,69.05407979488373,15,0.0002913934426229508,22.07608695652174,37.87598713023147,92,0.004300475510535762,0.1409384990343824,72.23189115524292
38.36732323359621,0.8395106235840857,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.53511023521423
nan,nan,32768,6.746606293327204,0.7255859375,0.5558105707168579,0.509716808795929,0.5146484375,0.510791003704071,0.51025390625,0.51220703125,0.5177246332168579,0.529003918170929,0.5187011957168579,0.5120605230331421,0.506298840045929,0.5023437738418579,0.507519543170929,0.506152331829071,0.5072265863418579,0.5278778076171875,263.47807705402374,16,0.00029077868852459015,21.96808510638298,37.69427964858808,94,0.009960745740681887,0.13249293834669515,77.68555998802185
nan,nan,34816,7.475998537125998,0.754150390625,0.7649902105331421,0.681347668170929,0.6866210699081421,0.6876465082168579,0.6819823980331421,0.687695324420929,0.6876465082168579,0.717578113079071,0.6956542730331421,0.6883300542831421,0.6788085699081421,0.6825195550918579,0.6819823980331421,0.686962902545929,0.685986340045929,0.696868896484375,225.67357141971587,17,0.00029016393442622945,22.57777777777778,38.53985482274255,90,-0.014696920618007425,0.3068982561118901,83.0700032711029
nan,nan,36864,3.851953996381053,0.5433593988418579,0.476806640625,0.4789062440395355,0.470458984375,0.48857420682907104,0.4931640625,0.4856933653354645,0.4801269471645355,0.4722656309604645,0.46894532442092896,0.4756835997104645,0.48291015625,0.4872070252895355,0.48979490995407104,0.482666015625,0.47856444120407104,0.4846954345703125,151.81261217594147,18,0.00028954918032786885,27.026315789473685,44.34984209269259,76,-0.028808965513599107,1.0871147077530623,88.40052032470703
nan,nan,38912,6.893975206399591,0.656445324420929,0.630078136920929,0.6124511957168579,0.614990234375,0.6183105707168579,0.6119629144668579,0.6158202886581421,0.6141601800918579,0.630419909954071,0.627978503704071,0.624072253704071,0.6185547113418579,0.629150390625,0.6192871332168579,0.624560534954071,0.614697277545929,0.6226837158203125,220.22304425239562,19,0.0002889344262295082,35.50877192982456,56.73052328530733,57,-0.07448585979291238,1.068982187099755,93.65202021598816
nan,nan,40960,0.016337918671160877,0.05380859225988388,0.034912109375,0.04360351711511612,0.03632812574505806,0.03657226637005806,0.033935546875,0.03466796875,0.03847656399011612,0.02934570237994194,0.02656250074505806,0.03232421725988388,0.03564453125,0.03623046725988388,0.03032226487994194,0.03593749925494194,0.03950195387005806,0.0361358642578125,68.38915164470673,20,0.00028831967213114755,53.0,79.0035840193208,38,-0.003025774346315302,6.816485779732465,98.69924116134644
987.295367438552,2.826783489109139,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,111.89050221443176
nan,nan,43008,0.01472339052688767,0.07407226413488388,0.03212890774011612,0.03095703199505806,0.02568359300494194,0.02866210974752903,0.02958984300494194,0.02778320387005806,0.03022461012005806,0.02592773362994194,0.02724609337747097,0.0234375,0.021728515625,0.01948242262005806,0.02631836012005806,0.02866210974752903,0.03134765475988388,0.0302032470703125,68.2805150270462,21,0.00028770491803278684,175.58333333333334,202.3574551856067,12,-0.0029339021421037614,14.222542218863964,117.00373125076294
nan,nan,45056,4.20090170521271,0.5731445550918579,0.53515625,0.539355456829071,0.5416504144668579,0.547070324420929,0.5521484613418579,0.546093761920929,0.5438476800918579,0.535351574420929,0.538330078125,0.5387207269668579,0.544726550579071,0.546582043170929,0.544921875,0.541699230670929,0.5411621332168579,0.54437255859375,162.06115963459015,22,0.0002870901639344262,72.14285714285714,41.12589684812666,28,-0.0013995671761222184,45.10161290168762,122.05303716659546
nan,nan,47104,0.03208596780550579,0.1357421875,0.08754882961511612,0.09560547024011612,0.096435546875,0.10122070461511612,0.09829101711511612,0.10097656399011612,0.09702148288488388,0.08706054836511612,0.08696289360523224,0.09047851711511612,0.09418945014476776,0.09477539360523224,0.09946288913488388,0.08828125149011612,0.09370116889476776,0.096734619140625,68.50825986862182,23,0.00028647540983606554,45.28888888888889,15.67644451805491,45,-0.00442796904972056,33.09432406127453,127.05112600326538
nan,nan,49152,3.612621504146955,0.556689441204071,0.4776855409145355,0.461669921875,0.463623046875,0.46660155057907104,0.462158203125,0.466552734375,0.457763671875,0.4625488221645355,0.45942384004592896,0.459716796875,0.461669921875,0.46831053495407104,0.46406251192092896,0.4608398377895355,0.4678710997104645,0.46982421875,160.05572068691254,24,0.0002858606557377049,74.64285714285714,96.52955732694097,28,-0.046129533631028605,19.4613988250494,132.11122107505798
nan,nan,51200,3.3802432725442486,0.3788085877895355,0.3038574159145355,0.3116210997104645,0.31367188692092896,0.3091796934604645,0.3084472715854645,0.3033691346645355,0.3067382872104645,0.3014160096645355,0.30561524629592896,0.30668944120407104,0.30000001192092896,0.3037109375,0.3077636659145355,0.31562501192092896,0.31279295682907104,0.3118316650390625,230.35518605709075,25,0.00028524590163934424,45.333333333333336,65.02348397401691,45,-0.012122833522153088,9.29768471866846,137.19349908828735
46.47670005363868,1.89466400345797,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137.55522918701172
nan,nan,53248,8.88300333028019,0.7052246332168579,0.6649414300918579,0.6256347894668579,0.623095691204071,0.6239258050918579,0.629638671875,0.6217285394668579,0.621142566204071,0.626513659954071,0.625927746295929,0.6207519769668579,0.622851550579071,0.628662109375,0.6200195550918579,0.629443347454071,0.6294921636581421,0.6324371337890625,418.14396595954895,26,0.0002846311475409836,32.140625,49.7093599850558,64,-0.0702798362413887,5.5798752650618555,142.5114450454712
nan,nan,55296,5.614053340741338,0.539599597454071,0.4849609434604645,0.45659178495407104,0.44892579317092896,0.45170897245407104,0.45048826932907104,0.4493652284145355,0.43999022245407104,0.4640136659145355,0.462158203125,0.4571289122104645,0.4530273377895355,0.45747071504592896,0.4580078125,0.4601074159145355,0.455078125,0.4617889404296875,286.7369078636169,27,0.00028401639344262294,32.62903225806452,5.364856111970563,62,-0.14099834765074776,10.892750041279943,147.22210097312927
nan,nan,57344,9.160105756262055,0.8233398199081421,0.7344726324081421,0.761914074420929,0.7559570074081421,0.746874988079071,0.7537597417831421,0.7518066167831421,0.7537597417831421,0.733691394329071,0.74658203125,0.746142566204071,0.7457031011581421,0.7403808832168579,0.7552734613418579,0.7618163824081421,0.771533191204071,0.75518798828125,959.2939416885376,28,0.0002834016393442623,37.50909090909091,24.343268822506992,55,-0.003374714229721576,23.932324412465096,152.09066009521484
nan,nan,59392,10.705438383115325,0.795605480670929,0.7381836175918579,0.72607421875,0.725390613079071,0.7264648675918579,0.7308105230331421,0.723193347454071,0.7197265625,0.712646484375,0.72119140625,0.72021484375,0.7198241949081421,0.721142590045929,0.724414050579071,0.728320300579071,0.734326183795929,0.7292205810546875,5629.769249725342,29,0.00028278688524590163,28.802816901408452,46.262917479127715,71,-0.12289625856792555,1.1625905654393136,157.0329511165619
nan,nan,61440,12.095053339839797,0.879833996295929,0.869824230670929,0.849072277545929,0.849365234375,0.851855456829071,0.8504394292831421,0.851318359375,0.8460448980331421,0.835205078125,0.8350585699081421,0.834179699420929,0.835156261920929,0.8333495855331421,0.837939441204071,0.840039074420929,0.838134765625,0.846051025390625,3228.091081404686,30,0.00028217213114754093,26.907894736842106,44.47260600361993,76,0.008533782680751755,0.5597557397093624,162.05941009521484
47.91420294750614,1.137183921349452,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162.4175410270691
nan,nan,63488,10.089229874545708,0.8291015625,0.843212902545929,0.800244152545929,0.807812511920929,0.803271472454071,0.8018554449081421,0.792187511920929,0.797900378704071,0.793652355670929,0.788867175579071,0.7919921875,0.7950195074081421,0.7945801019668579,0.7867676019668579,0.7896972894668579,0.7967284917831421,0.8008056640625,1076.2492255210877,31,0.0002815573770491803,31.53846153846154,49.78268357312894,65,-0.03679972009704215,0.9173452140763402,167.25656819343567
nan,nan,65536,6.269911277476058,0.647216796875,0.651904284954071,0.559326171875,0.560595691204071,0.562304675579071,0.566650390625,0.567089855670929,0.564990222454071,0.5758301019668579,0.567919909954071,0.5567382574081421,0.557861328125,0.5658203363418579,0.5660156011581421,0.5542968511581421,0.560351550579071,0.5740570068359375,283.9014762401581,32,0.0002809426229508196,39.61538461538461,59.85505796111587,52,-0.054531943504844096,1.805682523176074,172.2421591281891
