eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,2048,0.008377324620596482,0.01284179650247097,0.01479492150247097,0.0205078125,0.02309570275247097,0.024658203125,0.01938476599752903,0.01948242262005806,0.02363281324505806,0.013134765438735485,0.014697265811264515,0.01381835900247097,0.01640624925494194,0.01616210862994194,0.019287109375,0.01875000074505806,0.01909179612994194,0.018109130859375,136.2319351196289,1,0.0003,1000.0,-471.98466287526946,2,-0.006170256435871125,26.118602582812308,4.44397497177124
,,4096,0.01477659734482586,0.02866210974752903,0.02421874925494194,0.03388671949505806,0.03759765625,0.03081054612994194,0.03422851487994194,0.03623046725988388,0.03857421875,0.02329101599752903,0.02958984300494194,0.03022461012005806,0.02685546875,0.03286132961511612,0.032958984375,0.03300781175494194,0.0341796875,0.0316986083984375,136.40496144294738,2,0.0002993852459016393,1000.0,-538.0832433253714,2,-0.009855965175665915,15.2408183157444,9.041239976882935
,,6144,0.020670109991442587,0.04750976711511612,0.04619140550494194,0.06118164211511612,0.06430663913488388,0.06025390699505806,0.056396484375,0.05815429612994194,0.06782226264476776,0.04472656175494194,0.04365234449505806,0.04960937425494194,0.04975586012005806,0.04804687574505806,0.054443359375,0.05390625074505806,0.05156249925494194,0.053594970703125,136.62089262008666,3,0.00029877049180327867,1000.0,-409.63640939270516,2,-0.0134207812618115,14.336158928275108,13.597384929656982
,,8192,0.01812950654857559,0.0380859375,0.04228515550494194,0.04560546949505806,0.04042968899011612,0.04799804836511612,0.05058593675494194,0.04863281175494194,0.0478515625,0.04194336012005806,0.04013671725988388,0.04252929612994194,0.04726562649011612,0.04536132887005806,0.04599609225988388,0.04604492336511612,0.03681640699505806,0.0442230224609375,136.51125226020812,4,0.000298155737704918,1000.0,-512.7216789132182,2,-0.012748583091888577,15.765225368738175,18.2186119556427
,,10240,0.022140588453112287,0.05170898512005806,0.05268554762005806,0.06723632663488388,0.06284179538488388,0.06904296576976776,0.06772460788488388,0.06879882514476776,0.07241211086511612,0.05302734300494194,0.05107421800494194,0.05571288987994194,0.05683593824505806,0.05454101413488388,0.06865234673023224,0.05708007887005806,0.06206054612994194,0.0607147216796875,136.60995030403137,5,0.00029754098360655737,1000.0,-395.63179079175256,2,-0.015443865215638652,15.047111903131007,22.782510995864868
-389.47607726341414,74.92523010949988,10240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.63367676734924
nan,nan,12288,0.015930720641881634,0.03256835788488388,0.03515625,0.041015625,0.03618163987994194,0.03769531100988388,0.04560546949505806,0.03818359225988388,0.03803711012005806,0.03554687649011612,0.03374023362994194,0.04345703125,0.03125,0.032470703125,0.036376953125,0.04023437574505806,0.03740234300494194,0.0371826171875,136.68743391036986,6,0.0002969262295081967,1000.0,-503.6617284940478,2,-0.01236412757425569,22.106382977962493,39.4852991104126
nan,nan,14336,0.024825179491926974,0.06582031399011612,0.06245117262005806,0.07099609076976776,0.07065429538488388,0.07045898586511612,0.078369140625,0.07929687201976776,0.07958984375,0.06186523288488388,0.06123046949505806,0.06547851860523224,0.07060547173023224,0.06645508110523224,0.066650390625,0.07534179836511612,0.07597656548023224,0.0700775146484375,136.46864590644836,7,0.00029631147540983607,1000.0,-475.2116223493083,2,-0.01640576598874759,13.573070418834686,44.37217998504639
nan,nan,16384,0.02082998417554336,0.04624023288488388,0.0546875,0.06215820461511612,0.06254883110523224,0.05766601487994194,0.06806640326976776,0.05634765699505806,0.058349609375,0.04599609225988388,0.05253906175494194,0.04965820163488388,0.049560546875,0.05561523512005806,0.05400390550494194,0.05463867262005806,0.05703125149011612,0.0553192138671875,136.52831683158874,8,0.00029569672131147536,1000.0,-517.3235165601504,2,-0.01462666665611323,20.76172604560852,48.98252201080322
nan,nan,18432,0.025383953761956946,0.06362304836511612,0.06362304836511612,0.07290039211511612,0.07583007961511612,0.08037109673023224,0.07783202826976776,0.08037109673023224,0.08647461235523224,0.06489257514476776,0.06772460788488388,0.06733398139476776,0.072265625,0.06855468451976776,0.07119140774011612,0.072021484375,0.07875976711511612,0.072735595703125,136.7385703086853,9,0.0002950819672131147,1000.0,-518.1025999325877,2,-0.017404624505434185,14.929740066826344,53.53274893760681
